,Approaches_from__200_yards_Rgh_RANK THIS WEEK,Approaches_from__200_yards_Rgh_RANK LAST WEEK,Approaches_from__200_yards_Rgh_PLAYER NAME,Approaches_from__200_yards_Rgh_ROUNDS,Approaches_from__200_yards_Rgh_AVG,Approaches_from__200_yards_Rgh_TOTAL DISTANCE (FEET),Approaches_from__200_yards_Rgh_# OF ATTEMPTS,Approaches_from__200_yards_Rgh_RELATIVE TO PAR
0,1,1,Kirk Triplett,92,"47' 1""",1083.833,23,-4
1,2,2,Duffy Waldorf,90,"56' 7""",2038.4170000000001,36,-12
2,3,3,Jason Caron,74,"56' 8""",1757.5,31,-11
3,4,4,Brian Bateman,70,"56' 10""",1420.1670000000001,25,-16
4,5,5,Todd Barranger,78,"57' 9""",1962.5829999999999,34,-8
5,6,6,Frank Lickliter II,94,"57' 11""",1910.5829999999999,33,-1
6,7,7,Mark Calcavecchia,84,"58' 9""",1585.25,27,-9
7,8,8,Tommy Armour III,66,"59' 4""",1008.8330000000001,17,-4
8,9,9,Tim Clark,79,"60' 0""",1079.75,18,+4
9,10,10,Brandt Jobe,77,"61' 1""",1892.9170000000001,31,-6
10,11,11,Rod Pampling,87,"61' 2""",1713.0,28,-2
11,12,12,Justin Leonard,80,"61' 3""",1470.0,24,-5
12,13,13,Jay Williamson,93,"61' 8""",1172.0,19,-2
13,14,14,Chad Campbell,105,"61' 10""",1484.8329999999999,24,-10
14,T15,T15,Davis Love III,85,"62' 3""",1681.0829999999999,27,-9
15,T15,T15,Paul Stankowski,67,"62' 3""",1493.5829999999999,24,-5
16,17,17,Steve Lowery,86,"62' 7""",1564.6670000000001,25,-5
17,18,18,Paul Azinger,73,"63' 5""",2091.75,33,E
18,T19,T19,Retief Goosen,69,"63' 6""",1778.25,28,-7
19,T19,T19,Hidemichi Tanaka,112,"63' 6""",1586.8329999999999,25,+6
20,21,21,Kenichi Kuboya,91,"63' 11""",1534.75,24,-5
21,22,22,Glen Day,103,"64' 6""",1999.1670000000001,31,-2
22,23,23,Joey Sindelar,93,"64' 11""",2078.333,32,E
23,T24,T24,J.P. Hayes,79,"65' 2""",1042.917,16,+3
24,T24,T24,Jesper Parnevik,102,"65' 2""",2476.917,38,-5
25,T26,T26,J.J. Henry,100,"65' 3""",1957.5,30,-1
26,T26,T26,Jeff Sluman,106,"65' 3""",2543.333,39,-2
27,28,28,Woody Austin,107,"65' 8""",3152.833,48,-10
28,29,29,Kent Jones,74,"65' 9""",920.75,14,-7
29,30,30,Luke Donald,88,"65' 11""",1121.167,17,+8
30,31,31,Per-Ulrik Johansson,96,"66' 2""",1786.5829999999999,27,-1
31,T32,T32,Richard Johnson,89,"66' 3""",1854.8329999999999,28,+1
32,T32,T32,Nick Price,65,"66' 3""",927.4169999999999,14,-4
33,T34,T34,Dudley Hart,66,"66' 7""",1664.5829999999999,25,-9
34,T34,T34,Matt Kuchar,63,"66' 7""",998.75,15,+4
35,T34,T34,J.L. Lewis,99,"66' 7""",1998.4170000000001,30,-4
36,37,37,Joe Durant,96,"66' 10""",1603.9170000000001,24,-2
37,38,38,Bernhard Langer,65,"66' 11""",1137.917,17,+1
38,39,39,Steve Flesch,110,"67' 1""",2615.167,39,-6
39,T40,T40,Stewart Cink,104,"67' 2""",2081.917,31,-8
40,T40,T40,John Daly,56,"67' 2""",2083.333,31,-3
41,42,42,Gavin Coles,69,"67' 7""",1081.5,16,+1
42,43,43,Alex Cejka,98,"68' 1""",1701.25,25,-6
43,44,44,Bob Burns,88,"68' 4""",1093.75,16,+5
44,45,45,Pat Perez,95,"68' 6""",2535.583,37,-3
45,46,46,Carl Paulson,101,"68' 7""",3086.667,45,-9
46,T47,T47,Shigeki Maruyama,87,"69' 1""",1588.0829999999999,23,-7
47,T47,T47,Vance Veazey,66,"69' 1""",1589.5829999999999,23,-3
48,49,49,Adam Scott,52,"69' 2""",1037.25,15,+4
49,T50,T50,Mike Weir,80,"69' 3""",1730.5829999999999,25,-7
50,T50,T50,Dean Wilson,82,"69' 3""",2770.75,40,-13
51,T52,T52,Jay Haas,89,"69' 7""",2367.0,34,+9
52,T52,T52,John Morgan,81,"69' 7""",2851.667,41,-14
53,T52,T52,Tom Pernice Jr.,105,"69' 7""",2852.0,41,-13
54,55,55,John Huston,76,"69' 8""",1949.8329999999999,28,-6
55,T56,T56,Rich Beem,80,"69' 10""",1537.0829999999999,22,-1
56,T56,T56,Brian Henninger,56,"69' 10""",908.0830000000001,13,-3
57,T56,T56,Ian Leggatt,71,"69' 10""",1607.0829999999999,23,-4
58,59,59,Corey Pavin,88,"69' 11""",2725.833,39,-4
59,60,60,Brian Gay,100,"70' 0""",2169.25,31,-4
60,T61,T61,K.J. Choi,112,"70' 2""",2035.4170000000001,29,+2
61,T61,T61,Mathew Goggin,90,"70' 2""",2805.5,40,-13
62,T63,T63,Cameron Beckman,86,"70' 5""",2184.083,31,-1
63,T63,T63,Ty Tryon,52,"70' 5""",1689.9170000000001,24,-9
64,T65,T65,Ben Crane,94,"70' 7""",3530.0,50,-3
65,T65,T65,Paul Gow,62,"70' 7""",1765.1670000000001,25,-9
66,T65,T65,Bob Tway,89,"70' 7""",2187.583,31,-3
67,68,68,Rory Sabbatini,95,"70' 9""",1839.5,26,-5
68,T69,T69,Jim Furyk,104,"71' 0""",1419.3329999999999,20,+9
69,T69,T69,Tom Gillis,71,"71' 0""",1561.9170000000001,22,-1
70,T69,T69,Neal Lancaster,110,"71' 0""",3337.083,47,-11
71,72,72,Arron Oberholser,80,"71' 1""",1706.4170000000001,24,-6
72,T73,T73,Chris Riley,96,"71' 6""",2002.3329999999999,28,E
73,T73,T73,Mark Wilson,82,"71' 6""",1359.1670000000001,19,-2
74,75,75,Chris Smith,92,"71' 7""",1932.0829999999999,27,-5
75,T76,T76,Billy Andrade,100,"71' 8""",3151.5,44,-9
76,T76,T76,Stuart Appleby,90,"71' 8""",1864.25,26,-5
77,T78,T78,Paul Goydos,86,"71' 10""",1796.5,25,+2
78,T78,T78,Cliff Kresge,102,"71' 10""",2442.0,34,-17
79,80,80,John Maginnes,87,"72' 0""",1799.75,25,-1
80,81,81,Scott Verplank,97,"72' 2""",1948.5829999999999,27,E
81,T82,T82,Jerry Kelly,108,"72' 3""",1661.0829999999999,23,-5
82,T82,T82,Mike Sposa,72,"72' 3""",2312.25,32,-11
83,T84,T84,Marco Dawson,86,"72' 6""",2174.583,30,-12
84,T84,T84,Loren Roberts,87,"72' 6""",1595.6670000000001,22,+1
85,T86,T86,Scott Laycock,71,"72' 7""",2322.833,32,+3
86,T86,T86,David Toms,90,"72' 7""",798.6669999999999,11,E
87,88,88,Andrew Magee,91,"72' 8""",2834.75,39,-10
88,T89,T89,David Gossett,92,"72' 10""",1894.6670000000001,26,-6
89,T89,T89,Tiger Woods,74,"72' 10""",2258.333,31,-13
90,91,91,Tom Lehman,87,"73' 0""",2409.333,33,-6
91,T92,T92,Phil Mickelson,87,"73' 1""",2264.833,31,-16
92,T92,T92,Craig Perks,82,"73' 1""",2483.5,34,-6
93,T94,T94,Brad Faxon,97,"73' 3""",2930.417,40,-1
94,T94,T94,John Rollins,89,"73' 3""",805.6669999999999,11,+4
95,96,96,Tim Petrovic,108,"73' 5""",2643.167,36,-3
96,T97,T97,Aaron Barber,94,"73' 6""",2057.583,28,+2
97,T97,T97,Robert Gamez,114,"73' 6""",2791.5,38,-13
98,T99,T99,Jonathan Byrd,101,"73' 7""",2060.833,28,-6
99,T99,T99,Hank Kuehne,73,"73' 7""",3459.667,47,-15
100,101,101,Sergio Garcia,62,"73' 9""",1031.917,14,-9
101,T102,T102,Darren Clarke,61,"73' 10""",516.8330000000001,7,+1
102,T102,T102,David Frost,80,"73' 10""",2435.5,33,-5
103,T102,T102,Thomas Levet,85,"73' 10""",2435.667,33,E
104,105,105,Hal Sutton,81,"73' 11""",1256.333,17,+1
105,106,106,Matt Gogel,77,"74' 0""",1258.25,17,+2
106,107,107,Kenneth Staton,59,"74' 2""",1779.6670000000001,24,-9
107,108,108,Jeff Brehaut,110,"74' 3""",2599.25,35,E
108,109,109,Steve Stricker,59,"74' 4""",2971.833,40,-7
109,110,110,Brenden Pappas,105,"74' 6""",3425.667,46,-9
110,111,111,Esteban Toledo,109,"74' 9""",3139.083,42,+1
111,112,112,Mark O'Meara,69,"74' 11""",1048.5,14,+6
112,113,113,Kevin Sutherland,97,"75' 0""",3224.333,43,-14
113,114,114,Brad Elder,51,"75' 4""",904.25,12,-2
114,T115,T115,Carlos Franco,99,"75' 7""",3325.25,44,-10
115,T115,T115,Mike Grob,83,"75' 7""",982.75,13,-1
116,T117,T117,Jay Don Blake,77,"75' 9""",1060.583,14,E
117,T117,T117,Robert Damron,96,"75' 9""",1439.3329999999999,19,+6
118,119,119,Shaun Micheel,97,"75' 10""",1971.9170000000001,26,-3
119,120,120,Carl Pettersson,80,"75' 11""",2278.333,30,-5
120,121,121,Charles Howell III,120,"76' 2""",3580.25,47,-15
121,122,122,Jason Gore,83,"76' 3""",3124.667,41,-3
122,123,123,Scott McCarron,86,"76' 5""",2597.25,34,-2
123,124,124,Jim Carter,95,"76' 6""",1912.0,25,-3
124,125,125,David Peoples,96,"76' 7""",1531.0829999999999,20,-3
125,T126,T126,Tom Byrum,97,"76' 8""",1534.0829999999999,20,E
126,T126,T126,Len Mattiace,94,"76' 8""",2452.5,32,+1
127,T128,T128,Steve Allan,53,"76' 9""",1919.0829999999999,25,E
128,T128,T128,Tim Herron,102,"76' 9""",2301.917,30,-5
129,T130,T130,Robert Allenby,87,"77' 0""",1924.0,25,-3
130,T130,T130,Stephen Ames,91,"77' 0""",1924.0,25,-8
131,132,132,Michael Clark II,54,"77' 2""",1157.083,15,+2
132,T133,T133,Deane Pappas,75,"77' 3""",2857.833,37,-9
133,T133,T133,Vijay Singh,106,"77' 3""",2548.833,33,-13
134,T135,T135,Harrison Frazar,88,"77' 5""",2709.333,35,-9
135,T135,T135,Gene Sauers,87,"77' 5""",1934.4170000000001,25,+3
136,137,137,Greg Chalmers,98,"77' 6""",2712.667,35,-2
137,T138,T138,Chris DiMarco,98,"77' 9""",2876.417,37,-1
138,T138,T138,Akio Sadakata,83,"77' 9""",1709.5829999999999,22,+1
139,140,140,Fred Couples,71,"77' 10""",1713.0,22,+1
140,T141,T141,Jason Buha,61,"77' 11""",1324.5829999999999,17,-7
141,T141,T141,Todd Fischer,97,"77' 11""",2260.583,29,+2
142,T141,T141,Patrick Sheehan,101,"77' 11""",3583.5,46,-8
143,144,144,John Riegger,55,"78' 1""",781.1669999999999,10,-4
144,T145,T145,Craig Barlow,95,"78' 3""",1174.0,15,-6
145,T145,T145,Lee Janzen,83,"78' 3""",1721.3329999999999,22,-3
