,Approaches_from__275_yards_RANK THIS WEEK,Approaches_from__275_yards_RANK LAST WEEK,Approaches_from__275_yards_PLAYER NAME,Approaches_from__275_yards_ROUNDS,Approaches_from__275_yards_AVG,Approaches_from__275_yards_TOTAL DISTANCE (FEET),Approaches_from__275_yards_# OF ATTEMPTS,Approaches_from__275_yards_RELATIVE TO PAR
0,1,1,Sergio Garcia,62,"37' 2""",148.583,4,-3
1,2,2,Steve Stricker,59,"52' 2""",208.667,4,-1
2,3,3,Jay Williamson,93,"61' 8""",308.41700000000003,5,-2
3,4,4,Chad Campbell,105,"61' 10""",1113.0,18,-9
4,5,5,Tiger Woods,74,"63' 6""",762.1669999999999,12,-7
5,6,6,Brent Geiberger,51,"63' 8""",254.667,4,E
6,7,7,David Sutherland,77,"65' 2""",1238.5,19,-10
7,8,8,Jeff Sluman,106,"66' 10""",1336.4170000000001,20,-11
8,9,9,Robert Gamez,114,"67' 6""",1080.5,16,-10
9,10,10,Ian Leggatt,71,"67' 7""",945.9169999999999,14,-9
10,11,11,Retief Goosen,69,"68' 1""",408.333,6,-3
11,12,12,Jay Don Blake,77,"69' 2""",1245.0,18,-9
12,13,13,Carl Pettersson,80,"71' 1""",853.4169999999999,12,-5
13,14,14,Davis Love III,85,"71' 2""",355.833,5,-4
14,15,15,Todd Barranger,78,"71' 5""",1071.083,15,-9
15,16,16,Brett Quigley,92,"72' 0""",936.25,13,-4
16,17,17,Brandt Jobe,77,"72' 1""",1370.1670000000001,19,-6
17,18,18,Kenneth Staton,59,"72' 4""",723.25,10,-5
18,19,19,Brenden Pappas,105,"72' 8""",799.5830000000001,11,-5
19,20,20,Jesper Parnevik,102,"72' 9""",1236.583,17,-10
20,21,21,Joey Sindelar,93,"72' 11""",1385.9170000000001,19,-8
21,22,22,Fred Couples,71,"73' 11""",443.25,6,-4
22,23,23,Neal Lancaster,110,"74' 3""",2079.0,28,-17
23,24,24,Adam Scott,52,"74' 5""",595.3330000000001,8,-5
24,25,25,Tim Clark,79,"74' 9""",448.667,6,E
25,26,26,Jason Caron,74,"74' 11""",973.75,13,-5
26,27,27,Kenny Perry,98,"75' 8""",831.9169999999999,11,-6
27,28,28,Steve Lowery,86,"75' 10""",530.8330000000001,7,-3
28,29,29,Mark Calcavecchia,84,"75' 11""",1290.75,17,-8
29,30,30,Joel Edwards,60,"76' 11""",538.4169999999999,7,-1
30,31,31,Vijay Singh,106,"77' 5""",929.25,12,-5
31,32,32,Aaron Baddeley,71,"77' 8""",776.9169999999999,10,-9
32,T33,T33,Woody Austin,107,"77' 9""",2177.167,28,-9
33,T33,T33,Mark O'Meara,69,"77' 9""",233.167,3,-2
34,35,35,Tim Petrovic,108,"77' 10""",1401.0829999999999,18,-10
35,36,36,J.L. Lewis,99,"78' 6""",1099.167,14,-9
36,37,37,Ty Tryon,52,"78' 8""",314.66700000000003,4,-3
37,38,38,Brent Schwarzrock,60,"79' 9""",1116.75,14,-9
38,39,39,Peter Lonard,96,"79' 11""",719.5,9,-7
39,T40,T40,J.J. Henry,100,"80' 3""",2006.75,25,-10
40,T40,T40,Heath Slocum,101,"80' 3""",1283.917,16,-4
41,42,42,Chris Anderson,96,"80' 7""",1208.75,15,-5
42,43,43,Thomas Levet,85,"80' 8""",1291.25,16,-6
43,44,44,Anthony Painter,87,"80' 11""",1699.0,21,-7
44,45,45,Jonathan Kaye,91,"81' 1""",972.5,12,-7
45,46,46,Ben Crane,94,"81' 3""",1462.1670000000001,18,-8
46,47,47,John Huston,76,"81' 8""",979.5,12,-6
47,48,48,Kevin Sutherland,97,"81' 10""",1473.0,18,-12
48,49,49,Hank Kuehne,73,"82' 3""",575.5830000000001,7,-2
49,50,50,Craig Barlow,95,"82' 8""",1322.25,16,-6
50,51,51,Bob Tway,89,"83' 1""",1246.083,15,-6
51,52,52,Michael Clark II,54,"83' 4""",583.25,7,-3
52,T53,T53,Olin Browne,113,"83' 5""",1585.0829999999999,19,-10
53,T53,T53,Carl Paulson,101,"83' 5""",2751.917,33,-18
54,55,55,Per-Ulrik Johansson,96,"83' 7""",1421.3329999999999,17,-7
55,56,56,Brian Gay,100,"83' 8""",1088.0,13,-5
56,57,57,Stewart Cink,104,"83' 9""",1172.083,14,-8
57,T58,T58,Cliff Kresge,102,"84' 0""",2100.917,25,-9
58,T58,T58,Vance Veazey,66,"84' 0""",755.9169999999999,9,-6
59,T60,T60,Carlos Franco,99,"84' 2""",1515.5829999999999,18,-7
60,T60,T60,Arron Oberholser,80,"84' 2""",1430.75,17,-9
61,T62,T62,Ben Curtis,69,"84' 3""",926.3330000000001,11,-6
62,T62,T62,"Dave Stockton, Jr.",79,"84' 3""",1263.333,15,-9
63,64,64,Steve Flesch,110,"84' 8""",1184.917,14,-8
64,65,65,Scott Verplank,97,"84' 10""",1272.5,15,-8
65,66,66,Robert Allenby,87,"85' 6""",1111.667,13,-6
66,67,67,Duffy Waldorf,90,"85' 8""",1027.75,12,-9
67,T68,T68,Mathew Goggin,90,"85' 9""",1801.5,21,-11
68,T68,T68,Mike Sposa,72,"85' 9""",1543.9170000000001,18,-11
69,70,70,Scott McCarron,86,"85' 10""",1373.4170000000001,16,-9
70,71,71,K.J. Choi,112,"86' 4""",1553.8329999999999,18,-11
71,72,72,Greg Chalmers,98,"86' 6""",2248.5,26,-15
