,Approach_100-125_yards_RTP_Score_RANK THIS WEEK,Approach_100-125_yards_RTP_Score_RANK LAST WEEK,Approach_100-125_yards_RTP_Score_PLAYER NAME,Approach_100-125_yards_RTP_Score_ROUNDS,Approach_100-125_yards_RTP_Score_AVG RTP
0,1,1,Fred Couples,71,-.286
1,2,2,Paul Gow,62,-.279
2,3,3,Glen Day,103,-.278
3,4,4,John Huston,76,-.271
4,5,5,Scott Laycock,71,-.261
5,6,6,Bob Tway,89,-.257
6,T7,T7,Jim Furyk,104,-.256
7,T7,T7,Matt Gogel,77,-.256
8,9,9,Paul Goydos,86,-.250
9,10,10,Retief Goosen,69,-.242
10,T11,T11,Jeff Sluman,106,-.239
11,T11,T11,Tiger Woods,74,-.239
12,13,13,Jerry Kelly,108,-.236
13,14,14,Shaun Micheel,97,-.235
14,T15,T15,Stewart Cink,104,-.229
15,T15,T15,Robert Gamez,114,-.229
16,17,17,Spike McRoy,103,-.228
17,18,18,Vijay Singh,106,-.226
18,19,19,Rocco Mediate,80,-.224
19,20,20,Luke Donald,88,-.222
20,21,21,Frank Lickliter II,94,-.221
21,22,22,David Frost,80,-.216
22,23,23,Olin Browne,113,-.215
23,T24,T24,Aaron Barber,94,-.210
24,T24,T24,Todd Fischer,97,-.210
25,26,26,Steve Lowery,86,-.208
26,T27,T27,Doug Barron,90,-.205
27,T27,T27,David Sutherland,77,-.205
28,29,29,Woody Austin,107,-.204
29,30,30,Nick Price,65,-.203
30,T31,T31,Brian Bateman,70,-.200
31,T31,T31,John Rollins,89,-.200
32,33,33,Darron Stiles,93,-.198
33,34,34,Tom Pernice Jr.,105,-.197
34,35,35,Chris DiMarco,98,-.196
35,36,36,Deane Pappas,75,-.195
36,37,37,Thomas Levet,85,-.193
37,38,38,Mike Weir,80,-.192
38,39,39,"Dave Stockton, Jr.",79,-.189
39,40,40,Dudley Hart,66,-.188
40,T41,T41,J.P. Hayes,79,-.186
41,T41,T41,Dicky Pride,73,-.186
42,T43,T43,Tim Herron,102,-.185
43,T43,T43,Rod Pampling,87,-.185
44,45,45,Hidemichi Tanaka,112,-.182
45,46,46,Loren Roberts,87,-.181
46,T47,T47,Mike Heinen,89,-.180
47,T47,T47,Shigeki Maruyama,87,-.180
48,T47,T47,Kenny Perry,98,-.180
49,50,50,Jonathan Byrd,101,-.178
50,51,51,Jay Don Blake,77,-.176
51,T52,T52,Chris Anderson,96,-.175
52,T52,T52,Richard Johnson,89,-.175
53,54,54,Steve Flesch,110,-.174
54,55,55,Carlos Franco,99,-.173
55,56,56,Chris Smith,92,-.172
56,T57,T57,Ben Crane,94,-.171
57,T57,T57,Ernie Els,65,-.171
58,T57,T57,Brent Schwarzrock,60,-.171
59,60,60,Brent Geiberger,51,-.169
60,61,61,Hal Sutton,81,-.168
61,T62,T62,Alex Cejka,98,-.167
62,T62,T62,Davis Love III,85,-.167
63,64,64,Robert Allenby,87,-.165
64,65,65,Andrew Magee,91,-.164
65,T66,T66,Billy Andrade,100,-.163
66,T66,T66,Pat Bates,111,-.163
67,T66,T66,J.L. Lewis,99,-.163
68,T66,T66,Billy Mayfair,105,-.163
69,70,70,Marco Dawson,86,-.162
70,71,71,Skip Kendall,110,-.159
71,72,72,Chad Campbell,105,-.158
72,T73,T73,Jeff Maggert,81,-.155
73,T73,T73,Adam Scott,52,-.155
74,T75,T75,Briny Baird,113,-.154
75,T75,T75,Fred Funk,112,-.154
76,T77,T77,Brett Quigley,92,-.152
77,T77,T77,Garrett Willis,97,-.152
78,79,79,David Peoples,96,-.151
79,80,80,Brad Faxon,97,-.150
80,81,81,Heath Slocum,101,-.149
81,82,82,Tom Byrum,97,-.148
82,83,83,Aaron Baddeley,71,-.147
83,T84,T84,Stephen Ames,91,-.146
84,T84,T84,Jay Haas,89,-.146
85,T84,T84,Brian Henninger,56,-.146
86,87,87,Matt Kuchar,63,-.143
87,T88,T88,K.J. Choi,112,-.142
88,T88,T88,Mike Grob,83,-.142
89,T88,T88,Peter Jacobsen,75,-.142
90,T91,T91,Jeff Brehaut,110,-.141
91,T91,T91,Hank Kuehne,73,-.141
92,T93,T93,Bob Estes,92,-.140
93,T93,T93,Dan Forsman,98,-.140
