,Average_Going_for_it_Shot_Distance_in_Yards_RANK THIS WEEK,Average_Going_for_it_Shot_Distance_in_Yards_RANK LAST WEEK,Average_Going_for_it_Shot_Distance_in_Yards_PLAYER NAME,Average_Going_for_it_Shot_Distance_in_Yards_EVENTS,Average_Going_for_it_Shot_Distance_in_Yards_AVG,Average_Going_for_it_Shot_Distance_in_Yards_DISTANCE (IN INCHES),Average_Going_for_it_Shot_Distance_in_Yards_ATTEMPTS
0,1,1,Sergio Garcia,20,158.9,514881.0,90
1,2,2,Hank Kuehne,23,172.2,1270966.0,205
2,3,3,Retief Goosen,19,187.6,837514.0,124
3,4,4,Ernie Els,17,188.0,642886.0,95
4,5,5,Vijay Singh,27,191.3,1418387.0,206
5,6,6,John Daly,22,193.4,925880.0,133
6,7,7,Phil Mickelson,23,194.4,874619.0,125
7,8,8,Bob Burns,28,194.7,756872.0,108
8,9,9,Jonathan Kaye,27,194.9,996126.0,142
9,10,10,Ty Tryon,21,197.7,818562.0,115
10,11,11,Andrew Magee,26,199.8,1294384.0,180
11,12,12,Darren Clarke,16,200.1,713048.0,99
12,13,13,Deane Pappas,24,200.8,1185379.0,164
13,14,14,Scott McCarron,27,202.0,1141704.0,157
14,15,15,Davis Love III,23,202.3,1041669.0,143
15,16,16,Andy Miller,25,202.5,1137077.0,156
16,17,17,Todd Barranger,31,203.6,1150651.0,157
17,18,18,Rory Sabbatini,27,204.1,1146383.0,156
18,19,19,Jay Williamson,31,204.3,933982.0,127
19,20,20,Craig Perks,28,204.8,921755.0,125
20,21,21,Brenden Pappas,33,205.4,1545147.0,209
21,22,22,Tiger Woods,18,205.5,1057701.0,143
22,T23,T23,Steve Allan,18,205.9,748682.0,101
23,T23,T23,Craig Barlow,29,205.9,1356718.0,183
24,25,25,Lee Janzen,25,206.2,809167.0,109
25,T26,T26,Carlos Franco,30,206.7,1793523.0,241
26,T26,T26,Chris Riley,29,206.7,811074.0,109
27,28,28,Rich Beem,26,206.8,967788.0,130
28,29,29,J.J. Henry,31,207.0,1460663.0,196
29,30,30,Brett Quigley,27,207.2,1186081.0,159
30,31,31,Peter Lonard,26,207.9,1085227.0,145
31,32,32,Aaron Baddeley,20,208.1,898782.0,120
32,T33,T33,Robert Allenby,24,208.4,1125094.0,150
33,T33,T33,Chris Smith,30,208.4,1358032.0,181
34,35,35,Fred Couples,18,208.8,608798.0,81
35,36,36,Brian Bateman,26,209.4,942161.0,125
36,37,37,John Morgan,29,209.5,1266871.0,168
37,38,38,Mike Heinen,29,209.6,1577169.0,209
38,T39,T39,Brent Geiberger,16,209.9,634764.0,84
39,T39,T39,David Toms,26,209.9,982131.0,130
40,T41,T41,Notah Begay III,30,210.3,1112857.0,147
41,T41,T41,Brent Schwarzrock,20,210.3,1037112.0,137
42,43,43,Garrett Willis,32,210.5,1485375.0,196
43,44,44,J.L. Lewis,31,210.8,1229661.0,162
44,45,45,Akio Sadakata,29,210.9,987032.0,130
45,T46,T46,Rod Pampling,27,211.1,1124534.0,148
46,T46,T46,John Riegger,17,211.1,744801.0,98
47,T46,T46,Adam Scott,14,211.1,463640.0,61
48,49,49,Jonathan Byrd,29,211.4,1445935.0,190
49,50,50,Mark Brooks,31,211.5,677737.0,89
50,51,51,Stewart Cink,28,211.6,1089166.0,143
51,52,52,Shaun Micheel,28,211.7,1203884.0,158
52,53,53,K.J. Choi,32,212.0,1351081.0,177
53,54,54,Darron Stiles,29,212.1,1282784.0,168
54,55,55,Paul Stankowski,21,212.3,985754.0,129
55,T56,T56,Paul Gow,21,212.6,964385.0,126
56,T56,T56,Charles Howell III,31,212.6,1561226.0,204
57,58,58,Tim Herron,29,212.8,1394263.0,182
58,T59,T59,Alex Cejka,30,212.9,1119059.0,146
59,T59,T59,Steve Lowery,29,212.9,1080478.0,141
60,61,61,Todd Fischer,32,213.0,1119773.0,146
61,62,62,John Rollins,27,213.1,943672.0,123
62,63,63,Briny Baird,33,213.2,1381486.0,180
63,64,64,Stuart Appleby,27,213.5,1145472.0,149
64,T65,T65,Tommy Armour III,23,213.8,769517.0,100
65,T65,T65,Paul Azinger,26,213.8,877450.0,114
66,T67,T67,Kenny Perry,26,214.0,1163104.0,151
67,T67,T67,Mike Sposa,25,214.0,963121.0,125
68,69,69,Robert Gamez,31,214.2,1595930.0,207
69,T70,T70,Joe Durant,28,214.4,1343132.0,174
70,T70,T70,Joel Edwards,23,214.4,725631.0,94
71,T70,T70,Jason Gore,30,214.4,1150083.0,149
72,73,73,Michael Clark II,21,214.5,648664.0,84
73,T74,T74,Dudley Hart,22,215.0,758577.0,98
74,T74,T74,Neal Lancaster,35,215.0,1571250.0,203
75,T76,T76,Per-Ulrik Johansson,31,215.1,1347455.0,174
76,T76,T76,Mike Weir,21,215.1,913736.0,118
77,78,78,Kirk Triplett,25,215.2,1030614.0,133
78,79,79,Jeff Maggert,24,215.3,999735.0,129
