,Early_Par_5_Scoring_Average_RANK THIS WEEK,Early_Par_5_Scoring_Average_RANK LAST WEEK,Early_Par_5_Scoring_Average_PLAYER NAME,Early_Par_5_Scoring_Average_ROUNDS,Early_Par_5_Scoring_Average_AVG,Early_Par_5_Scoring_Average_TOTAL STROKES,Early_Par_5_Scoring_Average_TOTAL HOLES
0,1,1,Tiger Woods,63,4.43,257,58
1,T2,T2,Phil Mickelson,73,4.49,422,94
2,T2,T2,Bubba Watson,80,4.49,552,123
3,4,4,Bill Haas,93,4.5,675,150
4,T5,T5,Mark Calcavecchia,93,4.51,659,146
5,T5,T5,Vijay Singh,102,4.51,577,128
6,7,7,Jim Furyk,84,4.52,447,99
7,8,8,Charles Warren,101,4.55,769,169
8,9,9,Jason Bohn,57,4.56,369,81
9,10,10,Carl Pettersson,111,4.57,758,166
10,T11,T11,Jeff Gove,103,4.58,742,162
11,T11,T11,Rod Pampling,92,4.58,595,130
12,T11,T11,Jesper Parnevik,88,4.58,714,156
13,T14,T14,Aaron Baddeley,83,4.59,454,99
14,T14,T14,Alex Cejka,80,4.59,666,145
15,T14,T14,J.J. Henry,86,4.59,657,143
16,T14,T14,Charley Hoffman,97,4.59,711,155
17,T14,T14,John Senden,97,4.59,781,170
18,T19,T19,Robert Allenby,90,4.6,566,123
19,T19,T19,Nathan Green,103,4.6,732,159
20,T19,T19,Anthony Kim,93,4.6,667,145
21,T19,T19,Jeff Overton,60,4.6,409,89
22,T19,T19,Tom Pernice Jr.,104,4.6,672,146
23,T19,T19,Bo Van Pelt,104,4.6,791,172
24,T25,T25,Rich Barcelo,80,4.61,650,141
25,T25,T25,Kent Jones,97,4.61,858,186
26,T25,T25,Pat Perez,84,4.61,470,102
27,T25,T25,Brett Quigley,79,4.61,558,121
28,T25,T25,Johnson Wagner,97,4.61,728,158
29,T25,T25,Charlie Wi,90,4.61,609,132
30,T31,T31,Harrison Frazar,88,4.62,665,144
31,T31,T31,Sergio Garcia,68,4.62,360,78
32,T31,T31,Mathew Goggin,97,4.62,675,146
33,T31,T31,Mathias Grönberg,95,4.62,790,171
34,T31,T31,Ted Purdy,102,4.62,794,172
35,T31,T31,Kyle Reifers,71,4.62,596,129
36,T31,T31,Chris Riley,59,4.62,430,93
37,T31,T31,Kevin Sutherland,85,4.62,596,129
38,T31,T31,Vaughn Taylor,91,4.62,647,140
39,T31,T31,Chris Tidland,59,4.62,430,93
40,T41,T41,Briny Baird,115,4.63,829,179
41,T41,T41,Cameron Beckman,96,4.63,774,167
42,T41,T41,Andrew Buckle,77,4.63,477,103
43,T41,T41,Jonathan Byrd,73,4.63,514,111
44,T41,T41,Daniel Chopra,106,4.63,847,183
45,T41,T41,Ryan Moore,92,4.63,774,167
46,T41,T41,John Rollins,102,4.63,801,173
47,T41,T41,Steve Stricker,81,4.63,472,102
48,T49,T49,Steve Elkington,87,4.64,626,135
49,T49,T49,Lucas Glover,98,4.64,691,149
50,T49,T49,J.P. Hayes,89,4.64,700,151
51,T49,T49,Tim Herron,98,4.64,798,172
52,T49,T49,Kevin Na,84,4.64,678,146
53,T49,T49,Brandt Snedeker,105,4.64,678,146
54,T49,T49,D.J. Trahan,99,4.64,794,171
55,T49,T49,Nick Watney,87,4.64,649,140
56,T57,T57,Tim Clark,66,4.65,363,78
57,T57,T57,John Daly,59,4.65,437,94
