,Front_9_Par_3_Scoring_Average_RANK THIS WEEK,Front_9_Par_3_Scoring_Average_RANK LAST WEEK,Front_9_Par_3_Scoring_Average_PLAYER NAME,Front_9_Par_3_Scoring_Average_ROUNDS,Front_9_Par_3_Scoring_Average_AVG,Front_9_Par_3_Scoring_Average_TOTAL STROKES,Front_9_Par_3_Scoring_Average_TOTAL HOLES
0,1,1,Tim Clark,66,2.91,384,132
1,2,2,Tiger Woods,63,2.97,344,116
2,3,3,Steve Allan,63,2.98,387,130
3,T4,T4,Ken Duke,112,2.99,658,220
4,T4,T4,Bob Heintz,85,2.99,515,172
5,T4,T4,Matt Kuchar,85,2.99,490,164
6,T4,T4,Heath Slocum,101,2.99,610,204
7,T8,T8,José Coceres,50,3.0,297,99
8,T8,T8,Freddie Jacobson,70,3.0,408,136
9,T8,T8,Craig Kanada,109,3.0,654,218
10,T8,T8,Jeff Overton,60,3.0,366,122
11,T12,T12,Mark Brooks,53,3.01,319,106
12,T12,T12,Gavin Coles,87,3.01,523,174
13,T12,T12,Steve Flesch,100,3.01,601,200
14,T12,T12,Brian Gay,107,3.01,638,212
15,T12,T12,Mark Hensby,81,3.01,482,160
16,T12,T12,Dicky Pride,71,3.01,427,142
17,T12,T12,Rory Sabbatini,81,3.01,470,156
18,T19,T19,Retief Goosen,50,3.02,278,92
19,T19,T19,Paul Goydos,60,3.02,362,120
20,T19,T19,Rocco Mediate,72,3.02,435,144
21,T19,T19,Jay Williamson,50,3.02,302,100
22,T23,T23,Tommy Armour III,81,3.03,491,162
23,T23,T23,Aaron Baddeley,83,3.03,479,158
24,T23,T23,Steve Elkington,87,3.03,540,178
25,T23,T23,Jim Furyk,84,3.03,484,160
26,T23,T23,J.P. Hayes,89,3.03,546,180
27,T23,T23,Charley Hoffman,97,3.03,576,190
28,T23,T23,Tom Pernice Jr.,104,3.03,625,206
29,T23,T23,Michael Sim,52,3.03,309,102
30,T23,T23,Henrik Stenson,52,3.03,273,90
31,T23,T23,Charlie Wi,90,3.03,546,180
32,T23,T23,Mark Wilson,87,3.03,540,178
33,T34,T34,Briny Baird,115,3.04,700,230
34,T34,T34,K.J. Choi,87,3.04,505,166
35,T34,T34,Robert Garrigus,95,3.04,572,188
36,T34,T34,Lucas Glover,98,3.04,565,186
37,T34,T34,Scott Gutschewski,67,3.04,407,134
38,T34,T34,Richard Johnson,93,3.04,574,189
39,T34,T34,Justin Leonard,95,3.04,560,184
40,T34,T34,George McNeill,95,3.04,590,194
41,T34,T34,Phil Mickelson,73,3.04,426,140
42,T34,T34,Kenny Perry,83,3.04,517,170
43,T34,T34,Justin Rose,63,3.04,347,114
44,T34,T34,Steve Stricker,81,3.04,474,156
45,T34,T34,D.J. Trahan,99,3.04,615,202
46,T34,T34,Dean Wilson,92,3.04,560,184
47,T48,T48,Michael Allen,74,3.05,463,152
48,T48,T48,Andrew Buckle,77,3.05,463,152
49,T48,T48,Jonathan Byrd,73,3.05,433,142
50,T48,T48,Anders Hansen,55,3.05,323,106
51,T48,T48,Lee Janzen,66,3.05,396,130
52,T48,T48,Tom Lehman,62,3.05,366,120
53,T48,T48,Rod Pampling,92,3.05,537,176
54,T48,T48,Adam Scott,69,3.05,403,132
55,T56,T56,Glen Day,85,3.06,521,170
56,T56,T56,Nathan Green,103,3.06,642,210
57,T56,T56,Tom Johnson,74,3.06,459,150
58,T56,T56,Zach Johnson,76,3.06,447,146
59,T56,T56,Jerry Kelly,101,3.06,594,194
60,T56,T56,Steve Lowery,74,3.06,440,144
61,T56,T56,Sean O'Hair,98,3.06,576,188
62,T56,T56,Greg Owen,81,3.06,483,158
63,T56,T56,Tim Petrovic,106,3.06,655,214
64,T56,T56,Ted Purdy,102,3.06,618,202
65,T56,T56,Vaughn Taylor,91,3.06,550,180
66,T56,T56,Scott Verplank,82,3.06,484,158
67,T68,T68,Bob Estes,88,3.07,540,176
