,Par_5_Birdie_or_Better_Leaders_RANK THIS WEEK,Par_5_Birdie_or_Better_Leaders_RANK LAST WEEK,Par_5_Birdie_or_Better_Leaders_PLAYER NAME,Par_5_Birdie_or_Better_Leaders_ROUNDS,Par_5_Birdie_or_Better_Leaders_%,Par_5_Birdie_or_Better_Leaders_PAR 5 BIRDIES OR BETTER,Par_5_Birdie_or_Better_Leaders_PAR 5 HOLES
109,110,110,Chris Couch,76,39.34,96,244
110,111,111,Kyle Reifers,71,39.32,92,234
111,112,112,Boo Weekley,101,39.26,117,298
112,113,113,Bob Heintz,85,39.19,107,273
113,114,114,Joe Durant,88,39.11,106,271
114,115,115,Mike Weir,82,39.09,95,243
115,116,116,Mark Wilson,87,39.03,105,269
116,117,117,Camilo Villegas,82,38.87,96,247
117,118,118,Zach Johnson,76,38.86,89,229
118,119,119,Brian Davis,101,38.84,127,327
119,T120,T120,George McNeill,95,38.82,118,304
120,T120,T120,Duffy Waldorf,69,38.82,92,237
121,122,122,Padraig Harrington,64,38.8,71,183
122,T123,T123,Jeff Brehaut,59,38.78,76,196
123,T123,T123,Chris Riley,59,38.78,76,196
124,125,125,Jeff Gove,103,38.71,132,341
125,126,126,Steve Allan,63,38.69,77,199
126,T127,T127,Eric Axley,107,38.42,131,341
127,T127,T127,Bryce Molder,56,38.42,73,190
128,129,129,Retief Goosen,50,38.41,53,138
129,130,130,Mark Hensby,81,38.4,101,263
130,131,131,Anders Hansen,55,38.36,61,159
131,132,132,Nick O'Hern,72,38.14,74,194
132,133,133,Luke Donald,69,38.07,75,197
133,T134,T134,Woody Austin,95,38.06,110,289
134,T134,T134,Steve Flesch,100,38.06,118,310
135,136,136,Marco Dawson,73,38.03,89,234
136,137,137,Rocco Mediate,72,37.93,88,232
137,T138,T138,José María Olazábal,52,37.89,61,161
138,T138,T138,Joey Sindelar,75,37.89,97,256
139,140,140,Bob Tway,103,37.88,125,330
140,T141,T141,Ryan Armour,107,37.76,128,339
141,T141,T141,Brett Quigley,79,37.76,91,241
142,143,143,Tom Lehman,62,37.7,69,183
143,144,144,Jeff Maggert,79,37.5,96,256
144,145,145,Robert Gamez,88,37.46,106,283
145,146,146,David Toms,80,37.33,84,225
146,147,147,José Coceres,50,37.25,57,153
147,T148,T148,Gavin Coles,87,37.23,105,282
148,T148,T148,Parker McLachlin,83,37.23,102,274
149,150,150,Shigeki Maruyama,84,37.07,96,259
150,151,151,Michael Sim,52,37.06,63,170
151,152,152,Tripp Isenhour,86,37.0,101,273
152,153,153,Cliff Kresge,107,36.97,122,330
153,154,154,Jim Rutledge,59,36.79,71,193
154,155,155,D.J. Brigman,67,36.74,79,215
155,156,156,Dean Wilson,92,36.71,105,286
156,157,157,Jay Williamson,50,36.69,62,169
157,158,158,Brian Gay,107,36.55,125,342
158,159,159,Ken Duke,112,36.44,133,365
159,160,160,Craig Lile,77,36.4,91,250
160,161,161,Jeff Quinney,95,36.33,109,300
161,162,162,Bubba Dickerson,51,36.31,61,168
162,163,163,Daisuke Maruyama,86,36.3,98,270
163,164,164,Brian Bateman,55,36.09,61,169
164,165,165,Lee Janzen,66,36.0,81,225
165,166,166,Greg Owen,81,35.96,96,267
166,167,167,Paul Goydos,60,35.8,63,176
167,168,168,Stephen Leaney,82,35.77,93,260
168,169,169,Jason Dufner,100,35.74,114,319
169,170,170,Kirk Triplett,77,35.58,95,267
170,171,171,Justin Leonard,95,35.56,101,284
171,172,172,David Branshaw,83,35.53,97,273
172,173,173,Craig Kanada,109,35.41,125,353
173,174,174,Tim Clark,66,34.9,67,192
174,175,175,Doug LaBelle II,104,34.86,114,327
175,176,176,Glen Day,85,34.33,92,268
176,177,177,Tommy Armour III,81,33.95,92,271
177,178,178,Scott Verplank,82,33.91,78,230
178,179,179,Fred Funk,65,33.88,62,183
179,180,180,Jeff Sluman,60,33.85,65,192
180,181,181,Shaun Micheel,91,33.8,96,284
181,182,182,Stephen Ames,81,33.49,73,218
182,183,183,Chad Campbell,96,33.46,89,266
183,184,184,Ben Curtis,80,33.33,79,237
184,185,185,Corey Pavin,81,33.2,85,256
185,186,186,Chris DiMarco,79,33.19,78,235
186,187,187,Trevor Immelman,74,33.17,69,208
187,188,188,Tom Byrum,50,33.13,54,163
188,189,189,Jaco Van Zyl,51,32.58,58,178
189,190,190,Todd Hamilton,76,31.58,78,247
190,191,191,Arron Oberholser,69,31.44,61,194
191,192,192,Richard Johnson,93,30.82,90,292
192,193,193,Dicky Pride,71,30.7,70,228
193,194,194,Michael Boyd,61,29.13,60,206
194,195,195,Mark Brooks,53,27.22,46,169
195,196,196,Henrik Stenson,52,26.71,39,146
