,Par_5_Performance_RANK THIS WEEK,Par_5_Performance_RANK LAST WEEK,Par_5_Performance_PLAYER NAME,Par_5_Performance_ROUNDS,Par_5_Performance_STATUS,Par_5_Performance_PAR 5 AVG,Par_5_Performance_TOTAL PAR
0,1,1,Briny Baird,115,-137,4.63,1845
1,2,2,Carl Pettersson,111,-134,4.61,1715
2,T3,T3,Bill Haas,93,-131,4.56,1500
3,T3,T3,Charles Warren,101,-131,4.6,1625
4,5,5,Vijay Singh,102,-129,4.56,1475
5,6,6,Steve Marino,106,-128,4.63,1715
6,7,7,Nathan Green,103,-122,4.62,1600
7,T8,T8,Mark Calcavecchia,93,-121,4.57,1420
8,T8,T8,Jeff Gove,103,-121,4.65,1705
9,T10,T10,Charley Hoffman,97,-120,4.62,1585
10,T10,T10,John Senden,97,-120,4.61,1535
11,12,12,Kent Jones,97,-119,4.64,1635
12,T13,T13,Cameron Beckman,96,-118,4.63,1590
13,T13,T13,Phil Mickelson,73,-118,4.45,1080
14,T13,T13,Joe Ogilvie,102,-118,4.63,1595
15,T13,T13,Ted Purdy,102,-118,4.65,1665
16,T17,T17,Lucas Glover,98,-117,4.64,1605
17,T17,T17,Johnson Wagner,97,-117,4.64,1615
18,T19,T19,Tim Petrovic,106,-116,4.65,1645
19,T19,T19,Bo Van Pelt,104,-116,4.63,1580
20,21,21,Charlie Wi,90,-115,4.61,1485
21,22,22,Daniel Chopra,106,-114,4.68,1785
22,23,23,Bubba Watson,80,-112,4.58,1320
23,T24,T24,Alex Cejka,80,-111,4.57,1300
24,T24,T24,Mathias Grönberg,95,-111,4.65,1570
25,T24,T24,Ryuji Imada,104,-111,4.67,1690
26,T24,T24,Sean O'Hair,98,-111,4.63,1515
27,T24,T24,Tom Pernice Jr.,104,-111,4.66,1615
28,29,29,Will MacKenzie,100,-109,4.65,1560
29,30,30,Billy Mayfair,98,-108,4.64,1480
30,T31,T31,Aaron Baddeley,83,-107,4.56,1205
31,T31,T31,Kevin Na,84,-107,4.61,1380
32,T31,T31,Heath Slocum,101,-107,4.64,1505
33,T34,T34,Robert Allenby,90,-106,4.6,1315
34,T34,T34,Brandt Snedeker,105,-106,4.66,1560
35,36,36,Mathew Goggin,97,-104,4.66,1540
36,T37,T37,Rich Beem,89,-103,4.63,1385
37,T37,T37,Rod Pampling,92,-103,4.61,1320
38,T37,T37,Kevin Sutherland,85,-103,4.63,1375
39,T40,T40,Ryan Armour,107,-102,4.7,1695
40,T40,T40,Bob Estes,88,-102,4.63,1385
41,T40,T40,Charles Howell III,89,-102,4.62,1330
42,T40,T40,Jerry Kelly,101,-102,4.65,1470
43,T40,T40,Ryan Moore,92,-102,4.65,1475
44,T40,T40,Jesper Parnevik,88,-102,4.64,1425
45,T40,T40,John Rollins,102,-102,4.67,1535
46,47,47,Jonathan Byrd,73,-101,4.56,1145
47,T48,T48,Craig Kanada,109,-100,4.72,1765
48,T48,T48,Anthony Kim,93,-100,4.64,1395
49,T48,T48,Vaughn Taylor,91,-100,4.64,1405
50,T48,T48,D.J. Trahan,99,-100,4.68,1565
51,52,52,Robert Garrigus,95,-99,4.68,1565
52,T53,T53,Ken Duke,112,-98,4.73,1825
53,T53,T53,Nick Watney,87,-98,4.65,1385
54,T55,T55,Steve Flesch,100,-97,4.69,1550
55,T55,T55,John Merrick,92,-97,4.67,1470
56,T57,T57,Frank Lickliter II,95,-96,4.68,1480
57,T57,T57,Hunter Mahan,91,-96,4.63,1310
58,T57,T57,Bob Tway,103,-96,4.71,1650
59,T60,T60,K.J. Choi,87,-95,4.63,1280
60,T60,T60,Jason Gore,86,-95,4.67,1425
61,T60,T60,Michael Putnam,96,-95,4.68,1490
62,T63,T63,Billy Andrade,88,-94,4.68,1475
63,T63,T63,Brian Davis,101,-94,4.71,1635
64,T63,T63,Brian Gay,107,-94,4.73,1710
65,T63,T63,Matt Kuchar,85,-94,4.65,1350
66,T67,T67,Jim Furyk,84,-93,4.62,1235
67,T67,T67,J.J. Henry,86,-93,4.63,1255
68,T67,T67,Cliff Kresge,107,-93,4.72,1650
69,70,70,Troy Matteson,87,-92,4.66,1350
70,T71,T71,Rich Barcelo,80,-91,4.65,1310
71,T71,T71,Jason Dufner,100,-91,4.71,1595
72,T71,T71,Pat Perez,84,-91,4.6,1140
73,T71,T71,Tiger Woods,63,-91,4.48,880
74,T75,T75,J.P. Hayes,89,-90,4.69,1470
75,T75,T75,John Mallinger,96,-90,4.71,1545
76,T75,T75,George McNeill,95,-90,4.7,1520
77,T78,T78,Harrison Frazar,88,-89,4.69,1425
78,T78,T78,Tim Herron,98,-89,4.69,1450
79,T78,T78,Doug LaBelle II,104,-89,4.73,1635
80,T78,T78,Steve Stricker,81,-89,4.62,1160
81,T82,T82,Bart Bryant,87,-88,4.68,1390
82,T82,T82,Parker McLachlin,83,-88,4.68,1370
83,84,84,Kevin Stadler,95,-87,4.72,1575
84,85,85,Steve Elkington,87,-86,4.68,1360
85,86,86,Kenny Perry,83,-84,4.67,1270
86,T87,T87,Craig Bowden,78,-83,4.69,1325
87,T87,T87,Stewart Cink,91,-83,4.68,1310
88,T87,T87,Adam Scott,69,-83,4.6,1040
