,Late_Par_5_Scoring_Average_RANK THIS WEEK,Late_Par_5_Scoring_Average_RANK LAST WEEK,Late_Par_5_Scoring_Average_PLAYER NAME,Late_Par_5_Scoring_Average_ROUNDS,Late_Par_5_Scoring_Average_AVG,Late_Par_5_Scoring_Average_TOTAL STROKES,Late_Par_5_Scoring_Average_TOTAL HOLES
0,1,1,Phil Mickelson,73,4.43,540,122
1,2,2,Justin Rose,63,4.48,417,93
2,T3,T3,Jonathan Byrd,73,4.49,530,118
3,T3,T3,Charles Howell III,89,4.49,566,126
4,5,5,Tiger Woods,63,4.51,532,118
5,6,6,Michael Allen,74,4.52,475,105
6,T7,T7,Aaron Baddeley,83,4.54,644,142
7,T7,T7,Rich Beem,89,4.54,618,136
8,T9,T9,Jason Bohn,57,4.55,437,96
9,T9,T9,Alex Cejka,80,4.55,523,115
10,T9,T9,Sergio Garcia,68,4.55,519,114
11,T9,T9,Sean O'Hair,98,4.55,746,164
12,T13,T13,Craig Barlow,52,4.56,328,72
13,T13,T13,Adam Scott,69,4.56,547,120
14,T15,T15,K.J. Choi,87,4.58,756,165
15,T15,T15,Scott Gutschewski,67,4.58,435,95
16,T15,T15,Will MacKenzie,100,4.58,700,153
17,T15,T15,Steve Marino,106,4.58,870,190
18,T15,T15,Billy Mayfair,98,4.58,700,153
19,T15,T15,Kevin Na,84,4.58,595,130
20,T15,T15,Kenny Perry,83,4.58,568,124
21,T22,T22,Robert Allenby,90,4.59,643,140
22,T22,T22,Joe Ogilvie,102,4.59,725,158
23,T22,T22,Heath Slocum,101,4.59,743,162
24,T22,T22,Darron Stiles,65,4.59,477,104
25,T26,T26,Pat Perez,84,4.6,579,126
26,T26,T26,Vijay Singh,102,4.6,769,167
27,T28,T28,Bob Estes,88,4.61,595,129
28,T28,T28,Robert Garrigus,95,4.61,678,147
29,T28,T28,Hunter Mahan,91,4.61,595,129
30,T28,T28,John Merrick,92,4.61,636,138
31,T28,T28,Tim Petrovic,106,4.61,752,163
32,T28,T28,Steve Stricker,81,4.61,599,130
33,T28,T28,Charlie Wi,90,4.61,761,165
