,Front_9_Round_2_Scoring_Average_RANK THIS WEEK,Front_9_Round_2_Scoring_Average_RANK LAST WEEK,Front_9_Round_2_Scoring_Average_PLAYER NAME,Front_9_Round_2_Scoring_Average_AVG,Front_9_Round_2_Scoring_Average_TOTAL STROKES,Front_9_Round_2_Scoring_Average_TOTAL ROUNDS
0,1,1,Heath Slocum,34.43,964,28
1,2,2,Vijay Singh,34.46,896,26
2,3,3,Stephen Ames,34.52,725,21
3,4,4,Freddie Jacobson,34.55,691,20
4,5,5,Charlie Wi,34.69,902,26
5,6,6,Tripp Isenhour,34.74,938,27
6,T7,T7,Bill Haas,34.77,1043,30
7,T7,T7,Jesper Parnevik,34.77,904,26
8,9,9,Tiger Woods,34.8,522,15
9,10,10,Bo Van Pelt,34.87,1046,30
10,11,11,Aaron Baddeley,34.91,768,22
11,12,12,Craig Bowden,34.92,838,24
12,13,13,Billy Mayfair,34.93,1048,30
13,T14,T14,Tim Clark,34.94,629,18
14,T14,T14,Chris Riley,34.94,594,17
15,16,16,Daisuke Maruyama,34.96,909,26
16,17,17,Mathias Grönberg,34.97,1049,30
17,T18,T18,Billy Andrade,35.0,910,26
18,T18,T18,Adam Scott,35.0,630,18
19,20,20,Rich Barcelo,35.04,911,26
20,21,21,Scott Verplank,35.05,771,22
21,T22,T22,Brian Davis,35.07,982,28
22,T22,T22,Jay Williamson,35.07,491,14
23,24,24,Alex Cejka,35.08,842,24
24,T25,T25,Michael Allen,35.09,772,22
25,T25,T25,Jim Furyk,35.09,772,22
26,T25,T25,Kenny Perry,35.09,807,23
27,28,28,Geoff Ogilvy,35.1,737,21
28,29,29,Sergio Garcia,35.11,632,18
29,30,30,Tag Ridings,35.12,597,17
30,T31,T31,Stewart Cink,35.13,843,24
31,T31,T31,Jeff Maggert,35.13,843,24
32,33,33,Mike Weir,35.14,738,21
33,T34,T34,Joe Durant,35.15,949,27
34,T34,T34,Lucas Glover,35.15,949,27
35,T34,T34,Sean O'Hair,35.15,949,27
36,37,37,Briny Baird,35.16,1090,31
37,T38,T38,Nathan Green,35.17,1020,29
38,T38,T38,Mark Hensby,35.17,809,23
39,T38,T38,Jarrod Lyle,35.17,844,24
40,T38,T38,Camilo Villegas,35.17,844,24
41,42,42,George McNeill,35.18,985,28
42,43,43,Tom Pernice Jr.,35.19,1091,31
43,44,44,Steve Allan,35.22,634,18
44,T45,T45,Jeff Gove,35.23,1057,30
45,T45,T45,Nick Watney,35.23,916,26
46,T47,T47,Rocco Mediate,35.24,740,21
47,T47,T47,Michael Putnam,35.24,1022,29
48,T47,T47,Michael Sim,35.24,599,17
49,T47,T47,Charles Warren,35.24,1022,29
50,51,51,Davis Love III,35.25,705,20
51,52,52,Jeff Overton,35.26,670,19
52,T53,T53,Matt Kuchar,35.27,917,26
53,T53,T53,Steve Stricker,35.27,776,22
54,55,55,John Merrick,35.28,1023,29
55,56,56,Tim Herron,35.3,953,27
56,T57,T57,Steve Marino,35.32,1095,31
57,T57,T57,Kevin Sutherland,35.32,883,25
58,59,59,Bart Bryant,35.33,848,24
59,60,60,Tim Petrovic,35.34,1131,32
60,T61,T61,K.J. Choi,35.35,813,23
61,T61,T61,Glen Day,35.35,919,26
62,T61,T61,Phil Mickelson,35.35,707,20
63,64,64,Tom Lehman,35.37,672,19
64,T65,T65,Mathew Goggin,35.38,1026,29
65,T65,T65,Rod Pampling,35.38,849,24
66,67,67,Ken Duke,35.39,1097,31
67,T68,T68,Craig Barlow,35.4,531,15
68,T68,T68,Ernie Els,35.4,531,15
69,T68,T68,Cliff Kresge,35.4,1062,30
70,T68,T68,David Toms,35.4,708,20
71,72,72,Daniel Chopra,35.41,1133,32
72,73,73,Anthony Kim,35.42,921,26
73,T74,T74,J.P. Hayes,35.44,957,27
74,T74,T74,Shigeki Maruyama,35.44,957,27
75,T74,T74,Pat Perez,35.44,886,25
76,T74,T74,Bob Tway,35.44,1134,32
77,T78,T78,Joe Ogilvie,35.45,1099,31
78,T78,T78,Rory Sabbatini,35.45,780,22
79,T80,T80,Tommy Armour III,35.46,851,24
80,T80,T80,Vaughn Taylor,35.46,922,26
81,T82,T82,Jason Bohn,35.47,603,17
82,T82,T82,Luke Donald,35.47,674,19
83,T82,T82,Fred Funk,35.47,674,19
84,T85,T85,Chris DiMarco,35.48,816,23
85,T85,T85,Mark Wilson,35.48,887,25
86,T87,T87,Tom Johnson,35.5,852,24
87,T87,T87,Ryan Moore,35.5,994,28
88,89,89,John Mallinger,35.52,1030,29
89,90,90,Justin Rose,35.53,533,15
90,T91,T91,Mark Calcavecchia,35.54,924,26
91,T91,T91,Craig Lile,35.54,853,24
92,93,93,Zach Johnson,35.55,711,20
93,T94,T94,Kevin Na,35.56,889,25
94,T94,T94,John Senden,35.56,960,27
95,96,96,Cameron Beckman,35.57,996,28
96,97,97,Johnson Wagner,35.58,1174,33
97,T98,T98,Padraig Harrington,35.59,605,17
98,T98,T98,Steve Lowery,35.59,783,22
99,T100,T100,Paul Goydos,35.61,641,18
100,T100,T100,Ted Purdy,35.61,1104,31
101,T102,T102,Jeff Brehaut,35.62,748,21
102,T102,T102,Craig Kanada,35.62,1211,34
103,T102,T102,Brandt Snedeker,35.62,1033,29
104,105,105,Brian Gay,35.63,1140,32
105,T106,T106,Bob Estes,35.64,998,28
106,T106,T106,Robert Garrigus,35.64,998,28
107,T106,T106,Jerry Kelly,35.64,998,28
108,T109,T109,Brendon de Jonge,35.65,927,26
109,T109,T109,Troy Matteson,35.65,927,26
110,T109,T109,Arron Oberholser,35.65,606,17
111,T109,T109,Jim Rutledge,35.65,820,23
112,T113,T113,Woody Austin,35.67,963,27
113,T113,T113,Bob Heintz,35.67,963,27
114,T113,T113,Richard Johnson,35.67,1070,30
115,T113,T113,Dean Wilson,35.67,963,27
116,T117,T117,Stuart Appleby,35.68,785,22
117,T117,T117,D.J. Brigman,35.68,785,22
118,T117,T117,Ryuji Imada,35.68,1106,31
119,120,120,Jason Dufner,35.69,1142,32
120,T121,T121,Jonathan Byrd,35.7,821,23
121,T121,T121,Duffy Waldorf,35.7,821,23
122,123,123,John Rollins,35.71,1000,28
123,T124,T124,Jason Gore,35.72,893,25
124,T124,T124,Charles Howell III,35.72,893,25
125,T124,T124,Frank Lickliter II,35.72,1036,29
126,T127,T127,Kent Jones,35.73,1072,30
127,T127,T127,Carl Pettersson,35.73,1072,30
128,T129,T129,Bubba Dickerson,35.74,679,19
129,T129,T129,Shaun Micheel,35.74,965,27
130,131,131,Stephen Leaney,35.75,858,24
131,132,132,Anders Hansen,35.76,608,17
132,133,133,D.J. Trahan,35.77,1073,30
133,T134,T134,Ryan Armour,35.78,1145,32
134,T134,T134,Harrison Frazar,35.78,1145,32
135,T136,T136,Justin Leonard,35.79,1038,29
136,T136,T136,Will MacKenzie,35.79,1038,29
137,T138,T138,Kevin Stadler,35.8,1074,30
138,T138,T138,Steve Wheatcroft,35.8,895,25
139,T140,T140,Chad Campbell,35.81,967,27
140,T140,T140,Peter Lonard,35.81,967,27
141,T140,T140,Nick O'Hern,35.81,752,21
142,T143,T143,Ryan Palmer,35.83,1075,30
143,T143,T143,Chris Stroud,35.83,824,23
144,145,145,Bubba Watson,35.84,896,25
145,146,146,Trevor Immelman,35.85,717,20
146,T147,T147,José Coceres,35.87,538,15
147,T147,T147,J.B. Holmes,35.87,825,23
148,T149,T149,Rich Beem,35.88,897,25
149,T149,T149,Ian Poulter,35.88,574,16
150,T151,T151,Mark Brooks,35.89,646,18
151,T151,T151,Gavin Coles,35.89,969,27
152,153,153,Michael Boyd,35.9,754,21
153,T154,T154,Robert Allenby,35.93,970,27
154,T154,T154,Parker McLachlin,35.93,1006,28
155,156,156,Lee Janzen,35.96,863,24
156,157,157,Charley Hoffman,35.97,1079,30
157,T158,T158,Retief Goosen,36.0,468,13
158,T158,T158,Corey Pavin,36.0,900,25
159,T158,T158,Dicky Pride,36.0,900,25
160,T158,T158,Kyle Reifers,36.0,936,26
161,T158,T158,Paul Stankowski,36.0,648,18
162,T158,T158,Boo Weekley,36.0,1044,29
163,164,164,Steve Flesch,36.03,1081,30
164,165,165,Andrew Buckle,36.04,937,26
165,166,166,Jaco Van Zyl,36.05,757,21
166,167,167,Doug LaBelle II,36.06,1190,33
167,168,168,Steve Elkington,36.08,902,25
168,169,169,Eric Axley,36.11,1264,35
169,170,170,J.J. Henry,36.12,903,25
170,171,171,Paul Gow,36.13,867,24
171,T172,T172,Marco Dawson,36.17,832,23
172,T172,T172,Robert Gamez,36.17,1085,30
173,174,174,Scott Gutschewski,36.18,796,22
174,T175,T175,Tom Byrum,36.21,688,19
175,T175,T175,Matt Hendrix,36.21,869,24
176,177,177,Todd Hamilton,36.26,979,27
177,T178,T178,Ben Curtis,36.29,871,24
178,T178,T178,Brett Quigley,36.29,871,24
179,T178,T178,Joey Sindelar,36.29,871,24
180,181,181,David Branshaw,36.3,1089,30
181,T182,T182,Chris Couch,36.33,981,27
182,T182,T182,Darron Stiles,36.33,872,24
183,T182,T182,Brett Wetterich,36.33,981,27
184,T185,T185,Bryce Molder,36.35,727,20
185,T185,T185,Jeff Sluman,36.35,727,20
