,Back_9_Par_5_Scoring_Average_RANK THIS WEEK,Back_9_Par_5_Scoring_Average_RANK LAST WEEK,Back_9_Par_5_Scoring_Average_PLAYER NAME,Back_9_Par_5_Scoring_Average_ROUNDS,Back_9_Par_5_Scoring_Average_AVG,Back_9_Par_5_Scoring_Average_TOTAL STROKES,Back_9_Par_5_Scoring_Average_TOTAL HOLES
0,T1,T1,Phil Mickelson,73,4.48,488,109
1,T1,T1,Tiger Woods,63,4.48,394,88
2,3,3,Pat Perez,84,4.5,545,121
3,4,4,Charles Warren,101,4.53,747,165
4,5,5,Alex Cejka,80,4.54,622,137
5,T6,T6,Rich Beem,89,4.55,624,137
6,T6,T6,Mark Calcavecchia,93,4.55,642,141
7,T6,T6,Justin Rose,63,4.55,387,85
8,T9,T9,Bob Estes,88,4.57,649,142
9,T9,T9,Anthony Kim,93,4.57,658,144
10,T11,T11,Jason Bohn,57,4.58,421,92
11,T11,T11,Jonathan Byrd,73,4.58,531,116
12,T11,T11,Ted Purdy,102,4.58,801,175
13,T11,T11,Heath Slocum,101,4.58,710,155
14,T15,T15,Cameron Beckman,96,4.59,762,166
15,T15,T15,Sergio Garcia,68,4.59,445,97
16,T15,T15,Nathan Green,103,4.59,757,165
17,T15,T15,Bill Haas,93,4.59,712,155
18,T15,T15,Joe Ogilvie,102,4.59,753,164
19,T15,T15,Jeff Overton,60,4.59,468,102
20,T21,T21,Rich Barcelo,80,4.6,640,139
21,T21,T21,Jeff Gove,103,4.6,819,178
22,T21,T21,Kent Jones,97,4.6,792,172
23,T21,T21,Hunter Mahan,91,4.6,621,135
24,T21,T21,Chris Riley,59,4.6,469,102
25,T26,T26,Robert Allenby,90,4.61,618,134
26,T26,T26,Aaron Baddeley,83,4.61,558,121
27,T26,T26,Craig Barlow,52,4.61,429,93
28,T26,T26,Jim Furyk,84,4.61,576,125
29,T26,T26,Charles Howell III,89,4.61,631,137
30,T26,T26,Vijay Singh,102,4.61,710,154
31,T26,T26,Bubba Watson,80,4.61,631,137
32,T26,T26,Charlie Wi,90,4.61,706,153
33,T34,T34,K.J. Choi,87,4.62,610,132
34,T34,T34,Lucas Glover,98,4.62,763,165
35,T34,T34,Tom Lehman,62,4.62,434,94
36,T34,T34,Brett Quigley,79,4.62,568,123
37,T34,T34,John Rollins,102,4.62,730,158
38,T34,T34,Steve Stricker,81,4.62,536,116
39,T34,T34,Vaughn Taylor,91,4.62,652,141
40,T34,T34,Chris Tidland,59,4.62,476,103
41,T34,T34,Nick Watney,87,4.62,656,142
42,T43,T43,Steve Allan,63,4.63,491,106
43,T43,T43,Steve Elkington,87,4.63,653,141
