,Par_4_Performance_RANK THIS WEEK,Par_4_Performance_RANK LAST WEEK,Par_4_Performance_PLAYER NAME,Par_4_Performance_ROUNDS,Par_4_Performance_STATUS,Par_4_Performance_PAR 4 AVG,Par_4_Performance_TOTAL PAR
0,1,1,Tiger Woods,63,-23,3.97,2672
1,2,2,Bo Van Pelt,104,-14,3.99,4532
2,T3,T3,Freddie Jacobson,70,-6,3.99,3048
3,T3,T3,Jay Williamson,50,-6,3.99,2124
4,5,5,Jeff Overton,60,-3,4.0,2556
5,6,6,Alex Cejka,80,4,4.0,3420
6,7,7,Chris Riley,59,8,4.01,2516
7,8,8,Steve Stricker,81,10,4.01,3560
8,9,9,Jim Furyk,84,11,4.01,3632
9,10,10,Tag Ridings,52,12,4.02,2172
10,11,11,Rory Sabbatini,81,18,4.02,3496
11,T12,T12,K.J. Choi,87,19,4.02,3748
12,T12,T12,Ernie Els,59,19,4.03,2592
13,14,14,Michael Sim,52,21,4.04,2240
14,T15,T15,Sean O'Hair,98,22,4.02,4296
15,T15,T15,Heath Slocum,101,22,4.02,4424
16,17,17,Tommy Armour III,81,23,4.03,3444
17,T18,T18,Woody Austin,95,24,4.02,4144
18,T18,T18,Jarrod Lyle,77,24,4.03,3316
19,20,20,Vijay Singh,102,25,4.02,4432
20,21,21,Scott Verplank,82,26,4.03,3628
21,22,22,Brian Davis,101,27,4.02,4356
22,23,23,Jesper Parnevik,88,28,4.03,3764
23,24,24,Brandt Snedeker,105,31,4.03,4608
24,25,25,Stephen Ames,81,33,4.04,3412
25,T26,T26,Craig Bowden,78,34,4.04,3300
26,T26,T26,Bart Bryant,87,34,4.04,3700
27,T28,T28,Steve Allan,63,35,4.05,2712
28,T28,T28,Padraig Harrington,64,35,4.05,2752
29,T28,T28,Stephen Leaney,82,35,4.04,3524
30,T28,T28,Justin Rose,63,35,4.05,2664
31,T32,T32,Peter Lonard,85,36,4.04,3704
32,T32,T32,Geoff Ogilvy,84,36,4.04,3488
33,T34,T34,Cameron Beckman,96,37,4.04,4092
34,T34,T34,David Toms,80,37,4.04,3436
35,36,36,Craig Barlow,52,38,4.07,2184
36,T37,T37,Marco Dawson,73,39,4.05,3140
37,T37,T37,Zach Johnson,76,39,4.05,3284
