,First_Tee_Late_Round_5_Scoring_Average_RANK THIS WEEK,First_Tee_Late_Round_5_Scoring_Average_RANK LAST WEEK,First_Tee_Late_Round_5_Scoring_Average_PLAYER NAME,First_Tee_Late_Round_5_Scoring_Average_AVG,First_Tee_Late_Round_5_Scoring_Average_TOTAL STROKES,First_Tee_Late_Round_5_Scoring_Average_TOTAL ROUNDS
0,1,1,Charley Hoffman,71.0,71,1
1,T2,T2,Cliff Kresge,72.0,72,1
2,T2,T2,Heath Slocum,72.0,72,1
3,T2,T2,Charles Warren,72.0,72,1
4,T5,T5,Jeff Quinney,73.0,73,1
5,T5,T5,John Rollins,73.0,73,1
6,T5,T5,Scott Verplank,73.0,73,1
7,T8,T8,Robert Allenby,74.0,74,1
8,T8,T8,Johnson Wagner,74.0,74,1
9,10,10,Nathan Green,75.0,75,1
10,T11,T11,Joe Durant,76.0,76,1
11,T11,T11,Justin Rose,76.0,76,1
12,T11,T11,Duffy Waldorf,76.0,76,1
13,14,14,Matt Kuchar,77.0,77,1
14,15,15,Vaughn Taylor,78.0,78,1
15,16,16,Lucas Glover,80.0,80,1
16,17,17,Dean Wilson,84.0,84,1
