,Late_Round_3_Scoring_Average_RANK THIS WEEK,Late_Round_3_Scoring_Average_RANK LAST WEEK,Late_Round_3_Scoring_Average_PLAYER NAME,Late_Round_3_Scoring_Average_AVG,Late_Round_3_Scoring_Average_TOTAL STROKES,Late_Round_3_Scoring_Average_TOTAL ROUNDS
0,T1,T1,Fred Funk,68.0,272,4
1,T1,T1,Paul Stankowski,68.0,272,4
2,3,3,Steve Stricker,68.09,749,11
3,4,4,Tiger Woods,68.38,889,13
4,5,5,Shigeki Maruyama,68.5,411,6
5,T6,T6,Hunter Mahan,68.71,481,7
6,T6,T6,Nick O'Hern,68.71,481,7
7,T8,T8,Aaron Baddeley,68.83,826,12
8,T8,T8,Steve Flesch,68.83,413,6
9,10,10,Dean Wilson,69.25,277,4
10,11,11,Justin Leonard,69.29,485,7
11,T12,T12,José Coceres,69.33,416,6
12,T12,T12,Ken Duke,69.33,624,9
13,T12,T12,Ernie Els,69.33,624,9
14,15,15,Sergio Garcia,69.4,694,10
15,16,16,Chris Riley,69.43,486,7
16,T17,T17,Phil Mickelson,69.5,695,10
17,T17,T17,Jesper Parnevik,69.5,556,8
18,19,19,Bo Van Pelt,69.57,487,7
19,T20,T20,Joe Durant,69.6,348,5
20,T20,T20,Bob Estes,69.6,348,5
21,T22,T22,Troy Matteson,69.67,627,9
22,T22,T22,Rory Sabbatini,69.67,418,6
23,24,24,Kenny Perry,69.7,697,10
24,25,25,Mark Brooks,69.75,279,4
25,T26,T26,Briny Baird,69.8,698,10
26,T26,T26,Billy Mayfair,69.8,698,10
27,T28,T28,Kent Jones,69.83,419,6
28,T28,T28,Jeff Quinney,69.83,419,6
29,30,30,Anders Hansen,69.86,489,7
30,31,31,Adam Scott,69.91,769,11
31,32,32,Heath Slocum,69.92,909,13
32,T33,T33,Jason Bohn,70.0,350,5
33,T33,T33,Jonathan Byrd,70.0,490,7
34,T33,T33,K.J. Choi,70.0,1120,16
35,T33,T33,Bubba Dickerson,70.0,210,3
36,T33,T33,Tom Johnson,70.0,420,6
37,T33,T33,Jeff Overton,70.0,420,6
38,T33,T33,Jim Rutledge,70.0,210,3
39,T33,T33,Bob Tway,70.0,420,6
40,41,41,Vijay Singh,70.08,911,13
41,T42,T42,Justin Rose,70.09,771,11
42,T42,T42,Scott Verplank,70.09,771,11
43,44,44,Kevin Na,70.14,491,7
44,45,45,Woody Austin,70.18,772,11
45,46,46,Robert Allenby,70.2,702,10
46,47,47,John Senden,70.22,632,9
47,48,48,Dicky Pride,70.25,281,4
48,T49,T49,Ryuji Imada,70.27,773,11
49,T49,T49,Pat Perez,70.27,773,11
50,T51,T51,Jeff Maggert,70.29,492,7
51,T51,T51,Johnson Wagner,70.29,492,7
52,53,53,Mark Wilson,70.3,703,10
53,T54,T54,Bill Haas,70.33,633,9
54,T54,T54,Tag Ridings,70.33,211,3
55,T56,T56,Stephen Leaney,70.38,563,8
56,T56,T56,Carl Pettersson,70.38,1126,16
57,58,58,Brian Gay,70.42,845,12
58,59,59,Trevor Immelman,70.44,634,9
59,60,60,Stewart Cink,70.46,916,13
60,T61,T61,Tom Byrum,70.5,141,2
61,T61,T61,Lucas Glover,70.5,564,8
62,T61,T61,Tom Lehman,70.5,423,6
63,T61,T61,Will MacKenzie,70.5,705,10
64,T65,T65,Charles Howell III,70.57,494,7
65,T65,T65,Tim Petrovic,70.57,494,7
66,67,67,Steve Elkington,70.6,706,10
67,T68,T68,Steve Allan,70.63,565,8
68,T68,T68,Ryan Moore,70.63,565,8
69,70,70,Cliff Kresge,70.64,777,11
70,T71,T71,Cameron Beckman,70.67,636,9
71,T71,T71,Richard Johnson,70.67,212,3
72,T73,T73,Nathan Green,70.69,919,13
73,T73,T73,Tom Pernice Jr.,70.69,919,13
74,T75,T75,Daniel Chopra,70.73,778,11
75,T75,T75,Sean O'Hair,70.73,1061,15
76,77,77,J.B. Holmes,70.75,283,4
77,78,78,Charley Hoffman,70.78,637,9
78,T79,T79,Paul Goydos,70.8,354,5
79,T79,T79,Chris Stroud,70.8,354,5
80,T79,T79,Jay Williamson,70.8,354,5
81,82,82,Peter Lonard,70.82,779,11
82,T83,T83,Mathias Grönberg,70.83,425,6
83,T83,T83,Boo Weekley,70.83,850,12
84,T85,T85,J.P. Hayes,70.86,496,7
85,T85,T85,Matt Kuchar,70.86,496,7
86,87,87,Stephen Ames,70.91,780,11
87,88,88,Steve Marino,70.92,851,12
88,T89,T89,Stuart Appleby,71.0,852,12
89,T89,T89,Brian Bateman,71.0,142,2
90,T89,T89,Ben Curtis,71.0,355,5
91,T89,T89,Jeff Gove,71.0,852,12
92,T89,T89,Lee Janzen,71.0,355,5
93,T89,T89,George McNeill,71.0,426,6
94,T89,T89,John Merrick,71.0,497,7
95,T89,T89,José María Olazábal,71.0,284,4
96,T89,T89,John Rollins,71.0,710,10
97,T89,T89,Kevin Sutherland,71.0,710,10
98,T89,T89,Vaughn Taylor,71.0,710,10
99,T89,T89,D.J. Trahan,71.0,568,8
100,T89,T89,Bubba Watson,71.0,710,10
101,102,102,Freddie Jacobson,71.08,924,13
102,103,103,Rich Beem,71.09,782,11
103,T104,T104,Tim Clark,71.1,711,10
104,T104,T104,Brendon de Jonge,71.1,711,10
105,T104,T104,Charles Warren,71.1,711,10
106,107,107,Mike Weir,71.11,640,9
107,108,108,Jim Furyk,71.13,1138,16
108,109,109,Ian Poulter,71.17,427,6
109,T110,T110,Daisuke Maruyama,71.2,356,5
110,T110,T110,David Toms,71.2,712,10
111,T112,T112,Glen Day,71.22,641,9
112,T112,T112,John Mallinger,71.22,641,9
113,T112,T112,Arron Oberholser,71.22,641,9
114,T115,T115,Andrew Buckle,71.29,499,7
115,T115,T115,Tripp Isenhour,71.29,499,7
116,T117,T117,Shaun Micheel,71.33,428,6
117,T117,T117,Bryce Molder,71.33,214,3
118,T117,T117,Jason Schultz,71.33,428,6
119,120,120,Brandt Snedeker,71.36,785,11
120,121,121,Jerry Kelly,71.38,928,13
121,T122,T122,Michael Allen,71.43,500,7
122,T122,T122,Luke Donald,71.43,500,7
123,T122,T122,Craig Lile,71.43,500,7
124,T125,T125,Bart Bryant,71.5,572,8
125,T125,T125,Brian Davis,71.5,572,8
126,T125,T125,Robert Garrigus,71.5,429,6
127,T125,T125,Kyle Reifers,71.5,143,2
128,T125,T125,Camilo Villegas,71.5,858,12
129,130,130,Mathew Goggin,71.55,787,11
130,131,131,Rod Pampling,71.58,859,12
131,T132,T132,Chad Campbell,71.6,358,5
132,T132,T132,Anthony Kim,71.6,716,10
133,134,134,Brett Quigley,71.63,573,8
134,T135,T135,Greg Owen,71.67,215,3
135,T135,T135,Michael Sim,71.67,430,6
136,137,137,Ryan Armour,71.7,717,10
137,T138,T138,Bob Heintz,71.71,502,7
138,T138,T138,Ryan Palmer,71.71,502,7
139,140,140,Craig Kanada,71.77,933,13
140,141,141,Brett Wetterich,71.78,646,9
141,142,142,Steve Lowery,71.8,359,5
142,143,143,Padraig Harrington,71.82,790,11
143,T144,T144,Jarrod Lyle,71.83,431,6
144,T144,T144,Duffy Waldorf,71.83,431,6
145,146,146,Zach Johnson,71.86,503,7
146,T147,T147,Jason Dufner,71.88,575,8
147,T147,T147,Joe Ogilvie,71.88,575,8
148,149,149,Jason Gore,71.92,935,13
149,T150,T150,Tommy Armour III,72.0,504,7
150,T150,T150,Geoff Ogilvy,72.0,792,11
151,T150,T150,Joey Sindelar,72.0,360,5
152,T150,T150,Charlie Wi,72.0,1080,15
153,154,154,Alex Cejka,72.14,505,7
154,T155,T155,Craig Barlow,72.2,361,5
155,T155,T155,Craig Bowden,72.2,361,5
156,T155,T155,Mark Calcavecchia,72.2,722,10
157,T155,T155,Harrison Frazar,72.2,361,5
158,T155,T155,Parker McLachlin,72.2,361,5
159,T155,T155,Chris Tidland,72.2,361,5
160,T155,T155,Nick Watney,72.2,722,10
161,T162,T162,Jeff Brehaut,72.25,289,4
162,T162,T162,Robert Gamez,72.25,578,8
163,164,164,Tim Herron,72.33,434,6
164,T165,T165,Retief Goosen,72.4,362,5
165,T165,T165,Ted Purdy,72.4,724,10
166,T167,T167,Chris Couch,72.43,507,7
167,T167,T167,Michael Putnam,72.43,1014,14
168,169,169,Marco Dawson,72.5,435,6
169,170,170,Gavin Coles,72.57,508,7
170,T171,T171,Billy Andrade,72.6,726,10
171,T171,T171,Scott Gutschewski,72.6,363,5
172,173,173,Mark Hensby,72.63,581,8
173,T174,T174,Paul Gow,72.67,218,3
174,T174,T174,Darron Stiles,72.67,218,3
175,T174,T174,Kirk Triplett,72.67,218,3
176,T177,T177,Chris DiMarco,73.0,584,8
177,T177,T177,Matt Hendrix,73.0,292,4
178,T177,T177,J.J. Henry,73.0,511,7
179,T177,T177,Doug LaBelle II,73.0,365,5
180,T177,T177,Kevin Stadler,73.0,365,5
181,182,182,Steve Wheatcroft,73.14,512,7
182,183,183,Henrik Stenson,73.4,367,5
183,T184,T184,Frank Lickliter II,73.5,294,4
184,T184,T184,Davis Love III,73.5,441,6
185,186,186,Rich Barcelo,73.57,515,7
186,T187,T187,Corey Pavin,73.8,369,5
187,T187,T187,Jaco Van Zyl,73.8,369,5
188,189,189,John Daly,73.83,443,6
189,190,190,Michael Boyd,74.0,444,6
190,191,191,Eric Axley,74.13,593,8
191,192,192,D.J. Brigman,74.17,445,6
192,193,193,Jeff Sluman,75.0,150,2
193,194,194,David Branshaw,75.2,376,5
194,195,195,Rocco Mediate,75.5,453,6
195,196,196,Todd Hamilton,76.4,382,5
