,25_Final_Round_Performance_RANK THIS WEEK,25_Final_Round_Performance_RANK LAST WEEK,25_Final_Round_Performance_PLAYER NAME,25_Final_Round_Performance_EVENTS,25_Final_Round_Performance_% TIMES IMPROVED,25_Final_Round_Performance_# OF TIMES IMPROVED
44,T39,T39,Paul Goydos,19,75.0,6.0
45,T39,T39,Freddie Jacobson,20,75.0,6.0
46,T39,T39,Hunter Mahan,27,75.0,6.0
47,T39,T39,Chris Riley,17,75.0,6.0
48,T49,T49,Rich Barcelo,26,72.7,8.0
49,T49,T49,Sean O'Hair,28,72.7,8.0
50,T49,T49,Joe Ogilvie,31,72.7,8.0
51,T49,T49,Corey Pavin,25,72.7,8.0
52,T53,T53,Robert Allenby,28,71.4,5.0
53,T53,T53,Luke Donald,20,71.4,5.0
54,T53,T53,Retief Goosen,14,71.4,5.0
55,T53,T53,Arron Oberholser,21,71.4,5.0
56,T53,T53,Geoff Ogilvy,22,71.4,5.0
57,T53,T53,Pat Perez,27,71.4,5.0
58,T53,T53,Camilo Villegas,24,71.4,5.0
59,T53,T53,Bubba Watson,26,71.4,5.0
60,61,61,Ryan Armour,32,70.6,12.0
61,T62,T62,Marco Dawson,23,70.0,7.0
62,T62,T62,Jason Gore,27,70.0,7.0
63,T62,T62,Charley Hoffman,30,70.0,7.0
64,T62,T62,Boo Weekley,29,70.0,7.0
65,T66,T66,Stuart Appleby,24,66.7,4.0
66,T66,T66,Brian Bateman,18,66.7,4.0
67,T66,T66,David Branshaw,30,66.7,6.0
68,T66,T66,K.J. Choi,25,66.7,2.0
69,T66,T66,Glen Day,27,66.7,8.0
70,T66,T66,Bill Haas,30,66.7,6.0
71,T66,T66,J.P. Hayes,28,66.7,6.0
72,T66,T66,Tom Lehman,19,66.7,6.0
73,T66,T66,Michael Putnam,29,66.7,8.0
74,T66,T66,Jeff Sluman,21,66.7,4.0
75,T76,T76,Anthony Kim,26,64.3,9.0
76,T76,T76,Rod Pampling,25,64.3,9.0
77,T76,T76,Carl Pettersson,31,64.3,9.0
78,T79,T79,Robert Garrigus,28,63.6,7.0
79,T79,T79,Bob Heintz,27,63.6,7.0
80,T79,T79,George McNeill,30,63.6,7.0
81,T82,T82,Stewart Cink,25,62.5,5.0
82,T82,T82,Ken Duke,31,62.5,10.0
83,T82,T82,Frank Lickliter II,30,62.5,10.0
84,T82,T82,Kenny Perry,24,62.5,5.0
85,T82,T82,Steve Wheatcroft,25,62.5,5.0
86,T87,T87,Gavin Coles,28,61.5,8.0
87,T87,T87,Brian Gay,32,61.5,8.0
88,T87,T87,Mark Hensby,25,61.5,8.0
89,T90,T90,Tommy Armour III,24,60.0,6.0
90,T90,T90,Aaron Baddeley,23,60.0,3.0
91,T90,T90,Sergio Garcia,19,60.0,3.0
92,T90,T90,Charles Howell III,26,60.0,6.0
93,T90,T90,Jerry Kelly,28,60.0,6.0
94,T90,T90,Daisuke Maruyama,28,60.0,6.0
95,T90,T90,Parker McLachlin,28,60.0,6.0
96,T90,T90,Shaun Micheel,29,60.0,6.0
97,T90,T90,Phil Mickelson,22,60.0,3.0
98,T90,T90,Tag Ridings,18,60.0,3.0
99,T90,T90,John Rollins,29,60.0,6.0
100,T90,T90,Jim Rutledge,23,60.0,3.0
101,T90,T90,Michael Sim,17,60.0,3.0
102,T90,T90,Steve Stricker,23,60.0,3.0
103,T90,T90,Vaughn Taylor,28,60.0,6.0
104,T90,T90,Bo Van Pelt,30,60.0,6.0
105,T90,T90,Nick Watney,26,60.0,6.0
106,T90,T90,Jay Williamson,14,60.0,6.0
107,108,108,Briny Baird,31,58.8,10.0
108,T109,T109,Michael Allen,22,58.3,7.0
109,T109,T109,Eric Axley,36,58.3,7.0
110,T109,T109,J.J. Henry,26,58.3,7.0
111,T109,T109,Kent Jones,30,58.3,7.0
112,T109,T109,Will MacKenzie,30,58.3,7.0
113,T109,T109,Ryan Palmer,30,58.3,7.0
114,T109,T109,Ted Purdy,33,58.3,7.0
115,T109,T109,John Senden,27,58.3,7.0
116,T109,T109,Bob Tway,32,58.3,7.0
117,T118,T118,Stephen Ames,23,57.1,4.0
118,T118,T118,Andrew Buckle,26,57.1,4.0
119,T118,T118,Trevor Immelman,21,57.1,4.0
120,T118,T118,Shigeki Maruyama,31,57.1,4.0
121,T118,T118,Billy Mayfair,30,57.1,4.0
122,T118,T118,Dicky Pride,25,57.1,4.0
123,T118,T118,Johnson Wagner,33,57.1,4.0
124,T118,T118,Mark Wilson,25,57.1,8.0
125,126,126,Doug LaBelle II,33,56.3,9.0
126,T127,T127,Craig Barlow,16,55.6,5.0
127,T127,T127,Rich Beem,29,55.6,5.0
128,T127,T127,Craig Bowden,25,55.6,5.0
129,T127,T127,Tom Johnson,27,55.6,5.0
130,T127,T127,John Merrick,29,55.6,5.0
131,132,132,Bob Estes,28,54.5,6.0
132,T133,T133,Woody Austin,27,53.8,7.0
133,T133,T133,Ben Curtis,25,53.8,7.0
134,T133,T133,Mathias Grönberg,31,53.8,7.0
135,T133,T133,Cliff Kresge,30,53.8,7.0
136,T137,T137,Cameron Beckman,29,50.0,4.0
137,T137,T137,Brian Davis,28,50.0,9.0
138,T137,T137,Joe Durant,28,50.0,5.0
139,T137,T137,Robert Gamez,30,50.0,5.0
140,T137,T137,J.B. Holmes,24,50.0,3.0
141,T137,T137,Craig Kanada,34,50.0,5.0
142,T137,T137,Craig Lile,24,50.0,6.0
143,T137,T137,Davis Love III,21,50.0,4.0
144,T137,T137,José María Olazábal,16,50.0,3.0
145,T137,T137,Jeff Overton,19,50.0,2.0
146,T137,T137,Jeff Quinney,29,50.0,6.0
147,T137,T137,Kyle Reifers,27,50.0,4.0
148,T137,T137,Chris Stroud,24,50.0,2.0
149,T137,T137,Kevin Sutherland,25,50.0,6.0
150,T137,T137,Chris Tidland,21,50.0,3.0
151,152,152,Rocco Mediate,22,45.5,5.0
152,T153,T153,Steve Allan,18,44.4,4.0
153,T153,T153,Michael Boyd,21,44.4,4.0
154,T153,T153,Brendon de Jonge,26,44.4,4.0
155,T153,T153,Tripp Isenhour,32,44.4,4.0
156,T153,T153,Steve Lowery,22,44.4,4.0
157,T153,T153,Steve Marino,31,44.4,4.0
158,T153,T153,Kevin Stadler,31,44.4,4.0
159,T160,T160,Paul Gow,26,42.9,3.0
160,T160,T160,Anders Hansen,17,42.9,3.0
161,T160,T160,Matt Hendrix,24,42.9,3.0
162,T160,T160,Jeff Maggert,26,42.9,3.0
163,T160,T160,Kevin Na,27,42.9,3.0
164,T160,T160,Scott Verplank,23,42.9,3.0
165,T166,T166,Billy Andrade,27,40.0,4.0
166,T166,T166,Jason Bohn,17,40.0,2.0
167,T166,T166,Mark Brooks,18,40.0,2.0
168,T166,T166,Chris DiMarco,24,40.0,4.0
169,T166,T166,Jeff Gove,30,40.0,6.0
170,T166,T166,Peter Lonard,27,40.0,4.0
171,T166,T166,Bryce Molder,21,40.0,2.0
172,T166,T166,Henrik Stenson,15,40.0,2.0
173,T166,T166,Kirk Triplett,25,40.0,4.0
174,T166,T166,Duffy Waldorf,23,40.0,2.0
175,T166,T166,Charlie Wi,27,40.0,4.0
176,T177,T177,Daniel Chopra,34,38.5,5.0
177,T177,T177,Steve Flesch,31,38.5,5.0
178,T177,T177,D.J. Trahan,30,38.5,5.0
179,T180,T180,Troy Matteson,26,37.5,3.0
180,T180,T180,Jason Schultz,22,37.5,3.0
181,T180,T180,Joey Sindelar,25,37.5,3.0
182,T183,T183,D.J. Brigman,22,33.3,2.0
183,T183,T183,Tom Byrum,20,33.3,1.0
184,T183,T183,Bubba Dickerson,19,33.3,1.0
185,T183,T183,Stephen Leaney,26,33.3,3.0
186,T183,T183,Justin Rose,16,33.3,1.0
187,188,188,Charles Warren,29,30.8,4.0
188,T189,T189,John Mallinger,29,30.0,3.0
189,T189,T189,Brett Quigley,25,30.0,3.0
190,191,191,Harrison Frazar,32,28.6,2.0
191,192,192,Chad Campbell,28,27.3,3.0
192,193,193,Jaco Van Zyl,21,25.0,1.0
193,194,194,Jason Dufner,32,20.0,2.0
194,195,195,Nick O'Hern,22,16.7,1.0
195,196,196,José Coceres,17,0.0,
