,Tenth_Tee_Early_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Early_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Early_Scoring_Average_PLAYER NAME,Tenth_Tee_Early_Scoring_Average_ROUNDS,Tenth_Tee_Early_Scoring_Average_AVG,Tenth_Tee_Early_Scoring_Average_TOTAL STROKES,Tenth_Tee_Early_Scoring_Average_TOTAL 10TH TEE EARLY RDS.
0,1,1,Tiger Woods,63,68.0,680,10
1,2,2,Tim Clark,66,68.22,614,9
2,3,3,Jim Furyk,84,69.13,1037,15
3,4,4,Freddie Jacobson,70,69.36,971,14
4,5,5,Cliff Kresge,107,69.45,1389,20
5,6,6,Stephen Ames,81,69.46,903,13
6,7,7,Steve Lowery,74,69.5,695,10
7,8,8,Steve Stricker,81,69.6,696,10
8,9,9,Brandt Snedeker,105,69.65,1184,17
9,10,10,Phil Mickelson,73,69.67,1254,18
10,11,11,Aaron Baddeley,83,69.75,558,8
11,12,12,K.J. Choi,87,69.8,698,10
12,13,13,Chris Stroud,66,69.83,838,12
13,14,14,Tim Herron,98,69.86,978,14
14,15,15,Mathew Goggin,97,69.95,1399,20
15,T16,T16,José Coceres,50,70.0,700,10
16,T16,T16,Arron Oberholser,69,70.0,420,6
17,T16,T16,Heath Slocum,101,70.0,910,13
18,19,19,Vijay Singh,102,70.05,1331,19
19,20,20,Carl Pettersson,111,70.06,1261,18
20,T21,T21,Marco Dawson,73,70.07,981,14
21,T21,T21,Peter Lonard,85,70.07,981,14
22,23,23,Adam Scott,69,70.08,911,13
23,T24,T24,Mathias Grönberg,95,70.11,1262,18
24,T24,T24,Ryan Moore,92,70.11,1262,18
25,T24,T24,Bo Van Pelt,104,70.11,1332,19
26,27,27,Bob Tway,103,70.12,1823,26
27,28,28,Luke Donald,69,70.13,561,8
28,29,29,Brian Davis,101,70.17,1263,18
29,30,30,Charles Warren,101,70.18,1544,22
30,31,31,Michael Sim,52,70.22,632,9
31,32,32,Jonathan Byrd,73,70.23,913,13
32,33,33,Daniel Chopra,106,70.25,1405,20
33,34,34,Padraig Harrington,64,70.29,984,14
34,35,35,Craig Lile,77,70.3,1406,20
35,36,36,Michael Putnam,96,70.31,1125,16
36,37,37,Briny Baird,115,70.36,1548,22
37,38,38,Ryan Armour,107,70.38,1478,21
38,39,39,Sergio Garcia,68,70.4,704,10
39,T40,T40,Kevin Sutherland,85,70.41,1549,22
40,T40,T40,Dean Wilson,92,70.41,1549,22
41,T42,T42,George McNeill,95,70.43,1479,21
42,T42,T42,Jeff Overton,60,70.43,493,7
43,44,44,Robert Garrigus,95,70.44,1127,16
44,T45,T45,Robert Allenby,90,70.46,916,13
45,T45,T45,D.J. Brigman,67,70.46,916,13
46,47,47,Joe Ogilvie,102,70.48,1480,21
47,48,48,Craig Kanada,109,70.5,1269,18
48,49,49,Daisuke Maruyama,86,70.53,1199,17
49,50,50,Billy Mayfair,98,70.57,988,14
50,51,51,Charlie Wi,90,70.58,1341,19
51,52,52,Nathan Green,103,70.59,1200,17
52,53,53,John Senden,97,70.6,1412,20
53,T54,T54,Jeff Gove,103,70.61,1271,18
54,T54,T54,Bill Haas,93,70.61,1271,18
55,56,56,John Merrick,92,70.62,1483,21
56,57,57,Matt Kuchar,85,70.63,1130,16
57,58,58,Joey Sindelar,75,70.64,989,14
58,59,59,Brian Gay,107,70.65,1625,23
59,60,60,Ryan Palmer,91,70.66,2049,29
60,T61,T61,Robert Gamez,88,70.67,1272,18
61,T61,T61,José María Olazábal,52,70.67,636,9
62,63,63,Cameron Beckman,96,70.68,1343,19
63,T64,T64,Chris Riley,59,70.71,990,14
64,T64,T64,Bubba Watson,80,70.71,990,14
65,T66,T66,Bob Estes,88,70.73,1061,15
66,T66,T66,Jay Williamson,50,70.73,778,11
67,T68,T68,Rod Pampling,92,70.77,920,13
68,T68,T68,Rory Sabbatini,81,70.77,920,13
69,70,70,Bart Bryant,87,70.79,991,14
70,T71,T71,Anthony Kim,93,70.8,1416,20
71,T71,T71,Duffy Waldorf,69,70.8,1062,15
72,73,73,Jerry Kelly,101,70.81,1133,16
73,T74,T74,Brendon de Jonge,76,70.82,1204,17
74,T74,T74,Jeff Quinney,95,70.82,1204,17
75,76,76,Paul Stankowski,52,70.83,850,12
76,77,77,Tom Pernice Jr.,104,70.84,1346,19
77,78,78,Jason Bohn,57,70.85,921,13
78,T79,T79,Vaughn Taylor,91,70.86,992,14
79,T79,T79,Chris Tidland,59,70.86,496,7
80,81,81,Steve Elkington,87,70.87,1063,15
81,T82,T82,Brian Bateman,55,70.88,567,8
82,T82,T82,Steve Flesch,100,70.88,1205,17
83,84,84,Alex Cejka,80,70.93,1064,15
84,T85,T85,Harrison Frazar,88,70.94,1206,17
85,T85,T85,Tim Petrovic,106,70.94,1277,18
86,T87,T87,Jason Dufner,100,71.0,1420,20
87,T87,T87,Ernie Els,59,71.0,639,9
88,T87,T87,Camilo Villegas,82,71.0,1207,17
89,T87,T87,Mike Weir,82,71.0,994,14
90,T91,T91,Paul Gow,70,71.05,1421,20
91,T91,T91,Frank Lickliter II,95,71.05,1350,19
92,T93,T93,Chris Couch,76,71.1,711,10
93,T93,T93,Scott Verplank,82,71.1,711,10
94,95,95,Andrew Buckle,77,71.11,1280,18
95,T96,T96,Rich Beem,89,71.13,1067,15
96,T96,T96,Kent Jones,97,71.13,1138,16
97,T96,T96,Hunter Mahan,91,71.13,1138,16
98,99,99,Kevin Stadler,95,71.14,1565,22
99,100,100,Ryuji Imada,104,71.15,1423,20
100,101,101,Bob Heintz,85,71.17,1281,18
101,T102,T102,Ken Duke,112,71.2,1068,15
102,T102,T102,Ian Poulter,63,71.2,356,5
103,T104,T104,Doug LaBelle II,104,71.23,1852,26
104,T104,T104,Jarrod Lyle,77,71.23,1567,22
105,T104,T104,Brett Wetterich,88,71.23,926,13
106,T107,T107,Michael Boyd,61,71.24,1211,17
107,T107,T107,Ted Purdy,102,71.24,1781,25
108,T109,T109,Anders Hansen,55,71.25,855,12
109,T109,T109,Justin Rose,63,71.25,570,8
110,111,111,John Rollins,102,71.28,1283,18
111,112,112,Paul Goydos,60,71.3,713,10
112,T113,T113,Mark Hensby,81,71.31,927,13
113,T113,T113,Sean O'Hair,98,71.31,927,13
114,T115,T115,Rich Barcelo,80,71.33,1284,18
115,T115,T115,Mark Calcavecchia,93,71.33,856,12
116,T115,T115,Stewart Cink,91,71.33,856,12
117,T115,T115,Lucas Glover,98,71.33,1284,18
118,119,119,Craig Barlow,52,71.36,785,11
119,120,120,Richard Johnson,93,71.37,1356,19
120,121,121,Steve Wheatcroft,73,71.38,1713,24
121,122,122,Craig Bowden,78,71.39,1285,18
122,T123,T123,Jason Gore,86,71.4,1071,15
123,T123,T123,Johnson Wagner,97,71.4,1071,15
124,125,125,Zach Johnson,76,71.44,1286,18
125,T126,T126,Billy Andrade,88,71.45,1572,22
126,T126,T126,Joe Durant,88,71.45,1429,20
127,128,128,Justin Leonard,95,71.46,929,13
128,T129,T129,Chad Campbell,96,71.5,1001,14
129,T129,T129,Tom Lehman,62,71.5,858,12
130,T129,T129,Davis Love III,66,71.5,858,12
131,T129,T129,Henrik Stenson,52,71.5,572,8
132,T129,T129,Mark Wilson,87,71.5,858,12
133,134,134,Scott Gutschewski,67,71.53,1073,15
134,135,135,Glen Day,85,71.54,930,13
135,136,136,D.J. Trahan,99,71.55,1574,22
136,T137,T137,Rocco Mediate,72,71.56,1145,16
137,T137,T137,Kevin Na,84,71.56,1145,16
138,139,139,Tag Ridings,52,71.6,716,10
139,140,140,Ben Curtis,80,71.62,931,13
140,141,141,Gavin Coles,87,71.63,1146,16
141,142,142,Shaun Micheel,91,71.64,1003,14
142,143,143,John Mallinger,96,71.65,1218,17
143,144,144,Jeff Maggert,79,71.67,1290,18
144,145,145,Woody Austin,95,71.68,1362,19
145,T146,T146,Chris DiMarco,79,71.69,932,13
146,T146,T146,Jesper Parnevik,88,71.69,1147,16
147,148,148,Trevor Immelman,74,71.7,717,10
148,149,149,Eric Axley,107,71.74,1363,19
149,T150,T150,Tom Johnson,74,71.75,1148,16
150,T150,T150,Troy Matteson,87,71.75,861,12
151,152,152,Will MacKenzie,100,71.78,1292,18
152,153,153,Boo Weekley,101,71.79,1005,14
153,154,154,Kirk Triplett,77,71.8,1077,15
154,155,155,Tom Byrum,50,71.83,862,12
155,T156,T156,Charley Hoffman,97,71.86,1006,14
156,T156,T156,David Toms,80,71.86,1006,14
157,T158,T158,Pat Perez,84,71.88,575,8
158,T158,T158,Jason Schultz,63,71.88,1222,17
159,160,160,Matt Hendrix,63,71.9,1510,21
160,T161,T161,Tommy Armour III,81,71.92,863,12
161,T161,T161,Kenny Perry,83,71.92,935,13
162,163,163,Charles Howell III,89,71.93,1079,15
163,T164,T164,Steve Allan,63,71.94,1223,17
164,T164,T164,J.P. Hayes,89,71.94,1223,17
165,T166,T166,Fred Funk,65,72.0,792,11
166,T166,T166,Shigeki Maruyama,84,72.0,792,11
167,T166,T166,Brett Quigley,79,72.0,720,10
168,169,169,Stephen Leaney,82,72.05,1585,22
169,T170,T170,Steve Marino,106,72.06,1297,18
170,T170,T170,Bryce Molder,56,72.06,1225,17
171,172,172,J.B. Holmes,71,72.13,577,8
172,173,173,Corey Pavin,81,72.14,1010,14
173,T174,T174,Bubba Dickerson,51,72.15,938,13
174,T174,T174,J.J. Henry,86,72.15,938,13
175,176,176,Kyle Reifers,71,72.17,866,12
176,177,177,Tripp Isenhour,86,72.23,1589,22
177,178,178,Geoff Ogilvy,84,72.25,867,12
178,T179,T179,Nick O'Hern,72,72.27,1084,15
179,T179,T179,Jeff Sluman,60,72.27,795,11
180,181,181,Jaco Van Zyl,51,72.29,1229,17
181,T182,T182,David Branshaw,83,72.33,1085,15
182,T182,T182,Nick Watney,87,72.33,1085,15
183,184,184,Lee Janzen,66,72.35,1230,17
184,T185,T185,Michael Allen,74,72.47,1232,17
185,T185,T185,Mark Brooks,53,72.47,1087,15
186,187,187,Greg Owen,81,72.48,1522,21
187,188,188,Dicky Pride,71,72.52,1668,23
188,189,189,Parker McLachlin,83,72.73,1091,15
189,190,190,Retief Goosen,50,72.8,364,5
190,191,191,Stuart Appleby,74,72.91,802,11
191,192,192,Jeff Brehaut,59,72.92,948,13
192,193,193,Darron Stiles,65,73.13,1170,16
193,194,194,Jim Rutledge,59,73.17,878,12
194,195,195,Todd Hamilton,76,73.43,1028,14
195,196,196,John Daly,59,74.22,668,9
