,Par_5_Eagle_Leaders_RANK THIS WEEK,Par_5_Eagle_Leaders_RANK LAST WEEK,Par_5_Eagle_Leaders_PLAYER NAME,Par_5_Eagle_Leaders_ROUNDS,Par_5_Eagle_Leaders_TOTAL,Par_5_Eagle_Leaders_TOTAL PAR 5 HOLES,Par_5_Eagle_Leaders_TOTAL HOLE OUTS
0,T1,T1,Sean O'Hair,98,15,303,3.0
1,T1,T1,Charles Warren,101,15,325,5.0
2,3,3,Bill Haas,93,13,300,1.0
3,4,4,Will MacKenzie,100,12,312,4.0
4,T5,T5,Steve Flesch,100,11,310,4.0
5,T5,T5,Robert Garrigus,95,11,313,1.0
6,T5,T5,Rod Pampling,92,11,264,2.0
7,T5,T5,Vijay Singh,102,11,295,
8,T5,T5,Chris Tidland,59,11,195,
9,T5,T5,Brett Wetterich,88,11,261,1.0
10,T11,T11,Eric Axley,107,10,341,3.0
11,T11,T11,Harrison Frazar,88,10,285,
12,T11,T11,Nathan Green,103,10,320,2.0
13,T11,T11,Mathias Grönberg,95,10,314,2.0
14,T11,T11,Daisuke Maruyama,86,10,270,1.0
15,T11,T11,Phil Mickelson,73,10,216,3.0
16,T11,T11,Greg Owen,81,10,267,2.0
17,T11,T11,Pat Perez,84,10,228,2.0
18,T11,T11,Tiger Woods,63,10,176,1.0
19,T20,T20,Michael Allen,74,9,240,1.0
20,T20,T20,Rich Beem,89,9,277,
21,T20,T20,Chris DiMarco,79,9,235,3.0
22,T20,T20,Jason Dufner,100,9,319,2.0
23,T20,T20,Jeff Gove,103,9,341,3.0
24,T20,T20,John Rollins,102,9,307,2.0
25,T20,T20,Darron Stiles,65,9,208,2.0
26,T20,T20,Nick Watney,87,9,277,2.0
27,T28,T28,D.J. Brigman,67,8,215,1.0
28,T28,T28,Brian Davis,101,8,327,3.0
29,T28,T28,Mathew Goggin,97,8,308,1.0
30,T28,T28,Jason Gore,86,8,285,1.0
31,T28,T28,Charles Howell III,89,8,266,
32,T28,T28,Tripp Isenhour,86,8,273,1.0
33,T28,T28,Kent Jones,97,8,327,1.0
34,T28,T28,Steve Marino,106,8,343,1.0
35,T28,T28,Kevin Na,84,8,276,3.0
36,T28,T28,Joe Ogilvie,102,8,319,1.0
37,T28,T28,Tim Petrovic,106,8,329,4.0
38,T28,T28,Carl Pettersson,111,8,343,1.0
39,T28,T28,Michael Putnam,96,8,298,
40,T28,T28,Kevin Stadler,95,8,315,
41,T28,T28,Kirk Triplett,77,8,267,2.0
42,T28,T28,Bubba Watson,80,8,264,1.0
43,T44,T44,Steve Allan,63,7,199,3.0
44,T44,T44,Robert Allenby,90,7,263,
45,T44,T44,Jason Bohn,57,7,177,1.0
46,T44,T44,Jeff Brehaut,59,7,196,
47,T44,T44,Mark Calcavecchia,93,7,284,1.0
48,T44,T44,Stewart Cink,91,7,262,2.0
49,T44,T44,John Daly,59,7,183,1.0
50,T44,T44,Ken Duke,112,7,365,1.0
51,T44,T44,Ernie Els,59,7,168,1.0
52,T44,T44,Robert Gamez,88,7,283,
53,T44,T44,Lucas Glover,98,7,321,
54,T44,T44,Cliff Kresge,107,7,330,2.0
55,T44,T44,Frank Lickliter II,95,7,296,2.0
56,T44,T44,Jarrod Lyle,77,7,246,1.0
57,T44,T44,Hunter Mahan,91,7,262,1.0
58,T44,T44,John Mallinger,96,7,309,3.0
59,T44,T44,Troy Matteson,87,7,270,1.0
60,T44,T44,George McNeill,95,7,304,1.0
61,T44,T44,Ryan Moore,92,7,295,
62,T44,T44,Jeff Overton,60,7,198,2.0
63,T44,T44,Tom Pernice Jr.,104,7,323,1.0
64,T44,T44,Brett Quigley,79,7,241,1.0
65,T44,T44,Jeff Quinney,95,7,300,
