,First_Tee_Late_Par_3_Scoring_Average_RANK THIS WEEK,First_Tee_Late_Par_3_Scoring_Average_RANK LAST WEEK,First_Tee_Late_Par_3_Scoring_Average_PLAYER NAME,First_Tee_Late_Par_3_Scoring_Average_ROUNDS,First_Tee_Late_Par_3_Scoring_Average_AVG,First_Tee_Late_Par_3_Scoring_Average_TOTAL STROKES,First_Tee_Late_Par_3_Scoring_Average_TOTAL HOLES
0,1,1,Ken Duke,112,2.91,326,112
1,2,2,Justin Rose,63,2.95,277,94
2,3,3,Freddie Jacobson,70,2.96,394,133
3,4,4,Jeff Overton,60,2.97,205,69
4,T5,T5,Jonathan Byrd,73,2.98,349,117
5,T5,T5,José Coceres,50,2.98,238,80
6,T5,T5,Chris Stroud,66,2.98,247,83
7,T5,T5,Dean Wilson,92,2.98,316,106
8,T9,T9,Tim Clark,66,2.99,356,119
9,T9,T9,Craig Kanada,109,2.99,416,139
10,T9,T9,Tom Lehman,62,2.99,272,91
11,T9,T9,Heath Slocum,101,2.99,427,143
12,T9,T9,Scott Verplank,82,2.99,427,143
13,T14,T14,Tommy Armour III,81,3.0,255,85
14,T14,T14,Steve Flesch,100,3.0,318,106
15,T14,T14,Robert Garrigus,95,3.0,339,113
16,T14,T14,Tim Petrovic,106,3.0,327,109
17,T14,T14,Jay Williamson,50,3.0,132,44
18,T19,T19,Paul Goydos,60,3.01,217,72
19,T19,T19,Anders Hansen,55,3.01,250,83
20,T19,T19,Shaun Micheel,91,3.01,307,102
21,T19,T19,Kenny Perry,83,3.01,361,120
22,T19,T19,Rory Sabbatini,81,3.01,412,137
23,T24,T24,Brian Bateman,55,3.02,130,43
24,T24,T24,Tom Johnson,74,3.02,181,60
25,T24,T24,Justin Leonard,95,3.02,296,98
26,T24,T24,Ian Poulter,63,3.02,190,63
27,T24,T24,Brett Quigley,79,3.02,290,96
28,T24,T24,Camilo Villegas,82,3.02,435,144
29,T24,T24,Nick Watney,87,3.02,320,106
30,T24,T24,Tiger Woods,63,3.02,486,161
31,T32,T32,Michael Allen,74,3.03,233,77
32,T32,T32,Chad Campbell,96,3.03,309,102
33,T32,T32,Ernie Els,59,3.03,355,117
34,T32,T32,Fred Funk,65,3.03,221,73
35,T32,T32,Richard Johnson,93,3.03,209,69
36,T32,T32,Craig Lile,77,3.03,270,89
37,T32,T32,George McNeill,95,3.03,358,118
38,T32,T32,Jeff Quinney,95,3.03,352,116
39,T40,T40,Stewart Cink,91,3.04,416,137
40,T40,T40,Brian Davis,101,3.04,292,96
41,T40,T40,Jim Furyk,84,3.04,569,187
42,T40,T40,Sergio Garcia,68,3.04,411,135
43,T40,T40,Charles Howell III,89,3.04,408,134
44,T40,T40,Stephen Leaney,82,3.04,362,119
45,T40,T40,John Senden,97,3.04,420,138
46,T40,T40,Boo Weekley,101,3.04,374,123
47,T48,T48,Rich Beem,89,3.05,363,119
48,T48,T48,Daniel Chopra,106,3.05,397,130
49,T48,T48,Brian Gay,107,3.05,449,147
50,T48,T48,Ryuji Imada,104,3.05,442,145
51,T48,T48,Will MacKenzie,100,3.05,363,119
52,T48,T48,Troy Matteson,87,3.05,354,116
53,T54,T54,Steve Allan,63,3.06,263,86
54,T54,T54,Jeff Brehaut,59,3.06,199,65
55,T54,T54,Bill Haas,93,3.06,395,129
56,T54,T54,Matt Hendrix,63,3.06,239,78
57,T54,T54,Peter Lonard,85,3.06,343,112
58,T54,T54,Billy Mayfair,98,3.06,404,132
59,T54,T54,Tom Pernice Jr.,104,3.06,465,152
60,T54,T54,Michael Sim,52,3.06,202,66
61,T54,T54,David Toms,80,3.06,337,110
62,T63,T63,Cameron Beckman,96,3.07,421,137
63,T63,T63,Gavin Coles,87,3.07,267,87
64,T63,T63,Charley Hoffman,97,3.07,396,129
65,T63,T63,Zach Johnson,76,3.07,430,140
66,T63,T63,Steve Lowery,74,3.07,227,74
67,T63,T63,John Mallinger,96,3.07,301,98
68,T63,T63,Phil Mickelson,73,3.07,464,151
69,T63,T63,Ryan Moore,92,3.07,350,114
70,T63,T63,José María Olazábal,52,3.07,184,60
71,T63,T63,Carl Pettersson,111,3.07,537,175
72,T63,T63,Dicky Pride,71,3.07,295,96
73,T63,T63,Ted Purdy,102,3.07,335,109
74,T63,T63,John Rollins,102,3.07,430,140
75,T76,T76,Bart Bryant,87,3.08,363,118
76,T76,T76,K.J. Choi,87,3.08,520,169
77,T76,T76,Mathew Goggin,97,3.08,360,117
78,T76,T76,Tripp Isenhour,86,3.08,296,96
79,T76,T76,Matt Kuchar,85,3.08,271,88
80,T76,T76,Doug LaBelle II,104,3.08,317,103
81,T76,T76,Jeff Maggert,79,3.08,326,106
82,T76,T76,Steve Marino,106,3.08,465,151
83,T76,T76,Arron Oberholser,69,3.08,330,107
84,T76,T76,Tag Ridings,52,3.08,191,62
85,T76,T76,Jeff Sluman,60,3.08,191,62
86,T76,T76,Jaco Van Zyl,51,3.08,219,71
87,T76,T76,Mike Weir,82,3.08,360,117
88,T89,T89,Woody Austin,95,3.09,361,117
89,T89,T89,Briny Baird,115,3.09,445,144
90,T89,T89,Retief Goosen,50,3.09,164,53
91,T89,T89,Bob Heintz,85,3.09,315,102
92,T89,T89,Hunter Mahan,91,3.09,377,122
93,T89,T89,Darron Stiles,65,3.09,238,77
94,T89,T89,Steve Stricker,81,3.09,424,137
95,T89,T89,Charlie Wi,90,3.09,439,142
96,T97,T97,Mark Brooks,53,3.1,220,71
97,T97,T97,Glen Day,85,3.1,223,72
98,T97,T97,Robert Gamez,88,3.1,270,87
99,T97,T97,Nathan Green,103,3.1,456,147
100,T97,T97,Padraig Harrington,64,3.1,412,133
101,T97,T97,Kevin Na,84,3.1,273,88
102,T97,T97,Adam Scott,69,3.1,447,144
103,T97,T97,Vijay Singh,102,3.1,632,204
104,T105,T105,Stephen Ames,81,3.11,408,131
105,T105,T105,Billy Andrade,88,3.11,395,127
106,T105,T105,Stuart Appleby,74,3.11,401,129
107,T105,T105,Aaron Baddeley,83,3.11,441,142
108,T105,T105,Jason Bohn,57,3.11,317,102
109,T105,T105,Jason Dufner,100,3.11,376,121
110,T105,T105,Tim Herron,98,3.11,311,100
111,T105,T105,J.B. Holmes,71,3.11,261,84
112,T105,T105,Daisuke Maruyama,86,3.11,252,81
113,T105,T105,Nick O'Hern,72,3.11,370,119
114,T105,T105,Joe Ogilvie,102,3.11,413,133
115,T105,T105,Ryan Palmer,91,3.11,379,122
116,T105,T105,Pat Perez,84,3.11,358,115
117,T105,T105,Johnson Wagner,97,3.11,351,113
118,T105,T105,Bubba Watson,80,3.11,342,110
119,T120,T120,Michael Boyd,61,3.12,212,68
120,T120,T120,Andrew Buckle,77,3.12,303,97
121,T120,T120,Alex Cejka,80,3.12,265,85
122,T120,T120,Bob Estes,88,3.12,296,95
123,T120,T120,Lucas Glover,98,3.12,487,156
124,T120,T120,Jerry Kelly,101,3.12,502,161
125,T120,T120,Shigeki Maruyama,84,3.12,284,91
126,T120,T120,Michael Putnam,96,3.12,396,127
127,T120,T120,Chris Riley,59,3.12,240,77
128,T120,T120,Jason Schultz,63,3.12,215,69
129,T120,T120,Joey Sindelar,75,3.12,253,81
130,T120,T120,Brandt Snedeker,105,3.12,502,161
131,T120,T120,Kevin Stadler,95,3.12,309,99
132,T120,T120,Kevin Sutherland,85,3.12,403,129
133,T134,T134,Steve Elkington,87,3.13,341,109
134,T134,T134,Jason Gore,86,3.13,413,132
135,T134,T134,J.P. Hayes,89,3.13,326,104
136,T134,T134,Mark Hensby,81,3.13,269,86
137,T134,T134,Cliff Kresge,107,3.13,489,156
138,T134,T134,John Merrick,92,3.13,291,93
139,T134,T134,Henrik Stenson,52,3.13,247,79
140,T134,T134,Kirk Triplett,77,3.13,238,76
141,T134,T134,Duffy Waldorf,69,3.13,272,87
142,T143,T143,Ryan Armour,107,3.14,393,125
143,T143,T143,Eric Axley,107,3.14,349,111
144,T143,T143,D.J. Brigman,67,3.14,248,79
145,T143,T143,Marco Dawson,73,3.14,198,63
146,T143,T143,Brendon de Jonge,76,3.14,295,94
147,T143,T143,Jeff Gove,103,3.14,336,107
148,T143,T143,Trevor Immelman,74,3.14,370,118
149,T143,T143,Kent Jones,97,3.14,323,103
150,T143,T143,Rocco Mediate,72,3.14,251,80
151,T143,T143,Chris Tidland,59,3.14,138,44
152,T143,T143,D.J. Trahan,99,3.14,436,139
153,T154,T154,Joe Durant,88,3.15,334,106
154,T154,T154,Mathias Grönberg,95,3.15,321,102
155,T156,T156,Mark Calcavecchia,93,3.16,354,112
156,T156,T156,John Daly,59,3.16,155,49
157,T156,T156,Luke Donald,69,3.16,316,100
158,T156,T156,Frank Lickliter II,95,3.16,307,97
159,T156,T156,Geoff Ogilvy,84,3.16,471,149
160,T156,T156,Jesper Parnevik,88,3.16,357,113
161,T156,T156,Charles Warren,101,3.16,382,121
162,T156,T156,Steve Wheatcroft,73,3.16,325,103
