,Par_3_Birdie_or_Better_Leaders_RANK THIS WEEK,Par_3_Birdie_or_Better_Leaders_RANK LAST WEEK,Par_3_Birdie_or_Better_Leaders_PLAYER NAME,Par_3_Birdie_or_Better_Leaders_ROUNDS,Par_3_Birdie_or_Better_Leaders_%,Par_3_Birdie_or_Better_Leaders_PAR 3 BIRDIES OR BETTER,Par_3_Birdie_or_Better_Leaders_PAR 3 HOLES
0,1,1,Tim Clark,66,19.62,51,260
1,2,2,Henrik Stenson,52,17.03,31,182
2,3,3,Padraig Harrington,64,16.73,41,245
3,4,4,Steve Allan,63,16.34,42,257
4,5,5,Freddie Jacobson,70,16.3,45,276
5,6,6,Sergio Garcia,68,16.29,43,264
6,7,7,Joe Ogilvie,102,16.27,68,418
7,8,8,Briny Baird,115,16.13,75,465
8,9,9,Tom Lehman,62,16.06,40,249
9,T10,T10,Tommy Armour III,81,15.95,52,326
10,T10,T10,Shaun Micheel,91,15.95,56,351
11,12,12,Michael Putnam,96,15.93,61,383
12,T13,T13,Kevin Na,84,15.43,52,337
13,T13,T13,Rory Sabbatini,81,15.43,48,311
14,T13,T13,Camilo Villegas,82,15.43,52,337
15,16,16,Dean Wilson,92,15.14,56,370
16,17,17,Heath Slocum,101,15.09,62,411
17,18,18,Brian Gay,107,15.08,65,431
18,T19,T19,José Coceres,50,15.0,30,200
19,T19,T19,Jay Williamson,50,15.0,30,200
20,21,21,Jeff Overton,60,14.81,36,243
21,22,22,Jesper Parnevik,88,14.8,53,358
22,23,23,Arron Oberholser,69,14.76,40,271
23,24,24,Jonathan Byrd,73,14.68,43,293
24,25,25,Justin Rose,63,14.59,34,233
25,T26,T26,Lucas Glover,98,14.55,56,385
26,T26,T26,Craig Kanada,109,14.55,64,440
27,28,28,Glen Day,85,14.49,50,345
28,29,29,Tiger Woods,63,14.41,34,236
29,30,30,Brendon de Jonge,76,14.33,44,307
30,31,31,Michael Allen,74,14.29,43,301
31,32,32,Jeff Maggert,79,14.24,45,316
32,33,33,Ken Duke,112,14.22,64,450
33,34,34,Rocco Mediate,72,14.09,41,291
34,35,35,Steve Elkington,87,14.04,50,356
35,36,36,Mark Hensby,81,14.02,46,328
36,37,37,George McNeill,95,13.88,54,389
37,38,38,Jeff Brehaut,59,13.81,33,239
38,39,39,Daniel Chopra,106,13.79,59,428
39,40,40,Chad Campbell,96,13.73,49,357
40,T41,T41,Mark Calcavecchia,93,13.71,51,372
41,T41,T41,Jim Furyk,84,13.71,44,321
42,T43,T43,Brian Davis,101,13.68,55,402
43,T43,T43,Craig Lile,77,13.68,42,307
44,45,45,Mike Weir,82,13.66,44,322
45,46,46,Shigeki Maruyama,84,13.61,46,338
46,47,47,Ernie Els,59,13.6,31,228
47,48,48,Michael Boyd,61,13.58,33,243
48,T49,T49,John Merrick,92,13.55,50,369
49,T49,T49,Ryan Palmer,91,13.55,50,369
50,51,51,Paul Goydos,60,13.52,33,244
51,52,52,J.P. Hayes,89,13.5,49,363
52,53,53,Tom Pernice Jr.,104,13.46,56,416
53,54,54,Scott Verplank,82,13.4,43,321
54,55,55,Jeff Quinney,95,13.39,51,381
55,56,56,Scott Gutschewski,67,13.38,36,269
56,57,57,Jason Dufner,100,13.37,54,404
57,58,58,Tim Herron,98,13.35,53,397
58,59,59,Tim Petrovic,106,13.26,57,430
59,T60,T60,Woody Austin,95,13.25,51,385
60,T60,T60,David Toms,80,13.25,40,302
61,62,62,Charles Warren,101,13.24,54,408
62,63,63,Robert Gamez,88,13.2,47,356
63,64,64,Ryuji Imada,104,13.13,55,419
64,65,65,Robert Garrigus,95,13.09,50,382
65,66,66,Harrison Frazar,88,13.07,46,352
66,T67,T67,J.J. Henry,86,13.06,44,337
67,T67,T67,Pat Perez,84,13.06,44,337
68,69,69,Brett Wetterich,88,13.04,45,345
69,T70,T70,Rich Beem,89,13.03,46,353
70,T70,T70,Luke Donald,69,13.03,34,261
71,T70,T70,Darron Stiles,65,13.03,34,261
72,T73,T73,Bob Heintz,85,12.93,45,348
73,T73,T73,Carl Pettersson,111,12.93,56,433
74,T75,T75,Hunter Mahan,91,12.91,47,364
75,T75,T75,Parker McLachlin,83,12.91,43,333
76,77,77,John Daly,59,12.88,30,233
77,78,78,Nick Watney,87,12.86,45,350
78,79,79,Stephen Leaney,82,12.84,43,335
79,80,80,K.J. Choi,87,12.76,43,337
80,T81,T81,Bart Bryant,87,12.75,44,345
81,T81,T81,Gavin Coles,87,12.75,45,353
