,Early_Par_4_Scoring_Average_RANK THIS WEEK,Early_Par_4_Scoring_Average_RANK LAST WEEK,Early_Par_4_Scoring_Average_PLAYER NAME,Early_Par_4_Scoring_Average_ROUNDS,Early_Par_4_Scoring_Average_AVG,Early_Par_4_Scoring_Average_TOTAL STROKES,Early_Par_4_Scoring_Average_TOTAL HOLES
0,T1,T1,Padraig Harrington,64,3.96,1086,274
1,T1,T1,Freddie Jacobson,70,3.96,1192,301
2,T3,T3,Jeff Overton,60,3.97,1196,301
3,T3,T3,Tiger Woods,63,3.97,774,195
4,5,5,Scott Verplank,82,3.98,1470,369
5,T6,T6,Alex Cejka,80,3.99,1866,468
6,T6,T6,Chris Riley,59,3.99,1133,284
7,T6,T6,Justin Rose,63,3.99,1125,282
8,T6,T6,Jay Williamson,50,3.99,1146,287
9,T10,T10,Cliff Kresge,107,4.0,2402,601
10,T10,T10,Matt Kuchar,85,4.0,1909,477
11,T10,T10,Vijay Singh,102,4.0,1891,473
12,T10,T10,Heath Slocum,101,4.0,2066,517
13,T10,T10,Brandt Snedeker,105,4.0,2143,536
14,T10,T10,Bo Van Pelt,104,4.0,2433,608
15,T16,T16,Tim Clark,66,4.01,1142,285
16,T16,T16,Brian Davis,101,4.01,2506,625
17,T16,T16,Brian Gay,107,4.01,2262,564
18,T16,T16,Mathias Grönberg,95,4.01,2222,554
19,T16,T16,Hunter Mahan,91,4.01,1988,496
20,T16,T16,Sean O'Hair,98,4.01,1979,494
21,T16,T16,Geoff Ogilvy,84,4.01,1532,382
22,T16,T16,Charlie Wi,90,4.01,1714,427
23,T24,T24,Stephen Ames,81,4.02,1483,369
24,T24,T24,Briny Baird,115,4.02,2531,629
25,T24,T24,Bart Bryant,87,4.02,1782,443
26,T24,T24,K.J. Choi,87,4.02,1382,344
27,T24,T24,Bob Heintz,85,4.02,1878,467
28,T24,T24,Justin Leonard,95,4.02,2213,550
29,T24,T24,Jarrod Lyle,77,4.02,1942,483
30,T24,T24,Rocco Mediate,72,4.02,1823,453
31,T24,T24,Michael Sim,52,4.02,1028,256
32,T24,T24,Steve Stricker,81,4.02,1504,374
33,T24,T24,Bob Tway,103,4.02,2371,590
34,T35,T35,Stewart Cink,91,4.03,1782,442
35,T35,T35,Chris Couch,76,4.03,1439,357
36,T35,T35,Marco Dawson,73,4.03,1853,460
37,T35,T35,Luke Donald,69,4.03,1527,379
38,T35,T35,Jim Furyk,84,4.03,1414,351
39,T35,T35,Ted Purdy,102,4.03,2356,584
40,T35,T35,Rory Sabbatini,81,4.03,1657,411
41,T35,T35,Chris Stroud,66,4.03,1388,344
42,T35,T35,Boo Weekley,101,4.03,2319,576
43,T44,T44,Stuart Appleby,74,4.04,1282,317
44,T44,T44,Tommy Armour III,81,4.04,1762,436
45,T44,T44,Ryan Armour,107,4.04,2263,560
46,T44,T44,Craig Bowden,78,4.04,1977,489
47,T44,T44,D.J. Brigman,67,4.04,1546,383
48,T44,T44,Daniel Chopra,106,4.04,2306,571
49,T44,T44,Ken Duke,112,4.04,2672,661
50,T44,T44,Lucas Glover,98,4.04,2013,498
51,T44,T44,Bill Haas,93,4.04,1983,491
52,T44,T44,Tim Herron,98,4.04,2643,654
53,T44,T44,Kent Jones,97,4.04,2244,556
54,T44,T44,Anthony Kim,93,4.04,2169,537
55,T44,T44,Craig Lile,77,4.04,1712,424
56,T44,T44,Ryan Moore,92,4.04,2155,533
57,T44,T44,Jesper Parnevik,88,4.04,1957,485
58,T44,T44,Tim Petrovic,106,4.04,2373,587
59,T44,T44,Tag Ridings,52,4.04,1188,294
60,T44,T44,Camilo Villegas,82,4.04,1801,446
61,T44,T44,Charles Warren,101,4.04,2308,571
62,T63,T63,Woody Austin,95,4.05,2314,571
63,T63,T63,Craig Barlow,52,4.05,1311,324
64,T63,T63,Michael Boyd,61,4.05,1307,323
65,T63,T63,Jonathan Byrd,73,4.05,1596,394
66,T63,T63,Brendon de Jonge,76,4.05,1433,354
67,T63,T63,Ryuji Imada,104,4.05,2164,534
68,T63,T63,Zach Johnson,76,4.05,1646,406
69,T63,T63,Craig Kanada,109,4.05,2298,567
70,T63,T63,Doug LaBelle II,104,4.05,2638,652
71,T63,T63,Stephen Leaney,82,4.05,1869,462
72,T63,T63,Peter Lonard,85,4.05,1833,453
73,T63,T63,Steve Lowery,74,4.05,1635,404
74,T63,T63,Will MacKenzie,100,4.05,2289,565
75,T63,T63,Jeff Maggert,79,4.05,1790,442
76,T63,T63,John Merrick,92,4.05,2206,545
77,T63,T63,Corey Pavin,81,4.05,1997,493
78,T63,T63,Kenny Perry,83,4.05,1779,439
79,T63,T63,John Rollins,102,4.05,2538,626
80,T63,T63,David Toms,80,4.05,1757,434
81,T63,T63,Kirk Triplett,77,4.05,1784,440
82,T63,T63,Johnson Wagner,97,4.05,2072,512
83,T84,T84,Steve Allan,63,4.06,1391,343
84,T84,T84,Mark Calcavecchia,93,4.06,2138,526
85,T84,T84,Robert Garrigus,95,4.06,2226,548
86,T84,T84,Mathew Goggin,97,4.06,2061,508
87,T84,T84,Jeff Gove,103,4.06,2170,535
88,T84,T84,Scott Gutschewski,67,4.06,1717,423
89,T84,T84,Jerry Kelly,101,4.06,2148,529
90,T84,T84,Frank Lickliter II,95,4.06,2328,574
91,T84,T84,Steve Marino,106,4.06,2111,520
92,T84,T84,Arron Oberholser,69,4.06,1490,367
93,T84,T84,Rod Pampling,92,4.06,1988,490
