,Front_9_Round_3_Scoring_Average_RANK THIS WEEK,Front_9_Round_3_Scoring_Average_RANK LAST WEEK,Front_9_Round_3_Scoring_Average_PLAYER NAME,Front_9_Round_3_Scoring_Average_AVG,Front_9_Round_3_Scoring_Average_TOTAL STROKES,Front_9_Round_3_Scoring_Average_TOTAL ROUNDS
0,1,1,Tiger Woods,34.0,510,15
1,2,2,Steve Stricker,34.22,616,18
2,3,3,Nick O'Hern,34.23,445,13
3,4,4,José Coceres,34.33,309,9
4,5,5,Sergio Garcia,34.47,517,15
5,6,6,Brandt Snedeker,34.52,794,23
6,T7,T7,Billy Mayfair,34.53,656,19
7,T7,T7,Phil Mickelson,34.53,518,15
8,9,9,Jonathan Byrd,34.54,449,13
9,10,10,Lucas Glover,34.62,727,21
10,T11,T11,Steve Elkington,34.63,658,19
11,T11,T11,Pat Perez,34.63,554,16
12,13,13,Kenny Perry,34.72,625,18
13,T14,T14,Briny Baird,34.73,903,26
14,T14,T14,Bo Van Pelt,34.73,764,22
15,16,16,Andrew Buckle,34.75,417,12
16,T17,T17,Jeff Quinney,34.78,626,18
17,T17,T17,Rory Sabbatini,34.78,626,18
18,T17,T17,Scott Verplank,34.78,626,18
19,20,20,Vijay Singh,34.79,835,24
20,21,21,Ken Duke,34.8,870,25
21,22,22,Heath Slocum,34.82,766,22
22,T23,T23,J.B. Holmes,34.83,418,12
23,T23,T23,Dean Wilson,34.83,627,18
24,25,25,Mark Wilson,34.89,628,18
25,T26,T26,Stuart Appleby,34.93,489,14
26,T26,T26,Peter Lonard,34.93,524,15
27,T28,T28,Aaron Baddeley,35.0,630,18
28,T28,T28,Jeff Gove,35.0,770,22
29,T28,T28,Anthony Kim,35.0,700,20
30,T28,T28,Parker McLachlin,35.0,490,14
31,T28,T28,Jeff Overton,35.0,385,11
32,33,33,John Merrick,35.06,596,17
33,34,34,Jason Bohn,35.08,421,12
34,T35,T35,Brian Bateman,35.1,351,10
35,T35,T35,Will MacKenzie,35.1,702,20
36,T37,T37,Jesper Parnevik,35.11,632,18
37,T37,T37,Tag Ridings,35.11,316,9
38,39,39,Paul Stankowski,35.13,281,8
39,40,40,Tom Pernice Jr.,35.14,738,21
40,41,41,Woody Austin,35.15,703,20
41,42,42,Ted Purdy,35.16,668,19
42,T43,T43,Cliff Kresge,35.17,809,23
43,T43,T43,Geoff Ogilvy,35.17,633,18
44,T45,T45,Daisuke Maruyama,35.19,563,16
45,T45,T45,Kevin Na,35.19,563,16
46,47,47,Carl Pettersson,35.2,880,25
47,T48,T48,Cameron Beckman,35.21,669,19
48,T48,T48,Tim Clark,35.21,493,14
49,T50,T50,Hunter Mahan,35.22,634,18
50,T50,T50,David Toms,35.22,634,18
51,52,52,Sean O'Hair,35.23,775,22
52,T53,T53,Jarrod Lyle,35.27,529,15
53,T53,T53,Bubba Watson,35.27,529,15
54,55,55,Troy Matteson,35.28,635,18
55,56,56,Robert Allenby,35.29,600,17
56,T57,T57,Brian Davis,35.3,812,23
57,T57,T57,Chris Stroud,35.3,353,10
58,T59,T59,Chris DiMarco,35.31,565,16
59,T59,T59,Shigeki Maruyama,35.31,459,13
60,61,61,Nathan Green,35.32,777,22
61,T62,T62,Robert Garrigus,35.35,707,20
62,T62,T62,Mathias Grönberg,35.35,601,17
63,T64,T64,Steve Marino,35.36,778,22
64,T64,T64,Justin Rose,35.36,495,14
65,T66,T66,Bart Bryant,35.37,672,19
66,T66,T66,Steve Flesch,35.37,672,19
67,68,68,Ian Poulter,35.38,460,13
68,T69,T69,Craig Barlow,35.4,354,10
69,T69,T69,Craig Lile,35.4,531,15
70,71,71,Zach Johnson,35.41,602,17
71,72,72,Tim Petrovic,35.43,744,21
72,T73,T73,Chad Campbell,35.44,638,18
73,T73,T73,Bill Haas,35.44,567,16
74,T73,T73,Henrik Stenson,35.44,319,9
75,T73,T73,Vaughn Taylor,35.44,638,18
76,T77,T77,Freddie Jacobson,35.47,532,15
77,T77,T77,Johnson Wagner,35.47,532,15
78,T79,T79,Stewart Cink,35.5,710,20
79,T79,T79,Bob Estes,35.5,568,16
80,T79,T79,Fred Funk,35.5,426,12
81,T79,T79,Padraig Harrington,35.5,497,14
82,83,83,Jerry Kelly,35.52,817,23
83,T84,T84,Bob Tway,35.53,675,19
84,T84,T84,Brett Wetterich,35.53,604,17
85,T84,T84,Charlie Wi,35.53,675,19
86,87,87,Chris Riley,35.54,462,13
87,T88,T88,K.J. Choi,35.55,711,20
88,T88,T88,Retief Goosen,35.55,391,11
89,T88,T88,Boo Weekley,35.55,782,22
90,T91,T91,Mark Brooks,35.56,320,9
91,T91,T91,Charley Hoffman,35.56,640,18
92,T91,T91,Stephen Leaney,35.56,569,16
93,94,94,Steve Allan,35.57,498,14
94,95,95,Kevin Stadler,35.59,605,17
95,96,96,Anders Hansen,35.6,356,10
96,T97,T97,Kent Jones,35.63,677,19
97,T97,T97,Justin Leonard,35.63,677,19
98,T97,T97,Arron Oberholser,35.63,570,16
99,T100,T100,Ernie Els,35.64,499,14
100,T100,T100,Robert Gamez,35.64,499,14
101,T100,T100,Tim Herron,35.64,784,22
102,103,103,D.J. Trahan,35.65,713,20
103,T104,T104,Luke Donald,35.67,535,15
104,T104,T104,Scott Gutschewski,35.67,428,12
105,T104,T104,J.J. Henry,35.67,642,18
106,T104,T104,Ryuji Imada,35.67,749,21
107,T104,T104,Chris Tidland,35.67,321,9
108,109,109,Mathew Goggin,35.7,714,20
109,110,110,Gavin Coles,35.71,607,17
110,T111,T111,Bob Heintz,35.73,536,15
111,T111,T111,Steve Lowery,35.73,536,15
112,T111,T111,Corey Pavin,35.73,536,15
113,T111,T111,John Rollins,35.73,786,22
114,T111,T111,Duffy Waldorf,35.73,393,11
115,T111,T111,Jay Williamson,35.73,393,11
116,T117,T117,Jim Furyk,35.74,679,19
117,T117,T117,John Mallinger,35.74,679,19
118,119,119,Brian Gay,35.76,751,21
119,T120,T120,George McNeill,35.78,644,18
120,T120,T120,Ryan Moore,35.78,644,18
121,122,122,Paul Gow,35.8,358,10
122,T123,T123,Tommy Armour III,35.81,573,16
123,T123,T123,Alex Cejka,35.81,573,16
124,T123,T123,Joe Durant,35.81,573,16
125,T123,T123,Mark Hensby,35.81,573,16
126,T123,T123,Shaun Micheel,35.81,573,16
127,T123,T123,Rod Pampling,35.81,752,21
128,T123,T123,John Senden,35.81,752,21
129,T130,T130,Tom Johnson,35.82,394,11
130,T130,T130,Dicky Pride,35.82,394,11
131,T130,T130,Kevin Sutherland,35.82,609,17
132,133,133,Tripp Isenhour,35.86,502,14
133,134,134,Jeff Maggert,35.87,538,15
134,T135,T135,Glen Day,35.88,574,16
135,T135,T135,Matt Kuchar,35.88,574,16
136,T137,T137,Mark Calcavecchia,35.89,682,19
137,T137,T137,Jason Dufner,35.89,646,18
138,139,139,Craig Kanada,35.9,718,20
139,140,140,Davis Love III,35.92,467,13
140,T141,T141,Stephen Ames,35.94,611,17
141,T141,T141,Billy Andrade,35.94,647,18
142,T141,T141,Charles Howell III,35.94,647,18
143,T141,T141,Adam Scott,35.94,575,16
144,T145,T145,Charles Warren,35.95,755,21
145,T145,T145,Mike Weir,35.95,683,19
146,T147,T147,Rich Barcelo,36.0,504,14
147,T147,T147,Craig Bowden,36.0,540,15
148,T147,T147,Tom Byrum,36.0,216,6
149,T147,T147,Harrison Frazar,36.0,432,12
150,T147,T147,Paul Goydos,36.0,396,11
151,T147,T147,Trevor Immelman,36.0,504,14
152,T147,T147,Darron Stiles,36.0,324,9
153,154,154,Joe Ogilvie,36.05,721,20
154,155,155,J.P. Hayes,36.06,649,18
155,156,156,Michael Allen,36.07,541,15
156,157,157,Greg Owen,36.08,433,12
157,158,158,Jason Schultz,36.1,361,10
158,159,159,Michael Sim,36.11,325,9
159,160,160,Ryan Palmer,36.13,578,16
160,T161,T161,Marco Dawson,36.21,507,14
161,T161,T161,Kirk Triplett,36.21,507,14
162,163,163,Joey Sindelar,36.23,471,13
163,164,164,Ben Curtis,36.25,580,16
164,T165,T165,Doug LaBelle II,36.26,689,19
165,T165,T165,Frank Lickliter II,36.26,689,19
166,167,167,Richard Johnson,36.27,544,15
167,168,168,Rich Beem,36.28,653,18
168,T169,T169,Ryan Armour,36.29,762,21
169,T169,T169,Jason Gore,36.29,617,17
170,171,171,Daniel Chopra,36.3,726,20
171,172,172,Tom Lehman,36.33,436,12
172,173,173,Jaco Van Zyl,36.4,182,5
173,174,174,Nick Watney,36.41,619,17
174,175,175,Bubba Dickerson,36.43,255,7
175,176,176,Lee Janzen,36.44,328,9
176,177,177,Rocco Mediate,36.47,547,15
177,T178,T178,D.J. Brigman,36.5,438,12
178,T178,T178,Chris Couch,36.5,365,10
179,T178,T178,Bryce Molder,36.5,292,8
180,181,181,Jeff Sluman,36.6,366,10
181,182,182,Brett Quigley,36.67,550,15
182,183,183,Eric Axley,36.68,697,19
183,184,184,Brendon de Jonge,36.75,441,12
184,185,185,Camilo Villegas,36.76,625,17
185,186,186,Todd Hamilton,36.82,405,11
186,187,187,Steve Wheatcroft,36.83,442,12
187,188,188,Jim Rutledge,36.86,258,7
188,T189,T189,Jeff Brehaut,36.89,332,9
189,T189,T189,Michael Putnam,36.89,701,19
190,191,191,Matt Hendrix,37.0,296,8
191,192,192,David Branshaw,37.08,445,12
192,T193,T193,John Daly,37.1,371,10
193,T193,T193,Kyle Reifers,37.1,371,10
194,195,195,José María Olazábal,37.4,374,10
195,196,196,Michael Boyd,37.9,379,10
