,First_Tee_Early_Round_3_Scoring_Average_RANK THIS WEEK,First_Tee_Early_Round_3_Scoring_Average_RANK LAST WEEK,First_Tee_Early_Round_3_Scoring_Average_PLAYER NAME,First_Tee_Early_Round_3_Scoring_Average_AVG,First_Tee_Early_Round_3_Scoring_Average_TOTAL STROKES,First_Tee_Early_Round_3_Scoring_Average_TOTAL ROUNDS
0,1,1,Justin Rose,66.5,133,2
1,2,2,Geoff Ogilvy,67.57,473,7
2,3,3,Jonathan Byrd,67.8,339,5
3,T4,T4,Jason Schultz,68.5,137,2
4,T4,T4,Brandt Snedeker,68.5,685,10
5,6,6,Boo Weekley,68.56,617,9
6,T7,T7,Jim Furyk,69.0,207,3
7,T7,T7,Bo Van Pelt,69.0,828,12
8,9,9,Peter Lonard,69.25,277,4
9,T10,T10,Steve Marino,69.29,485,7
10,T10,T10,Steve Stricker,69.29,485,7
11,T12,T12,Zach Johnson,69.33,624,9
12,T12,T12,Matt Kuchar,69.33,416,6
13,14,14,J.B. Holmes,69.38,555,8
14,15,15,Lucas Glover,69.46,903,13
15,T16,T16,Sergio Garcia,69.5,278,4
16,T16,T16,Anthony Kim,69.5,417,6
17,T16,T16,Sean O'Hair,69.5,417,6
18,T16,T16,Henrik Stenson,69.5,278,4
19,20,20,Luke Donald,69.63,557,8
20,21,21,Robert Garrigus,69.64,766,11
21,T22,T22,Steve Allan,69.67,209,3
22,T22,T22,Paul Gow,69.67,209,3
23,T24,T24,Tommy Armour III,69.71,488,7
24,T24,T24,Alex Cejka,69.71,488,7
25,T24,T24,Tom Pernice Jr.,69.71,488,7
26,27,27,Pat Perez,69.75,279,4
27,T28,T28,Jason Bohn,69.8,349,5
28,T28,T28,Bob Heintz,69.8,349,5
29,30,30,Ted Purdy,69.83,419,6
30,31,31,Briny Baird,69.91,769,11
31,T32,T32,Craig Barlow,70.0,210,3
32,T32,T32,Andrew Buckle,70.0,210,3
33,T32,T32,Brian Davis,70.0,700,10
