,Tenth_Tee_Late_Round_1_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Late_Round_1_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Late_Round_1_Scoring_Average_PLAYER NAME,Tenth_Tee_Late_Round_1_Scoring_Average_AVG,Tenth_Tee_Late_Round_1_Scoring_Average_TOTAL STROKES,Tenth_Tee_Late_Round_1_Scoring_Average_TOTAL ROUNDS
0,T1,T1,Trevor Immelman,68.0,136,2
1,T1,T1,Camilo Villegas,68.0,68,1
2,3,3,Michael Allen,68.43,479,7
3,4,4,Aaron Baddeley,68.5,411,6
4,5,5,Jay Williamson,68.6,343,5
5,6,6,K.J. Choi,68.8,344,5
6,7,7,Jason Gore,68.83,413,6
7,T8,T8,Jeff Brehaut,69.0,276,4
8,T8,T8,Brian Gay,69.0,483,7
9,T8,T8,Zach Johnson,69.0,69,1
10,T8,T8,Richard Johnson,69.0,345,5
11,T8,T8,Henrik Stenson,69.0,138,2
12,13,13,Kevin Na,69.17,415,6
13,14,14,Steve Stricker,69.25,277,4
14,15,15,Stephen Ames,69.33,208,3
15,16,16,Brett Quigley,69.38,555,8
16,T17,T17,Cliff Kresge,69.4,347,5
17,T17,T17,Corey Pavin,69.4,347,5
18,T19,T19,Jarrod Lyle,69.5,417,6
19,T19,T19,Phil Mickelson,69.5,139,2
20,T19,T19,Arron Oberholser,69.5,278,4
21,T19,T19,Bo Van Pelt,69.5,417,6
22,23,23,Alex Cejka,69.56,626,9
23,24,24,Rich Beem,69.63,557,8
24,T25,T25,Sergio Garcia,69.67,209,3
25,T25,T25,Jesper Parnevik,69.67,418,6
26,27,27,Greg Owen,69.71,488,7
27,T28,T28,Frank Lickliter II,69.83,419,6
28,T28,T28,John Rollins,69.83,419,6
29,T30,T30,Steve Allan,70.0,280,4
30,T30,T30,Cameron Beckman,70.0,210,3
31,T30,T30,Paul Gow,70.0,280,4
32,T30,T30,Rocco Mediate,70.0,280,4
33,T30,T30,Geoff Ogilvy,70.0,140,2
34,T30,T30,Tag Ridings,70.0,210,3
35,T30,T30,Vijay Singh,70.0,140,2
36,T30,T30,D.J. Trahan,70.0,350,5
37,T30,T30,Charles Warren,70.0,490,7
38,T39,T39,Stuart Appleby,70.2,351,5
39,T39,T39,Jeff Maggert,70.2,351,5
40,T39,T39,Justin Rose,70.2,351,5
41,T39,T39,Joey Sindelar,70.2,351,5
42,T43,T43,Tom Lehman,70.25,281,4
43,T43,T43,Pat Perez,70.25,562,8
44,T45,T45,Michael Boyd,70.33,211,3
45,T45,T45,Marco Dawson,70.33,211,3
46,T45,T45,Peter Lonard,70.33,422,6
47,T48,T48,Lucas Glover,70.43,493,7
48,T48,T48,Michael Putnam,70.43,493,7
49,T50,T50,Daniel Chopra,70.56,635,9
50,T50,T50,Craig Kanada,70.56,635,9
51,T50,T50,Sean O'Hair,70.56,635,9
52,53,53,Jeff Overton,70.57,494,7
53,54,54,J.B. Holmes,70.6,353,5
54,T55,T55,Steve Flesch,70.67,424,6
55,T55,T55,Rory Sabbatini,70.67,212,3
56,T55,T55,Michael Sim,70.67,424,6
57,58,58,Tommy Armour III,70.71,495,7
58,T59,T59,Bryce Molder,70.75,283,4
59,T59,T59,Tim Petrovic,70.75,566,8
60,61,61,Brian Davis,70.78,637,9
61,T62,T62,Rod Pampling,70.8,354,5
62,T62,T62,Heath Slocum,70.8,354,5
63,T62,T62,Nick Watney,70.8,354,5
64,65,65,Justin Leonard,70.82,779,11
65,T66,T66,Woody Austin,70.86,496,7
66,T66,T66,Andrew Buckle,70.86,496,7
67,T66,T66,Mark Hensby,70.86,496,7
68,T66,T66,Joe Ogilvie,70.86,496,7
69,70,70,Mark Calcavecchia,70.89,638,9
70,T71,T71,Jason Bohn,71.0,142,2
71,T71,T71,Ben Curtis,71.0,213,3
72,T71,T71,Brendon de Jonge,71.0,426,6
73,T71,T71,Jim Furyk,71.0,71,1
74,T71,T71,Anders Hansen,71.0,71,1
75,T71,T71,J.J. Henry,71.0,213,3
76,T71,T71,Tom Johnson,71.0,781,11
77,T71,T71,Shigeki Maruyama,71.0,568,8
78,T71,T71,Kenny Perry,71.0,284,4
79,T71,T71,Ted Purdy,71.0,426,6
80,T71,T71,Scott Verplank,71.0,355,5
81,T71,T71,Johnson Wagner,71.0,568,8
82,T71,T71,Brett Wetterich,71.0,426,6
83,84,84,Gavin Coles,71.13,569,8
84,T85,T85,Steve Elkington,71.14,498,7
85,T85,T85,Bob Heintz,71.14,498,7
86,T85,T85,Will MacKenzie,71.14,498,7
87,88,88,Matt Kuchar,71.2,356,5
88,89,89,Bob Estes,71.22,641,9
89,T90,T90,Briny Baird,71.25,570,8
90,T90,T90,Jerry Kelly,71.25,285,4
91,T90,T90,Vaughn Taylor,71.25,285,4
92,93,93,Eric Axley,71.29,499,7
93,T94,T94,Robert Allenby,71.33,214,3
94,T94,T94,Dicky Pride,71.33,214,3
95,T94,T94,Bubba Watson,71.33,214,3
96,97,97,John Merrick,71.38,571,8
97,T98,T98,Craig Barlow,71.4,357,5
98,T98,T98,D.J. Brigman,71.4,357,5
99,T98,T98,Ryuji Imada,71.4,357,5
100,T101,T101,George McNeill,71.43,500,7
101,T101,T101,Kyle Reifers,71.43,500,7
102,T101,T101,Charlie Wi,71.43,500,7
103,104,104,Jason Dufner,71.45,786,11
104,T105,T105,Chris DiMarco,71.5,286,4
105,T105,T105,Padraig Harrington,71.5,143,2
106,T105,T105,Charley Hoffman,71.5,429,6
107,T108,T108,Bill Haas,71.57,501,7
108,T108,T108,Daisuke Maruyama,71.57,501,7
109,T108,T108,Carl Pettersson,71.57,501,7
110,T111,T111,Stephen Leaney,71.6,358,5
111,T111,T111,Steve Lowery,71.6,358,5
112,T111,T111,Darron Stiles,71.6,358,5
113,T111,T111,Kirk Triplett,71.6,358,5
114,115,115,Troy Matteson,71.63,573,8
115,116,116,Brandt Snedeker,71.67,645,9
116,117,117,Boo Weekley,71.7,717,10
117,118,118,Chad Campbell,71.75,574,8
118,T119,T119,Ken Duke,71.8,718,10
119,T119,T119,David Toms,71.8,359,5
120,121,121,Nathan Green,71.83,431,6
121,T122,T122,Ryan Moore,71.86,503,7
122,T122,T122,Jeff Quinney,71.86,503,7
123,124,124,Doug LaBelle II,71.88,575,8
124,125,125,Robert Garrigus,71.89,647,9
125,T126,T126,Craig Bowden,72.0,360,5
126,T126,T126,David Branshaw,72.0,648,9
127,T126,T126,Mark Brooks,72.0,216,3
128,T126,T126,Tim Clark,72.0,144,2
129,T126,T126,Joe Durant,72.0,288,4
130,T126,T126,Fred Funk,72.0,360,5
131,T126,T126,Davis Love III,72.0,216,3
132,T126,T126,Ryan Palmer,72.0,360,5
133,T126,T126,Paul Stankowski,72.0,288,4
134,T126,T126,Chris Tidland,72.0,576,8
135,T126,T126,Duffy Waldorf,72.0,360,5
136,T126,T126,Steve Wheatcroft,72.0,288,4
137,138,138,Parker McLachlin,72.1,721,10
138,T139,T139,Glen Day,72.13,577,8
139,T139,T139,Ian Poulter,72.13,577,8
140,141,141,Mathew Goggin,72.14,505,7
141,T142,T142,Ryan Armour,72.17,433,6
142,T142,T142,Scott Gutschewski,72.17,433,6
143,144,144,Harrison Frazar,72.2,722,10
144,145,145,Tim Herron,72.25,578,8
145,T146,T146,Bart Bryant,72.33,217,3
146,T146,T146,José Coceres,72.33,217,3
147,T146,T146,Freddie Jacobson,72.33,217,3
148,T146,T146,Craig Lile,72.33,217,3
149,150,150,John Mallinger,72.38,579,8
150,151,151,John Senden,72.4,362,5
151,152,152,Lee Janzen,72.43,507,7
152,T153,T153,Stewart Cink,72.5,435,6
153,T153,T153,Robert Gamez,72.5,580,8
154,T153,T153,Retief Goosen,72.5,145,2
155,T153,T153,Billy Mayfair,72.5,435,6
156,T153,T153,Kevin Sutherland,72.5,145,2
157,T158,T158,J.P. Hayes,72.67,436,6
158,T158,T158,José María Olazábal,72.67,218,3
159,T158,T158,Jason Schultz,72.67,436,6
160,T161,T161,Anthony Kim,72.71,509,7
161,T161,T161,Hunter Mahan,72.71,509,7
162,163,163,Brian Bateman,72.75,291,4
163,T164,T164,John Daly,73.0,292,4
164,T164,T164,Ernie Els,73.0,73,1
165,T164,T164,Steve Marino,73.0,511,7
166,T164,T164,Nick O'Hern,73.0,219,3
167,T164,T164,Chris Riley,73.0,365,5
168,169,169,Jeff Gove,73.1,731,10
169,170,170,Kevin Stadler,73.14,512,7
170,T171,T171,Tom Pernice Jr.,73.17,439,6
171,T171,T171,Jim Rutledge,73.17,439,6
172,173,173,Mark Wilson,73.2,366,5
173,174,174,Chris Couch,73.22,659,9
174,175,175,Mike Weir,73.25,293,4
175,T176,T176,Tripp Isenhour,73.33,440,6
176,T176,T176,Bob Tway,73.33,440,6
177,T176,T176,Dean Wilson,73.33,440,6
178,179,179,Bubba Dickerson,73.4,367,5
179,T180,T180,Tom Byrum,73.5,588,8
180,T180,T180,Jeff Sluman,73.5,147,2
181,182,182,Rich Barcelo,73.57,515,7
182,183,183,Jonathan Byrd,73.6,368,5
183,184,184,Mathias Grönberg,73.63,589,8
184,185,185,Chris Stroud,73.86,517,7
185,T186,T186,Charles Howell III,74.0,148,2
186,T186,T186,Jaco Van Zyl,74.0,222,3
187,188,188,Kent Jones,74.44,670,9
188,189,189,Shaun Micheel,74.67,224,3
189,190,190,Paul Goydos,74.75,299,4
190,191,191,Luke Donald,75.0,75,1
191,192,192,Matt Hendrix,75.67,227,3
192,193,193,Adam Scott,76.0,76,1
193,194,194,Todd Hamilton,76.6,383,5
194,195,195,Billy Andrade,78.0,156,2
