,Tenth_Tee_Early_Round_3_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Early_Round_3_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Early_Round_3_Scoring_Average_PLAYER NAME,Tenth_Tee_Early_Round_3_Scoring_Average_AVG,Tenth_Tee_Early_Round_3_Scoring_Average_TOTAL STROKES,Tenth_Tee_Early_Round_3_Scoring_Average_TOTAL ROUNDS
0,1,1,Billy Mayfair,64.0,64,1
1,2,2,Tim Clark,66.0,66,1
2,T3,T3,Brian Bateman,67.0,67,1
3,T3,T3,Steve Elkington,67.0,67,1
4,T3,T3,Padraig Harrington,67.0,134,2
5,T3,T3,Jeff Maggert,67.0,67,1
6,T3,T3,Troy Matteson,67.0,134,2
7,8,8,George McNeill,67.5,135,2
8,T9,T9,Andrew Buckle,68.0,136,2
9,T9,T9,Anders Hansen,68.0,68,1
10,T9,T9,Mark Hensby,68.0,136,2
11,T9,T9,Jerry Kelly,68.0,68,1
12,T9,T9,Daisuke Maruyama,68.0,204,3
13,T9,T9,Joe Ogilvie,68.0,204,3
14,T9,T9,Carl Pettersson,68.0,68,1
15,T9,T9,Ted Purdy,68.0,204,3
16,T9,T9,David Toms,68.0,68,1
17,T9,T9,Charles Warren,68.0,204,3
18,T9,T9,Charlie Wi,68.0,136,2
19,20,20,Bob Estes,68.33,205,3
20,T21,T21,D.J. Brigman,68.5,137,2
21,T21,T21,J.J. Henry,68.5,137,2
22,T21,T21,Rory Sabbatini,68.5,137,2
23,T21,T21,Michael Sim,68.5,137,2
24,T21,T21,Brandt Snedeker,68.5,137,2
25,T21,T21,Nick Watney,68.5,137,2
26,T21,T21,Dean Wilson,68.5,274,4
27,28,28,Kevin Stadler,68.67,206,3
28,T29,T29,Stephen Ames,69.0,138,2
29,T29,T29,Cameron Beckman,69.0,69,1
30,T29,T29,K.J. Choi,69.0,69,1
31,T29,T29,Stewart Cink,69.0,69,1
32,T29,T29,Ben Curtis,69.0,69,1
33,T29,T29,Marco Dawson,69.0,69,1
34,T29,T29,Fred Funk,69.0,138,2
