,Tenth_Tee_Late_Par_4_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Late_Par_4_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Late_Par_4_Scoring_Average_PLAYER NAME,Tenth_Tee_Late_Par_4_Scoring_Average_ROUNDS,Tenth_Tee_Late_Par_4_Scoring_Average_AVG,Tenth_Tee_Late_Par_4_Scoring_Average_TOTAL STROKES,Tenth_Tee_Late_Par_4_Scoring_Average_TOTAL HOLES
0,1,1,Henrik Stenson,52,3.81,164,43
1,T2,T2,Jason Gore,86,3.94,516,131
2,T2,T2,Zach Johnson,76,3.94,122,31
3,T2,T2,Kevin Na,84,3.94,784,199
4,T2,T2,Bo Van Pelt,104,3.94,733,186
5,T6,T6,Alex Cejka,80,3.96,633,160
6,T6,T6,John Rollins,102,3.96,396,100
7,T6,T6,Nick Watney,87,3.96,665,168
8,T9,T9,Bart Bryant,87,3.97,682,172
9,T9,T9,Tag Ridings,52,3.97,373,94
10,T9,T9,John Senden,97,3.97,437,110
11,T12,T12,Cameron Beckman,96,3.98,454,114
12,T12,T12,Dicky Pride,71,3.98,342,86
13,T12,T12,Camilo Villegas,82,3.98,255,64
14,T12,T12,Charles Warren,101,3.98,760,191
15,T16,T16,Aaron Baddeley,83,3.99,471,118
16,T16,T16,Lucas Glover,98,3.99,511,128
17,T16,T16,Bill Haas,93,3.99,635,159
18,T16,T16,Kenny Perry,83,3.99,566,142
19,T16,T16,Justin Rose,63,3.99,423,106
20,T21,T21,K.J. Choi,87,4.0,472,118
21,T21,T21,Jim Furyk,84,4.0,96,24
22,T21,T21,Tom Johnson,74,4.0,817,204
23,T21,T21,Peter Lonard,85,4.0,632,158
24,T21,T21,Sean O'Hair,98,4.0,732,183
25,T21,T21,Rod Pampling,92,4.0,596,149
26,T21,T21,Jesper Parnevik,88,4.0,588,147
27,T28,T28,Tommy Armour III,81,4.01,823,205
28,T28,T28,Craig Bowden,78,4.01,590,147
29,T28,T28,Jason Dufner,100,4.01,774,193
30,T28,T28,Ken Duke,112,4.01,967,241
31,T28,T28,Ryuji Imada,104,4.01,765,191
32,T28,T28,Geoff Ogilvy,84,4.01,273,68
33,T28,T28,Jay Williamson,50,4.01,501,125
34,T35,T35,Michael Boyd,61,4.02,599,149
35,T35,T35,Joe Durant,88,4.02,495,123
36,T35,T35,Paul Gow,70,4.02,587,146
37,T35,T35,Stephen Leaney,82,4.02,438,109
38,T35,T35,Davis Love III,66,4.02,438,109
39,T35,T35,Bryce Molder,56,4.02,462,115
40,T35,T35,Steve Stricker,81,4.02,490,122
41,T42,T42,Steve Allan,63,4.03,419,104
42,T42,T42,Mark Calcavecchia,93,4.03,778,193
43,T42,T42,Ernie Els,59,4.03,125,31
44,T42,T42,Jarrod Lyle,77,4.03,439,109
45,T42,T42,Ryan Moore,92,4.03,613,152
46,T42,T42,Michael Sim,52,4.03,484,120
47,T48,T48,Andrew Buckle,77,4.04,800,198
48,T48,T48,Brian Davis,101,4.04,792,196
49,T48,T48,Nathan Green,103,4.04,699,173
50,T48,T48,Jerry Kelly,101,4.04,545,135
51,T48,T48,Daisuke Maruyama,86,4.04,674,167
52,T48,T48,Jeff Overton,60,4.04,647,160
53,T48,T48,Greg Owen,81,4.04,828,205
54,T48,T48,Tim Petrovic,106,4.04,1090,270
55,T48,T48,Jeff Quinney,95,4.04,598,148
56,T48,T48,Joey Sindelar,75,4.04,598,148
57,T48,T48,David Toms,80,4.04,457,113
58,T48,T48,Boo Weekley,101,4.04,771,191
59,T60,T60,Brian Gay,107,4.05,762,188
60,T60,T60,Cliff Kresge,107,4.05,600,148
61,T60,T60,Justin Leonard,95,4.05,894,221
62,T60,T60,Jeff Maggert,79,4.05,518,128
63,T60,T60,Ian Poulter,63,4.05,514,127
64,T60,T60,Ted Purdy,102,4.05,907,224
65,T60,T60,Vijay Singh,102,4.05,223,55
66,T60,T60,Mark Wilson,87,4.05,947,234
67,T68,T68,Steve Elkington,87,4.06,707,174
68,T68,T68,Steve Flesch,100,4.06,836,206
69,T68,T68,Padraig Harrington,64,4.06,134,33
70,T68,T68,Matt Kuchar,85,4.06,849,209
71,T68,T68,Craig Lile,77,4.06,686,169
72,T68,T68,Steve Lowery,74,4.06,755,186
73,T68,T68,Shigeki Maruyama,84,4.06,938,231
74,T68,T68,Billy Mayfair,98,4.06,849,209
75,T68,T68,John Merrick,92,4.06,816,201
76,T68,T68,Nick O'Hern,72,4.06,276,68
77,T68,T68,Arron Oberholser,69,4.06,357,88
78,T68,T68,Kevin Sutherland,85,4.06,467,115
79,T68,T68,Bubba Watson,80,4.06,682,168
80,T81,T81,Jeff Brehaut,59,4.07,733,180
81,T81,T81,Mathew Goggin,97,4.07,931,229
82,T81,T81,Retief Goosen,50,4.07,403,99
83,T81,T81,Mark Hensby,81,4.07,753,185
84,T81,T81,Freddie Jacobson,70,4.07,346,85
85,T81,T81,Phil Mickelson,73,4.07,114,28
86,T81,T81,Corey Pavin,81,4.07,622,153
87,T81,T81,Jason Schultz,63,4.07,631,155
88,T81,T81,Scott Verplank,82,4.07,541,133
89,T81,T81,Mike Weir,82,4.07,440,108
90,T91,T91,Stephen Ames,81,4.08,420,103
91,T91,T91,Briny Baird,115,4.08,909,223
92,T91,T91,Gavin Coles,87,4.08,742,182
93,T91,T91,Glen Day,85,4.08,1004,246
94,T91,T91,Chris DiMarco,79,4.08,449,110
95,T91,T91,Harrison Frazar,88,4.08,927,227
96,T91,T91,Tim Herron,98,4.08,677,166
97,T91,T91,Trevor Immelman,74,4.08,363,89
98,T91,T91,Richard Johnson,93,4.08,882,216
99,T91,T91,Pat Perez,84,4.08,815,200
100,T91,T91,Carl Pettersson,111,4.08,632,155
101,T91,T91,Heath Slocum,101,4.08,832,204
102,T91,T91,Darron Stiles,65,4.08,514,126
103,T91,T91,Chris Tidland,59,4.08,878,215
104,T91,T91,Charlie Wi,90,4.08,657,161
105,T106,T106,Jason Bohn,57,4.09,217,53
106,T106,T106,Daniel Chopra,106,4.09,887,217
107,T106,T106,Ben Curtis,80,4.09,638,156
108,T106,T106,Marco Dawson,73,4.09,601,147
109,T106,T106,Sergio Garcia,68,4.09,229,56
110,T106,T106,Jeff Gove,103,4.09,1169,286
111,T106,T106,Charley Hoffman,97,4.09,777,190
112,T106,T106,Craig Kanada,109,4.09,907,222
113,T106,T106,Michael Putnam,96,4.09,756,185
114,T106,T106,Chris Riley,59,4.09,568,139
115,T106,T106,Brandt Snedeker,105,4.09,724,177
116,T117,T117,Rich Beem,89,4.1,668,163
117,T117,T117,Mark Brooks,53,4.1,365,89
118,T117,T117,José Coceres,50,4.1,324,79
119,T117,T117,Mathias Grönberg,95,4.1,763,186
120,T117,T117,J.B. Holmes,71,4.1,684,167
121,T117,T117,Anthony Kim,93,4.1,676,165
122,T117,T117,Parker McLachlin,83,4.1,860,210
