,Birdie_or_Better_Percentage_-_175-200_ya_RANK THIS WEEK,Birdie_or_Better_Percentage_-_175-200_ya_RANK LAST WEEK,Birdie_or_Better_Percentage_-_175-200_ya_PLAYER NAME,Birdie_or_Better_Percentage_-_175-200_ya_ROUNDS,Birdie_or_Better_Percentage_-_175-200_ya_%,Birdie_or_Better_Percentage_-_175-200_ya_TOTAL BIRDIES,Birdie_or_Better_Percentage_-_175-200_ya_TOTAL HOLES
0,1,1,John Daly,59,21.32,29,136
1,2,2,Freddie Jacobson,70,19.07,45,236
2,3,3,Jonathan Byrd,73,18.42,35,190
3,4,4,Michael Allen,74,18.41,37,201
4,5,5,Ernie Els,59,18.38,25,136
5,6,6,Tiger Woods,63,18.05,24,133
6,7,7,K.J. Choi,87,18.02,40,222
7,8,8,Joe Ogilvie,102,17.97,53,295
8,9,9,Jay Williamson,50,17.69,23,130
9,10,10,Brett Wetterich,88,17.68,35,198
10,11,11,J.B. Holmes,71,17.39,32,184
11,12,12,Davis Love III,66,17.14,24,140
12,13,13,Aaron Baddeley,83,17.09,34,199
13,14,14,Rory Sabbatini,81,16.93,32,189
14,15,15,Steve Stricker,81,16.53,39,236
15,T16,T16,Bob Heintz,85,16.44,37,225
16,T16,T16,Steve Lowery,74,16.44,36,219
17,18,18,Mark Calcavecchia,93,16.16,37,229
18,19,19,J.P. Hayes,89,16.13,40,248
19,20,20,Tom Pernice Jr.,104,16.08,46,286
20,21,21,Tag Ridings,52,15.87,20,126
21,T22,T22,Mathias Grönberg,95,15.83,41,259
22,T22,T22,Padraig Harrington,64,15.83,22,139
23,24,24,Bo Van Pelt,104,15.81,46,291
24,T25,T25,Robert Allenby,90,15.77,38,241
25,T25,T25,Carl Pettersson,111,15.77,47,298
26,27,27,Sergio Garcia,68,15.71,30,191
27,28,28,Stephen Leaney,82,15.68,45,287
28,29,29,Henrik Stenson,52,15.31,15,98
29,30,30,Lucas Glover,98,15.22,35,230
30,31,31,Steve Allan,63,14.97,25,167
31,32,32,Hunter Mahan,91,14.93,33,221
32,33,33,Robert Garrigus,95,14.9,38,255
33,34,34,Stephen Ames,81,14.88,32,215
34,35,35,Tim Clark,66,14.86,26,175
35,36,36,Paul Stankowski,52,14.84,19,128
36,37,37,Jeff Quinney,95,14.83,47,317
37,38,38,Charley Hoffman,97,14.79,38,257
38,39,39,Ken Duke,112,14.77,48,325
39,40,40,Steve Marino,106,14.75,41,278
40,41,41,Anthony Kim,93,14.74,37,251
41,42,42,Pat Perez,84,14.67,33,225
42,T43,T43,Brian Davis,101,14.66,45,307
43,T43,T43,Rod Pampling,92,14.66,34,232
44,45,45,Andrew Buckle,77,14.63,30,205
45,46,46,D.J. Trahan,99,14.6,40,274
46,47,47,Kevin Sutherland,85,14.58,28,192
47,48,48,Rich Barcelo,80,14.55,32,220
48,49,49,Jason Gore,86,14.52,36,248
49,50,50,Michael Putnam,96,14.51,37,255
50,51,51,José María Olazábal,52,14.41,17,118
51,T52,T52,Peter Lonard,85,14.34,35,244
52,T52,T52,Rocco Mediate,72,14.34,35,244
53,T52,T52,Dean Wilson,92,14.34,40,279
54,T55,T55,José Coceres,50,14.29,22,154
55,T55,T55,Jeff Overton,60,14.29,22,154
56,57,57,Heath Slocum,101,14.2,45,317
57,58,58,Troy Matteson,87,14.17,34,240
58,59,59,Jesper Parnevik,88,14.16,33,233
59,60,60,John Senden,97,14.13,40,283
60,61,61,Matt Kuchar,85,13.92,38,273
61,62,62,Billy Andrade,88,13.82,38,275
62,63,63,Chris Couch,76,13.81,29,210
63,64,64,Frank Lickliter II,95,13.75,37,269
64,65,65,Shaun Micheel,91,13.71,34,248
65,66,66,Kenny Perry,83,13.69,33,241
66,67,67,Stewart Cink,91,13.57,30,221
67,68,68,Adam Scott,69,13.55,21,155
68,69,69,Chad Campbell,96,13.53,28,207
69,70,70,Ryan Palmer,91,13.52,33,244
70,71,71,Rich Beem,89,13.36,31,232
71,72,72,Michael Boyd,61,13.19,24,182
72,73,73,Kevin Na,84,13.15,33,251
73,74,74,Will MacKenzie,100,13.1,44,336
74,75,75,George McNeill,95,13.08,34,260
75,T76,T76,Luke Donald,69,13.07,23,176
76,T76,T76,Charles Warren,101,13.07,37,283
77,78,78,Bubba Watson,80,13.04,24,184
78,79,79,Tom Johnson,74,13.02,25,192
79,T80,T80,Billy Mayfair,98,12.89,37,287
80,T80,T80,Joey Sindelar,75,12.89,29,225
81,82,82,Kent Jones,97,12.85,37,288
82,83,83,Parker McLachlin,83,12.76,31,243
83,T84,T84,Briny Baird,115,12.75,44,345
84,T84,T84,Ryan Moore,92,12.75,32,251
85,86,86,Brian Gay,107,12.74,46,361
86,87,87,Nick Watney,87,12.7,24,189
87,88,88,Scott Gutschewski,67,12.65,21,166
88,89,89,Joe Durant,88,12.61,29,230
89,90,90,Bart Bryant,87,12.55,33,263
90,T91,T91,Tommy Armour III,81,12.5,22,176
91,T91,T91,Marco Dawson,73,12.5,25,200
92,T91,T91,Bob Estes,88,12.5,34,272
93,T91,T91,Matt Hendrix,63,12.5,19,152
94,T91,T91,Camilo Villegas,82,12.5,30,240
95,96,96,Tom Lehman,62,12.43,21,169
96,97,97,Jason Dufner,100,12.41,34,274
97,98,98,Mark Hensby,81,12.4,31,250
98,99,99,Jim Furyk,84,12.39,29,234
99,100,100,Jerry Kelly,101,12.35,31,251
100,101,101,Johnson Wagner,97,12.33,36,292
101,T102,T102,Brian Bateman,55,12.31,16,130
102,T102,T102,Brett Quigley,79,12.31,24,195
103,104,104,Daniel Chopra,106,12.27,33,269
104,105,105,Stuart Appleby,74,12.15,22,181
105,106,106,Vaughn Taylor,91,12.13,29,239
106,107,107,David Toms,80,12.11,23,190
107,108,108,Sean O'Hair,98,12.07,35,290
108,109,109,Kevin Stadler,95,12.05,27,224
109,T110,T110,Retief Goosen,50,11.83,11,93
110,T110,T110,Jason Schultz,63,11.83,20,169
111,T112,T112,Justin Rose,63,11.81,17,144
112,T112,T112,Michael Sim,52,11.81,17,144
113,114,114,Scott Verplank,82,11.79,27,229
114,115,115,Cameron Beckman,96,11.76,32,272
115,116,116,J.J. Henry,86,11.68,25,214
116,117,117,Tim Petrovic,106,11.64,39,335
117,T118,T118,Charles Howell III,89,11.59,24,207
118,T118,T118,Charlie Wi,90,11.59,32,276
119,120,120,Craig Lile,77,11.57,28,242
120,121,121,Ryuji Imada,104,11.54,36,312
121,122,122,Tim Herron,98,11.52,31,269
122,123,123,John Rollins,102,11.48,31,270
123,124,124,Brandt Snedeker,105,11.46,36,314
124,125,125,Zach Johnson,76,11.33,23,203
125,126,126,Harrison Frazar,88,11.26,25,222
126,127,127,Ian Poulter,63,11.19,16,143
127,128,128,Ryan Armour,107,11.18,35,313
128,129,129,Kyle Reifers,71,11.17,22,197
129,130,130,Vijay Singh,102,11.16,27,242
130,T131,T131,Mathew Goggin,97,11.15,30,269
131,T131,T131,Justin Leonard,95,11.15,32,287
132,T131,T131,Ted Purdy,102,11.15,31,278
133,134,134,Robert Gamez,88,11.07,29,262
134,135,135,Jeff Gove,103,11.04,33,299
135,136,136,Jeff Maggert,79,10.98,29,264
136,137,137,Kirk Triplett,77,10.92,25,229
137,138,138,Arron Oberholser,69,10.86,19,175
138,139,139,Paul Goydos,60,10.83,17,157
139,140,140,Glen Day,85,10.78,29,269
140,141,141,Duffy Waldorf,69,10.67,19,178
141,142,142,Eric Axley,107,10.65,31,291
142,143,143,Tripp Isenhour,86,10.63,27,254
143,T144,T144,Jason Bohn,57,10.61,21,198
144,T144,T144,John Merrick,92,10.61,26,245
145,T144,T144,Geoff Ogilvy,84,10.61,19,179
146,147,147,Craig Kanada,109,10.57,35,331
147,148,148,Nathan Green,103,10.48,33,315
148,149,149,Bob Tway,103,10.4,31,298
149,T150,T150,Woody Austin,95,10.38,30,289
150,T150,T150,Gavin Coles,87,10.38,30,289
151,T150,T150,Greg Owen,81,10.38,22,212
152,T153,T153,David Branshaw,83,10.37,25,241
153,T153,T153,Daisuke Maruyama,86,10.37,25,241
154,T153,T153,Jeff Sluman,60,10.37,14,135
155,156,156,Mark Wilson,87,10.36,26,251
156,157,157,Chris Tidland,59,10.34,15,145
157,158,158,Bryce Molder,56,10.24,13,127
158,T159,T159,Brendon de Jonge,76,10.22,19,186
159,T159,T159,Shigeki Maruyama,84,10.22,28,274
160,T161,T161,Bill Haas,93,10.2,25,245
161,T161,T161,Dicky Pride,71,10.2,20,196
162,163,163,Steve Flesch,100,10.19,33,324
163,T164,T164,D.J. Brigman,67,10.18,17,167
164,T164,T164,Chris Stroud,66,10.18,17,167
165,166,166,Cliff Kresge,107,10.14,36,355
166,167,167,Phil Mickelson,73,10.0,15,150
167,168,168,Steve Elkington,87,9.96,26,261
168,169,169,Anders Hansen,55,9.93,14,141
169,170,170,Richard Johnson,93,9.87,31,314
170,171,171,John Mallinger,96,9.69,31,320
171,172,172,Jim Rutledge,59,9.66,14,145
172,173,173,Ben Curtis,80,9.62,20,208
173,174,174,Mike Weir,82,9.57,18,188
174,175,175,Nick O'Hern,72,9.52,18,189
175,176,176,Alex Cejka,80,9.5,21,221
176,T177,T177,Jeff Brehaut,59,9.33,14,150
177,T177,T177,Jarrod Lyle,77,9.33,18,193
178,179,179,Mark Brooks,53,9.32,11,118
179,180,180,Fred Funk,65,9.27,19,205
180,181,181,Trevor Immelman,74,9.2,16,174
181,182,182,Lee Janzen,66,9.09,15,165
182,183,183,Corey Pavin,81,8.97,26,290
183,184,184,Tom Byrum,50,8.82,12,136
184,185,185,Chris Riley,59,8.77,15,171
185,186,186,Darron Stiles,65,8.75,14,160
186,187,187,Paul Gow,70,8.65,16,185
187,188,188,Boo Weekley,101,8.37,20,239
188,189,189,Craig Bowden,78,8.04,18,224
189,190,190,Jaco Van Zyl,51,8.03,11,137
190,191,191,Craig Barlow,52,8.0,12,150
191,192,192,Steve Wheatcroft,73,7.85,15,191
192,193,193,Bubba Dickerson,51,7.63,9,118
193,194,194,Chris DiMarco,79,7.46,17,228
194,195,195,Todd Hamilton,76,7.35,15,204
195,196,196,Doug LaBelle II,104,6.96,22,316
