,Bounce_Back_RANK THIS WEEK,Bounce_Back_RANK LAST WEEK,Bounce_Back_PLAYER NAME,Bounce_Back_ROUNDS,Bounce_Back_%
0,1,1,Tag Ridings,52,27.45
1,2,2,Bob Heintz,85,25.4
2,3,3,Geoff Ogilvy,84,25.2
3,4,4,Will MacKenzie,100,25.16
4,5,5,Craig Barlow,52,24.36
5,6,6,Brian Davis,101,24.03
6,7,7,Harrison Frazar,88,24.0
7,8,8,Jonathan Byrd,73,23.94
8,9,9,Jarrod Lyle,77,23.68
9,10,10,Adam Scott,69,23.61
10,11,11,John Daly,59,23.58
11,12,12,Mathias Grönberg,95,23.57
12,13,13,Freddie Jacobson,70,23.47
13,14,14,Tiger Woods,63,23.39
14,15,15,Joe Ogilvie,102,23.34
15,16,16,Brett Wetterich,88,22.93
16,17,17,Charley Hoffman,97,22.73
17,18,18,Rocco Mediate,72,22.71
18,19,19,Rich Barcelo,80,22.66
19,20,20,Kevin Na,84,22.55
20,21,21,Chris Riley,59,22.44
21,22,22,Darron Stiles,65,22.37
22,23,23,Chris Tidland,59,22.22
23,24,24,Bo Van Pelt,104,22.1
24,25,25,Lucas Glover,98,22.01
25,26,26,Briny Baird,115,21.97
26,27,27,Rory Sabbatini,81,21.96
27,28,28,Justin Rose,63,21.95
28,29,29,Jesper Parnevik,88,21.91
29,30,30,Sean O'Hair,98,21.9
30,31,31,George McNeill,95,21.68
31,32,32,Padraig Harrington,64,21.67
32,33,33,Kirk Triplett,77,21.65
33,34,34,John Mallinger,96,21.63
34,35,35,Jason Dufner,100,21.61
35,T36,T36,Ernie Els,59,21.52
36,T36,T36,Kevin Sutherland,85,21.52
37,T38,T38,Anthony Kim,93,21.43
38,T38,T38,Charlie Wi,90,21.43
39,40,40,Jim Furyk,84,21.39
40,T41,T41,Bart Bryant,87,21.34
41,T41,T41,Jason Gore,86,21.34
42,43,43,Davis Love III,66,21.27
43,44,44,Vijay Singh,102,21.22
44,45,45,Mark Calcavecchia,93,21.18
45,46,46,Chad Campbell,96,21.14
46,47,47,Steve Marino,106,21.09
47,48,48,Lee Janzen,66,21.03
48,49,49,Mike Weir,82,20.83
49,50,50,Joe Durant,88,20.82
50,T51,T51,Stewart Cink,91,20.72
51,T51,T51,Charles Warren,101,20.72
52,T53,T53,Robert Garrigus,95,20.68
53,T53,T53,Rod Pampling,92,20.68
54,55,55,Sergio Garcia,68,20.65
55,56,56,Mark Wilson,87,20.63
56,T57,T57,Steve Lowery,74,20.61
57,T57,T57,Boo Weekley,101,20.61
58,T59,T59,Alex Cejka,80,20.6
59,T59,T59,Bubba Watson,80,20.6
60,61,61,J.J. Henry,86,20.45
61,62,62,Andrew Buckle,77,20.4
62,63,63,Woody Austin,95,20.37
63,64,64,John Merrick,92,20.36
64,65,65,J.P. Hayes,89,20.3
65,66,66,Corey Pavin,81,20.25
66,67,67,Daniel Chopra,106,20.21
67,68,68,Michael Putnam,96,20.19
68,69,69,Brian Bateman,55,20.11
69,70,70,Mark Hensby,81,20.08
70,T71,T71,John Senden,97,20.07
71,T71,T71,Johnson Wagner,97,20.07
72,73,73,Brendon de Jonge,76,20.0
73,T74,T74,Bob Estes,88,19.86
74,T74,T74,Kent Jones,97,19.86
75,T74,T74,Troy Matteson,87,19.86
76,77,77,Michael Sim,52,19.85
77,78,78,Shigeki Maruyama,84,19.84
78,79,79,Cliff Kresge,107,19.81
79,T80,T80,Steve Flesch,100,19.73
80,T80,T80,Frank Lickliter II,95,19.73
81,82,82,Ryan Moore,92,19.71
82,T83,T83,Bill Haas,93,19.7
83,T83,T83,Jim Rutledge,59,19.7
84,85,85,Rich Beem,89,19.61
85,86,86,Tom Johnson,74,19.6
86,87,87,Vaughn Taylor,91,19.57
87,88,88,Ted Purdy,102,19.54
88,89,89,Steve Elkington,87,19.5
89,90,90,Ryuji Imada,104,19.48
90,91,91,Nathan Green,103,19.46
91,92,92,Tom Pernice Jr.,104,19.44
92,93,93,Paul Gow,70,19.43
93,T94,T94,Arron Oberholser,69,19.39
94,T94,T94,Jaco Van Zyl,51,19.39
95,96,96,Craig Lile,77,19.34
96,97,97,Jay Williamson,50,19.26
97,98,98,Peter Lonard,85,19.25
98,T99,T99,Michael Allen,74,19.21
99,T99,T99,Scott Gutschewski,67,19.21
100,101,101,Phil Mickelson,73,19.13
101,102,102,Greg Owen,81,19.01
102,103,103,Craig Kanada,109,18.97
103,104,104,Shaun Micheel,91,18.73
104,105,105,Craig Bowden,78,18.72
105,106,106,Jerry Kelly,101,18.67
106,107,107,David Toms,80,18.58
107,108,108,Henrik Stenson,52,18.49
108,109,109,Steve Allan,63,18.45
109,T110,T110,Robert Allenby,90,18.41
110,T110,T110,Ryan Armour,107,18.41
111,T110,T110,Tim Petrovic,106,18.41
112,113,113,Chris Stroud,66,18.37
113,114,114,Billy Andrade,88,18.33
114,115,115,Pat Perez,84,18.32
115,116,116,Robert Gamez,88,18.31
116,117,117,Tommy Armour III,81,18.27
117,118,118,Carl Pettersson,111,18.26
118,119,119,Daisuke Maruyama,86,18.25
119,T120,T120,Tim Herron,98,18.24
120,T120,T120,Jeff Overton,60,18.24
121,T122,T122,D.J. Brigman,67,18.22
122,T122,T122,Justin Leonard,95,18.22
123,124,124,Stuart Appleby,74,18.18
124,125,125,Jeff Quinney,95,18.12
125,126,126,Nick Watney,87,18.11
126,T127,T127,Aaron Baddeley,83,18.07
127,T127,T127,Joey Sindelar,75,18.07
128,129,129,Bryce Molder,56,18.05
129,130,130,Bob Tway,103,18.01
130,T131,T131,J.B. Holmes,71,17.96
131,T131,T131,Doug LaBelle II,104,17.96
132,133,133,Ryan Palmer,91,17.92
133,134,134,Luke Donald,69,17.79
134,135,135,Mathew Goggin,97,17.78
135,136,136,Kyle Reifers,71,17.72
136,137,137,Charles Howell III,89,17.71
137,138,138,Jeff Gove,103,17.65
138,139,139,Paul Stankowski,52,17.61
139,T140,T140,Matt Kuchar,85,17.59
140,T140,T140,Scott Verplank,82,17.59
141,142,142,Stephen Leaney,82,17.54
142,143,143,Brett Quigley,79,17.52
143,144,144,Cameron Beckman,96,17.42
144,145,145,Brandt Snedeker,105,17.41
145,146,146,Fred Funk,65,17.31
146,147,147,Eric Axley,107,17.23
147,148,148,Chris Couch,76,17.18
148,149,149,K.J. Choi,87,17.14
149,150,150,Brian Gay,107,17.11
150,151,151,D.J. Trahan,99,17.07
151,152,152,Glen Day,85,17.0
152,153,153,Camilo Villegas,82,16.94
153,154,154,Jeff Maggert,79,16.89
154,155,155,Kevin Stadler,95,16.88
155,T156,T156,Hunter Mahan,91,16.54
156,T156,T156,Billy Mayfair,98,16.54
157,158,158,Duffy Waldorf,69,16.43
158,159,159,David Branshaw,83,16.19
159,160,160,Kenny Perry,83,16.16
160,161,161,Heath Slocum,101,16.13
161,162,162,Jeff Brehaut,59,16.02
162,T163,T163,Trevor Immelman,74,15.94
163,T163,T163,Dicky Pride,71,15.94
164,165,165,Tom Byrum,50,15.79
165,166,166,Ken Duke,112,15.73
166,167,167,Stephen Ames,81,15.69
167,168,168,José Coceres,50,15.67
168,169,169,Todd Hamilton,76,15.49
169,170,170,Tom Lehman,62,15.38
170,171,171,Retief Goosen,50,15.34
171,T172,T172,Matt Hendrix,63,15.31
172,T172,T172,John Rollins,102,15.31
173,174,174,Steve Wheatcroft,73,15.26
174,175,175,Steve Stricker,81,15.23
175,176,176,Chris DiMarco,79,15.21
176,177,177,Richard Johnson,93,15.16
177,178,178,Marco Dawson,73,15.14
178,179,179,Jason Bohn,57,15.12
179,180,180,Jason Schultz,63,15.05
180,181,181,Ian Poulter,63,14.97
181,182,182,Paul Goydos,60,14.93
182,183,183,Zach Johnson,76,14.85
183,184,184,Bubba Dickerson,51,14.81
184,185,185,Tripp Isenhour,86,14.55
185,186,186,Parker McLachlin,83,14.5
186,187,187,José María Olazábal,52,14.36
187,188,188,Dean Wilson,92,14.34
188,189,189,Jeff Sluman,60,13.96
189,190,190,Nick O'Hern,72,13.94
190,191,191,Gavin Coles,87,13.5
191,192,192,Tim Clark,66,13.14
192,193,193,Mark Brooks,53,12.68
193,194,194,Anders Hansen,55,12.42
194,195,195,Ben Curtis,80,12.32
195,196,196,Michael Boyd,61,12.04
