,First_Tee_Late_Round_1_Scoring_Average_RANK THIS WEEK,First_Tee_Late_Round_1_Scoring_Average_RANK LAST WEEK,First_Tee_Late_Round_1_Scoring_Average_PLAYER NAME,First_Tee_Late_Round_1_Scoring_Average_AVG,First_Tee_Late_Round_1_Scoring_Average_TOTAL STROKES,First_Tee_Late_Round_1_Scoring_Average_TOTAL ROUNDS
0,1,1,Craig Barlow,66.0,66,1
1,2,2,Jeff Overton,68.0,272,4
2,3,3,Chris Riley,68.33,205,3
3,4,4,K.J. Choi,68.4,342,5
4,5,5,Tom Lehman,68.67,206,3
5,6,6,Ernie Els,68.71,481,7
6,7,7,Scott Verplank,68.75,275,4
7,8,8,Sergio Garcia,68.83,413,6
8,T9,T9,Tommy Armour III,69.0,414,6
9,T9,T9,Hunter Mahan,69.0,276,4
10,11,11,Brandt Snedeker,69.17,415,6
11,12,12,Matt Kuchar,69.25,277,4
12,13,13,Craig Kanada,69.3,693,10
13,14,14,Duffy Waldorf,69.38,555,8
14,15,15,Robert Garrigus,69.4,347,5
15,T16,T16,Jim Furyk,69.5,834,12
16,T16,T16,Justin Leonard,69.5,139,2
17,T16,T16,Justin Rose,69.5,139,2
18,T16,T16,John Senden,69.5,417,6
19,T16,T16,Steve Stricker,69.5,278,4
20,21,21,Bob Estes,69.57,487,7
21,T22,T22,Steve Marino,69.71,488,7
22,T22,T22,Arron Oberholser,69.71,488,7
23,T24,T24,Freddie Jacobson,69.75,558,8
24,T24,T24,Jason Schultz,69.75,279,4
25,26,26,Joey Sindelar,69.8,349,5
26,27,27,Kenny Perry,69.86,489,7
27,T28,T28,Cameron Beckman,69.92,839,12
28,T28,T28,Kent Jones,69.92,839,12
29,T30,T30,Billy Andrade,70.0,560,8
30,T30,T30,Brian Bateman,70.0,210,3
31,T30,T30,D.J. Brigman,70.0,420,6
32,T30,T30,Steve Elkington,70.0,280,4
33,T30,T30,Ryuji Imada,70.0,700,10
34,T30,T30,Adam Scott,70.0,420,6
35,36,36,Will MacKenzie,70.14,491,7
36,T37,T37,Woody Austin,70.17,421,6
37,T37,T37,Rocco Mediate,70.17,421,6
38,39,39,Rory Sabbatini,70.27,773,11
39,40,40,Jeff Quinney,70.29,492,7
40,T41,T41,Tag Ridings,70.33,422,6
41,T41,T41,Tiger Woods,70.33,422,6
42,T43,T43,Ben Curtis,70.43,493,7
43,T43,T43,Kevin Sutherland,70.43,493,7
44,T43,T43,Brett Wetterich,70.43,493,7
45,T46,T46,Daniel Chopra,70.44,634,9
46,T46,T46,Carl Pettersson,70.44,634,9
47,T48,T48,Alex Cejka,70.5,282,4
48,T48,T48,Stewart Cink,70.5,423,6
49,T48,T48,Jason Dufner,70.5,564,8
50,T48,T48,Lucas Glover,70.5,705,10
51,T48,T48,Tom Johnson,70.5,282,4
52,T48,T48,Ian Poulter,70.5,141,2
53,T48,T48,Mike Weir,70.5,282,4
54,55,55,Doug LaBelle II,70.56,635,9
55,T56,T56,Steve Flesch,70.63,565,8
56,T56,T56,Heath Slocum,70.63,565,8
57,58,58,Anthony Kim,70.67,424,6
58,T59,T59,Rich Beem,70.71,495,7
59,T59,T59,Jason Gore,70.71,495,7
60,61,61,Darron Stiles,70.75,566,8
61,62,62,Dicky Pride,70.78,637,9
62,63,63,Chris Couch,70.8,354,5
63,64,64,Craig Lile,70.82,779,11
64,T65,T65,Ken Duke,70.83,425,6
65,T65,T65,Charles Howell III,70.83,850,12
66,T65,T65,Jesper Parnevik,70.83,425,6
67,T65,T65,Charlie Wi,70.83,425,6
68,69,69,Briny Baird,70.86,496,7
69,70,70,Nathan Green,70.88,567,8
70,T71,T71,Craig Bowden,71.0,568,8
71,T71,T71,Chad Campbell,71.0,426,6
72,T71,T71,Gavin Coles,71.0,355,5
73,T71,T71,Brian Davis,71.0,497,7
74,T71,T71,Anders Hansen,71.0,497,7
75,T71,T71,J.P. Hayes,71.0,639,9
76,T71,T71,Bob Heintz,71.0,497,7
77,T71,T71,Troy Matteson,71.0,497,7
78,T71,T71,Kevin Na,71.0,426,6
79,T71,T71,Michael Putnam,71.0,355,5
80,T71,T71,Michael Sim,71.0,284,4
81,T71,T71,Chris Stroud,71.0,568,8
82,T71,T71,Dean Wilson,71.0,355,5
83,84,84,Frank Lickliter II,71.08,853,12
84,85,85,Steve Wheatcroft,71.1,711,10
85,86,86,Stephen Ames,71.13,569,8
86,T87,T87,Geoff Ogilvy,71.17,427,6
87,T87,T87,Corey Pavin,71.17,427,6
88,89,89,Shaun Micheel,71.18,783,11
89,T90,T90,Michael Allen,71.2,356,5
