,Back_9_Round_4_Scoring_Average_RANK THIS WEEK,Back_9_Round_4_Scoring_Average_RANK LAST WEEK,Back_9_Round_4_Scoring_Average_PLAYER NAME,Back_9_Round_4_Scoring_Average_AVG,Back_9_Round_4_Scoring_Average_TOTAL STROKES,Back_9_Round_4_Scoring_Average_TOTAL ROUNDS
0,T1,T1,Jonathan Byrd,34.31,446,13
1,T1,T1,Ian Poulter,34.31,446,13
2,3,3,Pat Perez,34.38,550,16
3,4,4,Heath Slocum,34.73,764,22
4,5,5,Arron Oberholser,34.75,556,16
5,6,6,Jarrod Lyle,34.79,487,14
6,7,7,Woody Austin,34.85,697,20
7,8,8,Peter Lonard,34.87,523,15
8,9,9,Dean Wilson,34.89,628,18
9,10,10,Tiger Woods,34.93,524,15
10,T11,T11,Phil Mickelson,35.0,525,15
11,T11,T11,Jeff Overton,35.0,385,11
12,T11,T11,Chris Tidland,35.0,280,8
13,14,14,Jim Furyk,35.05,666,19
14,T15,T15,Glen Day,35.06,561,16
15,T15,T15,Mathias Grönberg,35.06,596,17
16,17,17,Sergio Garcia,35.07,526,15
17,18,18,Marco Dawson,35.08,456,13
18,T19,T19,Ryan Armour,35.1,737,21
19,T19,T19,Anthony Kim,35.1,702,20
20,T21,T21,Bart Bryant,35.11,667,19
21,T21,T21,Billy Mayfair,35.11,667,19
22,T21,T21,Ryan Moore,35.11,632,18
23,24,24,Camilo Villegas,35.12,597,17
24,T25,T25,Bob Heintz,35.13,527,15
25,T25,T25,Lee Janzen,35.13,281,8
26,27,27,Mark Calcavecchia,35.16,668,19
27,T28,T28,Tom Lehman,35.17,422,12
28,T28,T28,David Toms,35.17,633,18
29,30,30,Alex Cejka,35.19,563,16
30,31,31,Ernie Els,35.21,493,14
31,T32,T32,Michael Boyd,35.22,317,9
32,T32,T32,Jeff Sluman,35.22,317,9
33,T34,T34,Gavin Coles,35.25,564,16
34,T34,T34,Brett Wetterich,35.25,564,16
35,T36,T36,Justin Leonard,35.28,635,18
36,T36,T36,Frank Lickliter II,35.28,635,18
37,T38,T38,Charles Howell III,35.29,600,17
38,T38,T38,Paul Stankowski,35.29,247,7
39,T40,T40,Craig Barlow,35.3,353,10
40,T40,T40,Brandt Snedeker,35.3,812,23
41,42,42,Rich Barcelo,35.31,459,13
42,43,43,Bo Van Pelt,35.32,777,22
43,44,44,Davis Love III,35.33,424,12
44,45,45,Joe Ogilvie,35.37,672,19
45,T46,T46,Tommy Armour III,35.38,566,16
46,T46,T46,Shigeki Maruyama,35.38,460,13
47,48,48,Mike Weir,35.39,637,18
48,T49,T49,Michael Allen,35.4,531,15
49,T49,T49,Dicky Pride,35.4,354,10
50,51,51,Rory Sabbatini,35.41,602,17
51,T52,T52,Lucas Glover,35.43,744,21
52,T52,T52,Boo Weekley,35.43,744,21
53,T54,T54,Nathan Green,35.45,780,22
54,T54,T54,Tim Herron,35.45,780,22
55,56,56,Robert Gamez,35.46,461,13
56,57,57,John Senden,35.48,745,21
57,T58,T58,Luke Donald,35.5,497,14
58,T58,T58,Anders Hansen,35.5,355,10
59,T58,T58,Matt Kuchar,35.5,568,16
60,T61,T61,Sean O'Hair,35.52,746,21
61,T61,T61,Carl Pettersson,35.52,888,25
62,T63,T63,Mathew Goggin,35.53,675,19
63,T63,T63,Freddie Jacobson,35.53,533,15
64,T63,T63,Richard Johnson,35.53,533,15
65,66,66,Vijay Singh,35.54,853,24
66,T67,T67,Hunter Mahan,35.56,640,18
67,T67,T67,Shaun Micheel,35.56,569,16
68,T67,T67,Adam Scott,35.56,569,16
69,T67,T67,Chris Stroud,35.56,320,9
