,First_Tee_Late_Par_5_Scoring_Average_RANK THIS WEEK,First_Tee_Late_Par_5_Scoring_Average_RANK LAST WEEK,First_Tee_Late_Par_5_Scoring_Average_PLAYER NAME,First_Tee_Late_Par_5_Scoring_Average_ROUNDS,First_Tee_Late_Par_5_Scoring_Average_AVG,First_Tee_Late_Par_5_Scoring_Average_TOTAL STROKES,First_Tee_Late_Par_5_Scoring_Average_TOTAL HOLES
0,1,1,Phil Mickelson,73,4.43,487,110
1,2,2,Jonathan Byrd,73,4.45,418,94
2,T3,T3,Ryuji Imada,104,4.47,505,113
3,T3,T3,Kent Jones,97,4.47,340,76
4,T5,T5,Charles Howell III,89,4.5,472,105
5,T5,T5,Tiger Woods,63,4.5,522,116
6,7,7,Will MacKenzie,100,4.51,415,92
7,T8,T8,Rich Beem,89,4.52,402,89
8,T8,T8,Adam Scott,69,4.52,502,111
9,T10,T10,Briny Baird,115,4.54,545,120
10,T10,T10,Sergio Garcia,68,4.54,454,100
11,T12,T12,Billy Mayfair,98,4.55,441,97
12,T12,T12,John Merrick,92,4.55,337,74
13,T12,T12,Justin Rose,63,4.55,273,60
14,T15,T15,Bob Heintz,85,4.56,351,77
15,T15,T15,Kevin Na,84,4.56,292,64
16,T15,T15,John Senden,97,4.56,488,107
17,T18,T18,Aaron Baddeley,83,4.57,484,106
18,T18,T18,Ernie Els,59,4.57,379,83
19,T18,T18,Robert Gamez,88,4.57,311,68
20,T18,T18,Charlie Wi,90,4.57,539,118
21,T22,T22,Tommy Armour III,81,4.58,334,73
22,T22,T22,Brian Bateman,55,4.58,165,36
23,T22,T22,Jason Bohn,57,4.58,366,80
24,T22,T22,Sean O'Hair,98,4.58,504,110
25,T22,T22,Rod Pampling,92,4.58,463,101
26,T22,T22,Ian Poulter,63,4.58,197,43
27,T22,T22,Boo Weekley,101,4.58,394,86
28,T29,T29,Steve Allan,63,4.59,280,61
29,T29,T29,Michael Allen,74,4.59,266,58
30,T29,T29,Alex Cejka,80,4.59,303,66
31,T29,T29,K.J. Choi,87,4.59,597,130
32,T29,T29,Jason Gore,86,4.59,505,110
33,T29,T29,Scott Gutschewski,67,4.59,234,51
34,T29,T29,Steve Marino,106,4.59,546,119
35,T29,T29,Pat Perez,84,4.59,349,76
36,T29,T29,Carl Pettersson,111,4.59,629,137
37,T29,T29,Jim Rutledge,59,4.59,170,37
38,T29,T29,Jason Schultz,63,4.59,266,58
39,T29,T29,Vijay Singh,102,4.59,697,152
40,T29,T29,Heath Slocum,101,4.59,468,102
41,T29,T29,Kevin Sutherland,85,4.59,500,109
