,First_Tee_Late_Round_3_Scoring_Average_RANK THIS WEEK,First_Tee_Late_Round_3_Scoring_Average_RANK LAST WEEK,First_Tee_Late_Round_3_Scoring_Average_PLAYER NAME,First_Tee_Late_Round_3_Scoring_Average_AVG,First_Tee_Late_Round_3_Scoring_Average_TOTAL STROKES,First_Tee_Late_Round_3_Scoring_Average_TOTAL ROUNDS
0,1,1,Jeff Brehaut,67.5,135,2
1,T2,T2,Fred Funk,68.0,272,4
2,T2,T2,Paul Stankowski,68.0,272,4
3,4,4,Steve Stricker,68.1,681,10
4,5,5,Tiger Woods,68.38,889,13
5,6,6,Ken Duke,68.43,479,7
6,T7,T7,Bubba Dickerson,68.5,137,2
7,T7,T7,Shigeki Maruyama,68.5,411,6
8,T7,T7,Chris Riley,68.5,274,4
9,10,10,Aaron Baddeley,68.64,755,11
10,T11,T11,Hunter Mahan,68.71,481,7
11,T11,T11,Nick O'Hern,68.71,481,7
12,13,13,Steve Flesch,68.8,344,5
13,14,14,Brian Bateman,69.0,69,1
14,T15,T15,José Coceres,69.33,416,6
15,T15,T15,Ernie Els,69.33,624,9
16,17,17,Billy Mayfair,69.38,555,8
17,T18,T18,Sergio Garcia,69.4,694,10
18,T18,T18,Bob Tway,69.4,347,5
19,20,20,Jesper Parnevik,69.43,486,7
20,21,21,Briny Baird,69.44,625,9
21,T22,T22,Phil Mickelson,69.5,695,10
22,T22,T22,Chris Stroud,69.5,278,4
23,T24,T24,Bob Estes,69.6,348,5
24,T24,T24,J.P. Hayes,69.6,348,5
25,T24,T24,Kent Jones,69.6,348,5
26,T27,T27,Mark Brooks,69.67,209,3
27,T27,T27,Troy Matteson,69.67,627,9
28,T27,T27,Rory Sabbatini,69.67,418,6
29,T27,T27,Jay Williamson,69.67,209,3
30,31,31,Woody Austin,69.78,628,9
31,32,32,Steve Allan,69.8,349,5
32,T33,T33,Brian Gay,69.82,768,11
33,T33,T33,Heath Slocum,69.82,768,11
34,35,35,Kenny Perry,69.89,629,9
35,36,36,Adam Scott,69.91,769,11
36,37,37,K.J. Choi,69.93,1049,15
37,T38,T38,Jason Bohn,70.0,350,5
38,T38,T38,Jonathan Byrd,70.0,490,7
39,T38,T38,Ryuji Imada,70.0,630,9
40,T38,T38,Kevin Na,70.0,350,5
41,T38,T38,Tim Petrovic,70.0,350,5
42,T38,T38,Jeff Quinney,70.0,350,5
43,T38,T38,Bo Van Pelt,70.0,420,6
44,T38,T38,Dean Wilson,70.0,210,3
45,46,46,Vijay Singh,70.08,911,13
46,47,47,Scott Verplank,70.09,771,11
47,T48,T48,Mathew Goggin,70.17,421,6
48,T48,T48,Anders Hansen,70.17,421,6
49,T48,T48,Johnson Wagner,70.17,421,6
50,T51,T51,Justin Leonard,70.2,351,5
51,T51,T51,John Mallinger,70.2,351,5
52,T53,T53,Robert Allenby,70.22,632,9
53,T53,T53,John Senden,70.22,632,9
54,T55,T55,Ben Curtis,70.25,281,4
55,T55,T55,Trevor Immelman,70.25,562,8
56,T55,T55,Shaun Micheel,70.25,281,4
57,T58,T58,Bart Bryant,70.29,492,7
58,T58,T58,Lucas Glover,70.29,492,7
59,T58,T58,Carl Pettersson,70.29,984,14
60,T61,T61,Stewart Cink,70.33,844,12
61,T61,T61,Joe Durant,70.33,211,3
62,T61,T61,Mathias Grönberg,70.33,211,3
63,T61,T61,J.B. Holmes,70.33,211,3
64,T61,T61,Charles Howell III,70.33,422,6
65,T61,T61,Tom Johnson,70.33,211,3
66,T61,T61,Jeff Maggert,70.33,422,6
67,T61,T61,Tag Ridings,70.33,211,3
68,T69,T69,John Merrick,70.4,352,5
69,T69,T69,Jeff Overton,70.4,352,5
70,71,71,Mark Wilson,70.43,493,7
71,T72,T72,Tom Byrum,70.5,141,2
72,T72,T72,Richard Johnson,70.5,141,2
73,T72,T72,Tom Lehman,70.5,423,6
74,T72,T72,Will MacKenzie,70.5,705,10
75,76,76,Stephen Leaney,70.57,494,7
76,77,77,Ian Poulter,70.6,353,5
77,78,78,Bill Haas,70.63,565,8
78,79,79,Ryan Moore,70.67,424,6
79,T80,T80,Paul Goydos,70.75,283,4
80,T80,T80,Justin Rose,70.75,566,8
81,T80,T80,Bubba Watson,70.75,566,8
82,T83,T83,Rich Beem,70.78,637,9
83,T83,T83,Charley Hoffman,70.78,637,9
84,T85,T85,Daniel Chopra,70.8,708,10
85,T85,T85,Robert Garrigus,70.8,354,5
86,T85,T85,Nathan Green,70.8,708,10
87,T85,T85,Pat Perez,70.8,708,10
88,T85,T85,Boo Weekley,70.8,708,10
89,T90,T90,Stuart Appleby,70.82,779,11
90,T90,T90,Freddie Jacobson,70.82,779,11
91,92,92,Joe Ogilvie,70.86,496,7
92,T93,T93,Steve Elkington,70.88,567,8
93,T93,T93,Kevin Sutherland,70.88,567,8
94,95,95,Steve Marino,70.9,709,10
95,96,96,Stephen Ames,70.91,780,11
96,T97,T97,Michael Allen,71.0,355,5
97,T97,T97,Craig Bowden,71.0,213,3
98,T97,T97,Andrew Buckle,71.0,213,3
99,T97,T97,Lee Janzen,71.0,284,4
100,T97,T97,Cliff Kresge,71.0,639,9
101,T97,T97,George McNeill,71.0,426,6
102,T97,T97,Tom Pernice Jr.,71.0,639,9
103,T97,T97,Dicky Pride,71.0,213,3
104,T97,T97,John Rollins,71.0,710,10
105,T97,T97,Chris Tidland,71.0,71,1
106,T97,T97,D.J. Trahan,71.0,568,8
107,108,108,Sean O'Hair,71.08,924,13
108,109,109,Tim Clark,71.1,711,10
109,110,110,Peter Lonard,71.11,640,9
