,Early_Round_2_Scoring_Average_RANK THIS WEEK,Early_Round_2_Scoring_Average_RANK LAST WEEK,Early_Round_2_Scoring_Average_PLAYER NAME,Early_Round_2_Scoring_Average_AVG,Early_Round_2_Scoring_Average_TOTAL STROKES,Early_Round_2_Scoring_Average_TOTAL ROUNDS
0,1,1,Stephen Ames,68.67,618,9
1,2,2,Tim Clark,68.75,550,8
2,3,3,Tiger Woods,68.8,344,5
3,4,4,Scott Verplank,69.0,690,10
4,5,5,Alex Cejka,69.08,898,13
5,6,6,Freddie Jacobson,69.09,760,11
6,7,7,Jeff Overton,69.1,691,10
7,8,8,D.J. Brigman,69.27,762,11
8,9,9,Rich Barcelo,69.47,1042,15
9,10,10,Heath Slocum,69.57,974,14
10,11,11,Craig Lile,69.64,975,14
11,12,12,Charlie Wi,69.67,836,12
12,13,13,Arron Oberholser,69.7,697,10
13,14,14,Adam Scott,69.71,488,7
14,15,15,Cliff Kresge,69.73,767,11
15,16,16,Jeff Gove,69.75,1116,16
16,17,17,Vijay Singh,69.83,1257,18
17,T18,T18,Jason Bohn,69.86,489,7
18,T18,T18,Tom Lehman,69.86,489,7
19,20,20,Bob Tway,69.88,1118,16
20,T21,T21,Tommy Armour III,69.92,839,12
21,T21,T21,Ryan Palmer,69.92,839,12
22,23,23,J.P. Hayes,69.93,979,14
23,T24,T24,Brian Gay,69.94,1189,17
24,T24,T24,Bill Haas,69.94,1119,16
25,T26,T26,K.J. Choi,70.0,630,9
26,T26,T26,Daniel Chopra,70.0,1260,18
27,T26,T26,Jesper Parnevik,70.0,770,11
28,T26,T26,Bubba Watson,70.0,700,10
29,T26,T26,Mike Weir,70.0,560,8
30,31,31,Mathias Grönberg,70.06,1121,16
31,32,32,Vaughn Taylor,70.08,841,12
32,33,33,Rocco Mediate,70.09,771,11
33,34,34,Kevin Sutherland,70.1,701,10
34,35,35,Craig Kanada,70.11,1262,18
35,36,36,Michael Boyd,70.18,772,11
36,37,37,Troy Matteson,70.19,1123,16
37,38,38,Chris Stroud,70.21,983,14
38,39,39,Brian Davis,70.24,1194,17
39,T40,T40,Billy Andrade,70.25,843,12
40,T40,T40,Daisuke Maruyama,70.25,843,12
41,T40,T40,Phil Mickelson,70.25,843,12
42,T40,T40,Michael Putnam,70.25,843,12
43,44,44,Ryan Armour,70.28,1265,18
44,45,45,Steve Stricker,70.29,492,7
45,T46,T46,Justin Leonard,70.31,914,13
46,T46,T46,Steve Wheatcroft,70.31,914,13
47,T48,T48,Craig Barlow,70.38,563,8
48,T48,T48,Chris Riley,70.38,563,8
49,50,50,Briny Baird,70.4,1056,15
50,51,51,Craig Bowden,70.43,986,14
51,52,52,Jeff Maggert,70.45,775,11
52,53,53,Jim Furyk,70.46,916,13
53,T54,T54,Stuart Appleby,70.5,705,10
54,T54,T54,Bart Bryant,70.5,564,8
55,T54,T54,Mark Calcavecchia,70.5,1269,18
56,T54,T54,Charles Warren,70.5,987,14
57,T58,T58,Tom Pernice Jr.,70.53,1199,17
58,T58,T58,Tim Petrovic,70.53,1199,17
59,60,60,Johnson Wagner,70.56,1270,18
60,T61,T61,Gavin Coles,70.57,988,14
61,T61,T61,Ernie Els,70.57,494,7
62,63,63,Tim Herron,70.58,847,12
63,64,64,Aaron Baddeley,70.62,918,13
64,T65,T65,Ken Duke,70.63,1130,16
65,T65,T65,Jay Williamson,70.63,565,8
66,T67,T67,Chris Couch,70.64,777,11
67,T67,T67,Matt Hendrix,70.64,777,11
68,69,69,Justin Rose,70.67,636,9
69,T70,T70,Will MacKenzie,70.69,919,13
70,T70,T70,John Rollins,70.69,919,13
71,T72,T72,Steve Flesch,70.71,990,14
72,T72,T72,Geoff Ogilvy,70.71,495,7
73,74,74,Steve Lowery,70.73,778,11
74,T75,T75,Jason Gore,70.75,849,12
75,T75,T75,Mark Hensby,70.75,849,12
76,T75,T75,Tag Ridings,70.75,566,8
77,T75,T75,Brandt Snedeker,70.75,1132,16
78,79,79,Padraig Harrington,70.8,708,10
79,T80,T80,Michael Allen,70.83,850,12
80,T80,T80,Hunter Mahan,70.83,850,12
81,T80,T80,Pat Perez,70.83,850,12
82,83,83,Glen Day,70.85,921,13
83,T84,T84,Robert Gamez,70.86,992,14
84,T84,T84,Kent Jones,70.86,1488,21
85,T86,T86,Jerry Kelly,70.87,1063,15
86,T86,T86,Bo Van Pelt,70.87,1063,15
87,T88,T88,Sergio Garcia,70.88,567,8
88,T88,T88,Lucas Glover,70.88,1205,17
89,T88,T88,Richard Johnson,70.88,1134,16
90,91,91,Brendon de Jonge,70.9,709,10
91,92,92,Duffy Waldorf,70.92,922,13
92,T93,T93,Nathan Green,70.93,993,14
93,T93,T93,Ryan Moore,70.93,1064,15
94,95,95,Frank Lickliter II,70.94,1206,17
95,T96,T96,Bob Estes,71.0,1136,16
96,T96,T96,Mathew Goggin,71.0,1065,15
97,T96,T96,Matt Kuchar,71.0,639,9
98,T96,T96,Jarrod Lyle,71.0,923,13
99,T96,T96,Kenny Perry,71.0,781,11
100,T96,T96,D.J. Trahan,71.0,923,13
101,102,102,John Mallinger,71.05,1350,19
102,T103,T103,Ryuji Imada,71.06,1208,17
103,T103,T103,Doug LaBelle II,71.06,1208,17
104,T103,T103,Joe Ogilvie,71.06,1137,16
105,T106,T106,Parker McLachlin,71.07,995,14
106,T106,T106,Boo Weekley,71.07,1066,15
107,T108,T108,Stephen Leaney,71.08,924,13
108,T108,T108,Peter Lonard,71.08,924,13
109,T108,T108,Kevin Na,71.08,853,12
110,111,111,Paul Gow,71.09,782,11
111,112,112,Joey Sindelar,71.1,711,10
112,113,113,Tom Johnson,71.14,996,14
113,114,114,Stewart Cink,71.15,925,13
114,115,115,George McNeill,71.17,854,12
115,T116,T116,Woody Austin,71.2,1068,15
116,T116,T116,J.B. Holmes,71.2,712,10
117,118,118,Nick O'Hern,71.22,641,9
118,119,119,Shigeki Maruyama,71.25,855,12
119,120,120,Steve Allan,71.27,784,11
120,121,121,Chris DiMarco,71.3,713,10
121,T122,T122,Tripp Isenhour,71.31,927,13
122,T122,T122,Sean O'Hair,71.31,927,13
123,124,124,Corey Pavin,71.33,856,12
124,T125,T125,Eric Axley,71.36,999,14
125,T125,T125,Ted Purdy,71.36,999,14
126,127,127,Chad Campbell,71.38,928,13
127,128,128,Carl Pettersson,71.39,1285,18
128,T129,T129,Cameron Beckman,71.4,1071,15
129,T129,T129,John Merrick,71.4,1071,15
130,T129,T129,Michael Sim,71.4,714,10
131,132,132,Jason Dufner,71.42,1357,19
132,T133,T133,Bob Heintz,71.43,1000,14
133,T133,T133,Charley Hoffman,71.43,1000,14
134,T135,T135,Bubba Dickerson,71.45,786,11
135,T135,T135,Scott Gutschewski,71.45,786,11
136,137,137,Anthony Kim,71.46,929,13
137,138,138,Rich Beem,71.47,1072,15
138,139,139,J.J. Henry,71.54,930,13
139,140,140,Mark Wilson,71.55,787,11
140,T141,T141,Rod Pampling,71.58,859,12
141,T141,T141,Kirk Triplett,71.58,859,12
142,143,143,Kyle Reifers,71.64,1003,14
143,144,144,Kevin Stadler,71.65,1218,17
144,145,145,Dean Wilson,71.73,789,11
145,146,146,Billy Mayfair,71.77,933,13
146,T147,T147,Steve Marino,71.79,1005,14
147,T147,T147,Brett Wetterich,71.79,1005,14
148,149,149,Paul Goydos,71.82,790,11
149,150,150,Lee Janzen,71.85,934,13
150,151,151,Luke Donald,71.89,647,9
151,152,152,Zach Johnson,71.9,719,10
152,153,153,Steve Elkington,71.92,863,12
153,T154,T154,Robert Allenby,72.0,720,10
154,T154,T154,Ben Curtis,72.0,792,11
155,T154,T154,Harrison Frazar,72.0,1152,16
156,T154,T154,Anders Hansen,72.0,576,8
157,158,158,David Branshaw,72.07,1009,14
158,159,159,John Senden,72.08,937,13
159,160,160,Trevor Immelman,72.11,649,9
160,161,161,Paul Stankowski,72.13,577,8
161,162,162,Jaco Van Zyl,72.17,866,12
162,163,163,Greg Owen,72.19,1155,16
163,164,164,David Toms,72.2,722,10
164,165,165,Charles Howell III,72.23,939,13
165,166,166,Fred Funk,72.25,578,8
166,167,167,Nick Watney,72.27,795,11
167,168,168,Robert Garrigus,72.29,1012,14
168,169,169,Jason Schultz,72.3,723,10
169,T170,T170,Shaun Micheel,72.31,940,13
170,T170,T170,Rory Sabbatini,72.31,940,13
171,172,172,José Coceres,72.33,434,6
172,173,173,Ian Poulter,72.42,869,12
173,T174,T174,Mark Brooks,72.5,725,10
174,T174,T174,Davis Love III,72.5,870,12
175,T174,T174,Dicky Pride,72.5,870,12
176,T177,T177,Marco Dawson,72.56,653,9
177,T177,T177,Brett Quigley,72.56,1161,16
178,179,179,Jonathan Byrd,72.58,871,12
179,T180,T180,Tom Byrum,72.6,726,10
180,T180,T180,Joe Durant,72.6,726,10
181,T180,T180,Jeff Quinney,72.6,1089,15
182,183,183,Darron Stiles,72.62,944,13
183,184,184,Bryce Molder,72.64,799,11
184,185,185,Brian Bateman,72.71,509,7
185,186,186,Chris Tidland,72.9,729,10
186,187,187,Jim Rutledge,72.91,802,11
187,188,188,John Daly,73.13,585,8
188,T189,T189,Jeff Brehaut,73.3,733,10
189,T189,T189,Camilo Villegas,73.3,733,10
190,191,191,Andrew Buckle,73.5,1029,14
191,192,192,José María Olazábal,73.67,442,6
192,193,193,Jeff Sluman,73.8,738,10
193,194,194,Henrik Stenson,74.2,371,5
194,195,195,Retief Goosen,74.25,297,4
195,196,196,Todd Hamilton,74.67,896,12
