,First_Tee_Early_Round_4_Scoring_Average_RANK THIS WEEK,First_Tee_Early_Round_4_Scoring_Average_RANK LAST WEEK,First_Tee_Early_Round_4_Scoring_Average_PLAYER NAME,First_Tee_Early_Round_4_Scoring_Average_AVG,First_Tee_Early_Round_4_Scoring_Average_TOTAL STROKES,First_Tee_Early_Round_4_Scoring_Average_TOTAL ROUNDS
0,1,1,Tiger Woods,67.0,134,2
1,2,2,Darron Stiles,67.75,271,4
2,3,3,Tom Byrum,68.0,136,2
3,4,4,Chris Couch,68.25,273,4
4,5,5,Harrison Frazar,68.4,342,5
5,6,6,Paul Stankowski,68.5,137,2
6,7,7,Vijay Singh,68.57,480,7
7,8,8,Hunter Mahan,68.75,275,4
8,T9,T9,Tim Petrovic,68.8,344,5
9,T9,T9,Ian Poulter,68.8,344,5
10,T9,T9,Brandt Snedeker,68.8,344,5
11,T12,T12,David Branshaw,69.0,207,3
12,T12,T12,Lee Janzen,69.0,69,1
13,T12,T12,Frank Lickliter II,69.0,552,8
14,T12,T12,Phil Mickelson,69.0,138,2
15,16,16,Anthony Kim,69.11,622,9
16,17,17,Pat Perez,69.17,415,6
17,T18,T18,Padraig Harrington,69.33,208,3
18,T18,T18,Chris Riley,69.33,208,3
19,T18,T18,Justin Rose,69.33,208,3
20,21,21,Doug LaBelle II,69.43,486,7
21,T22,T22,Robert Allenby,69.5,417,6
22,T22,T22,Jesper Parnevik,69.5,556,8
23,T22,T22,Dicky Pride,69.5,278,4
24,T25,T25,Alex Cejka,69.67,627,9
25,T25,T25,K.J. Choi,69.67,209,3
26,27,27,Heath Slocum,69.75,558,8
27,28,28,Ted Purdy,69.8,349,5
28,29,29,J.P. Hayes,69.83,419,6
29,30,30,Joe Ogilvie,69.89,629,9
30,T31,T31,Matt Kuchar,70.0,490,7
31,T31,T31,Rocco Mediate,70.0,490,7
32,T31,T31,John Merrick,70.0,560,8
33,T31,T31,Jeff Overton,70.0,280,4
34,T31,T31,Greg Owen,70.0,210,3
35,T31,T31,Steve Stricker,70.0,280,4
36,37,37,Richard Johnson,70.11,631,9
37,T38,T38,Stewart Cink,70.14,491,7
38,T38,T38,Jim Furyk,70.14,491,7
39,T38,T38,Bob Heintz,70.14,491,7
40,T41,T41,Steve Elkington,70.17,421,6
41,T41,T41,Bill Haas,70.17,421,6
42,T41,T41,Jeff Sluman,70.17,421,6
43,44,44,Kenny Perry,70.2,351,5
44,45,45,Craig Lile,70.25,281,4
45,46,46,John Senden,70.29,492,7
46,T47,T47,Justin Leonard,70.33,422,6
47,T47,T47,Nick O'Hern,70.33,211,3
48,T47,T47,Jason Schultz,70.33,211,3
49,T47,T47,Bob Tway,70.33,211,3
50,T47,T47,Johnson Wagner,70.33,422,6
51,T47,T47,Mark Wilson,70.33,422,6
52,T53,T53,Jason Gore,70.38,563,8
53,T53,T53,Sean O'Hair,70.38,563,8
54,T53,T53,Vaughn Taylor,70.38,563,8
55,T53,T53,David Toms,70.38,563,8
56,57,57,Woody Austin,70.4,704,10
57,T58,T58,Daniel Chopra,70.43,493,7
58,T58,T58,Stephen Leaney,70.43,493,7
59,T58,T58,Jarrod Lyle,70.43,493,7
60,T58,T58,Bo Van Pelt,70.43,493,7
61,T62,T62,Bart Bryant,70.5,423,6
62,T62,T62,Mark Calcavecchia,70.5,564,8
63,T62,T62,Ryuji Imada,70.5,282,4
64,T62,T62,Kevin Sutherland,70.5,423,6
65,66,66,Tim Herron,70.54,917,13
66,67,67,Brett Wetterich,70.57,494,7
67,68,68,Daisuke Maruyama,70.67,424,6
68,T69,T69,Arron Oberholser,70.75,566,8
69,T69,T69,Chris Stroud,70.75,283,4
70,71,71,J.J. Henry,70.78,637,9
71,72,72,Ernie Els,70.8,354,5
72,73,73,Glen Day,70.86,496,7
73,T74,T74,Brian Gay,70.88,567,8
74,T74,T74,Charles Warren,70.88,567,8
75,T76,T76,Marco Dawson,70.89,638,9
76,T76,T76,Mathias Grönberg,70.89,638,9
77,78,78,Boo Weekley,70.9,709,10
78,T79,T79,Andrew Buckle,71.0,142,2
79,T79,T79,Jonathan Byrd,71.0,284,4
80,T79,T79,Ken Duke,71.0,852,12
81,T79,T79,Jerry Kelly,71.0,497,7
82,T79,T79,Rod Pampling,71.0,568,8
83,T79,T79,Michael Sim,71.0,284,4
84,T85,T85,Kent Jones,71.11,640,9
85,T85,T85,Peter Lonard,71.11,640,9
86,87,87,Michael Allen,71.14,498,7
87,88,88,John Rollins,71.15,925,13
88,T89,T89,Ryan Armour,71.17,427,6
89,T89,T89,Luke Donald,71.17,427,6
90,91,91,Billy Andrade,71.2,356,5
91,T92,T92,Steve Allan,71.25,285,4
92,T92,T92,Brian Bateman,71.25,285,4
93,T92,T92,Lucas Glover,71.25,285,4
94,T92,T92,Scott Gutschewski,71.25,570,8
95,T96,T96,Charley Hoffman,71.29,499,7
96,T96,T96,Troy Matteson,71.29,499,7
97,98,98,Camilo Villegas,71.3,713,10
98,T99,T99,Tom Pernice Jr.,71.33,428,6
99,T99,T99,Mike Weir,71.33,428,6
100,101,101,Cliff Kresge,71.36,785,11
101,102,102,Ryan Moore,71.38,571,8
102,103,103,Rich Barcelo,71.4,714,10
103,104,104,George McNeill,71.43,500,7
104,T105,T105,Briny Baird,71.5,572,8
105,T105,T105,Billy Mayfair,71.5,429,6
106,T105,T105,Ryan Palmer,71.5,286,4
107,T105,T105,Rory Sabbatini,71.5,286,4
108,109,109,Corey Pavin,71.63,573,8
109,T110,T110,Stuart Appleby,71.67,215,3
110,T110,T110,Mathew Goggin,71.67,430,6
111,T110,T110,Matt Hendrix,71.67,215,3
112,T113,T113,Ben Curtis,71.7,717,10
113,T113,T113,Bob Estes,71.7,717,10
114,T115,T115,Fred Funk,71.71,502,7
115,T115,T115,Dean Wilson,71.71,502,7
116,T117,T117,Retief Goosen,71.75,287,4
117,T117,T117,Craig Kanada,71.75,574,8
118,119,119,Tommy Armour III,71.8,359,5
119,120,120,Nathan Green,71.82,790,11
120,121,121,Chris DiMarco,71.83,431,6
121,T122,T122,Mark Brooks,72.0,216,3
122,T122,T122,Brendon de Jonge,72.0,216,3
123,T122,T122,Sergio Garcia,72.0,288,4
124,T122,T122,Mark Hensby,72.0,360,5
125,T122,T122,Shaun Micheel,72.0,504,7
126,T122,T122,Geoff Ogilvy,72.0,432,6
127,T122,T122,Brett Quigley,72.0,648,9
128,T122,T122,Charlie Wi,72.0,504,7
129,130,130,Nick Watney,72.14,505,7
130,131,131,Parker McLachlin,72.17,433,6
131,T132,T132,Steve Marino,72.2,361,5
132,T132,T132,Jeff Quinney,72.2,722,10
133,T132,T132,Bubba Watson,72.2,361,5
134,135,135,Will MacKenzie,72.22,650,9
135,T136,T136,John Daly,72.25,289,4
136,T136,T136,Freddie Jacobson,72.25,289,4
137,T136,T136,Kyle Reifers,72.25,289,4
138,T136,T136,Kevin Stadler,72.25,578,8
139,T136,T136,Henrik Stenson,72.25,289,4
140,T141,T141,Cameron Beckman,72.27,795,11
141,T141,T141,Michael Putnam,72.27,795,11
142,143,143,Robert Gamez,72.29,506,7
143,144,144,John Mallinger,72.3,723,10
144,T145,T145,Jason Bohn,72.33,217,3
145,T145,T145,Paul Goydos,72.33,434,6
146,147,147,Charles Howell III,72.36,796,11
147,148,148,Gavin Coles,72.38,579,8
148,T149,T149,Todd Hamilton,72.4,362,5
149,T149,T149,Steve Wheatcroft,72.4,362,5
150,T151,T151,Aaron Baddeley,72.43,507,7
151,T151,T151,Craig Bowden,72.43,507,7
152,T153,T153,Craig Barlow,72.5,435,6
153,T153,T153,Kevin Na,72.5,435,6
154,155,155,Joe Durant,72.63,581,8
155,T156,T156,Eric Axley,72.67,654,9
156,T156,T156,Jeff Gove,72.67,436,6
157,158,158,D.J. Trahan,72.75,582,8
158,159,159,Stephen Ames,72.86,510,7
159,160,160,Carl Pettersson,72.88,583,8
160,T161,T161,Rich Beem,73.0,511,7
161,T161,T161,Paul Gow,73.0,146,2
162,T161,T161,Trevor Immelman,73.0,365,5
163,T161,T161,Davis Love III,73.0,219,3
164,T161,T161,Tag Ridings,73.0,292,4
165,T161,T161,Chris Tidland,73.0,219,3
166,T161,T161,Kirk Triplett,73.0,292,4
167,T161,T161,Duffy Waldorf,73.0,146,2
168,169,169,Brian Davis,73.17,878,12
169,170,170,Jeff Maggert,73.2,366,5
170,171,171,Robert Garrigus,73.25,586,8
171,172,172,Shigeki Maruyama,73.33,220,3
172,173,173,Jay Williamson,73.4,367,5
173,T174,T174,Tim Clark,73.5,147,2
174,T174,T174,Anders Hansen,73.5,294,4
175,T174,T174,Zach Johnson,73.5,294,4
176,177,177,Tom Johnson,73.6,368,5
177,T178,T178,José Coceres,73.67,221,3
178,T178,T178,Jim Rutledge,73.67,221,3
179,180,180,Adam Scott,73.75,295,4
180,181,181,Joey Sindelar,73.83,443,6
181,T182,T182,Michael Boyd,74.0,222,3
182,T182,T182,J.B. Holmes,74.0,222,3
183,T182,T182,Tom Lehman,74.0,296,4
184,T182,T182,Bryce Molder,74.0,222,3
185,T182,T182,José María Olazábal,74.0,296,4
186,T182,T182,Scott Verplank,74.0,148,2
187,188,188,Jason Dufner,74.14,519,7
188,189,189,Steve Lowery,74.5,447,6
189,190,190,Steve Flesch,74.71,523,7
190,T191,T191,D.J. Brigman,75.0,450,6
191,T191,T191,Chad Campbell,75.0,450,6
192,T191,T191,Bubba Dickerson,75.0,150,2
193,T191,T191,Tripp Isenhour,75.0,150,2
