,Tenth_Tee_Late_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Late_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Late_Scoring_Average_PLAYER NAME,Tenth_Tee_Late_Scoring_Average_ROUNDS,Tenth_Tee_Late_Scoring_Average_AVG,Tenth_Tee_Late_Scoring_Average_TOTAL STROKES,Tenth_Tee_Late_Scoring_Average_TOTAL 10TH TEE LATE RNDS.
73,74,74,Glen Day,85,71.13,1636,23
74,T75,T75,Craig Bowden,78,71.14,996,14
75,T75,T75,Corey Pavin,81,71.14,996,14
76,77,77,Charley Hoffman,97,71.17,1281,18
77,T78,T78,Ken Duke,112,71.18,1566,22
78,T78,T78,Mark Wilson,87,71.18,1566,22
79,80,80,Brandt Snedeker,105,71.19,1139,16
80,81,81,Peter Lonard,85,71.2,1068,15
81,T82,T82,Billy Mayfair,98,71.21,1353,19
82,T82,T82,Brett Quigley,79,71.21,997,14
83,T82,T82,Jeff Quinney,95,71.21,997,14
84,85,85,Mark Hensby,81,71.24,1211,17
85,T86,T86,Daisuke Maruyama,86,71.25,1140,16
86,T86,T86,Scott Verplank,82,71.25,855,12
87,T88,T88,Craig Kanada,109,71.29,1497,21
88,T88,T88,Shigeki Maruyama,84,71.29,1497,21
89,90,90,John Senden,97,71.3,713,10
90,T91,T91,J.B. Holmes,71,71.33,1070,15
91,T91,T91,Charlie Wi,90,71.33,1070,15
92,T93,T93,John Merrick,92,71.37,1356,19
93,T93,T93,Greg Owen,81,71.37,1356,19
94,95,95,Briny Baird,115,71.38,1499,21
95,96,96,Brian Davis,101,71.42,1357,19
96,T97,T97,Carl Pettersson,111,71.43,1000,14
97,T97,T97,Joey Sindelar,75,71.43,1000,14
98,T99,T99,Retief Goosen,50,71.44,643,9
99,T99,T99,Ryuji Imada,104,71.44,1286,18
100,T101,T101,Daniel Chopra,106,71.45,1429,20
101,T101,T101,Brendon de Jonge,76,71.45,1429,20
102,T103,T103,Rich Beem,89,71.47,1072,15
103,T103,T103,Gavin Coles,87,71.47,1215,17
104,T103,T103,John Mallinger,96,71.47,1358,19
105,106,106,Ted Purdy,102,71.48,1501,21
106,T107,T107,Craig Barlow,52,71.5,1144,16
107,T107,T107,Rocco Mediate,72,71.5,715,10
108,T107,T107,D.J. Trahan,99,71.5,858,12
109,110,110,Anthony Kim,93,71.53,1073,15
110,111,111,Boo Weekley,101,71.56,1288,18
111,112,112,Brett Wetterich,88,71.57,1002,14
112,113,113,Mathew Goggin,97,71.62,1504,21
113,T114,T114,Mark Brooks,53,71.63,573,8
114,T114,T114,Trevor Immelman,74,71.63,573,8
115,116,116,Richard Johnson,93,71.65,1433,20
116,117,117,Nick O'Hern,72,71.67,430,6
117,118,118,J.J. Henry,86,71.69,932,13
118,119,119,Steve Allan,63,71.7,717,10
119,120,120,Ryan Armour,107,71.71,1721,24
120,121,121,Bryce Molder,56,71.73,789,11
121,T122,T122,Tripp Isenhour,86,71.75,1435,20
122,T122,T122,Parker McLachlin,83,71.75,1435,20
123,T124,T124,Jeff Gove,103,71.78,1938,27
124,T124,T124,Paul Stankowski,52,71.78,646,9
125,126,126,Mike Weir,82,71.8,718,10
126,127,127,Steve Marino,106,71.81,1508,21
127,128,128,Tim Herron,98,71.87,1078,15
128,129,129,Craig Lile,77,71.88,1150,16
129,T130,T130,Frank Lickliter II,95,71.89,1294,18
130,T130,T130,Will MacKenzie,100,71.89,1294,18
131,132,132,Bubba Watson,80,71.94,1151,16
132,133,133,Harrison Frazar,88,71.95,1511,21
133,T134,T134,Jonathan Byrd,73,72.0,576,8
134,T134,T134,Stewart Cink,91,72.0,936,13
135,T134,T134,Ernie Els,59,72.0,216,3
136,T134,T134,Charles Howell III,89,72.0,504,7
137,T134,T134,Lee Janzen,66,72.0,1152,16
138,T134,T134,George McNeill,95,72.0,1008,14
139,T140,T140,Robert Garrigus,95,72.06,1153,16
140,T140,T140,Tom Pernice Jr.,104,72.06,1297,18
141,142,142,Jason Schultz,63,72.07,1009,14
142,143,143,Stuart Appleby,74,72.09,793,11
143,T144,T144,Jeff Sluman,60,72.1,721,10
144,T144,T144,Johnson Wagner,97,72.1,1514,21
145,146,146,Jim Rutledge,59,72.11,1298,18
146,147,147,Eric Axley,107,72.12,1803,25
147,T148,T148,Hunter Mahan,91,72.13,1082,15
148,T148,T148,Duffy Waldorf,69,72.13,1082,15
149,T150,T150,Fred Funk,65,72.17,866,12
150,T150,T150,Ian Poulter,63,72.17,866,12
151,152,152,Woody Austin,95,72.23,939,13
152,153,153,Freddie Jacobson,70,72.25,578,8
153,154,154,Bob Estes,88,72.27,1084,15
154,T155,T155,José Coceres,50,72.29,506,7
155,T155,T155,Shaun Micheel,91,72.29,1229,17
156,T157,T157,Bob Heintz,85,72.31,1157,16
157,T157,T157,Chris Riley,59,72.31,940,13
158,159,159,D.J. Brigman,67,72.33,868,12
159,160,160,Ben Curtis,80,72.36,1013,14
160,161,161,Chris DiMarco,79,72.4,724,10
161,162,162,Tim Clark,66,72.44,652,9
162,163,163,Chris Tidland,59,72.45,1449,20
163,164,164,John Daly,59,72.47,1232,17
164,165,165,David Branshaw,83,72.55,1596,22
165,166,166,Kirk Triplett,77,72.56,1161,16
166,167,167,Troy Matteson,87,72.57,1016,14
167,168,168,J.P. Hayes,89,72.59,1234,17
168,T169,T169,Chad Campbell,96,72.67,1308,18
169,T169,T169,Mathias Grönberg,95,72.67,1308,18
170,171,171,Doug LaBelle II,104,72.79,1383,19
171,172,172,Bob Tway,103,72.81,1165,16
172,173,173,Ryan Palmer,91,72.85,947,13
173,174,174,Luke Donald,69,72.86,510,7
174,T175,T175,Scott Gutschewski,67,73.0,876,12
175,T175,T175,Adam Scott,69,73.0,219,3
176,T175,T175,Dean Wilson,92,73.0,949,13
177,178,178,Kevin Stadler,95,73.06,1169,16
178,179,179,Chris Stroud,66,73.08,950,13
179,180,180,Kent Jones,97,73.11,1389,19
180,181,181,Robert Gamez,88,73.21,1391,19
181,182,182,Billy Andrade,88,73.23,952,13
182,183,183,Rich Barcelo,80,73.28,1319,18
183,T184,T184,Brian Bateman,55,73.29,1026,14
184,T184,T184,Anders Hansen,55,73.29,513,7
185,186,186,Kyle Reifers,71,73.31,1173,16
186,187,187,Todd Hamilton,76,73.33,1320,18
187,188,188,Chris Couch,76,73.38,1541,21
188,T189,T189,Paul Goydos,60,73.5,735,10
189,T189,T189,Matt Hendrix,63,73.5,735,10
190,T189,T189,Steve Wheatcroft,73,73.5,882,12
191,192,192,Jaco Van Zyl,51,73.7,737,10
192,193,193,Tom Byrum,50,73.82,812,11
193,T194,T194,Bubba Dickerson,51,74.0,666,9
194,T194,T194,Tiger Woods,63,74.0,74,1
195,196,196,José María Olazábal,52,74.38,595,8
