,Total_Eagles_RANK THIS WEEK,Total_Eagles_RANK LAST WEEK,Total_Eagles_PLAYER NAME,Total_Eagles_ROUNDS,Total_Eagles_TOTAL
51,T47,T47,Charles Howell III,89,8.0
52,T47,T47,Tripp Isenhour,86,8.0
53,T47,T47,Jerry Kelly,101,8.0
54,T47,T47,Frank Lickliter II,95,8.0
55,T47,T47,Steve Lowery,74,8.0
56,T47,T47,Steve Marino,106,8.0
57,T47,T47,Troy Matteson,87,8.0
58,T47,T47,Billy Mayfair,98,8.0
59,T47,T47,Tom Pernice Jr.,104,8.0
60,T47,T47,Tim Petrovic,106,8.0
61,T47,T47,Carl Pettersson,111,8.0
62,T47,T47,Jeff Quinney,95,8.0
63,T47,T47,Kirk Triplett,77,8.0
64,T47,T47,Bo Van Pelt,104,8.0
65,T47,T47,Scott Verplank,82,8.0
66,T47,T47,Boo Weekley,101,8.0
67,T47,T47,Mike Weir,82,8.0
68,T47,T47,Charlie Wi,90,8.0
69,T70,T70,Steve Allan,63,7.0
70,T70,T70,Robert Allenby,90,7.0
71,T70,T70,Briny Baird,115,7.0
72,T70,T70,Jason Bohn,57,7.0
73,T70,T70,Mark Calcavecchia,93,7.0
74,T70,T70,Chad Campbell,96,7.0
75,T70,T70,Stewart Cink,91,7.0
76,T70,T70,Tim Clark,66,7.0
77,T70,T70,Brendon de Jonge,76,7.0
78,T70,T70,Robert Gamez,88,7.0
79,T70,T70,John Mallinger,96,7.0
80,T70,T70,Shigeki Maruyama,84,7.0
81,T70,T70,Jeff Overton,60,7.0
82,T70,T70,Ted Purdy,102,7.0
83,T70,T70,Rory Sabbatini,81,7.0
84,T70,T70,Jason Schultz,63,7.0
85,T70,T70,John Senden,97,7.0
86,T70,T70,Duffy Waldorf,69,7.0
87,T88,T88,Billy Andrade,88,6.0
88,T88,T88,Tommy Armour III,81,6.0
89,T88,T88,Jonathan Byrd,73,6.0
90,T88,T88,Alex Cejka,80,6.0
91,T88,T88,Sergio Garcia,68,6.0
92,T88,T88,Paul Gow,70,6.0
93,T88,T88,Scott Gutschewski,67,6.0
94,T88,T88,J.J. Henry,86,6.0
95,T88,T88,J.B. Holmes,71,6.0
96,T88,T88,Lee Janzen,66,6.0
97,T88,T88,Zach Johnson,76,6.0
98,T88,T88,Doug LaBelle II,104,6.0
99,T88,T88,Jeff Maggert,79,6.0
100,T88,T88,Parker McLachlin,83,6.0
101,T88,T88,Geoff Ogilvy,84,6.0
102,T88,T88,Kenny Perry,83,6.0
103,T88,T88,Tag Ridings,52,6.0
104,T88,T88,Vaughn Taylor,91,6.0
105,T88,T88,Camilo Villegas,82,6.0
106,T88,T88,Johnson Wagner,97,6.0
107,T88,T88,Steve Wheatcroft,73,6.0
108,T109,T109,Ryan Armour,107,5.0
109,T109,T109,Aaron Baddeley,83,5.0
110,T109,T109,Cameron Beckman,96,5.0
111,T109,T109,David Branshaw,83,5.0
112,T109,T109,Andrew Buckle,77,5.0
113,T109,T109,Tom Byrum,50,5.0
114,T109,T109,K.J. Choi,87,5.0
115,T109,T109,Daniel Chopra,106,5.0
116,T109,T109,Chris Couch,76,5.0
117,T109,T109,Todd Hamilton,76,5.0
118,T109,T109,Matt Hendrix,63,5.0
119,T109,T109,Charley Hoffman,97,5.0
120,T109,T109,Anthony Kim,93,5.0
121,T109,T109,Matt Kuchar,85,5.0
122,T109,T109,Stephen Leaney,82,5.0
123,T109,T109,Tom Lehman,62,5.0
124,T109,T109,Craig Lile,77,5.0
125,T109,T109,Peter Lonard,85,5.0
126,T109,T109,Jesper Parnevik,88,5.0
127,T109,T109,Justin Rose,63,5.0
128,T109,T109,Jim Rutledge,59,5.0
129,T109,T109,Adam Scott,69,5.0
130,T109,T109,Joey Sindelar,75,5.0
131,T109,T109,Brandt Snedeker,105,5.0
132,T109,T109,Steve Stricker,81,5.0
133,T109,T109,Bob Tway,103,5.0
134,T109,T109,Mark Wilson,87,5.0
135,T136,T136,Stuart Appleby,74,4.0
136,T136,T136,Woody Austin,95,4.0
137,T136,T136,Rich Barcelo,80,4.0
138,T136,T136,Ben Curtis,80,4.0
139,T136,T136,Marco Dawson,73,4.0
140,T136,T136,Glen Day,85,4.0
141,T136,T136,Bob Estes,88,4.0
142,T136,T136,Brian Gay,107,4.0
143,T136,T136,J.P. Hayes,89,4.0
144,T136,T136,Bob Heintz,85,4.0
145,T136,T136,Tom Johnson,74,4.0
146,T136,T136,Craig Kanada,109,4.0
147,T136,T136,Justin Leonard,95,4.0
148,T136,T136,Rocco Mediate,72,4.0
149,T136,T136,John Merrick,92,4.0
150,T136,T136,Corey Pavin,81,4.0
151,T136,T136,Kyle Reifers,71,4.0
152,T136,T136,Chris Stroud,66,4.0
153,T136,T136,Kevin Sutherland,85,4.0
154,T136,T136,David Toms,80,4.0
155,T136,T136,D.J. Trahan,99,4.0
156,T157,T157,Stephen Ames,81,3.0
157,T157,T157,Craig Barlow,52,3.0
158,T157,T157,Bart Bryant,87,3.0
159,T157,T157,Joe Durant,88,3.0
160,T157,T157,Fred Funk,65,3.0
161,T157,T157,Jim Furyk,84,3.0
162,T157,T157,Retief Goosen,50,3.0
163,T157,T157,Padraig Harrington,64,3.0
164,T157,T157,Richard Johnson,93,3.0
165,T157,T157,Shaun Micheel,91,3.0
166,T157,T157,Ian Poulter,63,3.0
167,T157,T157,Dicky Pride,71,3.0
168,T157,T157,Chris Riley,59,3.0
169,T157,T157,Michael Sim,52,3.0
170,T157,T157,Dean Wilson,92,3.0
171,T172,T172,Brian Bateman,55,2.0
172,T172,T172,Gavin Coles,87,2.0
173,T172,T172,Luke Donald,69,2.0
174,T172,T172,Paul Goydos,60,2.0
175,T172,T172,Anders Hansen,55,2.0
176,T172,T172,Mark Hensby,81,2.0
177,T172,T172,Tim Herron,98,2.0
178,T172,T172,Trevor Immelman,74,2.0
179,T172,T172,Freddie Jacobson,70,2.0
180,T172,T172,Davis Love III,66,2.0
181,T172,T172,Nick O'Hern,72,2.0
182,T172,T172,José María Olazábal,52,2.0
183,T172,T172,Henrik Stenson,52,2.0
184,T172,T172,Jaco Van Zyl,51,2.0
185,T186,T186,Michael Boyd,61,1.0
186,T186,T186,Mark Brooks,53,1.0
187,T186,T186,José Coceres,50,1.0
188,T186,T186,Bubba Dickerson,51,1.0
189,T186,T186,Bryce Molder,56,1.0
190,T186,T186,Arron Oberholser,69,1.0
191,T186,T186,Jeff Sluman,60,1.0
192,T186,T186,Paul Stankowski,52,1.0
193,T194,T194,Craig Bowden,78,
194,T194,T194,Steve Elkington,87,
195,T194,T194,Jay Williamson,50,
