,Early_Par_3_Scoring_Average_RANK THIS WEEK,Early_Par_3_Scoring_Average_RANK LAST WEEK,Early_Par_3_Scoring_Average_PLAYER NAME,Early_Par_3_Scoring_Average_ROUNDS,Early_Par_3_Scoring_Average_AVG,Early_Par_3_Scoring_Average_TOTAL STROKES,Early_Par_3_Scoring_Average_TOTAL HOLES
0,1,1,Tim Clark,66,2.9,305,105
1,2,2,Henrik Stenson,52,2.93,255,87
2,3,3,Steve Elkington,87,2.94,535,182
3,4,4,Justin Rose,63,2.96,290,98
4,5,5,Tiger Woods,63,2.97,211,71
5,T6,T6,Jim Furyk,84,2.98,376,126
6,T6,T6,Retief Goosen,50,2.98,295,99
7,T6,T6,Arron Oberholser,69,2.98,390,131
8,T9,T9,José Coceres,50,2.99,278,93
9,T9,T9,Rod Pampling,92,2.99,515,172
10,T9,T9,Heath Slocum,101,2.99,569,190
11,T12,T12,Bart Bryant,87,3.0,492,164
12,T12,T12,Dean Wilson,92,3.0,634,211
13,T14,T14,Jonathan Byrd,73,3.01,430,143
14,T14,T14,Sergio Garcia,68,3.01,328,109
15,T14,T14,Lucas Glover,98,3.01,545,181
16,T14,T14,Padraig Harrington,64,3.01,301,100
17,T14,T14,Kevin Na,84,3.01,517,172
18,T14,T14,Mark Wilson,87,3.01,535,178
19,T20,T20,Tommy Armour III,81,3.02,495,164
20,T20,T20,Scott Gutschewski,67,3.02,471,156
21,T20,T20,Mark Hensby,81,3.02,525,174
22,T20,T20,Craig Kanada,109,3.02,649,215
23,T20,T20,Vaughn Taylor,91,3.02,559,185
24,T25,T25,Michael Allen,74,3.03,491,162
25,T25,T25,Briny Baird,115,3.03,716,236
26,T25,T25,K.J. Choi,87,3.03,373,123
27,T25,T25,George McNeill,95,3.03,645,213
28,T25,T25,Ryan Palmer,91,3.03,590,195
29,T25,T25,Dicky Pride,71,3.03,475,157
30,T25,T25,Brandt Snedeker,105,3.03,606,200
31,T32,T32,Craig Barlow,52,3.04,386,127
32,T32,T32,Mark Brooks,53,3.04,340,112
33,T32,T32,Stewart Cink,91,3.04,484,159
34,T32,T32,Steve Flesch,100,3.04,668,220
35,T32,T32,Jeff Gove,103,3.04,617,203
36,T32,T32,Cliff Kresge,107,3.04,672,221
37,T32,T32,Craig Lile,77,3.04,468,154
38,T32,T32,Rocco Mediate,72,3.04,516,170
39,T32,T32,John Merrick,92,3.04,604,199
40,T32,T32,Shaun Micheel,91,3.04,545,179
41,T32,T32,Kenny Perry,83,3.04,513,169
42,T32,T32,Michael Sim,52,3.04,292,96
43,T32,T32,Steve Stricker,81,3.04,414,136
44,T45,T45,Aaron Baddeley,83,3.05,393,129
45,T45,T45,Daniel Chopra,106,3.05,665,218
46,T45,T45,Luke Donald,69,3.05,405,133
47,T45,T45,Brian Gay,107,3.05,647,212
48,T45,T45,J.P. Hayes,89,3.05,577,189
49,T45,T45,Freddie Jacobson,70,3.05,339,111
50,T45,T45,Lee Janzen,66,3.05,406,133
51,T45,T45,Sean O'Hair,98,3.05,539,177
52,T45,T45,Greg Owen,81,3.05,524,172
53,T45,T45,Tom Pernice Jr.,104,3.05,582,191
54,T45,T45,Chris Stroud,66,3.05,391,128
55,T56,T56,Woody Austin,95,3.06,661,216
56,T56,T56,Rich Barcelo,80,3.06,533,174
57,T56,T56,Alex Cejka,80,3.06,548,179
58,T56,T56,Chris DiMarco,79,3.06,478,156
59,T56,T56,Jason Dufner,100,3.06,642,210
60,T56,T56,Mathew Goggin,97,3.06,587,192
61,T56,T56,Nathan Green,103,3.06,639,209
62,T56,T56,Ryuji Imada,104,3.06,619,202
63,T56,T56,Kent Jones,97,3.06,649,212
64,T56,T56,Anthony Kim,93,3.06,611,200
65,T56,T56,Matt Kuchar,85,3.06,532,174
66,T56,T56,Stephen Leaney,82,3.06,539,176
67,T56,T56,Tim Petrovic,106,3.06,670,219
68,T56,T56,John Senden,97,3.06,634,207
69,T56,T56,Scott Verplank,82,3.06,398,130
70,T56,T56,Jay Williamson,50,3.06,331,108
71,T72,T72,Anders Hansen,55,3.07,325,106
