,Back_9_Round_1_Scoring_Average_RANK THIS WEEK,Back_9_Round_1_Scoring_Average_RANK LAST WEEK,Back_9_Round_1_Scoring_Average_PLAYER NAME,Back_9_Round_1_Scoring_Average_AVG,Back_9_Round_1_Scoring_Average_TOTAL STROKES,Back_9_Round_1_Scoring_Average_TOTAL ROUNDS
74,T72,T72,Sean O'Hair,35.5,994,28
75,T72,T72,Bob Tway,35.5,1136,32
76,T77,T77,Mathew Goggin,35.52,1030,29
77,T77,T77,Zach Johnson,35.52,746,21
78,T77,T77,Peter Lonard,35.52,959,27
79,T77,T77,Hunter Mahan,35.52,959,27
80,T77,T77,John Senden,35.52,959,27
81,82,82,Robert Garrigus,35.54,995,28
82,83,83,Nathan Green,35.55,1031,29
83,T84,T84,Mark Brooks,35.56,640,18
84,T84,T84,Ted Purdy,35.56,1138,32
85,86,86,Chris Tidland,35.57,747,21
86,T87,T87,Craig Lile,35.58,854,24
87,T87,T87,Kenny Perry,35.58,854,24
88,T89,T89,Robert Allenby,35.59,961,27
89,T89,T89,Fred Funk,35.59,783,22
90,T89,T89,Scott Gutschewski,35.59,783,22
91,92,92,Joey Sindelar,35.6,890,25
92,93,93,Steve Allan,35.61,641,18
93,T94,T94,Bob Estes,35.64,998,28
94,T94,T94,Jerry Kelly,35.64,998,28
95,T94,T94,Kevin Sutherland,35.64,891,25
96,T94,T94,Mark Wilson,35.64,891,25
97,T98,T98,Justin Leonard,35.66,1034,29
98,T98,T98,John Merrick,35.66,1034,29
99,T98,T98,Greg Owen,35.66,1034,29
100,T101,T101,Jeff Brehaut,35.67,749,21
101,T101,T101,Pat Perez,35.67,963,27
102,T101,T101,Bo Van Pelt,35.67,1070,30
103,T101,T101,Brett Wetterich,35.67,963,27
104,105,105,Bill Haas,35.7,1071,30
105,T106,T106,Bart Bryant,35.71,857,24
106,T106,T106,J.P. Hayes,35.71,1000,28
107,T108,T108,Eric Axley,35.72,1286,36
108,T108,T108,Adam Scott,35.72,643,18
109,T108,T108,Kirk Triplett,35.72,893,25
110,111,111,John Daly,35.73,786,22
111,T112,T112,Anders Hansen,35.76,608,17
112,T112,T112,Dicky Pride,35.76,894,25
113,114,114,Harrison Frazar,35.78,1145,32
114,115,115,Boo Weekley,35.79,1038,29
115,116,116,George McNeill,35.8,1074,30
116,T117,T117,Rich Barcelo,35.81,931,26
117,T117,T117,Vijay Singh,35.81,931,26
118,T119,T119,Rocco Mediate,35.82,788,22
119,T119,T119,Shaun Micheel,35.82,1003,28
120,T119,T119,Johnson Wagner,35.82,1182,33
121,T122,T122,Brian Bateman,35.83,645,18
122,T122,T122,Billy Mayfair,35.83,1075,30
123,T122,T122,Rod Pampling,35.83,860,24
124,T125,T125,Charles Howell III,35.84,896,25
125,T125,T125,Shigeki Maruyama,35.84,1111,31
126,T127,T127,Glen Day,35.85,968,27
127,T127,T127,Trevor Immelman,35.85,717,20
128,T127,T127,Bubba Watson,35.85,932,26
129,130,130,Henrik Stenson,35.86,502,14
130,131,131,Charley Hoffman,35.87,1076,30
131,T132,T132,Craig Bowden,35.88,897,25
132,T132,T132,J.B. Holmes,35.88,861,24
133,T132,T132,Anthony Kim,35.88,933,26
134,135,135,Mark Calcavecchia,35.89,1005,28
135,T136,T136,Stephen Ames,35.9,754,21
136,T136,T136,David Branshaw,35.9,1077,30
137,T138,T138,Brendon de Jonge,35.92,934,26
138,T138,T138,Retief Goosen,35.92,467,13
139,T138,T138,Chris Stroud,35.92,862,24
140,T141,T141,Jason Bohn,35.94,611,17
141,T141,T141,Chris Riley,35.94,611,17
142,143,143,Steve Lowery,35.95,791,22
143,T144,T144,Billy Andrade,35.96,971,27
144,T144,T144,Darron Stiles,35.96,863,24
145,T144,T144,Dean Wilson,35.96,1007,28
146,147,147,John Mallinger,35.97,1043,29
147,T148,T148,Stuart Appleby,36.0,828,23
148,T148,T148,Tim Herron,36.0,972,27
149,T148,T148,Richard Johnson,36.0,1152,32
150,T148,T148,Jarrod Lyle,36.0,864,24
151,T148,T148,Tom Pernice Jr.,36.0,1116,31
152,T148,T148,Vaughn Taylor,36.0,1008,28
153,T154,T154,Jeff Gove,36.03,1081,30
154,T154,T154,Mathias Grönberg,36.03,1117,31
155,T154,T154,Kevin Stadler,36.03,1117,31
156,T157,T157,Matt Hendrix,36.04,865,24
157,T157,T157,Mark Hensby,36.04,901,25
158,T157,T157,Tom Johnson,36.04,973,27
159,160,160,Jason Schultz,36.05,793,22
160,161,161,Ken Duke,36.06,1118,31
161,162,162,Ben Curtis,36.08,866,24
162,T163,T163,Jonathan Byrd,36.09,830,23
163,T163,T163,Chris DiMarco,36.09,830,23
164,165,165,J.J. Henry,36.12,903,25
165,166,166,Jim Rutledge,36.13,831,23
166,T167,T167,Davis Love III,36.15,723,20
167,T167,T167,Kyle Reifers,36.15,940,26
168,169,169,Bubba Dickerson,36.21,688,19
169,170,170,Troy Matteson,36.23,942,26
170,T171,T171,Michael Boyd,36.24,761,21
171,T171,T171,Bryce Molder,36.24,761,21
172,173,173,Tom Byrum,36.25,725,20
173,T174,T174,Andrew Buckle,36.27,943,26
174,T174,T174,Tripp Isenhour,36.27,1088,30
175,T176,T176,Joe Durant,36.3,980,27
176,T176,T176,D.J. Trahan,36.3,1089,30
177,T178,T178,Parker McLachlin,36.32,1017,28
178,T178,T178,Mike Weir,36.32,799,22
179,180,180,José María Olazábal,36.33,545,15
180,181,181,Tim Petrovic,36.34,1163,32
181,T182,T182,Jeff Sluman,36.38,764,21
182,T182,T182,Jaco Van Zyl,36.38,764,21
183,184,184,Daisuke Maruyama,36.39,1019,28
184,185,185,Steve Wheatcroft,36.4,910,25
185,186,186,Luke Donald,36.42,692,19
186,187,187,Chad Campbell,36.44,984,27
187,188,188,Lee Janzen,36.46,875,24
188,189,189,Nick O'Hern,36.48,766,21
189,190,190,Robert Gamez,36.53,1096,30
190,191,191,Paul Gow,36.54,950,26
191,192,192,Ryan Palmer,36.6,1098,30
192,193,193,Geoff Ogilvy,36.71,771,21
193,194,194,Paul Goydos,36.83,663,18
194,195,195,Paul Stankowski,36.89,664,18
195,196,196,Todd Hamilton,37.25,1043,28
