,Rounds_in_the_60s_RANK THIS WEEK,Rounds_in_the_60s_RANK LAST WEEK,Rounds_in_the_60s_PLAYER NAME,Rounds_in_the_60s_EVENTS,Rounds_in_the_60s_TOTAL RNDS
0,1,1,Heath Slocum,28,43
1,T2,T2,Tim Petrovic,32,42
2,T2,T2,Vijay Singh,27,42
3,4,4,Bo Van Pelt,30,41
4,T5,T5,Briny Baird,31,40
5,T5,T5,Sean O'Hair,28,40
6,T5,T5,Brandt Snedeker,29,40
7,T5,T5,Steve Stricker,23,40
8,T9,T9,Cliff Kresge,30,37
9,T9,T9,Steve Marino,31,37
10,T9,T9,Billy Mayfair,30,37
11,T9,T9,Joe Ogilvie,31,37
12,T9,T9,Carl Pettersson,31,37
13,T9,T9,Charles Warren,29,37
14,T15,T15,Lucas Glover,29,36
15,T15,T15,John Rollins,29,36
16,T17,T17,Cameron Beckman,29,35
17,T17,T17,Jerry Kelly,28,35
18,T17,T17,Jesper Parnevik,27,35
19,T17,T17,Pat Perez,27,35
20,T21,T21,Jim Furyk,23,34
21,T21,T21,Boo Weekley,29,34
22,T23,T23,Robert Allenby,28,33
23,T23,T23,Woody Austin,27,33
24,T23,T23,K.J. Choi,25,33
25,T23,T23,Daniel Chopra,34,33
26,T23,T23,Brian Davis,28,33
27,T23,T23,Brian Gay,32,33
28,T23,T23,Charley Hoffman,30,33
29,T23,T23,Ryuji Imada,32,33
30,T23,T23,Anthony Kim,26,33
31,T23,T23,Hunter Mahan,27,33
32,T23,T23,Rory Sabbatini,23,33
33,T23,T23,Tiger Woods,16,33
34,T35,T35,Ryan Armour,32,32
35,T35,T35,Alex Cejka,25,32
36,T35,T35,Ken Duke,31,32
37,T35,T35,Mathew Goggin,30,32
38,T35,T35,Nathan Green,29,32
39,T35,T35,Bill Haas,30,32
40,T35,T35,Craig Kanada,34,32
41,T35,T35,Matt Kuchar,26,32
42,T35,T35,Ted Purdy,33,32
43,T44,T44,Robert Garrigus,28,31
44,T44,T44,Jeff Gove,30,31
45,T44,T44,Doug LaBelle II,33,31
46,T44,T44,Will MacKenzie,30,31
47,T44,T44,Bob Tway,32,31
48,T44,T44,Camilo Villegas,24,31
49,T44,T44,Charlie Wi,27,31
50,T51,T51,Eric Axley,36,30
51,T51,T51,Bart Bryant,25,30
52,T51,T51,Stewart Cink,25,30
53,T51,T51,Tim Herron,27,30
54,T51,T51,John Mallinger,29,30
55,T51,T51,Phil Mickelson,22,30
56,T51,T51,Arron Oberholser,21,30
57,T51,T51,Rod Pampling,25,30
58,T51,T51,Scott Verplank,23,30
59,T51,T51,Dean Wilson,28,30
60,T61,T61,Jonathan Byrd,23,29
61,T61,T61,Steve Flesch,31,29
62,T61,T61,Bob Heintz,27,29
63,T61,T61,Justin Leonard,29,29
64,T61,T61,Frank Lickliter II,30,29
65,T61,T61,Peter Lonard,27,29
66,T61,T61,George McNeill,30,29
67,T61,T61,Kevin Na,27,29
68,T61,T61,Jeff Quinney,29,29
69,T61,T61,Vaughn Taylor,28,29
70,T71,T71,Mark Calcavecchia,28,28
71,T71,T71,Tim Clark,19,28
72,T71,T71,Gavin Coles,28,28
73,T71,T71,Steve Elkington,25,28
74,T71,T71,Charles Howell III,26,28
75,T71,T71,Stephen Leaney,26,28
76,T71,T71,Troy Matteson,26,28
77,T71,T71,John Merrick,29,28
78,T71,T71,Kenny Perry,24,28
79,T71,T71,Kevin Sutherland,25,28
80,T71,T71,Johnson Wagner,33,28
81,T71,T71,Nick Watney,26,28
82,T71,T71,Bubba Watson,26,28
83,T84,T84,Stephen Ames,23,27
84,T84,T84,Tommy Armour III,24,27
85,T84,T84,Mathias Grönberg,31,27
86,T84,T84,J.P. Hayes,28,27
87,T84,T84,Ryan Moore,28,27
88,T84,T84,Geoff Ogilvy,22,27
89,T84,T84,Tom Pernice Jr.,31,27
90,T84,T84,John Senden,27,27
91,T92,T92,Rich Beem,29,26
92,T92,T92,Freddie Jacobson,20,26
93,T92,T92,Mike Weir,23,26
94,T95,T95,Craig Bowden,25,25
95,T95,T95,Jason Dufner,32,25
96,T95,T95,Bob Estes,28,25
97,T95,T95,Harrison Frazar,32,25
98,T95,T95,Kent Jones,30,25
99,T95,T95,Justin Rose,16,25
100,T95,T95,Adam Scott,19,25
101,T95,T95,Kevin Stadler,31,25
102,T95,T95,Mark Wilson,25,25
103,T104,T104,Billy Andrade,27,24
104,T104,T104,Aaron Baddeley,23,24
105,T104,T104,Marco Dawson,23,24
106,T104,T104,Ernie Els,16,24
107,T104,T104,Robert Gamez,30,24
108,T104,T104,J.J. Henry,26,24
109,T104,T104,Jarrod Lyle,24,24
110,T104,T104,Jeff Maggert,26,24
111,T104,T104,David Toms,22,24
112,T104,T104,Brett Wetterich,28,24
113,T114,T114,Michael Allen,22,23
114,T114,T114,Chad Campbell,28,23
115,T114,T114,Glen Day,27,23
116,T114,T114,Joe Durant,28,23
117,T114,T114,Sergio Garcia,19,23
118,T114,T114,Jason Gore,27,23
119,T114,T114,Mark Hensby,25,23
120,T114,T114,Steve Lowery,22,23
121,T114,T114,Shigeki Maruyama,31,23
122,T114,T114,Daisuke Maruyama,28,23
123,T114,T114,Shaun Micheel,29,23
124,T114,T114,Chris Stroud,24,23
125,T114,T114,D.J. Trahan,30,23
126,T127,T127,Steve Allan,18,22
127,T127,T127,Craig Lile,24,22
128,T127,T127,Jeff Overton,19,22
129,T127,T127,Ryan Palmer,30,22
130,T127,T127,Michael Putnam,29,22
131,T127,T127,Joey Sindelar,25,22
132,T133,T133,Brendon de Jonge,26,21
133,T133,T133,Fred Funk,22,21
134,T133,T133,J.B. Holmes,24,21
135,T133,T133,Tripp Isenhour,32,21
136,T133,T133,Zach Johnson,23,21
137,T133,T133,Parker McLachlin,28,21
138,T139,T139,Padraig Harrington,18,19
139,T139,T139,Tom Johnson,27,19
140,T139,T139,Rocco Mediate,22,19
141,T139,T139,Corey Pavin,25,19
142,T139,T139,Dicky Pride,25,19
143,T139,T139,Michael Sim,17,19
144,T145,T145,Jason Bohn,17,18
145,T145,T145,D.J. Brigman,22,18
146,T145,T145,Andrew Buckle,26,18
147,T145,T145,Ben Curtis,25,18
148,T145,T145,Luke Donald,20,18
149,T145,T145,Paul Gow,26,18
150,T145,T145,Trevor Immelman,21,18
151,T145,T145,Bernhard Langer,14,18
152,T145,T145,Tom Lehman,19,18
153,T145,T145,Chris Riley,17,18
154,T145,T145,Kirk Triplett,25,18
155,T145,T145,Jay Williamson,14,18
156,T157,T157,Stuart Appleby,24,17
157,T157,T157,Rich Barcelo,26,17
158,T157,T157,Paul Goydos,19,17
159,T157,T157,Richard Johnson,32,17
160,T157,T157,Davis Love III,21,17
161,T157,T157,Greg Owen,29,17
162,T157,T157,Paul Stankowski,18,17
163,T157,T157,Chris Tidland,21,17
164,T157,T157,Steve Wheatcroft,25,17
165,T166,T166,Chris DiMarco,24,16
166,T166,T166,Scott Gutschewski,22,16
167,T166,T166,Anders Hansen,17,16
168,T166,T166,Neal Lancaster,13,16
169,T166,T166,Nick O'Hern,22,16
170,T166,T166,Brett Quigley,25,16
171,T172,T172,David Branshaw,30,15
172,T172,T172,Mark Brooks,18,15
173,T174,T174,José Coceres,17,14
174,T174,T174,Chris Couch,30,14
175,T174,T174,John Daly,24,14
176,T174,T174,Lee Janzen,24,14
177,T174,T174,Ian Poulter,18,14
178,T174,T174,Kyle Reifers,27,14
179,T174,T174,Duffy Waldorf,23,14
180,T181,T181,Craig Barlow,16,13
181,T181,T181,Michael Boyd,21,13
182,T181,T181,Matt Hendrix,24,13
183,T181,T181,Jason Schultz,22,13
184,T185,T185,Jeff Brehaut,21,12
