,6-10_Final_Round_Performance_RANK THIS WEEK,6-10_Final_Round_Performance_RANK LAST WEEK,6-10_Final_Round_Performance_PLAYER NAME,6-10_Final_Round_Performance_EVENTS,6-10_Final_Round_Performance_% TIMES IMPROVED,6-10_Final_Round_Performance_# OF TIMES IMPROVED
0,T1,T1,Ryan Armour,32,100.0,1.0
1,T1,T1,Mark Calcavecchia,28,100.0,1.0
2,T1,T1,Gavin Coles,28,100.0,1.0
3,T1,T1,Brendon de Jonge,26,100.0,1.0
4,T1,T1,Ken Duke,31,100.0,1.0
5,T1,T1,Ernie Els,16,100.0,2.0
6,T1,T1,Robert Gamez,30,100.0,1.0
7,T1,T1,Sergio Garcia,19,100.0,2.0
8,T1,T1,Mathew Goggin,30,100.0,1.0
9,T1,T1,Mathias Grönberg,31,100.0,1.0
10,T1,T1,Bill Haas,30,100.0,1.0
11,T1,T1,Bob Heintz,27,100.0,1.0
12,T1,T1,J.J. Henry,26,100.0,1.0
13,T1,T1,J.B. Holmes,24,100.0,1.0
14,T1,T1,Tripp Isenhour,32,100.0,1.0
15,T1,T1,Tom Lehman,19,100.0,1.0
16,T1,T1,Davis Love III,21,100.0,1.0
17,T1,T1,Hunter Mahan,27,100.0,1.0
18,T1,T1,John Mallinger,29,100.0,1.0
19,T1,T1,Rocco Mediate,22,100.0,1.0
20,T1,T1,Shaun Micheel,29,100.0,1.0
21,T1,T1,Ryan Moore,28,100.0,2.0
22,T1,T1,Kevin Na,27,100.0,1.0
23,T1,T1,Arron Oberholser,21,100.0,1.0
24,T1,T1,Greg Owen,29,100.0,1.0
25,T1,T1,Ryan Palmer,30,100.0,1.0
26,T1,T1,Carl Pettersson,31,100.0,1.0
27,T1,T1,Jeff Quinney,29,100.0,1.0
28,T1,T1,Brandt Snedeker,29,100.0,4.0
29,T1,T1,Chris Stroud,24,100.0,1.0
30,T1,T1,Bubba Watson,26,100.0,2.0
31,T1,T1,Mike Weir,23,100.0,1.0
32,T1,T1,Dean Wilson,28,100.0,3.0
33,34,34,Rory Sabbatini,23,75.0,3.0
34,35,35,Jim Furyk,23,71.4,5.0
35,T36,T36,Robert Allenby,28,66.7,2.0
36,T36,T36,Cameron Beckman,29,66.7,2.0
37,T36,T36,J.P. Hayes,28,66.7,2.0
38,T36,T36,Jerry Kelly,28,66.7,2.0
39,T36,T36,Vijay Singh,27,66.7,2.0
40,T36,T36,Heath Slocum,28,66.7,2.0
41,T36,T36,David Toms,22,66.7,2.0
42,T36,T36,Camilo Villegas,24,66.7,2.0
43,44,44,K.J. Choi,25,60.0,3.0
44,T45,T45,Stephen Ames,23,50.0,1.0
45,T45,T45,Tim Clark,19,50.0,2.0
46,T45,T45,José Coceres,17,50.0,1.0
47,T45,T45,Luke Donald,20,50.0,1.0
48,T45,T45,Bob Estes,28,50.0,1.0
49,T45,T45,Retief Goosen,14,50.0,1.0
50,T45,T45,Jeff Gove,30,50.0,1.0
51,T45,T45,Freddie Jacobson,20,50.0,1.0
52,T45,T45,Anthony Kim,26,50.0,1.0
53,T45,T45,Stephen Leaney,26,50.0,1.0
54,T45,T45,Justin Leonard,29,50.0,1.0
55,T45,T45,Will MacKenzie,30,50.0,1.0
56,T45,T45,Troy Matteson,26,50.0,1.0
