,Sub-Par_Rounds_RANK THIS WEEK,Sub-Par_Rounds_RANK LAST WEEK,Sub-Par_Rounds_PLAYER NAME,Sub-Par_Rounds_EVENTS
100,T99,T99,Peter Lonard,27
101,T99,T99,Steve Lowery,22
102,T99,T99,Jarrod Lyle,24
103,T99,T99,Troy Matteson,26
104,T99,T99,Ryan Palmer,30
105,T99,T99,Kenny Perry,24
106,T99,T99,Mike Weir,23
107,T108,T108,Tim Clark,19
108,T108,T108,Charles Howell III,26
109,T108,T108,Richard Johnson,32
110,T108,T108,Jeff Overton,19
111,T108,T108,David Toms,22
112,T113,T113,Billy Andrade,27
113,T113,T113,Robert Gamez,30
114,T113,T113,Jeff Maggert,26
115,T113,T113,Michael Putnam,29
116,T117,T117,Michael Allen,22
117,T117,T117,Eric Axley,36
118,T117,T117,Marco Dawson,23
119,T117,T117,Brendon de Jonge,26
120,T117,T117,Sergio Garcia,19
121,T117,T117,J.J. Henry,26
122,T117,T117,Tripp Isenhour,32
123,T117,T117,Craig Lile,24
124,T117,T117,Arron Oberholser,21
125,T117,T117,Brett Wetterich,28
126,T127,T127,Stephen Ames,23
127,T127,T127,Ernie Els,16
128,T127,T127,Zach Johnson,23
129,T127,T127,Justin Rose,16
130,T127,T127,Adam Scott,19
131,T132,T132,Joe Durant,28
132,T132,T132,Chris Stroud,24
133,T132,T132,Steve Wheatcroft,25
134,T135,T135,Rocco Mediate,22
135,T135,T135,Greg Owen,29
136,T137,T137,Luke Donald,20
137,T137,T137,J.B. Holmes,24
138,T137,T137,Shigeki Maruyama,31
139,T137,T137,Dicky Pride,25
140,T137,T137,Chris Riley,17
141,T137,T137,Joey Sindelar,25
142,T137,T137,Kirk Triplett,25
143,T137,T137,Jay Williamson,14
144,T145,T145,Stuart Appleby,24
145,T145,T145,Rich Barcelo,26
146,T145,T145,Andrew Buckle,26
147,T145,T145,Chad Campbell,28
148,T145,T145,Paul Gow,26
149,T145,T145,Michael Sim,17
150,T151,T151,Steve Allan,18
151,T151,T151,D.J. Brigman,22
152,T151,T151,Scott Gutschewski,22
153,T151,T151,Tom Lehman,19
154,T151,T151,Corey Pavin,25
155,T151,T151,Chris Tidland,21
156,T157,T157,David Branshaw,30
157,T157,T157,Chris Couch,30
158,T157,T157,Fred Funk,22
159,T157,T157,Trevor Immelman,21
160,T157,T157,Tom Johnson,27
161,T157,T157,Duffy Waldorf,23
162,T163,T163,Jason Bohn,17
163,T163,T163,Padraig Harrington,18
164,T163,T163,Brett Quigley,25
165,T163,T163,Paul Stankowski,18
166,T167,T167,Michael Boyd,21
167,T167,T167,Ben Curtis,25
168,T167,T167,Tag Ridings,18
169,T167,T167,Jason Schultz,22
170,T171,T171,Chris DiMarco,24
171,T171,T171,Bernhard Langer,14
172,T171,T171,Ian Poulter,18
173,T171,T171,Kyle Reifers,27
174,T171,T171,Darron Stiles,24
175,T176,T176,Mark Brooks,18
176,T176,T176,Davis Love III,21
177,T178,T178,Craig Barlow,16
178,T178,T178,Lee Janzen,24
179,T178,T178,Bryce Molder,21
180,T181,T181,Jeff Brehaut,21
181,T181,T181,Brent Geiberger,17
182,T181,T181,Paul Goydos,19
183,T181,T181,Bob May,16
184,T181,T181,Nick O'Hern,22
185,T181,T181,Jeff Sluman,21
186,T181,T181,Garrett Willis,13
187,T188,T188,Matt Hendrix,24
188,T188,T188,Neal Lancaster,13
189,T190,T190,Bubba Dickerson,19
190,T190,T190,Todd Hamilton,28
191,T190,T190,Anders Hansen,17
192,T190,T190,José María Olazábal,16
193,T190,T190,Jerry Smith,19
194,T195,T195,Brian Bateman,18
195,T195,T195,Tom Byrum,20
196,T195,T195,José Coceres,17
197,T195,T195,John Daly,24
198,T195,T195,Jay Delsing,12
199,T195,T195,John Huston,16
200,201,201,Arjun Atwal,12
201,T202,T202,Paul Azinger,13
202,T202,T202,Olin Browne,15
203,T204,T204,Ángel Cabrera,14
204,T204,T204,Retief Goosen,14
205,T204,T204,Greg Kraft,10
206,T204,T204,Jim Rutledge,23
207,T204,T204,Jaco Van Zyl,21
208,T209,T209,John Cook,13
209,T209,T209,Dan Forsman,12
210,T209,T209,Carlos Franco,12
211,T209,T209,Dudley Hart,12
212,T213,T213,Brad Faxon,18
213,T213,T213,Henrik Stenson,15
214,T213,T213,Vance Veazey,9
215,T216,T216,Ben Crane,9
216,T216,T216,Steve Jones,9
217,T216,T216,Grant Waite,12
218,219,219,Paul Casey,10
219,T220,T220,Michael Bradley,8
220,T220,T220,Alejandro Cañizares,3
221,T220,T220,Robert Karlsson,13
222,T223,T223,David Duval,7
223,T223,T223,Larry Mize,12
224,T223,T223,"Wes Short, Jr.",12
225,T223,T223,Chris Smith,8
226,T223,T223,Phil Tataurangi,8
227,T228,T228,Niclas Fasth,10
228,T228,T228,Todd Fischer,4
229,T228,T228,"Jim Gallagher, Jr.",9
230,T228,T228,Spike McRoy,6
231,T228,T228,B.J. Staten,7
232,T233,T233,Nick Flanagan,4
233,T233,T233,Scott Gump,12
234,T233,T233,Skip Kendall,5
235,T233,T233,Colt Knost,4
236,T233,T233,Paul McGinley,5
237,T233,T233,Lee Westwood,8
238,T239,T239,Shane Bertsch,4
239,T239,T239,Darren Clarke,10
240,T239,T239,Robert Damron,10
241,T239,T239,David Howell,10
242,T239,T239,Len Mattiace,10
243,T239,T239,Jim McGovern,5
244,T239,T239,Omar Uresti,4
245,T239,T239,Willie Wood,6
246,T247,T247,Andy Bare,1
247,T247,T247,Markus Brier,2
248,T247,T247,Kris Cox,8
249,T247,T247,Tadd Fujikawa,4
250,T247,T247,Tom Gillis,3
251,T247,T247,Richard Green,5
252,T247,T247,Mark O'Meara,4
253,T247,T247,Andres Romero,3
254,T247,T247,Andrew Ruthkoski,2
255,T247,T247,Paul Sheehan,11
256,T257,T257,"David Berganio, Jr.",3
257,T257,T257,Thomas Bjørn,6
258,T257,T257,Bob Burns,5
259,T257,T257,Russ Cochran,1
260,T257,T257,Danny Ellis,2
261,T257,T257,Miguel Angel Jiménez,5
262,T257,T257,Franklin Langham,1
263,T257,T257,Luke List,4
264,T257,T257,Bill Lunde,1
265,T257,T257,Pablo Martin Benavides,6
266,T257,T257,Kelly Mitchum,4
267,T257,T257,Brady Schnell,1
268,T257,T257,Charl Schwartzel,6
269,T257,T257,Kyle Thompson,1
270,T257,T257,Tom Watson,2
271,T257,T257,Lee Williams,2
272,T273,T273,Notah Begay III,7
273,T273,T273,Ryan Blaum,1
274,T273,T273,Guy Boros,4
275,T273,T273,Paul Broadhurst,2
276,T273,T273,Fred Couples,3
277,T273,T273,Nick Dougherty,3
278,T273,T273,Pelle Edberg,1
279,T273,T273,Johan Edfors,8
280,T273,T273,Matt Every,2
281,T273,T273,Keith Fergus,1
282,T273,T273,Mark Foster,1
283,T273,T273,Andres Gonzales,1
284,T273,T273,Mike Grob,1
285,T273,T273,Gary Hallberg,7
286,T273,T273,Donnie Hammond,1
287,T273,T273,Peter Hanson,3
288,T273,T273,Gabriel Hjertstedt,9
289,T273,T273,Tim Hogarth,1
290,T273,T273,Brandt Jobe,5
291,T273,T273,Chris Kirk,3
292,T273,T273,Bronson La'Cassie,1
293,T273,T273,Thomas Levet,5
294,T273,T273,J.L. Lewis,4
295,T273,T273,Jamie Lovemark,2
296,T273,T273,Jonathan Moore,2
297,T273,T273,Dennis Paulson,3
298,T273,T273,Scott Piercy,6
299,T273,T273,Richie Ramsay,6
300,T273,T273,Jeev Milkha Singh,12
301,T302,T302,Brad Adamonis,2
302,T302,T302,Lonny Alexander,1
303,T302,T302,Alex Aragon,1
304,T302,T302,Ricky Barnes,2
305,T302,T302,Chris Baryla,1
306,T302,T302,Ronnie Black,1
307,T302,T302,Grégory Bourdy,1
308,T302,T302,Steven Bowditch,5
309,T302,T302,Michael Campbell,9
310,T302,T302,Bobby Clampett,1
311,T302,T302,Michael Clark II,1
312,T302,T302,Joe Daley,2
313,T302,T302,Stuart Deane,3
314,T302,T302,Graham DeLaet,1
315,T302,T302,Bradley Dredge,4
316,T302,T302,James Driscoll,2
317,T302,T302,Simon Dyson,1
318,T302,T302,Derek Fathauer,1
319,T302,T302,Tony Finau,1
320,T302,T302,Alastair Forsyth,1
321,T302,T302,Philip Francis,3
322,T302,T302,Ryan Garrity,1
323,T302,T302,Derek Gillespie,1
324,T302,T302,Bill Glasson,4
325,T302,T302,Anton Haig,2
326,T302,T302,David Hearn,1
327,T302,T302,Scott Hebert,2
328,T302,T302,Mike Heinen,1
329,T302,T302,Nolan Henke,1
330,T302,T302,Billy Hurley III,1
331,T302,T302,Raphael Jacquelin,3
332,T302,T302,Thongchai Jaidee,3
333,T302,T302,Shingo Katayama,7
334,T302,T302,Danny King,1
335,T302,T302,Corbin King,1
336,T302,T302,Joel Kribel,1
337,T302,T302,José Manuel Lara,2
338,T302,T302,Brad Lardon,3
339,T302,T302,Han Lee,1
340,T302,T302,Won Joon Lee,1
341,T302,T302,Ian Leggatt,4
342,T302,T302,Jim Lemon,1
343,T302,T302,James Lepp,1
344,T302,T302,James Love,1
345,T302,T302,Sandy Lyle,2
346,T302,T302,Andrew Magee,1
347,T302,T302,Eric Manning,1
348,T302,T302,Graeme McDowell,3
349,T302,T302,William McGirt,1
350,T302,T302,Rory McIlroy,1
351,T302,T302,Prom Meesawat,1
352,T302,T302,Brian Miller,1
353,T302,T302,Yusaku Miyazato,1
354,T302,T302,Brock Mulder,1
355,T302,T302,Louis Oosthuizen,1
356,T302,T302,Andrew Parr,2
357,T302,T302,Craig Perks,15
358,T302,T302,"Ron Philo, Jr.",6
359,T302,T302,Loren Roberts,3
360,T302,T302,Martin Rominger,1
361,T302,T302,Adam Rubinson,1
362,T302,T302,Phil Schmitt,1
363,T302,T302,Graeme Storm,3
364,T302,T302,Chris Taylor,1
365,T302,T302,Oliver Thomson,2
366,T302,T302,Esteban Toledo,2
367,T302,T302,Paul Trittler,1
368,T302,T302,Jon Turcott,1
369,T302,T302,Stan Utley,1
370,T302,T302,Y.E. Yang,9
371,T302,T302,Azuma Yano,1
372,T302,T302,Kaname Yokoo,2
373,T302,T302,Eli Zackheim,1
374,T302,T302,Fabrizio Zanotti,1
