,Tenth_Tee_Early_Lowest_Round_RANK THIS WEEK,Tenth_Tee_Early_Lowest_Round_RANK LAST WEEK,Tenth_Tee_Early_Lowest_Round_PLAYER NAME,Tenth_Tee_Early_Lowest_Round_ROUNDS,Tenth_Tee_Early_Lowest_Round_LOW RND
0,1,1,Brandt Snedeker,105,61
1,T2,T2,Hunter Mahan,91,62
2,T2,T2,Rory Sabbatini,81,62
3,T2,T2,Garrett Willis,38,62
4,T5,T5,Stephen Ames,81,63
5,T5,T5,Brendon de Jonge,76,63
6,T5,T5,Luke Donald,69,63
7,T5,T5,Robert Garrigus,95,63
8,T5,T5,Brian Gay,107,63
9,T5,T5,Jerry Kelly,101,63
10,T5,T5,Skip Kendall,15,63
11,T5,T5,Jeff Quinney,95,63
12,T5,T5,Kevin Sutherland,85,63
13,T5,T5,Charles Warren,101,63
14,T5,T5,Charlie Wi,90,63
15,T16,T16,Steve Allan,63,64
16,T16,T16,Jonathan Byrd,73,64
17,T16,T16,Chad Campbell,96,64
18,T16,T16,Tim Clark,66,64
19,T16,T16,José Coceres,50,64
20,T16,T16,Chris DiMarco,79,64
21,T16,T16,Mathias Grönberg,95,64
22,T16,T16,Dudley Hart,37,64
23,T16,T16,Anthony Kim,93,64
24,T16,T16,Neal Lancaster,41,64
25,T16,T16,Jeff Maggert,79,64
26,T16,T16,Troy Matteson,87,64
27,T16,T16,Billy Mayfair,98,64
28,T16,T16,George McNeill,95,64
29,T16,T16,John Merrick,92,64
30,T16,T16,Phil Mickelson,73,64
31,T16,T16,Carl Pettersson,111,64
32,T16,T16,Ted Purdy,102,64
33,T16,T16,Andrew Ruthkoski,8,64
34,T16,T16,John Senden,97,64
35,T16,T16,Chris Stroud,66,64
36,T16,T16,Bob Tway,103,64
37,T16,T16,Mike Weir,82,64
38,T16,T16,Tiger Woods,63,64
39,T40,T40,Billy Andrade,88,65
40,T40,T40,Aaron Baddeley,83,65
41,T40,T40,Rich Barcelo,80,65
42,T40,T40,D.J. Brigman,67,65
43,T40,T40,Andrew Buckle,77,65
44,T40,T40,Brian Davis,101,65
45,T40,T40,Marco Dawson,73,65
46,T40,T40,Jay Delsing,37,65
47,T40,T40,Ernie Els,59,65
48,T40,T40,Tony Finau,4,65
49,T40,T40,Jim Furyk,84,65
50,T40,T40,Robert Gamez,88,65
51,T40,T40,J.P. Hayes,89,65
52,T40,T40,David Hearn,4,65
53,T40,T40,Bob Heintz,85,65
54,T40,T40,Matt Hendrix,63,65
55,T40,T40,Charles Howell III,89,65
56,T40,T40,Zach Johnson,76,65
57,T40,T40,Craig Kanada,109,65
58,T40,T40,Cliff Kresge,107,65
59,T40,T40,Bernhard Langer,47,65
60,T40,T40,Justin Leonard,95,65
61,T40,T40,Craig Lile,77,65
62,T40,T40,Peter Lonard,85,65
63,T40,T40,Davis Love III,66,65
64,T40,T40,John Mallinger,96,65
65,T40,T40,Steve Marino,106,65
66,T40,T40,Daisuke Maruyama,86,65
67,T40,T40,Rocco Mediate,72,65
68,T40,T40,Ryan Moore,92,65
69,T40,T40,Joe Ogilvie,102,65
70,T40,T40,José María Olazábal,52,65
71,T40,T40,Rod Pampling,92,65
72,T40,T40,Kenny Perry,83,65
73,T40,T40,Brett Quigley,79,65
74,T40,T40,Michael Sim,52,65
75,T40,T40,Heath Slocum,101,65
76,T40,T40,Jeff Sluman,60,65
77,T40,T40,Paul Stankowski,52,65
78,T40,T40,Vaughn Taylor,91,65
79,T40,T40,Bo Van Pelt,104,65
80,T40,T40,Duffy Waldorf,69,65
81,T40,T40,Steve Wheatcroft,73,65
82,T40,T40,Dean Wilson,92,65
83,T84,T84,Stuart Appleby,74,66
84,T84,T84,Ryan Armour,107,66
85,T84,T84,Briny Baird,115,66
86,T84,T84,Chris Baryla,4,66
87,T84,T84,Cameron Beckman,96,66
88,T84,T84,Jason Bohn,57,66
89,T84,T84,David Branshaw,83,66
90,T84,T84,Bart Bryant,87,66
91,T84,T84,Tom Byrum,50,66
92,T84,T84,Paul Casey,38,66
93,T84,T84,K.J. Choi,87,66
94,T84,T84,Stewart Cink,91,66
95,T84,T84,John Cook,34,66
96,T84,T84,Ben Crane,29,66
97,T84,T84,Jason Dufner,100,66
98,T84,T84,Ken Duke,112,66
99,T84,T84,Bob Estes,88,66
100,T84,T84,Sergio Garcia,68,66
101,T84,T84,Mathew Goggin,97,66
102,T84,T84,Jason Gore,86,66
103,T84,T84,Jeff Gove,103,66
104,T84,T84,Paul Goydos,60,66
105,T84,T84,Scott Gutschewski,67,66
106,T84,T84,Bill Haas,93,66
107,T84,T84,Todd Hamilton,76,66
108,T84,T84,Padraig Harrington,64,66
109,T84,T84,Tim Herron,98,66
110,T84,T84,John Huston,46,66
111,T84,T84,Freddie Jacobson,70,66
112,T84,T84,Lee Janzen,66,66
113,T84,T84,Tom Johnson,74,66
114,T84,T84,Kent Jones,97,66
115,T84,T84,Matt Kuchar,85,66
116,T84,T84,Bronson La'Cassie,4,66
117,T84,T84,Steve Lowery,74,66
118,T84,T84,Jarrod Lyle,77,66
119,T84,T84,Arron Oberholser,69,66
120,T84,T84,Tom Pernice Jr.,104,66
121,T84,T84,Tim Petrovic,106,66
122,T84,T84,Michael Putnam,96,66
123,T84,T84,Tag Ridings,52,66
124,T84,T84,Jason Schultz,63,66
125,T84,T84,Adam Scott,69,66
126,T84,T84,Joey Sindelar,75,66
127,T84,T84,Vijay Singh,102,66
128,T84,T84,Kevin Stadler,95,66
129,T84,T84,Darron Stiles,65,66
130,T84,T84,David Toms,80,66
131,T84,T84,D.J. Trahan,99,66
132,T84,T84,Nick Watney,87,66
133,T84,T84,Bubba Watson,80,66
134,T84,T84,Brett Wetterich,88,66
135,T84,T84,Mark Wilson,87,66
136,T137,T137,Michael Allen,74,67
137,T137,T137,Robert Allenby,90,67
138,T137,T137,Arjun Atwal,36,67
139,T137,T137,Woody Austin,95,67
140,T137,T137,Brian Bateman,55,67
141,T137,T137,Rich Beem,89,67
142,T137,T137,Jeff Brehaut,59,67
143,T137,T137,Mark Brooks,53,67
144,T137,T137,Olin Browne,44,67
145,T137,T137,Mark Calcavecchia,93,67
146,T137,T137,Daniel Chopra,106,67
147,T137,T137,Gavin Coles,87,67
148,T137,T137,Chris Couch,76,67
149,T137,T137,Ben Curtis,80,67
150,T137,T137,Glen Day,85,67
151,T137,T137,Joe Durant,88,67
152,T137,T137,Steve Elkington,87,67
153,T137,T137,Harrison Frazar,88,67
154,T137,T137,Fred Funk,65,67
155,T137,T137,Lucas Glover,98,67
156,T137,T137,Paul Gow,70,67
157,T137,T137,Nathan Green,103,67
158,T137,T137,J.J. Henry,86,67
159,T137,T137,Mark Hensby,81,67
160,T137,T137,Charley Hoffman,97,67
161,T137,T137,J.B. Holmes,71,67
162,T137,T137,Ryuji Imada,104,67
163,T137,T137,Richard Johnson,93,67
164,T137,T137,Doug LaBelle II,104,67
165,T137,T137,Stephen Leaney,82,67
166,T137,T137,Tom Lehman,62,67
167,T137,T137,Bob May,49,67
168,T137,T137,Kevin Na,84,67
169,T137,T137,Nick O'Hern,72,67
170,T137,T137,Geoff Ogilvy,84,67
171,T137,T137,Jeff Overton,60,67
172,T137,T137,Greg Owen,81,67
173,T137,T137,Ryan Palmer,91,67
174,T137,T137,Corey Pavin,81,67
175,T137,T137,Scott Piercy,12,67
176,T137,T137,Kyle Reifers,71,67
177,T137,T137,John Rollins,102,67
178,T137,T137,Henrik Stenson,52,67
179,T137,T137,Steve Stricker,81,67
180,T137,T137,Kirk Triplett,77,67
181,T137,T137,Vance Veazey,27,67
182,T137,T137,Scott Verplank,82,67
