,Bogey_Average_RANK THIS WEEK,Bogey_Average_RANK LAST WEEK,Bogey_Average_PLAYER NAME,Bogey_Average_EVENTS,Bogey_Average_AVERAGE BOGEYS PER ROUND,Bogey_Average_TOTAL BOGEYS,Bogey_Average_ROUNDS PLAYED
90,T91,T91,Jason Gore,27,2.79,240,86
91,T91,T91,Ryuji Imada,32,2.79,290,104
92,T91,T91,Ryan Moore,28,2.79,257,92
93,T91,T91,Rod Pampling,25,2.79,251,90
94,T95,T95,Bill Haas,30,2.8,260,93
95,T95,T95,J.P. Hayes,28,2.8,249,89
96,T95,T95,Johnson Wagner,33,2.8,272,97
97,T98,T98,George McNeill,30,2.82,268,95
98,T98,T98,Tim Petrovic,32,2.82,299,106
99,T98,T98,Jeff Quinney,29,2.82,268,95
100,T101,T101,Mark Calcavecchia,28,2.83,263,93
101,T101,T101,Pat Perez,27,2.83,238,84
102,T103,T103,Jeff Gove,30,2.85,294,103
103,T103,T103,Tom Lehman,19,2.85,177,62
104,T103,T103,Shaun Micheel,29,2.85,251,88
105,T103,T103,Vaughn Taylor,28,2.85,259,91
106,T107,T107,Frank Lickliter II,30,2.86,272,95
107,T107,T107,Steve Lowery,22,2.86,212,74
108,T107,T107,Ryan Palmer,30,2.86,260,91
109,110,110,Joe Ogilvie,31,2.87,293,102
110,T111,T111,Rich Barcelo,26,2.88,230,80
111,T111,T111,Chris Stroud,24,2.88,190,66
112,T111,T111,Bob Tway,32,2.88,297,103
113,T114,T114,Jason Bohn,17,2.89,165,57
114,T114,T114,Tim Herron,27,2.89,283,98
115,T114,T114,Kent Jones,30,2.89,280,97
116,T114,T114,John Merrick,29,2.89,266,92
117,T114,T114,Mike Weir,23,2.89,234,81
118,T119,T119,Joe Durant,28,2.9,252,87
119,T119,T119,Corey Pavin,25,2.9,235,81
120,T119,T119,Carl Pettersson,31,2.9,319,110
121,T122,T122,Eric Axley,36,2.91,311,107
122,T122,T122,Jerry Kelly,28,2.91,294,101
123,T122,T122,Greg Owen,29,2.91,236,81
124,T125,T125,Steve Allan,18,2.92,184,63
125,T125,T125,Michael Allen,22,2.92,216,74
126,T125,T125,Robert Allenby,28,2.92,260,89
127,T125,T125,Craig Barlow,16,2.92,152,52
128,T125,T125,Bob Estes,28,2.92,257,88
129,T125,T125,Will MacKenzie,30,2.92,292,100
130,T125,T125,Ted Purdy,33,2.92,298,102
131,T132,T132,Jason Dufner,32,2.93,293,100
132,T132,T132,Robert Gamez,30,2.93,258,88
133,T132,T132,Anders Hansen,17,2.93,161,55
134,T132,T132,Trevor Immelman,21,2.93,199,68
135,T132,T132,Troy Matteson,26,2.93,255,87
136,T137,T137,Robert Garrigus,28,2.94,279,95
137,T137,T137,Charley Hoffman,30,2.94,285,97
138,T137,T137,Shigeki Maruyama,31,2.94,247,84
139,140,140,Joey Sindelar,25,2.95,221,75
140,141,141,David Toms,22,2.96,228,77
141,T142,T142,Stuart Appleby,24,2.97,217,73
142,T142,T142,Andrew Buckle,26,2.97,229,77
143,T142,T142,Luke Donald,20,2.97,199,67
144,T145,T145,Brian Bateman,18,2.98,164,55
145,T145,T145,Michael Boyd,21,2.98,182,61
146,T145,T145,John Rollins,29,2.98,301,101
147,T145,T145,Kevin Stadler,31,2.98,283,95
148,T145,T145,Henrik Stenson,15,2.98,137,46
149,150,150,Daisuke Maruyama,28,2.99,257,86
150,151,151,Tripp Isenhour,32,3.0,258,86
151,T152,T152,Chris Couch,30,3.01,229,76
152,T152,T152,Geoff Ogilvy,22,3.01,235,78
153,T154,T154,Mathias Grönberg,31,3.02,287,95
154,T154,T154,Charles Howell III,26,3.02,260,86
155,T154,T154,Parker McLachlin,28,3.02,251,83
156,T157,T157,Rocco Mediate,22,3.03,218,72
157,T157,T157,Tom Pernice Jr.,31,3.03,315,104
158,159,159,David Branshaw,30,3.05,253,83
159,T160,T160,Matt Hendrix,24,3.06,193,63
160,T160,T160,Jason Schultz,22,3.06,193,63
161,T160,T160,Adam Scott,19,3.06,208,68
162,163,163,Lee Janzen,24,3.08,203,66
163,164,164,Fred Funk,22,3.09,201,65
164,T165,T165,J.B. Holmes,24,3.1,220,71
165,T165,T165,Ian Poulter,18,3.1,186,60
166,167,167,J.J. Henry,26,3.12,265,85
167,168,168,Rich Beem,29,3.13,279,89
168,T169,T169,Harrison Frazar,32,3.14,276,88
169,T169,T169,Jaco Van Zyl,21,3.14,160,51
170,171,171,Steve Wheatcroft,25,3.15,230,73
171,T172,T172,Brendon de Jonge,26,3.16,240,76
172,T172,T172,Michael Putnam,29,3.16,303,96
173,T174,T174,Paul Goydos,19,3.17,187,59
174,T174,T174,Jim Rutledge,23,3.17,187,59
175,176,176,Nick O'Hern,22,3.18,216,68
176,177,177,Tom Johnson,27,3.19,236,74
177,178,178,Bryce Molder,21,3.2,179,56
178,179,179,Chris DiMarco,24,3.21,247,77
179,180,180,Paul Stankowski,18,3.23,168,52
180,T181,T181,D.J. Brigman,22,3.24,217,67
181,T181,T181,Bubba Dickerson,19,3.24,165,51
182,T183,T183,Billy Andrade,27,3.27,288,88
183,T183,T183,Chad Campbell,28,3.27,294,90
184,T183,T183,Kyle Reifers,27,3.27,232,71
185,186,186,Scott Gutschewski,22,3.28,220,67
186,187,187,Darron Stiles,24,3.32,216,65
187,T188,T188,John Daly,24,3.34,197,59
188,T188,T188,Davis Love III,21,3.34,217,65
189,190,190,Retief Goosen,14,3.35,161,48
190,191,191,Brett Quigley,25,3.4,265,78
191,192,192,Brett Wetterich,28,3.41,297,87
192,193,193,Ben Curtis,25,3.43,274,80
193,194,194,Jeff Sluman,21,3.52,211,60
194,195,195,José María Olazábal,16,3.56,178,50
195,196,196,Todd Hamilton,28,3.57,271,76
