,Bogey_Average_RANK THIS WEEK,Bogey_Average_RANK LAST WEEK,Bogey_Average_PLAYER NAME,Bogey_Average_EVENTS,Bogey_Average_AVERAGE BOGEYS PER ROUND,Bogey_Average_TOTAL BOGEYS,Bogey_Average_ROUNDS PLAYED
0,1,1,Tiger Woods,16,2.05,123,60
1,2,2,Heath Slocum,28,2.34,236,101
2,3,3,Alex Cejka,25,2.38,190,80
3,T4,T4,Stephen Leaney,26,2.39,196,82
4,T4,T4,Phil Mickelson,22,2.39,170,71
5,T4,T4,Steve Stricker,23,2.39,191,80
6,T7,T7,Matt Kuchar,26,2.46,209,85
7,T7,T7,Michael Sim,17,2.46,128,52
8,T9,T9,Jim Furyk,23,2.48,203,82
9,T9,T9,Charlie Wi,27,2.48,223,90
10,T11,T11,Chris Riley,17,2.49,147,59
11,T11,T11,Brandt Snedeker,29,2.49,261,105
12,13,13,Jeff Overton,19,2.5,150,60
13,T14,T14,Tommy Armour III,24,2.51,203,81
14,T14,T14,Mark Brooks,18,2.51,133,53
15,T14,T14,Gavin Coles,28,2.51,218,87
16,T14,T14,Ken Duke,31,2.51,281,112
17,18,18,Daniel Chopra,34,2.53,268,106
18,19,19,K.J. Choi,25,2.54,216,85
19,T20,T20,Tim Clark,19,2.55,163,64
20,T20,T20,Lucas Glover,29,2.55,247,97
21,T20,T20,Jesper Parnevik,27,2.55,224,88
22,23,23,José Coceres,17,2.56,128,50
23,T24,T24,Cameron Beckman,29,2.57,247,96
24,T24,T24,Brian Davis,28,2.57,260,101
25,T24,T24,D.J. Trahan,30,2.57,254,99
26,T27,T27,Briny Baird,31,2.59,298,115
27,T27,T27,Brian Gay,32,2.59,277,107
28,T27,T27,Doug LaBelle II,33,2.59,269,104
29,T27,T27,Rory Sabbatini,23,2.59,205,79
30,T27,T27,Bo Van Pelt,30,2.59,269,104
31,T32,T32,Ernie Els,16,2.6,151,58
32,T32,T32,Bob Heintz,27,2.6,221,85
33,T32,T32,Zach Johnson,23,2.6,195,75
34,T35,T35,Stephen Ames,23,2.61,201,77
35,T35,T35,Kevin Na,27,2.61,219,84
36,T37,T37,Sergio Garcia,19,2.62,173,66
37,T37,T37,Craig Lile,24,2.62,202,77
38,T37,T37,Jeff Maggert,26,2.62,207,79
39,T40,T40,Anthony Kim,26,2.63,245,93
40,T40,T40,John Senden,27,2.63,255,97
41,T40,T40,Scott Verplank,23,2.63,213,81
42,43,43,Peter Lonard,27,2.64,224,85
43,T44,T44,Nathan Green,29,2.65,273,103
44,T44,T44,Kirk Triplett,25,2.65,204,77
45,T46,T46,Ryan Armour,32,2.66,285,107
46,T46,T46,Woody Austin,27,2.66,253,95
47,T46,T46,Tom Byrum,20,2.66,133,50
48,T46,T46,Dicky Pride,25,2.66,189,71
49,T46,T46,Camilo Villegas,24,2.66,218,82
50,T46,T46,Dean Wilson,28,2.66,245,92
51,52,52,Kevin Sutherland,25,2.67,227,85
52,T53,T53,Mathew Goggin,30,2.68,260,97
53,T53,T53,Steve Marino,31,2.68,284,106
54,55,55,Nick Watney,26,2.69,234,87
55,T56,T56,Jonathan Byrd,23,2.7,197,73
56,T56,T56,Mark Hensby,25,2.7,219,81
57,T56,T56,Freddie Jacobson,20,2.7,189,70
58,T56,T56,Cliff Kresge,30,2.7,289,107
59,T56,T56,Vijay Singh,27,2.7,270,100
60,T56,T56,Jay Williamson,14,2.7,135,50
61,T62,T62,Craig Bowden,25,2.71,211,78
62,T62,T62,Marco Dawson,23,2.71,198,73
63,T62,T62,Padraig Harrington,18,2.71,168,62
64,T62,T62,Richard Johnson,32,2.71,252,93
65,T62,T62,Billy Mayfair,30,2.71,266,98
66,T62,T62,Duffy Waldorf,23,2.71,187,69
67,T68,T68,Bart Bryant,25,2.72,234,86
68,T68,T68,Justin Leonard,29,2.72,258,95
69,T68,T68,Boo Weekley,29,2.72,275,101
70,T68,T68,Mark Wilson,25,2.72,237,87
71,72,72,Stewart Cink,25,2.73,240,88
72,T73,T73,Steve Flesch,31,2.74,274,100
73,T73,T73,Jarrod Lyle,24,2.74,211,77
74,T73,T73,John Mallinger,29,2.74,263,96
75,T73,T73,Bubba Watson,26,2.74,219,80
76,T77,T77,Aaron Baddeley,23,2.75,220,80
77,T77,T77,Jeff Brehaut,21,2.75,162,59
78,T77,T77,Steve Elkington,25,2.75,239,87
79,T77,T77,Tag Ridings,18,2.75,143,52
80,T77,T77,Justin Rose,16,2.75,162,59
81,T82,T82,Glen Day,27,2.76,235,85
82,T82,T82,Paul Gow,26,2.76,193,70
83,T82,T82,Craig Kanada,34,2.76,301,109
84,T82,T82,Sean O'Hair,28,2.76,270,98
85,T82,T82,Kenny Perry,24,2.76,229,83
86,T87,T87,Hunter Mahan,27,2.78,253,91
87,T87,T87,Arron Oberholser,21,2.78,189,68
88,T87,T87,Chris Tidland,21,2.78,164,59
89,T87,T87,Charles Warren,29,2.78,281,101
