,First_Tee_Late_Round_2_Scoring_Average_RANK THIS WEEK,First_Tee_Late_Round_2_Scoring_Average_RANK LAST WEEK,First_Tee_Late_Round_2_Scoring_Average_PLAYER NAME,First_Tee_Late_Round_2_Scoring_Average_AVG,First_Tee_Late_Round_2_Scoring_Average_TOTAL STROKES,First_Tee_Late_Round_2_Scoring_Average_TOTAL ROUNDS
0,1,1,Paul Goydos,67.67,203,3
1,T2,T2,Billy Mayfair,68.0,544,8
2,T2,T2,Pat Perez,68.0,272,4
3,4,4,Vijay Singh,68.14,477,7
4,5,5,Mark Hensby,68.33,205,3
5,6,6,Luke Donald,68.5,274,4
6,T7,T7,Glen Day,68.67,412,6
7,T7,T7,Jay Williamson,68.67,206,3
8,T9,T9,Michael Allen,69.0,414,6
9,T9,T9,Craig Bowden,69.0,207,3
10,T9,T9,Heath Slocum,69.0,276,4
11,T9,T9,Johnson Wagner,69.0,345,5
12,T9,T9,Tiger Woods,69.0,621,9
13,14,14,Sean O'Hair,69.13,553,8
14,15,15,Cameron Beckman,69.17,415,6
15,16,16,Shaun Micheel,69.2,346,5
16,17,17,Joe Ogilvie,69.22,623,9
17,18,18,Jarrod Lyle,69.25,554,8
18,19,19,Jeff Gove,69.4,347,5
19,T20,T20,Steve Allan,69.5,417,6
20,T20,T20,Anthony Kim,69.5,556,8
21,T22,T22,Aaron Baddeley,69.6,348,5
22,T22,T22,Brian Davis,69.6,348,5
23,T22,T22,Fred Funk,69.6,348,5
24,T25,T25,Jason Gore,69.63,557,8
25,T25,T25,Mike Weir,69.63,557,8
26,T27,T27,Shigeki Maruyama,69.67,209,3
27,T27,T27,Tag Ridings,69.67,209,3
28,T29,T29,Bob Heintz,69.71,488,7
29,T29,T29,Phil Mickelson,69.71,488,7
30,31,31,Tommy Armour III,69.75,279,4
31,32,32,Tim Herron,69.78,628,9
32,T33,T33,Ryuji Imada,69.83,419,6
33,T33,T33,Freddie Jacobson,69.83,419,6
34,T35,T35,Tripp Isenhour,69.86,489,7
35,T35,T35,Will MacKenzie,69.86,489,7
36,37,37,Woody Austin,69.88,559,8
37,38,38,Mathias Grönberg,69.89,629,9
38,39,39,Dean Wilson,69.9,699,10
39,T40,T40,Jeff Brehaut,70.0,280,4
40,T40,T40,José Coceres,70.0,350,5
41,T40,T40,J.B. Holmes,70.0,350,5
42,T40,T40,Stephen Leaney,70.0,490,7
43,T40,T40,Tom Pernice Jr.,70.0,560,8
44,T40,T40,Ian Poulter,70.0,140,2
45,T40,T40,Bubba Watson,70.0,350,5
46,47,47,Camilo Villegas,70.11,631,9
47,48,48,Ken Duke,70.14,491,7
48,T49,T49,Rod Pampling,70.17,421,6
49,T49,T49,Rory Sabbatini,70.17,421,6
50,51,51,Nathan Green,70.22,632,9
51,T52,T52,Briny Baird,70.25,562,8
52,T52,T52,Tim Clark,70.25,281,4
53,T54,T54,Stewart Cink,70.29,492,7
54,T54,T54,Jerry Kelly,70.29,492,7
