,First_Tee_Late_Lowest_Round_RANK THIS WEEK,First_Tee_Late_Lowest_Round_RANK LAST WEEK,First_Tee_Late_Lowest_Round_PLAYER NAME,First_Tee_Late_Lowest_Round_ROUNDS,First_Tee_Late_Lowest_Round_LOW RND
0,1,1,Mark Hensby,81,61
1,T2,T2,Woody Austin,95,62
2,T2,T2,Hunter Mahan,91,62
3,T4,T4,Mark Calcavecchia,93,63
4,T4,T4,Paul Goydos,60,63
5,T4,T4,Nathan Green,103,63
6,T4,T4,Bob May,49,63
7,T4,T4,Ryan Moore,92,63
8,T4,T4,Kevin Na,84,63
9,T4,T4,Joe Ogilvie,102,63
10,T4,T4,Kenny Perry,83,63
11,T4,T4,John Rollins,102,63
12,T4,T4,Rory Sabbatini,81,63
13,T4,T4,Brandt Snedeker,105,63
14,T4,T4,Camilo Villegas,82,63
15,T4,T4,Tiger Woods,63,63
16,T17,T17,Michael Allen,74,64
17,T17,T17,Stephen Ames,81,64
18,T17,T17,Tommy Armour III,81,64
19,T17,T17,Ryan Armour,107,64
20,T17,T17,Aaron Baddeley,83,64
21,T17,T17,Cameron Beckman,96,64
22,T17,T17,Rich Beem,89,64
23,T17,T17,K.J. Choi,87,64
24,T17,T17,Daniel Chopra,106,64
25,T17,T17,Ben Curtis,80,64
26,T17,T17,Bob Estes,88,64
27,T17,T17,Fred Funk,65,64
28,T17,T17,Jim Furyk,84,64
29,T17,T17,Sergio Garcia,68,64
30,T17,T17,Richard Green,17,64
31,T17,T17,Anders Hansen,55,64
32,T17,T17,Bob Heintz,85,64
33,T17,T17,J.J. Henry,86,64
34,T17,T17,Charles Howell III,89,64
35,T17,T17,Jerry Kelly,101,64
36,T17,T17,Colt Knost,14,64
37,T17,T17,Justin Leonard,95,64
38,T17,T17,Jarrod Lyle,77,64
39,T17,T17,Billy Mayfair,98,64
40,T17,T17,George McNeill,95,64
41,T17,T17,Rocco Mediate,72,64
42,T17,T17,Arron Oberholser,69,64
43,T17,T17,Carl Pettersson,111,64
44,T17,T17,Jeff Quinney,95,64
45,T17,T17,John Senden,97,64
46,T17,T17,Steve Stricker,81,64
47,T17,T17,Chris Stroud,66,64
48,T17,T17,Bo Van Pelt,104,64
49,T17,T17,Bubba Watson,80,64
50,T51,T51,Briny Baird,115,65
51,T51,T51,Brian Bateman,55,65
52,T51,T51,Craig Bowden,78,65
53,T51,T51,Jeff Brehaut,59,65
54,T51,T51,Mark Brooks,53,65
55,T51,T51,Bart Bryant,87,65
56,T51,T51,Jonathan Byrd,73,65
57,T51,T51,Ángel Cabrera,43,65
58,T51,T51,Chad Campbell,96,65
59,T51,T51,Stewart Cink,91,65
60,T51,T51,Tim Clark,66,65
61,T51,T51,José Coceres,50,65
62,T51,T51,Brian Davis,101,65
63,T51,T51,Glen Day,85,65
64,T51,T51,Jason Dufner,100,65
65,T51,T51,Ernie Els,59,65
66,T51,T51,Brad Faxon,46,65
67,T51,T51,Steve Flesch,100,65
68,T51,T51,Mathias Grönberg,95,65
69,T51,T51,J.P. Hayes,89,65
70,T51,T51,Tim Herron,98,65
71,T51,T51,John Huston,46,65
72,T51,T51,Craig Kanada,109,65
73,T51,T51,Anthony Kim,93,65
74,T51,T51,Doug LaBelle II,104,65
75,T51,T51,Neal Lancaster,41,65
76,T51,T51,Bernhard Langer,47,65
77,T51,T51,Frank Lickliter II,95,65
78,T51,T51,Will MacKenzie,100,65
79,T51,T51,Shigeki Maruyama,84,65
80,T51,T51,John Merrick,92,65
81,T51,T51,Phil Mickelson,73,65
82,T51,T51,Nick O'Hern,72,65
83,T51,T51,Jeff Overton,60,65
84,T51,T51,Rod Pampling,92,65
85,T51,T51,Pat Perez,84,65
86,T51,T51,Tom Pernice Jr.,104,65
87,T51,T51,Ian Poulter,63,65
88,T51,T51,Adam Scott,69,65
89,T51,T51,Vijay Singh,102,65
90,T51,T51,Heath Slocum,101,65
91,T51,T51,Paul Stankowski,52,65
92,T51,T51,Darron Stiles,65,65
93,T51,T51,Kevin Sutherland,85,65
94,T51,T51,Duffy Waldorf,69,65
95,T51,T51,Mike Weir,82,65
96,T97,T97,Steve Allan,63,66
97,T97,T97,Robert Allenby,90,66
98,T97,T97,Billy Andrade,88,66
99,T97,T97,Eric Axley,107,66
100,T97,T97,Craig Barlow,52,66
101,T97,T97,Jason Bohn,57,66
102,T97,T97,D.J. Brigman,67,66
103,T97,T97,Olin Browne,44,66
104,T97,T97,Andrew Buckle,77,66
105,T97,T97,Darren Clarke,22,66
106,T97,T97,Gavin Coles,87,66
107,T97,T97,Marco Dawson,73,66
108,T97,T97,Luke Donald,69,66
109,T97,T97,Ken Duke,112,66
110,T97,T97,Steve Elkington,87,66
111,T97,T97,Tadd Fujikawa,10,66
112,T97,T97,Robert Garrigus,95,66
113,T97,T97,Brian Gay,107,66
114,T97,T97,Lucas Glover,98,66
115,T97,T97,Mathew Goggin,97,66
116,T97,T97,Jason Gore,86,66
117,T97,T97,Jeff Gove,103,66
118,T97,T97,Bill Haas,93,66
119,T97,T97,Matt Hendrix,63,66
120,T97,T97,Charley Hoffman,97,66
121,T97,T97,J.B. Holmes,71,66
122,T97,T97,Ryuji Imada,104,66
123,T97,T97,Tripp Isenhour,86,66
124,T97,T97,Freddie Jacobson,70,66
125,T97,T97,Zach Johnson,76,66
126,T97,T97,Robert Karlsson,43,66
127,T97,T97,Greg Kraft,30,66
128,T97,T97,Matt Kuchar,85,66
129,T97,T97,Tom Lehman,62,66
130,T97,T97,Craig Lile,77,66
131,T97,T97,Troy Matteson,87,66
132,T97,T97,Larry Mize,31,66
133,T97,T97,Sean O'Hair,98,66
134,T97,T97,José María Olazábal,52,66
135,T97,T97,Ryan Palmer,91,66
136,T97,T97,Jesper Parnevik,88,66
137,T97,T97,Tim Petrovic,106,66
