,Par_4_Birdie_or_Better_Leaders_RANK THIS WEEK,Par_4_Birdie_or_Better_Leaders_RANK LAST WEEK,Par_4_Birdie_or_Better_Leaders_PLAYER NAME,Par_4_Birdie_or_Better_Leaders_ROUNDS,Par_4_Birdie_or_Better_Leaders_%,Par_4_Birdie_or_Better_Leaders_PAR 4 BIRDIES OR BETTER,Par_4_Birdie_or_Better_Leaders_PAR 4 HOLES
0,1,1,Freddie Jacobson,70,19.55,149,762
1,2,2,Geoff Ogilvy,84,19.27,168,872
2,3,3,Tiger Woods,63,19.16,128,668
3,4,4,Chris Riley,59,18.6,117,629
4,5,5,Justin Rose,63,18.02,120,666
5,6,6,Steve Allan,63,17.99,122,678
6,7,7,Jarrod Lyle,77,17.97,149,829
7,8,8,J.B. Holmes,71,17.91,137,765
8,9,9,Robert Garrigus,95,17.83,181,1015
9,10,10,Bob Heintz,85,17.82,162,909
10,11,11,Steve Stricker,81,17.75,158,890
11,T12,T12,Charles Warren,101,17.7,192,1085
12,T12,T12,Jay Williamson,50,17.7,94,531
13,14,14,Jeff Quinney,95,17.69,182,1029
14,15,15,Sean O'Hair,98,17.6,189,1074
15,T16,T16,Stewart Cink,91,17.56,171,974
16,T16,T16,Bo Van Pelt,104,17.56,199,1133
17,18,18,Bob Estes,88,17.52,167,953
18,19,19,Rory Sabbatini,81,17.51,153,874
19,20,20,Jesper Parnevik,88,17.43,164,941
20,21,21,Tag Ridings,52,17.31,94,543
21,22,22,Will MacKenzie,100,17.25,187,1084
22,23,23,Rocco Mediate,72,17.21,133,773
23,24,24,Mark Calcavecchia,93,17.19,175,1018
24,25,25,Woody Austin,95,17.18,178,1036
25,26,26,Brian Davis,101,17.17,187,1089
26,T27,T27,Adam Scott,69,17.15,129,752
27,T27,T27,Vijay Singh,102,17.15,190,1108
28,T29,T29,Ernie Els,59,17.13,111,648
29,T29,T29,Ryuji Imada,104,17.13,191,1115
30,31,31,Frank Lickliter II,95,17.07,176,1031
31,32,32,Anthony Kim,93,17.06,173,1014
32,33,33,Jason Gore,86,17.05,156,915
33,T34,T34,Brendon de Jonge,76,17.02,138,811
34,T34,T34,Lucas Glover,98,17.02,177,1040
35,36,36,Cliff Kresge,107,16.94,197,1163
36,37,37,Jonathan Byrd,73,16.92,134,792
37,38,38,David Toms,80,16.88,145,859
38,39,39,Scott Verplank,82,16.87,153,907
39,40,40,Dicky Pride,71,16.86,129,765
40,T41,T41,Kent Jones,97,16.85,173,1027
41,T41,T41,Boo Weekley,101,16.85,188,1116
42,43,43,Charley Hoffman,97,16.84,175,1039
43,44,44,Ryan Moore,92,16.75,166,991
44,T45,T45,Robert Allenby,90,16.73,165,986
45,T45,T45,Alex Cejka,80,16.73,143,855
46,47,47,Cameron Beckman,96,16.72,171,1023
47,48,48,Steve Lowery,74,16.71,132,790
