,Par_5_Scoring_Average_RANK THIS WEEK,Par_5_Scoring_Average_RANK LAST WEEK,Par_5_Scoring_Average_PLAYER NAME,Par_5_Scoring_Average_ROUNDS,Par_5_Scoring_Average_AVG,Par_5_Scoring_Average_TOTAL STROKES,Par_5_Scoring_Average_TOTAL HOLES
0,1,1,Phil Mickelson,73,4.45,962,216
1,2,2,Tiger Woods,63,4.48,789,176
2,3,3,Jason Bohn,57,4.55,806,177
3,T4,T4,Aaron Baddeley,83,4.56,1098,241
4,T4,T4,Jonathan Byrd,73,4.56,1044,229
5,T4,T4,Bill Haas,93,4.56,1369,300
6,T4,T4,Vijay Singh,102,4.56,1346,295
7,T8,T8,Mark Calcavecchia,93,4.57,1299,284
8,T8,T8,Alex Cejka,80,4.57,1189,260
9,T10,T10,Sergio Garcia,68,4.58,879,192
10,T10,T10,Bubba Watson,80,4.58,1208,264
11,T12,T12,Robert Allenby,90,4.6,1209,263
12,T12,T12,Pat Perez,84,4.6,1049,228
13,T12,T12,Justin Rose,63,4.6,750,163
14,T12,T12,Adam Scott,69,4.6,957,208
15,T12,T12,Charles Warren,101,4.6,1494,325
16,T17,T17,Kevin Na,84,4.61,1273,276
17,T17,T17,Rod Pampling,92,4.61,1217,264
18,T17,T17,Carl Pettersson,111,4.61,1581,343
19,T17,T17,John Senden,97,4.61,1415,307
20,T17,T17,Charlie Wi,90,4.61,1370,297
21,T22,T22,Jim Furyk,84,4.62,1142,247
22,T22,T22,Nathan Green,103,4.62,1478,320
23,T22,T22,Charley Hoffman,97,4.62,1465,317
24,T22,T22,Charles Howell III,89,4.62,1228,266
25,T22,T22,Jeff Overton,60,4.62,915,198
26,T22,T22,Steve Stricker,81,4.62,1071,232
27,T28,T28,Briny Baird,115,4.63,1708,369
28,T28,T28,Cameron Beckman,96,4.63,1472,318
29,T28,T28,Rich Beem,89,4.63,1282,277
30,T28,T28,K.J. Choi,87,4.63,1185,256
31,T28,T28,Bob Estes,88,4.63,1283,277
32,T28,T28,J.J. Henry,86,4.63,1162,251
33,T28,T28,Hunter Mahan,91,4.63,1214,262
34,T28,T28,Steve Marino,106,4.63,1587,343
35,T28,T28,Sean O'Hair,98,4.63,1404,303
36,T28,T28,Joe Ogilvie,102,4.63,1477,319
37,T28,T28,Kevin Sutherland,85,4.63,1272,275
38,T28,T28,Bo Van Pelt,104,4.63,1464,316
39,T40,T40,Ernie Els,59,4.64,780,168
40,T40,T40,Lucas Glover,98,4.64,1488,321
41,T40,T40,Kent Jones,97,4.64,1516,327
42,T40,T40,Anthony Kim,93,4.64,1295,279
43,T40,T40,Billy Mayfair,98,4.64,1372,296
44,T40,T40,Jesper Parnevik,88,4.64,1323,285
45,T40,T40,Heath Slocum,101,4.64,1398,301
46,T40,T40,Vaughn Taylor,91,4.64,1305,281
47,T40,T40,Chris Tidland,59,4.64,904,195
48,T40,T40,Johnson Wagner,97,4.64,1498,323
49,T50,T50,Rich Barcelo,80,4.65,1219,262
50,T50,T50,Craig Barlow,52,4.65,832,179
51,T50,T50,Jeff Gove,103,4.65,1584,341
52,T50,T50,Mathias Grönberg,95,4.65,1459,314
53,T50,T50,Jerry Kelly,101,4.65,1368,294
54,T50,T50,Matt Kuchar,85,4.65,1256,270
55,T50,T50,Will MacKenzie,100,4.65,1451,312
56,T50,T50,Ryan Moore,92,4.65,1373,295
57,T50,T50,Tim Petrovic,106,4.65,1529,329
58,T50,T50,Ted Purdy,102,4.65,1547,333
59,T50,T50,Nick Watney,87,4.65,1287,277
60,T61,T61,Mathew Goggin,97,4.66,1436,308
61,T61,T61,Troy Matteson,87,4.66,1258,270
62,T61,T61,Tom Pernice Jr.,104,4.66,1504,323
63,T61,T61,Chris Riley,59,4.66,913,196
64,T61,T61,Brandt Snedeker,105,4.66,1454,312
65,T61,T61,Paul Stankowski,52,4.66,811,174
66,T61,T61,Duffy Waldorf,69,4.66,1105,237
67,T68,T68,Michael Allen,74,4.67,1120,240
68,T68,T68,John Daly,59,4.67,855,183
69,T68,T68,Jason Gore,86,4.67,1330,285
70,T68,T68,Ryuji Imada,104,4.67,1579,338
71,T68,T68,John Merrick,92,4.67,1373,294
72,T68,T68,Kenny Perry,83,4.67,1186,254
73,T68,T68,John Rollins,102,4.67,1433,307
74,T68,T68,Rory Sabbatini,81,4.67,1106,237
75,T76,T76,Billy Andrade,88,4.68,1381,295
76,T76,T76,Bart Bryant,87,4.68,1302,278
77,T76,T76,Daniel Chopra,106,4.68,1671,357
78,T76,T76,Stewart Cink,91,4.68,1227,262
79,T76,T76,Steve Elkington,87,4.68,1274,272
80,T76,T76,Robert Garrigus,95,4.68,1466,313
81,T76,T76,Tom Lehman,62,4.68,856,183
82,T76,T76,Frank Lickliter II,95,4.68,1384,296
83,T76,T76,Parker McLachlin,83,4.68,1282,274
84,T76,T76,Ian Poulter,63,4.68,847,181
85,T76,T76,Michael Putnam,96,4.68,1395,298
86,T76,T76,Kyle Reifers,71,4.68,1096,234
87,T76,T76,Jason Schultz,63,4.68,965,206
88,T76,T76,Darron Stiles,65,4.68,973,208
89,T76,T76,D.J. Trahan,99,4.68,1465,313
90,T76,T76,Mike Weir,82,4.68,1137,243
91,T76,T76,Steve Wheatcroft,73,4.68,1155,247
92,T93,T93,Steve Allan,63,4.69,934,199
93,T93,T93,Craig Bowden,78,4.69,1242,265
94,T93,T93,Tim Clark,66,4.69,900,192
95,T93,T93,Brendon de Jonge,76,4.69,1172,250
96,T93,T93,Steve Flesch,100,4.69,1453,310
97,T93,T93,Harrison Frazar,88,4.69,1336,285
98,T93,T93,J.P. Hayes,89,4.69,1380,294
99,T93,T93,Tim Herron,98,4.69,1361,290
100,T93,T93,J.B. Holmes,71,4.69,1074,229
101,T93,T93,Tom Johnson,74,4.69,1159,247
102,T93,T93,Zach Johnson,76,4.69,1075,229
103,T93,T93,Steve Lowery,74,4.69,1169,249
104,T93,T93,Brett Quigley,79,4.69,1130,241
105,T93,T93,Brett Wetterich,88,4.69,1225,261
106,T107,T107,Stuart Appleby,74,4.7,1034,220
107,T107,T107,Ryan Armour,107,4.7,1593,339
108,T107,T107,Jeff Brehaut,59,4.7,922,196
109,T107,T107,Andrew Buckle,77,4.7,1090,232
110,T107,T107,Joe Durant,88,4.7,1275,271
111,T107,T107,Freddie Jacobson,70,4.7,1043,222
112,T107,T107,Peter Lonard,85,4.7,1218,259
113,T107,T107,George McNeill,95,4.7,1430,304
114,T107,T107,David Toms,80,4.7,1058,225
115,T116,T116,Gavin Coles,87,4.71,1328,282
116,T116,T116,Brian Davis,101,4.71,1541,327
117,T116,T116,Jason Dufner,100,4.71,1504,319
118,T116,T116,Paul Gow,70,4.71,1079,229
