,Back_9_Scoring_Average_RANK THIS WEEK,Back_9_Scoring_Average_RANK LAST WEEK,Back_9_Scoring_Average_PLAYER NAME,Back_9_Scoring_Average_ROUNDS,Back_9_Scoring_Average_AVG,Back_9_Scoring_Average_TOTAL STROKES,Back_9_Scoring_Average_TOTAL HOLES
0,1,1,Tiger Woods,63,34.73,2084,60
1,2,2,Justin Rose,63,35.08,2070,59
2,3,3,Jim Furyk,84,35.09,2877,82
3,4,4,Jeff Overton,60,35.12,2107,60
4,5,5,Alex Cejka,80,35.15,2812,80
5,6,6,Tommy Armour III,81,35.17,2849,81
6,T7,T7,K.J. Choi,87,35.2,2992,85
7,T7,T7,Freddie Jacobson,70,35.2,2464,70
8,T7,T7,Boo Weekley,101,35.2,3555,101
9,T10,T10,Tom Lehman,62,35.23,2184,62
10,T10,T10,Phil Mickelson,73,35.23,2501,71
11,T12,T12,Joe Ogilvie,102,35.24,3594,102
12,T12,T12,Jay Williamson,50,35.24,1762,50
13,14,14,Stephen Leaney,82,35.26,2891,82
14,15,15,Sergio Garcia,68,35.27,2328,66
15,T16,T16,Ernie Els,59,35.28,2046,58
16,T16,T16,John Rollins,102,35.28,3563,101
17,18,18,Nick Watney,87,35.29,3070,87
18,T19,T19,Ryan Armour,107,35.3,3777,107
19,T19,T19,Hunter Mahan,91,35.3,3212,91
20,T19,T19,Camilo Villegas,82,35.3,2895,82
21,22,22,Heath Slocum,101,35.32,3567,101
22,T23,T23,Daniel Chopra,106,35.34,3746,106
23,T23,T23,Jason Gore,86,35.34,3039,86
24,T23,T23,Sean O'Hair,98,35.34,3463,98
25,T26,T26,Brandt Snedeker,105,35.36,3713,105
26,T26,T26,Steve Stricker,81,35.36,2829,80
27,T28,T28,Ryan Moore,92,35.37,3254,92
28,T28,T28,Charles Warren,101,35.37,3572,101
29,T30,T30,Woody Austin,95,35.38,3361,95
30,T30,T30,Pat Perez,84,35.38,2972,84
31,T32,T32,Cameron Beckman,96,35.39,3397,96
32,T32,T32,Bo Van Pelt,104,35.39,3681,104
33,T34,T34,Gavin Coles,87,35.4,3080,87
34,T34,T34,Brian Gay,107,35.4,3788,107
35,T34,T34,Justin Leonard,95,35.4,3363,95
36,T37,T37,Peter Lonard,85,35.41,3010,85
37,T37,T37,Arron Oberholser,69,35.41,2408,68
38,T39,T39,D.J. Brigman,67,35.42,2373,67
39,T39,T39,Jonathan Byrd,73,35.42,2586,73
40,T39,T39,Tim Clark,66,35.42,2267,64
41,T39,T39,Marco Dawson,73,35.42,2586,73
42,T39,T39,David Toms,80,35.42,2727,77
43,T44,T44,Bart Bryant,87,35.44,3048,86
44,T44,T44,Adam Scott,69,35.44,2410,68
45,T46,T46,Stewart Cink,91,35.45,3120,88
46,T46,T46,Glen Day,85,35.45,3013,85
47,T46,T46,J.B. Holmes,71,35.45,2517,71
48,T46,T46,Carl Pettersson,111,35.45,3900,110
49,T50,T50,Ryuji Imada,104,35.46,3688,104
50,T50,T50,Kent Jones,97,35.46,3440,97
51,T50,T50,Cliff Kresge,107,35.46,3794,107
52,T50,T50,Scott Verplank,82,35.46,2872,81
53,T54,T54,Padraig Harrington,64,35.47,2199,62
54,T54,T54,Matt Kuchar,85,35.47,3015,85
55,T56,T56,Doug LaBelle II,104,35.48,3690,104
56,T56,T56,Bob Tway,103,35.48,3654,103
57,T58,T58,Anthony Kim,93,35.49,3301,93
58,T58,T58,Michael Putnam,96,35.49,3407,96
59,T60,T60,Craig Barlow,52,35.5,1846,52
60,T60,T60,Brian Davis,101,35.5,3585,101
61,T60,T60,Ian Poulter,63,35.5,2130,60
62,T63,T63,Mark Calcavecchia,93,35.51,3302,93
63,T63,T63,Steve Elkington,87,35.51,3089,87
64,T63,T63,Bob Heintz,85,35.51,3018,85
65,T63,T63,Kevin Na,84,35.51,2983,84
66,T63,T63,Vijay Singh,102,35.51,3551,100
67,T68,T68,Nathan Green,103,35.52,3659,103
68,T68,T68,Craig Kanada,109,35.52,3872,109
69,T68,T68,Jerry Kelly,101,35.52,3588,101
70,T68,T68,Mike Weir,82,35.52,2877,81
71,T72,T72,Steve Flesch,100,35.53,3553,100
72,T72,T72,J.P. Hayes,89,35.53,3162,89
73,T72,T72,Will MacKenzie,100,35.53,3553,100
74,T75,T75,Michael Allen,74,35.54,2630,74
75,T75,T75,Michael Boyd,61,35.54,2168,61
76,T75,T75,Mathias Grönberg,95,35.54,3376,95
77,T75,T75,Chris Riley,59,35.54,2097,59
78,T75,T75,John Senden,97,35.54,3447,97
79,80,80,Steve Marino,106,35.55,3768,106
80,T81,T81,Steve Allan,63,35.56,2240,63
81,T81,T81,Bob Estes,88,35.56,3129,88
82,T81,T81,Mathew Goggin,97,35.56,3449,97
83,T81,T81,Frank Lickliter II,95,35.56,3378,95
84,T81,T81,Rory Sabbatini,81,35.56,2809,79
85,T81,T81,Bubba Watson,80,35.56,2845,80
86,T87,T87,Briny Baird,115,35.57,4091,115
87,T87,T87,Bill Haas,93,35.57,3308,93
88,T87,T87,Zach Johnson,76,35.57,2668,75
89,T87,T87,Jeff Quinney,95,35.57,3379,95
90,T87,T87,Mark Wilson,87,35.57,3095,87
91,T92,T92,Billy Mayfair,98,35.58,3487,98
92,T92,T92,Kenny Perry,83,35.58,2953,83
93,T92,T92,Tim Petrovic,106,35.58,3771,106
94,T95,T95,Jason Dufner,100,35.59,3559,100
95,T95,T95,Jesper Parnevik,88,35.59,3132,88
96,T95,T95,Dean Wilson,92,35.59,3274,92
97,T98,T98,Craig Bowden,78,35.6,2777,78
98,T98,T98,Joey Sindelar,75,35.6,2670,75
99,T98,T98,Charlie Wi,90,35.6,3204,90
100,101,101,Shigeki Maruyama,84,35.61,2991,84
101,102,102,Lucas Glover,98,35.62,3455,97
102,T103,T103,Stephen Ames,81,35.63,2708,76
103,T103,T103,Jeff Gove,103,35.63,3670,103
104,T103,T103,Tim Herron,98,35.63,3492,98
105,106,106,Michael Sim,52,35.65,1854,52
106,T107,T107,Fred Funk,65,35.66,2318,65
107,T107,T107,Kevin Sutherland,85,35.66,3031,85
108,T109,T109,Ken Duke,112,35.67,3995,112
109,T109,T109,Duffy Waldorf,69,35.67,2461,69
110,T111,T111,Craig Lile,77,35.68,2747,77
111,T111,T111,Shaun Micheel,91,35.68,3140,88
112,T111,T111,Dicky Pride,71,35.68,2533,71
113,T111,T111,Chris Stroud,66,35.68,2355,66
114,T115,T115,Aaron Baddeley,83,35.69,2855,80
115,T115,T115,Rich Barcelo,80,35.69,2855,80
116,T115,T115,Tag Ridings,52,35.69,1856,52
117,T115,T115,Johnson Wagner,97,35.69,3462,97
118,T119,T119,Charles Howell III,89,35.7,3070,86
119,T119,T119,Jeff Maggert,79,35.7,2820,79
120,T121,T121,Rich Beem,89,35.71,3178,89
121,T121,T121,George McNeill,95,35.71,3392,95
122,123,123,Luke Donald,69,35.72,2393,67
123,T124,T124,José Coceres,50,35.74,1787,50
124,T124,T124,John Merrick,92,35.74,3288,92
125,T124,T124,Corey Pavin,81,35.74,2895,81
126,T127,T127,Jeff Brehaut,59,35.75,2109,59
127,T127,T127,Robert Garrigus,95,35.75,3396,95
128,T127,T127,Jarrod Lyle,77,35.75,2753,77
129,T130,T130,Harrison Frazar,88,35.76,3147,88
130,T130,T130,Chris Tidland,59,35.76,2110,59
131,132,132,John Mallinger,96,35.77,3434,96
132,133,133,Robert Allenby,90,35.78,3184,89
133,134,134,Jason Schultz,63,35.79,2255,63
134,135,135,Tom Pernice Jr.,104,35.8,3723,104
135,T136,T136,Jason Bohn,57,35.81,2041,57
136,T136,T136,Ted Purdy,102,35.81,3653,102
137,T136,T136,Vaughn Taylor,91,35.81,3259,91
138,T139,T139,Steve Lowery,74,35.82,2651,74
139,T139,T139,Troy Matteson,87,35.82,3116,87
140,T141,T141,Brendon de Jonge,76,35.83,2723,76
141,T141,T141,Lee Janzen,66,35.83,2365,66
142,T141,T141,Rod Pampling,92,35.83,3225,90
143,T144,T144,Chris Couch,76,35.84,2724,76
144,T144,T144,J.J. Henry,86,35.84,3046,85
145,T144,T144,Trevor Immelman,74,35.84,2437,68
146,T144,T144,Brett Wetterich,88,35.84,3118,87
147,148,148,Charley Hoffman,97,35.86,3478,97
148,149,149,Scott Gutschewski,67,35.88,2404,67
149,150,150,Richard Johnson,93,35.89,3338,93
150,T151,T151,Rocco Mediate,72,35.9,2585,72
151,T151,T151,D.J. Trahan,99,35.9,3554,99
152,T153,T153,David Branshaw,83,35.92,2981,83
153,T153,T153,Robert Gamez,88,35.92,3161,88
154,155,155,Ryan Palmer,91,35.93,3270,91
155,T156,T156,Paul Gow,70,35.94,2516,70
156,T156,T156,Greg Owen,81,35.94,2911,81
157,T156,T156,Brett Quigley,79,35.94,2803,78
158,T159,T159,Darron Stiles,65,35.97,2338,65
159,T159,T159,Steve Wheatcroft,73,35.97,2626,73
160,T161,T161,Mark Brooks,53,35.98,1907,53
161,T161,T161,Parker McLachlin,83,35.98,2986,83
162,T163,T163,Mark Hensby,81,35.99,2915,81
163,T163,T163,Kirk Triplett,77,35.99,2771,77
164,165,165,Matt Hendrix,63,36.0,2268,63
165,166,166,Eric Axley,107,36.01,3853,107
166,T167,T167,John Daly,59,36.02,2125,59
167,T167,T167,Joe Durant,88,36.02,3134,87
168,T167,T167,Anders Hansen,55,36.02,1981,55
169,T170,T170,Tom Johnson,74,36.03,2666,74
170,T170,T170,Daisuke Maruyama,86,36.03,3099,86
171,172,172,Geoff Ogilvy,84,36.04,2811,78
172,173,173,Paul Stankowski,52,36.06,1875,52
173,174,174,Stuart Appleby,74,36.08,2634,73
174,175,175,Billy Andrade,88,36.09,3176,88
175,176,176,Paul Goydos,60,36.14,2132,59
176,177,177,Bryce Molder,56,36.18,2026,56
177,178,178,Kevin Stadler,95,36.21,3440,95
178,179,179,Bubba Dickerson,51,36.22,1847,51
179,180,180,Andrew Buckle,77,36.23,2790,77
180,181,181,Brian Bateman,55,36.24,1993,55
181,T182,T182,Ben Curtis,80,36.25,2900,80
182,T182,T182,Retief Goosen,50,36.25,1740,48
183,T182,T182,Kyle Reifers,71,36.25,2574,71
184,T185,T185,Tom Byrum,50,36.26,1813,50
185,T185,T185,Chad Campbell,96,36.26,3263,90
186,187,187,Tripp Isenhour,86,36.27,3119,86
187,T188,T188,Davis Love III,66,36.28,2358,65
188,T188,T188,Jeff Sluman,60,36.28,2177,60
189,190,190,Nick O'Hern,72,36.29,2468,68
190,T191,T191,Chris DiMarco,79,36.32,2797,77
191,T191,T191,José María Olazábal,52,36.32,1816,50
192,193,193,Jaco Van Zyl,51,36.33,1853,51
193,194,194,Henrik Stenson,52,36.37,1673,46
194,195,195,Jim Rutledge,59,36.41,2148,59
