,Late_Round_1_Scoring_Average_RANK THIS WEEK,Late_Round_1_Scoring_Average_RANK LAST WEEK,Late_Round_1_Scoring_Average_PLAYER NAME,Late_Round_1_Scoring_Average_AVG,Late_Round_1_Scoring_Average_TOTAL STROKES,Late_Round_1_Scoring_Average_TOTAL ROUNDS
102,103,103,Vijay Singh,71.42,1357,19
103,104,104,Chad Campbell,71.43,1000,14
104,T105,T105,Mark Calcavecchia,71.44,1286,18
105,T105,T105,Ken Duke,71.44,1143,16
106,107,107,Daisuke Maruyama,71.45,786,11
107,T108,T108,Jeff Brehaut,71.5,715,10
108,T108,T108,Stewart Cink,71.5,858,12
109,T108,T108,Pat Perez,71.5,1001,14
110,T108,T108,Jason Schultz,71.5,715,10
111,112,112,Paul Gow,71.55,787,11
112,113,113,Brian Bateman,71.57,501,7
113,114,114,Vaughn Taylor,71.58,859,12
114,115,115,Billy Andrade,71.6,716,10
115,T116,T116,J.J. Henry,71.64,788,11
116,T116,T116,Boo Weekley,71.64,1003,14
117,T118,T118,Tim Clark,71.67,430,6
118,T118,T118,J.P. Hayes,71.67,1075,15
119,T120,T120,Eric Axley,71.73,1076,15
120,T120,T120,John Merrick,71.73,1076,15
121,122,122,Bill Haas,71.75,1148,16
122,T123,T123,Mark Hensby,71.77,933,13
123,T123,T123,Jerry Kelly,71.77,933,13
124,T123,T123,Anthony Kim,71.77,933,13
125,T123,T123,George McNeill,71.77,933,13
126,T127,T127,Ian Poulter,71.8,718,10
127,T127,T127,Henrik Stenson,71.8,359,5
128,129,129,Ryan Moore,71.83,862,12
129,T130,T130,Jason Bohn,71.86,503,7
130,T130,T130,Kent Jones,71.86,1509,21
131,T130,T130,Stephen Leaney,71.86,1006,14
132,T130,T130,Parker McLachlin,71.86,1006,14
133,T134,T134,Camilo Villegas,71.88,575,8
134,T134,T134,Mike Weir,71.88,575,8
135,136,136,Nick O'Hern,71.89,647,9
136,T137,T137,Scott Gutschewski,71.91,791,11
137,T137,T137,David Toms,71.91,791,11
138,T139,T139,Mathew Goggin,71.93,1079,15
139,T139,T139,Shaun Micheel,71.93,1007,14
140,T139,T139,Ted Purdy,71.93,1007,14
141,142,142,Ryan Armour,71.94,1295,18
142,T143,T143,Bart Bryant,72.0,576,8
143,T143,T143,José Coceres,72.0,504,7
144,T143,T143,Billy Mayfair,72.0,864,12
145,146,146,Tom Pernice Jr.,72.06,1153,16
146,147,147,Kirk Triplett,72.08,865,12
147,148,148,Steve Lowery,72.09,793,11
148,149,149,Mark Brooks,72.1,721,10
149,150,150,Chris Tidland,72.2,722,10
150,151,151,Charley Hoffman,72.21,1011,14
151,152,152,Glen Day,72.23,939,13
152,T153,T153,Robert Gamez,72.25,867,12
153,T153,T153,Retief Goosen,72.25,289,4
154,T153,T153,Rod Pampling,72.25,867,12
155,T156,T156,J.B. Holmes,72.27,795,11
156,T156,T156,Shigeki Maruyama,72.27,1084,15
157,T156,T156,Dean Wilson,72.27,795,11
158,159,159,Bubba Watson,72.3,723,10
159,T160,T160,Trevor Immelman,72.33,651,9
160,T160,T160,Chris Stroud,72.33,1085,15
161,T162,T162,Chris Couch,72.36,1013,14
162,T162,T162,Bryce Molder,72.36,796,11
163,164,164,Harrison Frazar,72.38,1158,16
164,165,165,John Mallinger,72.39,1303,18
165,T166,T166,Chris DiMarco,72.44,652,9
166,T166,T166,Padraig Harrington,72.44,652,9
167,168,168,Jaco Van Zyl,72.45,797,11
168,169,169,Lee Janzen,72.46,942,13
169,170,170,Tripp Isenhour,72.47,1087,15
170,T171,T171,Fred Funk,72.5,725,10
171,T171,T171,Ryan Palmer,72.5,870,12
172,173,173,Bubba Dickerson,72.55,798,11
173,174,174,David Branshaw,72.58,871,12
174,175,175,Bob Tway,72.63,1162,16
175,176,176,Jonathan Byrd,72.64,799,11
176,177,177,Tim Herron,72.67,872,12
177,178,178,Rich Barcelo,72.69,1163,16
178,179,179,Jim Rutledge,72.73,800,11
179,T180,T180,Michael Boyd,72.82,801,11
180,T180,T180,Mark Wilson,72.82,801,11
181,T182,T182,Matt Hendrix,72.91,802,11
182,T182,T182,Davis Love III,72.91,802,11
183,T184,T184,John Daly,73.0,657,9
184,T184,T184,Jeff Gove,73.0,1168,16
185,T184,T184,Mathias Grönberg,73.0,1168,16
186,187,187,Paul Goydos,73.1,731,10
187,188,188,Joe Durant,73.11,658,9
188,189,189,Tom Byrum,73.17,878,12
189,190,190,Kevin Stadler,73.24,1245,17
190,191,191,Kyle Reifers,73.67,1105,15
191,192,192,Jeff Sluman,73.7,737,10
192,T193,T193,José María Olazábal,74.0,370,5
193,T193,T193,Paul Stankowski,74.0,592,8
194,195,195,Luke Donald,74.22,668,9
195,196,196,Todd Hamilton,74.64,821,11
