,Late_Round_2_Scoring_Average_RANK THIS WEEK,Late_Round_2_Scoring_Average_RANK LAST WEEK,Late_Round_2_Scoring_Average_PLAYER NAME,Late_Round_2_Scoring_Average_AVG,Late_Round_2_Scoring_Average_TOTAL STROKES,Late_Round_2_Scoring_Average_TOTAL ROUNDS
0,1,1,Vijay Singh,68.5,548,8
1,2,2,Sean O'Hair,69.29,970,14
2,3,3,Billy Mayfair,69.47,1181,17
3,T4,T4,Craig Bowden,69.5,695,10
4,T4,T4,Tiger Woods,69.5,695,10
5,6,6,David Toms,69.6,696,10
6,7,7,Jeff Brehaut,69.73,767,11
7,T8,T8,Phil Mickelson,69.75,558,8
8,T8,T8,Ian Poulter,69.75,279,4
9,10,10,Glen Day,69.77,907,13
10,11,11,Jeff Gove,69.79,977,14
11,12,12,Cameron Beckman,69.85,908,13
12,13,13,Steve Allan,69.86,489,7
13,14,14,Joe Ogilvie,69.87,1048,15
14,15,15,Kenny Perry,69.92,839,12
15,T16,T16,Michael Allen,70.0,700,10
16,T16,T16,Camilo Villegas,70.0,980,14
17,T16,T16,Jay Williamson,70.0,420,6
18,19,19,Nathan Green,70.07,1051,15
19,20,20,Stephen Leaney,70.09,771,11
20,21,21,Tag Ridings,70.11,631,9
21,T22,T22,Anthony Kim,70.15,912,13
22,T22,T22,Mike Weir,70.15,912,13
23,T24,T24,Jonathan Byrd,70.18,772,11
24,T24,T24,Mark Hensby,70.18,772,11
25,T24,T24,Steve Lowery,70.18,772,11
26,T24,T24,Steve Marino,70.18,1193,17
27,T28,T28,Zach Johnson,70.2,702,10
28,T28,T28,Nick Watney,70.2,1053,15
29,30,30,Tripp Isenhour,70.21,983,14
30,31,31,Jason Dufner,70.23,913,13
31,32,32,Ken Duke,70.27,1054,15
32,33,33,Michael Sim,70.29,492,7
33,34,34,Jerry Kelly,70.31,914,13
34,35,35,Charles Howell III,70.33,844,12
35,T36,T36,Jarrod Lyle,70.36,774,11
36,T36,T36,John Merrick,70.36,985,14
37,T38,T38,Bill Haas,70.43,986,14
38,T38,T38,John Senden,70.43,986,14
39,T40,T40,Aaron Baddeley,70.44,634,9
40,T40,T40,Briny Baird,70.44,1127,16
41,T40,T40,Chris Riley,70.44,634,9
42,43,43,Jason Gore,70.46,916,13
43,44,44,John Mallinger,70.5,705,10
44,T45,T45,Joe Durant,70.53,1199,17
45,T45,T45,Tim Herron,70.53,1058,15
46,47,47,Stewart Cink,70.55,776,11
47,48,48,Freddie Jacobson,70.56,635,9
48,49,49,Heath Slocum,70.57,988,14
49,T50,T50,Tim Petrovic,70.6,1059,15
50,T50,T50,Bo Van Pelt,70.6,1059,15
51,52,52,Kevin Na,70.62,918,13
52,T53,T53,Mathias Grönberg,70.64,989,14
53,T53,T53,Charlie Wi,70.64,989,14
54,55,55,Michael Putnam,70.65,1201,17
55,56,56,Justin Rose,70.67,424,6
56,57,57,Bart Bryant,70.69,1131,16
57,T58,T58,Ryan Armour,70.71,990,14
58,T58,T58,Paul Goydos,70.71,495,7
59,60,60,Charles Warren,70.73,1061,15
60,61,61,Ryan Moore,70.77,920,13
61,T62,T62,Billy Andrade,70.79,991,14
62,T62,T62,Ryuji Imada,70.79,991,14
63,T62,T62,Daisuke Maruyama,70.79,991,14
64,T62,T62,Shaun Micheel,70.79,991,14
65,T62,T62,Mark Wilson,70.79,991,14
66,67,67,Shigeki Maruyama,70.8,1062,15
67,68,68,Fred Funk,70.82,779,11
68,69,69,Rod Pampling,70.83,850,12
69,70,70,Luke Donald,70.9,709,10
70,71,71,Rich Barcelo,70.91,780,11
71,T72,T72,Stephen Ames,70.92,851,12
72,T72,T72,Tommy Armour III,70.92,851,12
73,T72,T72,J.B. Holmes,70.92,922,13
74,T75,T75,Marco Dawson,70.93,993,14
75,T75,T75,Mathew Goggin,70.93,993,14
76,77,77,George McNeill,70.94,1135,16
77,T78,T78,José Coceres,71.0,639,9
78,T78,T78,Brian Davis,71.0,781,11
79,T78,T78,Jim Furyk,71.0,639,9
80,T78,T78,Jesper Parnevik,71.0,1065,15
81,T78,T78,Tom Pernice Jr.,71.0,994,14
82,T78,T78,Rory Sabbatini,71.0,639,9
83,T78,T78,Boo Weekley,71.0,994,14
84,T85,T85,Robert Garrigus,71.07,995,14
85,T85,T85,Brian Gay,71.07,1066,15
86,T87,T87,Pat Perez,71.08,924,13
87,T87,T87,Carl Pettersson,71.08,853,12
88,89,89,Retief Goosen,71.11,640,9
89,T90,T90,Harrison Frazar,71.13,1138,16
90,T90,T90,Davis Love III,71.13,569,8
91,92,92,Geoff Ogilvy,71.14,996,14
92,93,93,Bob Heintz,71.15,925,13
93,T94,T94,Jason Bohn,71.2,712,10
94,T94,T94,Steve Stricker,71.2,1068,15
95,T94,T94,Kevin Sutherland,71.2,1068,15
96,97,97,Ted Purdy,71.24,1211,17
97,98,98,Bob Tway,71.25,1140,16
98,99,99,Cliff Kresge,71.26,1354,19
99,100,100,Alex Cejka,71.27,784,11
100,101,101,Jeff Quinney,71.29,998,14
101,T102,T102,Steve Elkington,71.31,927,13
102,T102,T102,Dean Wilson,71.31,1141,16
103,104,104,Chad Campbell,71.36,999,14
104,105,105,D.J. Trahan,71.41,1214,17
105,106,106,Jason Schultz,71.42,857,12
106,T107,T107,Gavin Coles,71.46,929,13
107,T107,T107,Dicky Pride,71.46,929,13
108,T109,T109,Todd Hamilton,71.47,1072,15
109,T109,T109,Matt Kuchar,71.47,1215,17
110,T109,T109,Bubba Watson,71.47,1072,15
111,T112,T112,Woody Austin,71.5,858,12
112,T112,T112,K.J. Choi,71.5,1001,14
113,T112,T112,Tom Lehman,71.5,858,12
114,115,115,John Rollins,71.53,1073,15
115,T116,T116,J.P. Hayes,71.54,930,13
116,T116,T116,Jeff Maggert,71.54,930,13
117,118,118,Adam Scott,71.55,787,11
118,T119,T119,Jeff Overton,71.56,644,9
119,T119,T119,Jaco Van Zyl,71.56,644,9
120,T121,T121,Peter Lonard,71.57,1002,14
121,T121,T121,Parker McLachlin,71.57,1002,14
122,123,123,Sergio Garcia,71.6,716,10
123,124,124,Brandt Snedeker,71.62,931,13
124,125,125,David Branshaw,71.63,1146,16
125,126,126,Will MacKenzie,71.69,1147,16
126,T127,T127,Tim Clark,71.7,717,10
127,T127,T127,Tom Johnson,71.7,717,10
128,T129,T129,Eric Axley,71.71,1506,21
129,T129,T129,Daniel Chopra,71.71,1004,14
130,131,131,Lee Janzen,71.73,789,11
131,T132,T132,Mark Calcavecchia,71.75,574,8
132,T132,T132,Charley Hoffman,71.75,1148,16
133,T134,T134,Michael Boyd,71.8,718,10
