,First_Tee_Early_Round_1_Scoring_Average_RANK THIS WEEK,First_Tee_Early_Round_1_Scoring_Average_RANK LAST WEEK,First_Tee_Early_Round_1_Scoring_Average_PLAYER NAME,First_Tee_Early_Round_1_Scoring_Average_AVG,First_Tee_Early_Round_1_Scoring_Average_TOTAL STROKES,First_Tee_Early_Round_1_Scoring_Average_TOTAL ROUNDS
0,1,1,Padraig Harrington,63.0,126,2
1,T2,T2,Lucas Glover,68.5,137,2
2,T2,T2,Vijay Singh,68.5,137,2
3,4,4,Stephen Leaney,68.6,343,5
4,5,5,Nick Watney,68.63,549,8
5,6,6,David Toms,68.75,275,4
6,7,7,Kyle Reifers,68.86,482,7
7,T8,T8,Briny Baird,69.0,552,8
8,T8,T8,Rod Pampling,69.0,552,8
9,10,10,Camilo Villegas,69.13,553,8
10,11,11,John Mallinger,69.14,484,7
11,12,12,Stewart Cink,69.17,415,6
12,13,13,Anders Hansen,69.2,346,5
13,14,14,Kevin Na,69.25,554,8
14,T15,T15,Steve Allan,69.33,208,3
15,T15,T15,Justin Rose,69.33,416,6
16,T15,T15,Michael Sim,69.33,208,3
17,T15,T15,Scott Verplank,69.33,624,9
18,T19,T19,Tim Clark,69.38,555,8
19,T19,T19,Tripp Isenhour,69.38,555,8
20,21,21,Woody Austin,69.4,347,5
21,22,22,Bart Bryant,69.44,625,9
22,T23,T23,Brian Gay,69.5,556,8
23,T23,T23,Sean O'Hair,69.5,556,8
24,T23,T23,Jeff Overton,69.5,417,6
25,T26,T26,Kent Jones,69.57,487,7
26,T26,T26,Carl Pettersson,69.57,487,7
27,28,28,Charles Warren,69.67,418,6
28,T29,T29,Scott Gutschewski,69.8,349,5
29,T29,T29,Steve Marino,69.8,698,10
30,T31,T31,Cliff Kresge,69.88,559,8
31,T31,T31,Rocco Mediate,69.88,559,8
32,33,33,Jesper Parnevik,69.89,629,9
33,T34,T34,Craig Barlow,70.0,280,4
34,T34,T34,Nathan Green,70.0,560,8
35,T34,T34,Anthony Kim,70.0,350,5
36,T34,T34,Dicky Pride,70.0,350,5
37,T34,T34,John Rollins,70.0,560,8
38,T34,T34,Charlie Wi,70.0,350,5
39,T34,T34,Tiger Woods,70.0,140,2
40,41,41,Charley Hoffman,70.1,701,10
41,42,42,Ryan Armour,70.13,561,8
42,43,43,Bill Haas,70.17,421,6
43,44,44,Will MacKenzie,70.18,772,11
44,T45,T45,Mark Brooks,70.33,211,3
45,T45,T45,Trevor Immelman,70.33,422,6
46,T45,T45,Jay Williamson,70.33,211,3
47,48,48,Heath Slocum,70.36,774,11
48,49,49,Mark Calcavecchia,70.38,563,8
49,T50,T50,Jeff Gove,70.4,704,10
50,T50,T50,Ted Purdy,70.4,704,10
51,T52,T52,J.P. Hayes,70.43,493,7
52,T52,T52,Brandt Snedeker,70.43,493,7
53,T54,T54,Michael Allen,70.5,282,4
54,T54,T54,Brian Davis,70.5,423,6
55,T54,T54,John Merrick,70.5,564,8
56,57,57,Kenny Perry,70.55,776,11
57,58,58,Ryuji Imada,70.6,706,10
