,First_Tee_Early_Par_4_Scoring_Average_RANK THIS WEEK,First_Tee_Early_Par_4_Scoring_Average_RANK LAST WEEK,First_Tee_Early_Par_4_Scoring_Average_PLAYER NAME,First_Tee_Early_Par_4_Scoring_Average_ROUNDS,First_Tee_Early_Par_4_Scoring_Average_AVG,First_Tee_Early_Par_4_Scoring_Average_TOTAL STROKES,First_Tee_Early_Par_4_Scoring_Average_TOTAL HOLES
0,1,1,Padraig Harrington,64,3.91,485,124
1,T2,T2,Geoff Ogilvy,84,3.94,976,248
2,T2,T2,Jeff Overton,60,3.94,886,225
3,T4,T4,Alex Cejka,80,3.95,1224,310
4,T4,T4,Justin Rose,63,3.95,759,192
5,6,6,Scott Verplank,82,3.96,1026,259
6,T7,T7,Chris Riley,59,3.98,561,141
7,T7,T7,Darron Stiles,65,3.98,785,197
8,T9,T9,Steve Allan,63,3.99,639,160
9,T9,T9,Brian Gay,107,3.99,1270,318
10,T9,T9,Zach Johnson,76,3.99,838,210
11,T9,T9,Stephen Leaney,82,3.99,914,229
12,T9,T9,Vijay Singh,102,3.99,1061,266
13,T9,T9,Jay Williamson,50,3.99,667,167
14,T15,T15,Mark Brooks,53,4.0,572,143
15,T15,T15,Freddie Jacobson,70,4.0,600,150
16,T15,T15,Hunter Mahan,91,4.0,1273,318
17,T15,T15,Rocco Mediate,72,4.0,1136,284
18,T15,T15,Dicky Pride,71,4.0,680,170
19,T15,T15,Ted Purdy,102,4.0,1245,311
20,T15,T15,Brandt Snedeker,105,4.0,1421,355
21,T15,T15,Bo Van Pelt,104,4.0,1596,399
22,T15,T15,Tiger Woods,63,4.0,340,85
23,T24,T24,Brian Davis,101,4.01,1746,435
24,T24,T24,Sean O'Hair,98,4.01,1421,354
25,T24,T24,Jesper Parnevik,88,4.01,1263,315
26,T24,T24,Kenny Perry,83,4.01,1199,299
27,T24,T24,Tag Ridings,52,4.01,754,188
28,T24,T24,Heath Slocum,101,4.01,1496,373
29,T24,T24,David Toms,80,4.01,1118,279
30,T24,T24,Boo Weekley,101,4.01,1705,425
31,T32,T32,Tommy Armour III,81,4.02,1247,310
32,T32,T32,Bart Bryant,87,4.02,1175,292
33,T32,T32,Bob Heintz,85,4.02,1106,275
34,T32,T32,Anthony Kim,93,4.02,1292,321
35,T32,T32,Matt Kuchar,85,4.02,1223,304
36,T32,T32,Doug LaBelle II,104,4.02,1522,379
37,T32,T32,Will MacKenzie,100,4.02,1470,366
38,T32,T32,Jeff Maggert,79,4.02,981,244
39,T32,T32,Steve Stricker,81,4.02,1057,263
40,T41,T41,Stuart Appleby,74,4.03,806,200
41,T41,T41,Craig Barlow,52,4.03,851,211
42,T41,T41,J.P. Hayes,89,4.03,1230,305
43,T41,T41,Kent Jones,97,4.03,1562,388
44,T41,T41,Cliff Kresge,107,4.03,1526,379
45,T41,T41,Justin Leonard,95,4.03,1670,414
46,T41,T41,Jarrod Lyle,77,4.03,1004,249
47,T41,T41,Steve Marino,106,4.03,1313,326
48,T41,T41,Rod Pampling,92,4.03,1405,349
49,T41,T41,Corey Pavin,81,4.03,1396,346
50,T41,T41,John Rollins,102,4.03,1734,430
51,T41,T41,Jaco Van Zyl,51,4.03,246,61
52,T41,T41,Camilo Villegas,82,4.03,1051,261
53,T41,T41,Johnson Wagner,97,4.03,1415,351
54,T41,T41,Nick Watney,87,4.03,1242,308
55,T56,T56,Briny Baird,115,4.04,1599,396
56,T56,T56,Craig Bowden,78,4.04,1204,298
57,T56,T56,K.J. Choi,87,4.04,937,232
58,T56,T56,Stewart Cink,91,4.04,1253,310
59,T56,T56,Chris Couch,76,4.04,1017,252
60,T56,T56,Luke Donald,69,4.04,1187,294
61,T56,T56,Scott Gutschewski,67,4.04,1051,260
62,T56,T56,Bill Haas,93,4.04,1203,298
63,T56,T56,Peter Lonard,85,4.04,1213,300
64,T56,T56,Tim Petrovic,106,4.04,1606,398
65,T56,T56,Rory Sabbatini,81,4.04,1082,268
66,T56,T56,Michael Sim,52,4.04,651,161
67,T56,T56,Bob Tway,103,4.04,1241,307
68,T56,T56,Charlie Wi,90,4.04,910,225
69,T70,T70,Stephen Ames,81,4.05,899,222
70,T70,T70,Woody Austin,95,4.05,1484,366
71,T70,T70,David Branshaw,83,4.05,1236,305
72,T70,T70,D.J. Brigman,67,4.05,976,241
73,T70,T70,Tim Clark,66,4.05,745,184
74,T70,T70,Marco Dawson,73,4.05,1243,307
75,T70,T70,Jim Furyk,84,4.05,766,189
76,T70,T70,Lucas Glover,98,4.05,1246,308
77,T70,T70,Mathias Grönberg,95,4.05,1457,360
78,T70,T70,Tim Herron,98,4.05,2023,499
79,T70,T70,Ryuji Imada,104,4.05,1292,319
80,T70,T70,Nick O'Hern,72,4.05,782,193
81,T70,T70,Ryan Palmer,91,4.05,806,199
82,T70,T70,Pat Perez,84,4.05,1336,330
83,T70,T70,Vaughn Taylor,91,4.05,1412,349
84,T85,T85,Michael Allen,74,4.06,1004,247
85,T85,T85,Tom Byrum,50,4.06,621,153
86,T85,T85,Mark Calcavecchia,93,4.06,1635,403
87,T85,T85,Gavin Coles,87,4.06,1450,357
88,T85,T85,Brendon de Jonge,76,4.06,706,174
89,T85,T85,Ken Duke,112,4.06,2052,506
90,T85,T85,J.J. Henry,86,4.06,1576,388
91,T85,T85,Charley Hoffman,97,4.06,1424,351
92,T85,T85,Craig Kanada,109,4.06,1516,373
93,T85,T85,Jerry Kelly,101,4.06,1450,357
94,T85,T85,Frank Lickliter II,95,4.06,1508,371
95,T85,T85,Craig Lile,77,4.06,852,210
96,T85,T85,John Mallinger,96,4.06,1598,394
97,T85,T85,Parker McLachlin,83,4.06,1267,312
