,First_Tee_Early_Par_3_Scoring_Average_RANK THIS WEEK,First_Tee_Early_Par_3_Scoring_Average_RANK LAST WEEK,First_Tee_Early_Par_3_Scoring_Average_PLAYER NAME,First_Tee_Early_Par_3_Scoring_Average_ROUNDS,First_Tee_Early_Par_3_Scoring_Average_AVG,First_Tee_Early_Par_3_Scoring_Average_TOTAL STROKES,First_Tee_Early_Par_3_Scoring_Average_TOTAL HOLES
0,1,1,Tim Clark,66,2.9,197,68
1,2,2,Henrik Stenson,52,2.91,160,55
2,T3,T3,Steve Elkington,87,2.92,347,119
3,T3,T3,Jim Furyk,84,2.92,190,65
4,T3,T3,Justin Rose,63,2.92,193,66
5,6,6,Lucas Glover,98,2.95,322,109
6,7,7,Retief Goosen,50,2.96,234,79
7,8,8,Kevin Na,84,2.97,318,107
8,T9,T9,Stewart Cink,91,2.98,331,111
9,T9,T9,Rocco Mediate,72,2.98,313,105
10,T9,T9,Greg Owen,81,2.98,256,86
11,T9,T9,Mark Wilson,87,2.98,388,130
12,T13,T13,Rich Barcelo,80,2.99,311,104
13,T13,T13,Bart Bryant,87,2.99,323,108
14,T13,T13,Jonathan Byrd,73,2.99,272,91
15,T13,T13,Scott Gutschewski,67,2.99,284,95
16,T13,T13,Mark Hensby,81,2.99,362,121
17,T13,T13,Sean O'Hair,98,2.99,374,125
18,T19,T19,Stephen Leaney,82,3.0,258,86
19,T19,T19,Tom Pernice Jr.,104,3.0,345,115
20,T19,T19,Scott Verplank,82,3.0,270,90
21,T22,T22,Tommy Armour III,81,3.01,352,117
22,T22,T22,Woody Austin,95,3.01,418,139
23,T22,T22,Jeff Gove,103,3.01,391,130
24,T22,T22,Arron Oberholser,69,3.01,322,107
25,T22,T22,Heath Slocum,101,3.01,416,138
26,T22,T22,Chris Stroud,66,3.01,241,80
27,T22,T22,Charlie Wi,90,3.01,256,85
28,T29,T29,Michael Allen,74,3.02,284,94
29,T29,T29,Ryuji Imada,104,3.02,366,121
30,T29,T29,Craig Kanada,109,3.02,438,145
31,T29,T29,Matt Kuchar,85,3.02,335,111
32,T29,T29,Parker McLachlin,83,3.02,350,116
33,T29,T29,Kenny Perry,83,3.02,347,115
34,T35,T35,J.P. Hayes,89,3.03,367,121
35,T35,T35,Lee Janzen,66,3.03,200,66
36,T35,T35,Anthony Kim,93,3.03,358,118
37,T35,T35,Justin Leonard,95,3.03,443,146
38,T35,T35,Jim Rutledge,59,3.03,221,73
39,T40,T40,Michael Boyd,61,3.04,152,50
40,T40,T40,Steve Flesch,100,3.04,459,151
41,T40,T40,Sergio Garcia,68,3.04,207,68
42,T40,T40,Cliff Kresge,107,3.04,431,142
43,T40,T40,Rod Pampling,92,3.04,368,121
44,T40,T40,Vaughn Taylor,91,3.04,386,127
45,T40,T40,Johnson Wagner,97,3.04,411,135
46,T40,T40,Dean Wilson,92,3.04,371,122
47,T48,T48,Briny Baird,115,3.05,449,147
48,T48,T48,Brian Gay,107,3.05,363,119
49,T48,T48,Mathew Goggin,97,3.05,339,111
50,T48,T48,Padraig Harrington,64,3.05,131,43
51,T48,T48,J.J. Henry,86,3.05,427,140
52,T48,T48,Kent Jones,97,3.05,449,147
53,T48,T48,George McNeill,95,3.05,391,128
54,T48,T48,Dicky Pride,71,3.05,201,66
55,T48,T48,Brandt Snedeker,105,3.05,400,131
56,T48,T48,Paul Stankowski,52,3.05,186,61
57,T48,T48,Kirk Triplett,77,3.05,336,110
58,T48,T48,Boo Weekley,101,3.05,458,150
59,T60,T60,Aaron Baddeley,83,3.06,297,97
60,T60,T60,Mark Brooks,53,3.06,156,51
61,T60,T60,John Daly,59,3.06,251,82
62,T60,T60,Chris DiMarco,79,3.06,312,102
63,T60,T60,Jason Dufner,100,3.06,395,129
64,T60,T60,Bob Heintz,85,3.06,333,109
65,T60,T60,Matt Hendrix,63,3.06,162,53
66,T60,T60,John Merrick,92,3.06,355,116
67,T60,T60,Jay Williamson,50,3.06,202,66
68,T69,T69,Billy Andrade,88,3.07,273,89
69,T69,T69,Craig Barlow,52,3.07,252,82
70,T69,T69,Tom Byrum,50,3.07,169,55
71,T69,T69,K.J. Choi,87,3.07,252,82
72,T69,T69,Daniel Chopra,106,3.07,420,137
73,T69,T69,Luke Donald,69,3.07,310,101
74,T69,T69,Robert Gamez,88,3.07,371,121
75,T69,T69,Jason Gore,86,3.07,310,101
76,T69,T69,Paul Goydos,60,3.07,276,90
77,T69,T69,Nathan Green,103,3.07,430,140
78,T69,T69,Corey Pavin,81,3.07,387,126
79,T69,T69,Darron Stiles,65,3.07,221,72
80,T81,T81,Eric Axley,107,3.08,438,142
81,T81,T81,Alex Cejka,80,3.08,363,118
82,T81,T81,Gavin Coles,87,3.08,410,133
83,T81,T81,Ken Duke,112,3.08,585,190
84,T81,T81,Jeff Overton,60,3.08,262,85
85,T81,T81,Tim Petrovic,106,3.08,446,145
86,T81,T81,Jeff Quinney,95,3.08,431,140
87,T81,T81,Chris Riley,59,3.08,163,53
88,T89,T89,Glen Day,85,3.09,392,127
89,T89,T89,Robert Garrigus,95,3.09,435,141
90,T89,T89,Tim Herron,98,3.09,554,179
91,T89,T89,Jerry Kelly,101,3.09,393,127
92,T89,T89,Tom Lehman,62,3.09,235,76
93,T89,T89,Jeff Maggert,79,3.09,278,90
94,T89,T89,John Mallinger,96,3.09,451,146
95,T89,T89,Shigeki Maruyama,84,3.09,365,118
96,T89,T89,Shaun Micheel,91,3.09,383,124
97,T89,T89,Jesper Parnevik,88,3.09,383,124
98,T89,T89,Pat Perez,84,3.09,359,116
99,T89,T89,Carl Pettersson,111,3.09,402,130
100,T89,T89,Ian Poulter,63,3.09,324,105
101,T89,T89,Ted Purdy,102,3.09,362,117
102,T89,T89,Bob Tway,103,3.09,359,116
103,T89,T89,Nick Watney,87,3.09,365,118
104,T105,T105,Craig Bowden,78,3.1,344,111
105,T105,T105,Chris Couch,76,3.1,291,94
106,T105,T105,Ernie Els,59,3.1,195,63
107,T105,T105,Anders Hansen,55,3.1,180,58
108,T105,T105,Richard Johnson,93,3.1,475,153
109,T105,T105,Steve Marino,106,3.1,369,119
110,T105,T105,Billy Mayfair,98,3.1,409,132
111,T105,T105,Ryan Palmer,91,3.1,239,77
112,T105,T105,Tiger Woods,63,3.1,96,31
113,T114,T114,Stuart Appleby,74,3.11,221,71
114,T114,T114,Jason Bohn,57,3.11,177,57
115,T114,T114,Brian Davis,101,3.11,492,158
116,T114,T114,Bob Estes,88,3.11,429,138
117,T114,T114,Charley Hoffman,97,3.11,410,132
118,T114,T114,Freddie Jacobson,70,3.11,174,56
119,T114,T114,Craig Lile,77,3.11,236,76
120,T114,T114,Will MacKenzie,100,3.11,435,140
121,T114,T114,Troy Matteson,87,3.11,401,129
122,T114,T114,John Rollins,102,3.11,479,154
123,T114,T114,Adam Scott,69,3.11,174,56
124,T114,T114,Vijay Singh,102,3.11,295,95
125,T114,T114,Steve Stricker,81,3.11,299,96
126,T114,T114,Kevin Sutherland,85,3.11,252,81
127,T114,T114,David Toms,80,3.11,302,97
128,T129,T129,Mark Calcavecchia,93,3.12,446,143
129,T129,T129,Frank Lickliter II,95,3.12,430,138
130,T129,T129,John Senden,97,3.12,390,125
131,T129,T129,Michael Sim,52,3.12,187,60
132,T129,T129,Jaco Van Zyl,51,3.12,81,26
133,T129,T129,Mike Weir,82,3.12,337,108
134,T135,T135,Steve Allan,63,3.13,194,62
135,T135,T135,Stephen Ames,81,3.13,250,80
136,T135,T135,David Branshaw,83,3.13,379,121
137,T135,T135,Marco Dawson,73,3.13,376,120
138,T135,T135,Harrison Frazar,88,3.13,351,112
139,T135,T135,Fred Funk,65,3.13,300,96
140,T135,T135,Trevor Immelman,74,3.13,241,77
141,T135,T135,Tripp Isenhour,86,3.13,257,82
142,T135,T135,Zach Johnson,76,3.13,235,75
143,T135,T135,Doug LaBelle II,104,3.13,429,137
144,T135,T135,Hunter Mahan,91,3.13,366,117
145,T135,T135,Ryan Moore,92,3.13,395,126
146,T135,T135,Geoff Ogilvy,84,3.13,269,86
147,T135,T135,Jason Schultz,63,3.13,188,60
148,T135,T135,Bo Van Pelt,104,3.13,475,152
149,T135,T135,Duffy Waldorf,69,3.13,216,69
150,T151,T151,Rich Beem,89,3.14,364,116
151,T151,T151,Mathias Grönberg,95,3.14,433,138
152,T151,T151,Michael Putnam,96,3.14,389,124
153,T151,T151,Rory Sabbatini,81,3.14,292,93
154,T151,T151,Chris Tidland,59,3.14,273,87
155,T156,T156,Ryan Armour,107,3.15,403,128
156,T156,T156,Cameron Beckman,96,3.15,403,128
157,T156,T156,D.J. Brigman,67,3.15,280,89
158,T156,T156,José Coceres,50,3.15,164,52
159,T156,T156,Bill Haas,93,3.15,356,113
