,First_Tee_Early_Par_5_Scoring_Average_RANK THIS WEEK,First_Tee_Early_Par_5_Scoring_Average_RANK LAST WEEK,First_Tee_Early_Par_5_Scoring_Average_PLAYER NAME,First_Tee_Early_Par_5_Scoring_Average_ROUNDS,First_Tee_Early_Par_5_Scoring_Average_AVG,First_Tee_Early_Par_5_Scoring_Average_TOTAL STROKES,First_Tee_Early_Par_5_Scoring_Average_TOTAL HOLES
0,1,1,Bill Haas,93,4.46,415,93
1,T2,T2,John Daly,59,4.49,301,67
2,T2,T2,Charles Warren,101,4.49,449,100
3,T4,T4,Phil Mickelson,73,4.5,171,38
4,T4,T4,Tiger Woods,63,4.5,126,28
5,6,6,Mark Calcavecchia,93,4.51,460,102
6,7,7,Jesper Parnevik,88,4.54,459,101
7,8,8,Jason Schultz,63,4.55,214,47
8,T9,T9,Alex Cejka,80,4.56,429,94
9,T9,T9,Lucas Glover,98,4.56,397,87
10,T9,T9,Bubba Watson,80,4.56,356,78
11,T12,T12,Briny Baird,115,4.57,480,105
12,T12,T12,Nathan Green,103,4.57,484,106
13,T12,T12,Hunter Mahan,91,4.57,398,87
14,T12,T12,Pat Perez,84,4.57,347,76
15,T12,T12,John Senden,97,4.57,466,102
16,T12,T12,Bo Van Pelt,104,4.57,526,115
17,T18,T18,Robert Allenby,90,4.58,371,81
18,T18,T18,Andrew Buckle,77,4.58,238,52
19,T18,T18,Charley Hoffman,97,4.58,508,111
20,T18,T18,Troy Matteson,87,4.58,449,98
21,T18,T18,Vijay Singh,102,4.58,325,71
22,T23,T23,Jason Bohn,57,4.59,170,37
23,T23,T23,Ernie Els,59,4.59,234,51
24,T23,T23,Jeff Gove,103,4.59,459,100
25,T23,T23,J.P. Hayes,89,4.59,441,96
26,T23,T23,J.J. Henry,86,4.59,468,102
27,T23,T23,Anthony Kim,93,4.59,381,83
28,T23,T23,Steve Marino,106,4.59,436,95
29,T23,T23,Charlie Wi,90,4.59,312,68
30,T31,T31,Sergio Garcia,68,4.6,230,50
31,T31,T31,Kent Jones,97,4.6,602,131
32,T31,T31,Matt Kuchar,85,4.6,409,89
33,T31,T31,Kevin Na,84,4.6,446,97
34,T31,T31,Rod Pampling,92,4.6,405,88
35,T31,T31,Carl Pettersson,111,4.6,483,105
36,T31,T31,Kyle Reifers,71,4.6,409,89
37,T38,T38,Rich Barcelo,80,4.61,364,79
38,T38,T38,Harrison Frazar,88,4.61,387,84
39,T38,T38,Mathias Grönberg,95,4.61,526,114
40,T38,T38,Padraig Harrington,64,4.61,143,31
41,T38,T38,Paul Stankowski,52,4.61,226,49
42,T38,T38,Vaughn Taylor,91,4.61,461,100
43,T38,T38,Chris Tidland,59,4.61,327,71
44,T45,T45,Daniel Chopra,106,4.62,508,110
45,T45,T45,Frank Lickliter II,95,4.62,476,103
46,T45,T45,Jeff Overton,60,4.62,314,68
47,T45,T45,Tom Pernice Jr.,104,4.62,393,85
48,T45,T45,John Rollins,102,4.62,545,118
49,T45,T45,David Toms,80,4.62,342,74
50,T51,T51,Steve Allan,63,4.63,222,48
51,T51,T51,Aaron Baddeley,83,4.63,361,78
52,T51,T51,Bob Estes,88,4.63,458,99
53,T51,T51,Brett Quigley,79,4.63,426,92
54,T51,T51,Heath Slocum,101,4.63,468,101
55,T51,T51,Steve Stricker,81,4.63,338,73
56,T51,T51,Nick Watney,87,4.63,444,96
57,T58,T58,K.J. Choi,87,4.64,297,64
58,T58,T58,Chris DiMarco,79,4.64,357,77
59,T58,T58,Tim Herron,98,4.64,612,132
60,T58,T58,Camilo Villegas,82,4.64,339,73
61,T58,T58,Johnson Wagner,97,4.64,501,108
62,T63,T63,Stewart Cink,91,4.65,386,83
63,T63,T63,Steve Elkington,87,4.65,400,86
64,T63,T63,Freddie Jacobson,70,4.65,214,46
65,T63,T63,Parker McLachlin,83,4.65,437,94
66,T63,T63,Ryan Moore,92,4.65,493,106
67,T63,T63,Ted Purdy,102,4.65,437,94
68,T63,T63,Adam Scott,69,4.65,237,51
69,T63,T63,Mark Wilson,87,4.65,474,102
70,T71,T71,Cameron Beckman,96,4.66,503,108
71,T71,T71,Bart Bryant,87,4.66,401,86
72,T71,T71,Gavin Coles,87,4.66,485,104
73,T71,T71,Brendon de Jonge,76,4.66,233,50
74,T71,T71,Brett Wetterich,88,4.66,438,94
75,T76,T76,Craig Barlow,52,4.67,313,67
76,T76,T76,Jonathan Byrd,73,4.67,313,67
77,T76,T76,Anders Hansen,55,4.67,196,42
78,T76,T76,Doug LaBelle II,104,4.67,448,96
79,T76,T76,John Merrick,92,4.67,411,88
80,T76,T76,Nick O'Hern,72,4.67,215,46
81,T76,T76,Jeff Sluman,60,4.67,369,79
82,T83,T83,Billy Andrade,88,4.68,346,74
83,T83,T83,Ryan Armour,107,4.68,468,100
84,T83,T83,Craig Bowden,78,4.68,445,95
85,T83,T83,Steve Flesch,100,4.68,543,116
86,T83,T83,J.B. Holmes,71,4.68,393,84
87,T83,T83,Sean O'Hair,98,4.68,454,97
88,T83,T83,Tim Petrovic,106,4.68,491,105
89,T83,T83,Scott Verplank,82,4.68,304,65
90,T83,T83,Steve Wheatcroft,73,4.68,173,37
91,T92,T92,Jim Furyk,84,4.69,244,52
92,T92,T92,Charles Howell III,89,4.69,427,91
93,T92,T92,Steve Lowery,74,4.69,436,93
94,T92,T92,Jeff Maggert,79,4.69,375,80
95,T92,T92,Brandt Snedeker,105,4.69,422,90
96,T92,T92,Bob Tway,103,4.69,464,99
97,T98,T98,Tim Clark,66,4.7,254,54
98,T98,T98,Jason Gore,86,4.7,371,79
99,T98,T98,Jerry Kelly,101,4.7,432,92
100,T98,T98,Joe Ogilvie,102,4.7,451,96
101,T98,T98,Rory Sabbatini,81,4.7,334,71
102,T98,T98,Joey Sindelar,75,4.7,432,92
103,T98,T98,D.J. Trahan,99,4.7,465,99
104,T105,T105,Brian Gay,107,4.71,485,103
105,T105,T105,John Mallinger,96,4.71,509,108
106,T105,T105,Bryce Molder,56,4.71,226,48
107,T105,T105,Ian Poulter,63,4.71,391,83
108,T105,T105,Justin Rose,63,4.71,226,48
109,T105,T105,Kevin Stadler,95,4.71,485,103
110,T105,T105,Darron Stiles,65,4.71,259,55
111,T105,T105,Dean Wilson,92,4.71,466,99
112,T113,T113,Stuart Appleby,74,4.72,250,53
