,Tenth_Tee_Early_Round_5_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Early_Round_5_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Early_Round_5_Scoring_Average_PLAYER NAME,Tenth_Tee_Early_Round_5_Scoring_Average_AVG,Tenth_Tee_Early_Round_5_Scoring_Average_TOTAL STROKES,Tenth_Tee_Early_Round_5_Scoring_Average_TOTAL ROUNDS
0,1,1,Mark Calcavecchia,69.0,69,1
1,T2,T2,Will MacKenzie,70.0,70,1
2,T2,T2,Nick Watney,70.0,70,1
3,T4,T4,Peter Lonard,72.0,72,1
4,T4,T4,George McNeill,72.0,72,1
5,T6,T6,Lee Janzen,73.0,73,1
6,T6,T6,Richard Johnson,73.0,73,1
7,8,8,Shaun Micheel,74.0,74,1
8,9,9,Paul Gow,75.0,75,1
9,T10,T10,Jason Dufner,76.0,76,1
10,T10,T10,Corey Pavin,76.0,76,1
11,T10,T10,Mike Weir,76.0,76,1
12,T13,T13,Ken Duke,77.0,77,1
13,T13,T13,Kevin Sutherland,77.0,77,1
14,T15,T15,Jason Gore,78.0,78,1
15,T15,T15,Bob Heintz,78.0,78,1
16,T15,T15,Steve Marino,78.0,78,1
17,T15,T15,Kenny Perry,78.0,78,1
18,19,19,Tripp Isenhour,79.0,79,1
19,20,20,Kevin Na,80.0,80,1
