,Front_9_Par_5_Scoring_Average_RANK THIS WEEK,Front_9_Par_5_Scoring_Average_RANK LAST WEEK,Front_9_Par_5_Scoring_Average_PLAYER NAME,Front_9_Par_5_Scoring_Average_ROUNDS,Front_9_Par_5_Scoring_Average_AVG,Front_9_Par_5_Scoring_Average_TOTAL STROKES,Front_9_Par_5_Scoring_Average_TOTAL HOLES
0,1,1,Phil Mickelson,73,4.43,474,107
1,2,2,Tiger Woods,63,4.49,395,88
2,3,3,Aaron Baddeley,83,4.5,540,120
3,4,4,Vijay Singh,102,4.51,636,141
4,T5,T5,Jason Bohn,57,4.53,385,85
5,T5,T5,Bill Haas,93,4.53,657,145
6,T5,T5,Carl Pettersson,111,4.53,766,169
7,T8,T8,Jonathan Byrd,73,4.54,513,113
8,T8,T8,Bubba Watson,80,4.54,577,127
9,T10,T10,Sergio Garcia,68,4.57,434,95
10,T10,T10,Jesper Parnevik,88,4.57,635,139
11,T10,T10,Rory Sabbatini,81,4.57,526,115
12,T10,T10,Adam Scott,69,4.57,475,104
13,T14,T14,Robert Allenby,90,4.58,591,129
14,T14,T14,Steve Marino,106,4.58,774,169
15,T14,T14,Kevin Na,84,4.58,623,136
16,T14,T14,Sean O'Hair,98,4.58,683,149
17,T14,T14,John Senden,97,4.58,691,151
18,T14,T14,Johnson Wagner,97,4.58,719,157
19,T20,T20,Briny Baird,115,4.59,821,179
20,T20,T20,Jeff Brehaut,59,4.59,431,94
21,T20,T20,Mark Calcavecchia,93,4.59,657,143
22,T20,T20,Tim Clark,66,4.59,431,94
23,T20,T20,Rod Pampling,92,4.59,601,131
24,T25,T25,John Daly,59,4.6,409,89
25,T25,T25,Robert Garrigus,95,4.6,713,155
26,T25,T25,Charley Hoffman,97,4.6,713,155
27,T25,T25,John Merrick,92,4.6,639,139
28,T25,T25,Bo Van Pelt,104,4.6,704,153
29,T30,T30,Alex Cejka,80,4.61,567,123
30,T30,T30,Steve Stricker,81,4.61,535,116
31,T30,T30,Charlie Wi,90,4.61,664,144
32,T33,T33,Bart Bryant,87,4.62,638,138
33,T33,T33,Ernie Els,59,4.62,388,84
34,T33,T33,Troy Matteson,87,4.62,596,129
35,T33,T33,Kevin Sutherland,85,4.62,605,131
36,T37,T37,Harrison Frazar,88,4.63,644,139
37,T37,T37,J.J. Henry,86,4.63,569,123
38,T37,T37,Charles Howell III,89,4.63,597,129
39,T37,T37,Jerry Kelly,101,4.63,690,149
40,T37,T37,Tom Pernice Jr.,104,4.63,740,160
41,T37,T37,Tim Petrovic,106,4.63,736,159
42,T37,T37,Ian Poulter,63,4.63,412,89
43,T37,T37,Steve Wheatcroft,73,4.63,537,116
44,T45,T45,K.J. Choi,87,4.64,575,124
45,T45,T45,Jim Furyk,84,4.64,566,122
46,T45,T45,Matt Kuchar,85,4.64,636,137
47,T45,T45,Paul Stankowski,52,4.64,376,81
48,T49,T49,Stewart Cink,91,4.65,604,130
49,T49,T49,Joe Durant,88,4.65,642,138
50,T49,T49,Lucas Glover,98,4.65,725,156
51,T49,T49,Nathan Green,103,4.65,721,155
52,T49,T49,Mathias Grönberg,95,4.65,697,150
53,T49,T49,Tripp Isenhour,86,4.65,600,129
54,T49,T49,Frank Lickliter II,95,4.65,674,145
55,T49,T49,Will MacKenzie,100,4.65,726,156
56,T49,T49,Billy Mayfair,98,4.65,655,141
57,T49,T49,Justin Rose,63,4.65,363,78
58,T49,T49,Chris Tidland,59,4.65,428,92
59,T49,T49,Mark Wilson,87,4.65,619,133
60,T61,T61,Michael Allen,74,4.66,527,113
61,T61,T61,Andrew Buckle,77,4.66,531,114
62,T61,T61,Mathew Goggin,97,4.66,694,149
63,T61,T61,Anders Hansen,55,4.66,359,77
64,T61,T61,Parker McLachlin,83,4.66,610,131
65,T61,T61,Ryan Moore,92,4.66,685,147
66,T61,T61,Jeff Overton,60,4.66,447,96
67,T61,T61,Brandt Snedeker,105,4.66,703,151
68,T61,T61,Vaughn Taylor,91,4.66,653,140
69,T61,T61,Scott Verplank,82,4.66,527,113
70,T61,T61,Duffy Waldorf,69,4.66,531,114
71,T72,T72,Cameron Beckman,96,4.67,710,152
72,T72,T72,Ryuji Imada,104,4.67,761,163
