,Putts_per_Round_-_Round_2_RANK THIS WEEK,Putts_per_Round_-_Round_2_RANK LAST WEEK,Putts_per_Round_-_Round_2_PLAYER NAME,Putts_per_Round_-_Round_2_AVG,Putts_per_Round_-_Round_2_TOTAL PUTTS,Putts_per_Round_-_Round_2_TOTAL ROUNDS
0,1,1,Chris Kirk,27.38,657,24
1,2,2,Rory McIlroy,27.5,385,14
2,3,3,Greg Chalmers,27.61,635,23
3,T4,T4,Stephen Ames,27.67,498,18
4,T4,T4,Tiger Woods,27.67,415,15
5,6,6,Bob Estes,27.78,500,18
6,7,7,Charlie Wi,27.82,612,22
7,8,8,Brendon de Jonge,27.97,839,30
8,9,9,Aaron Baddeley,28.0,644,23
9,10,10,Luke Donald,28.06,449,16
10,11,11,Brian Gay,28.09,646,23
11,12,12,Harris English,28.12,731,26
12,T13,T13,K.J. Choi,28.13,647,23
13,T13,T13,Bryce Molder,28.13,647,23
14,T15,T15,Steven Bowditch,28.14,591,21
15,T15,T15,Phil Mickelson,28.14,591,21
16,17,17,Patrick Reed,28.15,732,26
17,18,18,Mike Weir,28.19,592,21
18,19,19,Tim Herron,28.2,423,15
19,20,20,Justin Leonard,28.21,677,24
20,21,21,Tom Gillis,28.24,593,21
21,22,22,Steve Stricker,28.25,339,12
22,23,23,Matt Kuchar,28.27,622,22
23,T24,T24,Brian Harman,28.29,792,28
24,T24,T24,David Lynn,28.29,594,21
25,T26,T26,Colt Knost,28.3,651,23
26,T26,T26,Pat Perez,28.3,566,20
27,28,28,David Lingmerth,28.32,623,22
28,T29,T29,David Hearn,28.35,737,26
29,T29,T29,D.H. Lee,28.35,567,20
30,T29,T29,Brandt Snedeker,28.35,652,23
31,32,32,Cameron Percy,28.37,539,19
32,33,33,Sangmoon Bae,28.4,710,25
33,34,34,Erik Compton,28.43,654,23
34,35,35,Darron Stiles,28.47,541,19
35,T36,T36,Stuart Appleby,28.5,684,24
36,T36,T36,William McGirt,28.5,684,24
37,T36,T36,Charl Schwartzel,28.5,513,18
38,T39,T39,Jonas Blixt,28.58,686,24
39,T39,T39,Bill Haas,28.58,686,24
40,41,41,Brian Davis,28.59,772,27
41,42,42,Andres Romero,28.6,572,20
42,43,43,Ernie Els,28.61,515,18
43,44,44,George McNeill,28.63,544,19
44,T45,T45,James Driscoll,28.64,630,22
45,T45,T45,Ryan Palmer,28.64,630,22
46,T45,T45,Chris Stroud,28.64,716,25
47,T48,T48,Bud Cauley,28.68,631,22
48,T48,T48,Scott Gardiner,28.68,631,22
49,T50,T50,Keegan Bradley,28.71,689,24
50,T50,T50,Rickie Fowler,28.71,603,21
51,52,52,James Hahn,28.72,718,25
52,53,53,Tim Clark,28.74,546,19
53,54,54,Doug LaBelle II,28.76,604,21
54,T55,T55,Scott Stallings,28.78,777,27
55,T55,T55,Aaron Watkins,28.78,518,18
56,57,57,Charles Howell III,28.79,691,24
57,T58,T58,Jason Day,28.8,576,20
58,T58,T58,Martin Flores,28.8,720,25
59,T58,T58,Adam Scott,28.8,432,15
60,T61,T61,Scott Langley,28.81,749,26
61,T61,T61,Daniel Summerhays,28.81,749,26
62,63,63,Chez Reavie,28.82,634,22
63,64,64,Webb Simpson,28.83,692,24
64,T65,T65,Robert Garrigus,28.85,577,20
65,T65,T65,Casey Wittenberg,28.85,750,26
66,67,67,Jason Kokrak,28.88,693,24
67,T68,T68,Tommy Gainey,28.89,809,28
68,T68,T68,Freddie Jacobson,28.89,520,18
69,70,70,Luke List,28.9,607,21
70,T71,T71,Justin Bolli,28.91,636,22
71,T71,T71,Jerry Kelly,28.91,636,22
72,T73,T73,Jeff Overton,28.95,637,22
73,T73,T73,Shawn Stefani,28.95,579,20
74,T75,T75,John Merrick,28.96,666,23
75,T75,T75,Scott Piercy,28.96,666,23
76,T77,T77,Robert Allenby,29.0,638,22
77,T77,T77,Brad Fritsch,29.0,667,23
78,T77,T77,Jim Furyk,29.0,609,21
79,T77,T77,Fabián Gómez,29.0,638,22
80,T77,T77,Carl Pettersson,29.0,638,22
81,T77,T77,Vaughn Taylor,29.0,406,14
82,T83,T83,John Huh,29.04,813,28
83,T83,T83,Gary Woodland,29.04,697,24
84,T85,T85,Ben Crane,29.05,552,19
85,T85,T85,Jin Park,29.05,552,19
86,87,87,Sergio Garcia,29.06,465,16
87,88,88,Padraig Harrington,29.07,436,15
88,89,89,"Ted Potter, Jr.",29.1,611,21
89,90,90,Dustin Johnson,29.11,553,19
90,91,91,Rory Sabbatini,29.12,728,25
91,T92,T92,Ben Kohles,29.13,699,24
92,T92,T92,Tag Ridings,29.13,670,23
93,94,94,David Toms,29.14,408,14
94,T95,T95,Peter Hanson,29.17,350,12
95,T95,T95,David Mathis,29.17,671,23
96,T95,T95,Jordan Spieth,29.17,671,23
97,T98,T98,Dicky Pride,29.18,642,22
98,T98,T98,Lee Westwood,29.18,496,17
99,100,100,Scott Brown,29.19,613,21
100,101,101,Kevin Streelman,29.2,730,25
101,102,102,Ken Duke,29.21,818,28
102,103,103,Troy Matteson,29.22,672,23
103,T104,T104,Morgan Hoffmann,29.25,585,20
104,T104,T104,Steve LeBrun,29.25,585,20
105,T104,T104,Kevin Stadler,29.25,702,24
106,T107,T107,Ben Curtis,29.26,556,19
107,T107,T107,Luke Guthrie,29.26,790,27
108,T107,T107,Greg Owen,29.26,673,23
109,T110,T110,Robert Karlsson,29.29,498,17
110,T110,T110,Hunter Mahan,29.29,703,24
111,T110,T110,Ryan Moore,29.29,615,21
112,T110,T110,D.A. Points,29.29,820,28
113,114,114,Charley Hoffman,29.3,674,23
114,115,115,Andrew Svoboda,29.31,469,16
115,116,116,Jimmy Walker,29.33,704,24
116,T117,T117,Ángel Cabrera,29.35,587,20
117,T117,T117,Russell Henley,29.35,675,23
118,119,119,Matt Every,29.36,822,28
119,120,120,Justin Rose,29.38,470,16
120,121,121,Henrik Stenson,29.41,500,17
121,T122,T122,Zach Johnson,29.43,677,23
122,T122,T122,John Rollins,29.43,677,23
123,T122,T122,Josh Teater,29.43,677,23
124,125,125,Brian Stuard,29.46,707,24
125,126,126,Rod Pampling,29.47,442,15
126,127,127,Camilo Villegas,29.5,649,22
127,T128,T128,Graeme McDowell,29.53,443,15
128,T128,T128,Ian Poulter,29.53,443,15
129,130,130,Cameron Tringale,29.54,709,24
130,T131,T131,Roberto Castro,29.55,857,29
131,T131,T131,Richard Lee,29.55,650,22
132,133,133,Jason Dufner,29.57,621,21
133,T134,T134,Matt Jones,29.58,710,24
134,T134,T134,Robert Streb,29.58,710,24
135,136,136,Justin Hicks,29.59,651,22
136,T137,T137,Jason Bohn,29.61,681,23
137,T137,T137,Marc Leishman,29.61,681,23
138,T139,T139,Billy Horschel,29.62,770,26
139,T139,T139,Lee Williams,29.62,622,21
140,141,141,Nicholas Thompson,29.66,860,29
141,142,142,Kevin Chappell,29.67,712,24
142,143,143,Sean O'Hair,29.68,564,19
143,144,144,Michael Bradley,29.7,594,20
144,145,145,Chad Campbell,29.71,713,24
145,146,146,Seung-Yul Noh,29.74,684,23
146,147,147,Martin Laird,29.76,625,21
147,T148,T148,Stewart Cink,29.77,655,22
148,T148,T148,Johnson Wagner,29.77,655,22
149,150,150,Bobby Gates,29.83,537,18
150,151,151,J.J. Henry,29.84,746,25
151,152,152,Derek Ernst,29.86,627,21
152,153,153,Y.E. Yang,29.89,568,19
153,154,154,Henrik Norlander,29.9,628,21
154,155,155,John Senden,29.92,718,24
155,156,156,Charlie Beljan,29.96,689,23
156,T157,T157,Jeff Maggert,30.0,600,20
157,T157,T157,Geoff Ogilvy,30.0,570,19
158,T157,T157,Michael Thompson,30.0,660,22
159,T157,T157,Bo Van Pelt,30.0,600,20
160,T157,T157,Mark Wilson,30.0,540,18
161,T162,T162,Trevor Immelman,30.04,691,23
162,T162,T162,Boo Weekley,30.04,811,27
163,164,164,Brandt Jobe,30.06,541,18
164,165,165,Graham DeLaet,30.08,782,26
165,166,166,Bubba Watson,30.15,603,20
166,167,167,Alistair Presnell,30.19,634,21
167,168,168,Brendan Steele,30.2,755,25
168,169,169,Will Claxton,30.43,700,23
169,170,170,Nick Watney,30.44,761,25
170,171,171,D.J. Trahan,30.47,457,15
171,172,172,Jim Herman,30.67,552,18
172,173,173,Ryo Ishikawa,30.68,675,22
173,174,174,Ricky Barnes,30.72,768,25
174,175,175,Martin Kaymer,30.75,492,16
175,176,176,Eric Meierdierks,30.83,555,18
176,177,177,Kyle Stanley,30.92,742,24
177,T178,T178,Lucas Glover,30.95,681,22
178,T178,T178,Vijay Singh,30.95,588,19
179,180,180,Nicolas Colsaerts,31.63,506,16
