,One-Putt_Percentage_-_Round_2_RANK THIS WEEK,One-Putt_Percentage_-_Round_2_RANK LAST WEEK,One-Putt_Percentage_-_Round_2_PLAYER NAME,One-Putt_Percentage_-_Round_2_%,One-Putt_Percentage_-_Round_2_# OF 1 PUTTS,One-Putt_Percentage_-_Round_2_# OF HOLES
0,1,1,Chris Kirk,47.92,207,432
1,T2,T2,Stephen Ames,47.22,153,324
2,T2,T2,Rory McIlroy,47.22,119,252
3,4,4,Tiger Woods,46.3,125,270
4,5,5,Charlie Wi,45.71,181,396
5,6,6,Phil Mickelson,45.5,172,378
6,7,7,Aaron Baddeley,44.93,186,414
7,8,8,Steve Stricker,44.91,97,216
8,9,9,Bob Estes,44.75,145,324
9,10,10,Brian Gay,44.69,185,414
10,T11,T11,Greg Chalmers,44.44,184,414
11,T11,T11,Harris English,44.44,208,468
12,T11,T11,Bryce Molder,44.44,184,414
13,T14,T14,Tom Gillis,44.18,167,378
14,T14,T14,Mike Weir,44.18,167,378
15,T16,T16,Brendon de Jonge,44.07,238,540
16,T16,T16,Tim Herron,44.07,119,270
17,18,18,Brandt Snedeker,43.96,182,414
18,19,19,David Lynn,43.92,166,378
19,20,20,Sangmoon Bae,43.78,197,450
20,21,21,Erik Compton,43.72,181,414
21,22,22,Darron Stiles,43.57,149,342
22,23,23,Patrick Reed,43.38,203,468
23,24,24,Cameron Percy,43.27,148,342
24,25,25,David Lingmerth,43.18,171,396
25,26,26,David Hearn,43.16,202,468
26,27,27,K.J. Choi,43.0,178,414
27,28,28,Luke List,42.86,162,378
28,29,29,Jason Kokrak,42.82,185,432
29,30,30,D.H. Lee,42.78,154,360
30,31,31,Charl Schwartzel,42.59,138,324
31,32,32,Jonas Blixt,42.36,183,432
32,33,33,Jason Day,42.22,152,360
33,34,34,Luke Guthrie,41.98,204,486
34,35,35,Andres Romero,41.94,151,360
35,36,36,Ben Crane,41.81,143,342
36,37,37,Chez Reavie,41.67,165,396
37,38,38,Colt Knost,41.55,172,414
38,39,39,Doug LaBelle II,41.53,157,378
39,40,40,Padraig Harrington,41.48,112,270
40,41,41,Scott Langley,41.45,194,468
41,T42,T42,Justin Bolli,41.41,164,396
42,T42,T42,Jeff Overton,41.41,164,396
43,44,44,Steven Bowditch,41.27,156,378
44,T45,T45,Charles Howell III,41.2,178,432
45,T45,T45,Justin Leonard,41.2,178,432
46,47,47,Matt Kuchar,41.16,163,396
47,48,48,Brian Harman,41.07,207,504
48,49,49,Aaron Watkins,41.05,133,324
49,50,50,Tim Clark,40.94,140,342
50,51,51,Ryan Palmer,40.91,162,396
51,52,52,Chris Stroud,40.89,184,450
52,53,53,Pat Perez,40.83,147,360
53,54,54,Casey Wittenberg,40.81,191,468
54,55,55,Gary Woodland,40.74,176,432
55,56,56,Martin Flores,40.67,183,450
56,57,57,Scott Gardiner,40.66,161,396
57,T58,T58,George McNeill,40.64,139,342
58,T58,T58,Jin Park,40.64,139,342
59,60,60,Robert Karlsson,40.52,124,306
60,61,61,Bill Haas,40.51,175,432
61,62,62,Rickie Fowler,40.48,153,378
62,63,63,James Driscoll,40.4,160,396
63,T64,T64,Brad Fritsch,40.34,167,414
64,T64,T64,Scott Piercy,40.34,167,414
65,T64,T64,Jordan Spieth,40.34,167,414
66,T67,T67,Stuart Appleby,40.28,174,432
67,T67,T67,Keegan Bradley,40.28,174,432
68,T67,T67,Hunter Mahan,40.28,174,432
69,T70,T70,Ernie Els,40.12,130,324
70,T70,T70,Freddie Jacobson,40.12,130,324
71,72,72,Charley Hoffman,40.1,166,414
72,73,73,Tommy Gainey,40.08,202,504
73,74,74,William McGirt,40.05,173,432
74,75,75,Morgan Hoffmann,40.0,144,360
75,76,76,Scott Stallings,39.92,194,486
76,77,77,Lee Westwood,39.87,122,306
77,78,78,Shawn Stefani,39.72,143,360
78,79,79,Brian Davis,39.71,193,486
79,T80,T80,Vaughn Taylor,39.68,100,252
80,T80,T80,David Toms,39.68,100,252
81,82,82,Robert Allenby,39.65,157,396
82,T83,T83,Luke Donald,39.58,114,288
83,T83,T83,Jimmy Walker,39.58,171,432
84,85,85,Rory Sabbatini,39.56,178,450
85,86,86,Steve LeBrun,39.44,142,360
86,T87,T87,Jason Dufner,39.42,149,378
87,T87,T87,"Ted Potter, Jr.",39.42,149,378
88,89,89,Fabián Gómez,39.39,156,396
89,90,90,Greg Owen,39.37,163,414
90,91,91,Kevin Streelman,39.33,177,450
91,92,92,John Huh,39.29,198,504
92,93,93,John Merrick,39.13,162,414
93,94,94,Ben Kohles,39.12,169,432
94,95,95,James Hahn,39.11,176,450
95,T96,T96,Bud Cauley,38.89,154,396
96,T96,T96,Peter Hanson,38.89,84,216
97,T96,T96,David Mathis,38.89,161,414
98,T96,T96,Justin Rose,38.89,112,288
99,T96,T96,Webb Simpson,38.89,168,432
100,101,101,Jim Furyk,38.62,146,378
101,102,102,Dustin Johnson,38.6,132,342
102,103,103,Adam Scott,38.52,104,270
103,104,104,Daniel Summerhays,38.46,180,468
104,105,105,Camilo Villegas,38.38,152,396
105,106,106,Ryan Moore,38.36,145,378
106,107,107,Kevin Chappell,38.19,165,432
107,108,108,Jerry Kelly,38.13,151,396
108,109,109,Roberto Castro,38.12,199,522
109,110,110,Matt Every,38.1,192,504
110,111,111,Robert Garrigus,38.06,137,360
111,T112,T112,Tag Ridings,37.92,157,414
112,T112,T112,Josh Teater,37.92,157,414
113,114,114,Dicky Pride,37.88,150,396
114,115,115,Andrew Svoboda,37.85,109,288
115,116,116,Ben Curtis,37.72,129,342
