,One-Putt_Percentage_-_Round_2_RANK THIS WEEK,One-Putt_Percentage_-_Round_2_RANK LAST WEEK,One-Putt_Percentage_-_Round_2_PLAYER NAME,One-Putt_Percentage_-_Round_2_%,One-Putt_Percentage_-_Round_2_# OF 1 PUTTS,One-Putt_Percentage_-_Round_2_# OF HOLES
116,117,117,Ken Duke,37.7,190,504
117,T118,T118,Jason Bohn,37.68,156,414
118,T118,T118,Russell Henley,37.68,156,414
119,T118,T118,Marc Leishman,37.68,156,414
120,T121,T121,Michael Bradley,37.5,135,360
121,T121,T121,Ángel Cabrera,37.5,135,360
122,T121,T121,Sergio Garcia,37.5,108,288
123,T121,T121,Cameron Tringale,37.5,162,432
124,125,125,Geoff Ogilvy,37.43,128,342
125,126,126,Kevin Stadler,37.27,161,432
126,127,127,Charlie Beljan,37.2,154,414
127,T128,T128,Graeme McDowell,37.04,100,270
128,T128,T128,Rod Pampling,37.04,100,270
129,T128,T128,Brian Stuard,37.04,160,432
130,T128,T128,Lee Williams,37.04,140,378
131,132,132,John Rollins,36.96,153,414
132,133,133,D.A. Points,36.9,186,504
133,134,134,Alistair Presnell,36.77,139,378
134,T135,T135,Troy Matteson,36.71,152,414
135,T135,T135,Seung-Yul Noh,36.71,152,414
136,137,137,Richard Lee,36.62,145,396
137,138,138,Nicholas Thompson,36.59,191,522
138,139,139,Matt Jones,36.57,158,432
139,140,140,Martin Laird,36.51,138,378
140,141,141,Justin Hicks,36.36,144,396
141,142,142,Henrik Stenson,36.27,111,306
142,143,143,Sean O'Hair,36.26,124,342
143,T144,T144,Jeff Maggert,36.11,130,360
144,T144,T144,Carl Pettersson,36.11,143,396
145,146,146,Boo Weekley,36.01,175,486
146,147,147,Scott Brown,35.98,136,378
147,148,148,Ian Poulter,35.93,97,270
148,T149,T149,Graham DeLaet,35.9,168,468
149,T149,T149,Billy Horschel,35.9,168,468
150,151,151,Bubba Watson,35.83,129,360
151,152,152,John Senden,35.65,154,432
152,153,153,Trevor Immelman,35.27,146,414
153,T154,T154,Robert Streb,35.19,152,432
154,T154,T154,Mark Wilson,35.19,114,324
155,156,156,Stewart Cink,35.1,139,396
156,157,157,Y.E. Yang,35.09,120,342
157,158,158,Zach Johnson,35.02,145,414
158,159,159,Bo Van Pelt,35.0,126,360
159,160,160,Nick Watney,34.89,157,450
160,161,161,D.J. Trahan,34.81,94,270
161,T162,T162,Michael Thompson,34.6,137,396
162,T162,T162,Johnson Wagner,34.6,137,396
163,T164,T164,Brandt Jobe,34.26,111,324
164,T164,T164,Kyle Stanley,34.26,148,432
165,166,166,J.J. Henry,34.22,154,450
166,167,167,Will Claxton,34.06,141,414
167,168,168,Chad Campbell,34.03,147,432
168,169,169,Brendan Steele,34.0,153,450
169,170,170,Henrik Norlander,33.6,127,378
170,171,171,Bobby Gates,33.33,108,324
171,172,172,Ryo Ishikawa,32.83,130,396
172,173,173,Derek Ernst,32.8,124,378
173,174,174,Jim Herman,32.41,105,324
174,175,175,Ricky Barnes,32.0,144,450
175,176,176,Eric Meierdierks,31.79,103,324
176,177,177,Lucas Glover,30.3,120,396
177,178,178,Martin Kaymer,29.86,86,288
178,179,179,Vijay Singh,29.82,102,342
179,180,180,Nicolas Colsaerts,28.82,83,288
