,SG_Putting_RANK THIS WEEK,SG_Putting_RANK LAST WEEK,SG_Putting_PLAYER NAME,SG_Putting_ROUNDS,SG_Putting_AVERAGE,SG_Putting_TOTAL SG:PUTTING,SG_Putting_MEASURED ROUNDS
106,107,107,Ken Duke,87,-0.026000000000000002,-1.9169999999999998,75
107,T108,T108,Jin Park,52,-0.027000000000000003,-1.14,43
108,T108,T108,Adam Scott,61,-0.027000000000000003,-1.1740000000000002,44
109,T110,T110,George McNeill,68,-0.027999999999999997,-1.807,64
110,T110,T110,Ryan Moore,72,-0.027999999999999997,-1.568,57
111,T110,T110,Carl Pettersson,82,-0.027999999999999997,-1.797,64
112,113,113,Pat Perez,69,-0.039,-2.515,64
113,114,114,Tim Herron,45,-0.040999999999999995,-1.8159999999999998,44
114,115,115,Steven Bowditch,67,-0.046,-2.675,58
115,116,116,Y.E. Yang,56,-0.069,-2.827,41
116,117,117,Matt Every,89,-0.092,-7.372000000000001,80
117,118,118,Rory McIlroy,56,-0.09300000000000001,-3.7960000000000003,41
118,119,119,Bubba Watson,76,-0.096,-5.642,59
119,120,120,Dustin Johnson,71,-0.10099999999999999,-5.14,51
120,121,121,Jason Kokrak,78,-0.11900000000000001,-8.601,72
121,122,122,Michael Thompson,66,-0.12,-6.336,53
122,123,123,Martin Laird,68,-0.127,-6.723,53
123,124,124,Padraig Harrington,52,-0.131,-4.584,35
124,125,125,Ernie Els,63,-0.136,-6.547000000000001,48
125,126,126,John Senden,79,-0.138,-8.416,61
126,127,127,Camilo Villegas,79,-0.149,-9.556000000000001,64
127,128,128,Henrik Norlander,70,-0.16,-9.458,59
128,129,129,D.A. Points,87,-0.161,-10.919,68
129,T130,T130,Steve LeBrun,66,-0.18100000000000002,-9.599,53
130,T130,T130,Bo Van Pelt,72,-0.18100000000000002,-9.773,54
131,132,132,Scott Piercy,78,-0.184,-11.378,62
132,133,133,Justin Rose,62,-0.188,-8.662,46
133,T134,T134,Charlie Beljan,62,-0.205,-11.257,55
134,T134,T134,Luke Guthrie,82,-0.205,-13.312999999999999,65
135,136,136,Mark Wilson,56,-0.21,-10.499,50
136,137,137,Brad Fritsch,81,-0.212,-14.429,68
137,138,138,Derek Ernst,58,-0.21600000000000003,-10.569,49
138,139,139,Scott Brown,65,-0.217,-11.954,55
139,140,140,Justin Hicks,79,-0.21899999999999997,-14.424000000000001,66
140,141,141,John Huh,88,-0.22699999999999998,-17.011,75
141,142,142,Jim Herman,59,-0.22899999999999998,-10.081,44
142,143,143,Jason Dufner,78,-0.231,-14.069,61
143,144,144,Stewart Cink,71,-0.23800000000000002,-13.337,56
144,145,145,John Rollins,77,-0.243,-16.518,68
145,146,146,D.J. Trahan,48,-0.247,-9.373,38
146,147,147,Chad Campbell,78,-0.249,-17.935,72
147,148,148,Luke List,65,-0.267,-13.865,52
148,149,149,Rory Sabbatini,86,-0.27399999999999997,-19.7,72
149,150,150,Sean O'Hair,56,-0.27699999999999997,-14.130999999999998,51
150,151,151,Nicholas Thompson,99,-0.281,-24.131,86
151,152,152,Kevin Stadler,83,-0.284,-19.575,69
152,153,153,Jeff Maggert,63,-0.316,-18.022000000000002,57
153,154,154,Scott Gardiner,61,-0.33,-17.179000000000002,52
154,T155,T155,Robert Allenby,58,-0.337,-17.531,52
155,T155,T155,Robert Karlsson,56,-0.337,-12.462,37
156,T155,T155,Geoff Ogilvy,57,-0.337,-14.174000000000001,42
157,158,158,Kevin Chappell,80,-0.33799999999999997,-22.66,67
158,159,159,Trevor Immelman,73,-0.365,-22.636999999999997,62
159,160,160,David Toms,49,-0.379,-12.112,32
160,T161,T161,Darron Stiles,51,-0.42700000000000005,-17.952,42
161,T161,T161,Lee Williams,62,-0.42700000000000005,-21.752,51
162,163,163,Robert Garrigus,69,-0.43700000000000006,-21.395,49
163,164,164,David Mathis,71,-0.44799999999999995,-27.791,62
164,165,165,Michael Bradley,56,-0.45,-19.368,43
165,166,166,Seung-Yul Noh,71,-0.46299999999999997,-28.715,62
166,167,167,Roberto Castro,97,-0.465,-39.019,84
167,168,168,Lee Westwood,70,-0.484,-24.676,51
168,169,169,Rod Pampling,46,-0.564,-19.74,35
169,170,170,Bud Cauley,67,-0.57,-31.916999999999998,56
170,171,171,Nicolas Colsaerts,50,-0.579,-20.83,36
171,172,172,Ricky Barnes,74,-0.584,-37.979,65
172,173,173,Greg Owen,73,-0.669,-44.163000000000004,66
173,174,174,Boo Weekley,100,-0.6759999999999999,-56.093999999999994,83
174,T175,T175,Ryo Ishikawa,72,-0.6829999999999999,-37.58,55
175,T175,T175,Kyle Stanley,71,-0.6829999999999999,-41.004,60
176,177,177,Will Claxton,67,-0.7090000000000001,-39.696,56
177,178,178,Lucas Glover,65,-0.851,-44.265,52
178,179,179,Vijay Singh,61,-0.8759999999999999,-42.025,48
179,180,180,Eric Meierdierks,48,-0.978,-36.175,37
