,SG_Putting_RANK THIS WEEK,SG_Putting_RANK LAST WEEK,SG_Putting_PLAYER NAME,SG_Putting_ROUNDS,SG_Putting_AVERAGE,SG_Putting_TOTAL SG:PUTTING,SG_Putting_MEASURED ROUNDS
0,1,1,Greg Chalmers,77,0.857,59.966,70
1,2,2,Steve Stricker,51,0.72,25.185,35
2,3,3,Stephen Ames,49,0.713,31.372,44
3,4,4,Brandt Snedeker,79,0.6920000000000001,40.15,58
4,T5,T5,Aaron Baddeley,68,0.6609999999999999,38.976,59
5,T5,T5,Phil Mickelson,78,0.6609999999999999,37.669000000000004,57
6,7,7,James Driscoll,76,0.65,40.948,63
7,8,8,Russell Henley,80,0.609,40.205999999999996,66
8,9,9,Bryce Molder,82,0.594,42.205,71
9,10,10,Sergio Garcia,65,0.591,27.798000000000002,47
10,11,11,Richard Lee,81,0.564,40.621,72
11,12,12,Doug LaBelle II,72,0.545,32.18,59
12,13,13,Luke Donald,60,0.528,24.266,46
13,T14,T14,Peter Hanson,45,0.484,15.972999999999999,33
14,T14,T14,David Hearn,88,0.484,35.344,73
15,16,16,Harris English,95,0.47700000000000004,39.119,82
16,17,17,Chris Kirk,89,0.456,36.955999999999996,81
17,18,18,Freddie Jacobson,63,0.449,20.669,46
18,19,19,Charles Howell III,87,0.43799999999999994,35.056,80
19,20,20,Colt Knost,69,0.435,25.252,58
20,21,21,David Lynn,70,0.43200000000000005,24.168000000000003,56
21,22,22,Brian Gay,79,0.428,30.362,71
22,23,23,Tiger Woods,61,0.426,18.333,43
23,24,24,Rickie Fowler,75,0.425,25.099,59
24,25,25,Aaron Watkins,46,0.402,14.068,35
25,26,26,Matt Kuchar,93,0.39799999999999996,27.495,69
26,27,27,Hunter Mahan,91,0.382,25.964000000000002,68
27,28,28,Billy Horschel,96,0.381,31.619,83
28,29,29,Sangmoon Bae,83,0.371,26.74,72
29,30,30,Jason Day,86,0.37,22.546,61
30,31,31,Zach Johnson,84,0.365,24.485,67
31,32,32,Stuart Appleby,88,0.353,27.895,79
32,33,33,Patrick Reed,83,0.35,25.875,74
33,34,34,Justin Leonard,86,0.348,26.068,75
34,35,35,Chris Stroud,88,0.34,26.558000000000003,78
35,36,36,Shawn Stefani,63,0.33799999999999997,16.905,50
36,37,37,K.J. Choi,85,0.337,21.244,63
37,38,38,Bob Estes,66,0.335,20.768,62
38,39,39,Ryan Palmer,79,0.33299999999999996,22.968000000000004,69
39,40,40,Jeff Overton,78,0.315,23.314,74
40,41,41,Webb Simpson,92,0.313,21.939,70
41,42,42,Jonas Blixt,76,0.312,20.883000000000003,67
42,43,43,Charl Schwartzel,69,0.301,16.246,54
43,44,44,Mike Weir,60,0.28800000000000003,13.544,47
44,45,45,Jimmy Walker,84,0.276,20.686999999999998,75
45,46,46,Johnson Wagner,64,0.271,14.095999999999998,52
46,47,47,Bill Haas,85,0.266,18.348,69
47,48,48,Casey Wittenberg,72,0.254,15.515999999999998,61
48,49,49,Keegan Bradley,88,0.25,18.002,72
49,50,50,"Ted Potter, Jr.",65,0.247,13.565,55
50,51,51,Kevin Streelman,86,0.24600000000000002,16.735,68
51,52,52,Erik Compton,74,0.23399999999999999,15.213,65
52,53,53,Brian Davis,91,0.23199999999999998,19.227999999999998,83
53,54,54,William McGirt,75,0.22899999999999998,16.250999999999998,71
54,55,55,Daniel Summerhays,83,0.221,17.267,78
55,56,56,Ben Curtis,59,0.21100000000000002,9.689,46
56,57,57,Jerry Kelly,75,0.198,12.687000000000001,64
57,58,58,Morgan Hoffmann,64,0.193,10.24,53
58,59,59,Jason Bohn,70,0.185,12.192,66
59,60,60,Jordan Spieth,82,0.182,12.183,67
60,61,61,Ian Poulter,59,0.177,6.906000000000001,39
61,62,62,Charlie Wi,75,0.17600000000000002,11.63,66
62,63,63,Tom Gillis,69,0.17300000000000001,10.395999999999999,60
63,64,64,Brian Harman,89,0.147,11.190999999999999,76
64,T65,T65,J.J. Henry,83,0.146,10.78,74
65,T65,T65,Scott Stallings,79,0.146,9.62,66
66,67,67,Matt Jones,83,0.145,10.147,70
67,68,68,Martin Kaymer,61,0.13699999999999998,5.77,42
68,69,69,Graeme McDowell,53,0.136,5.027,37
69,70,70,Charley Hoffman,84,0.128,9.35,73
70,71,71,Fabián Gómez,65,0.124,6.947,56
71,72,72,Cameron Percy,68,0.121,6.9079999999999995,57
72,73,73,Andres Romero,63,0.11699999999999999,6.0920000000000005,52
73,74,74,Cameron Tringale,80,0.10400000000000001,7.766,75
74,75,75,Vaughn Taylor,50,0.10300000000000001,4.118,40
75,76,76,Graham DeLaet,94,0.1,8.078,81
76,77,77,Jim Furyk,80,0.092,5.901,64
77,78,78,Tommy Gainey,84,0.08900000000000001,6.682,75
78,T79,T79,Martin Flores,83,0.08,6.065,76
79,T79,T79,Marc Leishman,77,0.08,5.144,64
80,81,81,Ángel Cabrera,73,0.069,3.943,57
81,T82,T82,Brian Stuard,78,0.067,4.232,63
82,T82,T82,Andrew Svoboda,46,0.067,2.342,35
83,84,84,John Merrick,79,0.063,4.317,68
84,85,85,Gary Woodland,94,0.062,5.105,83
85,86,86,Tim Clark,64,0.057999999999999996,2.497,43
86,87,87,Tag Ridings,69,0.053,3.08,58
87,88,88,Ben Kohles,75,0.051,3.1439999999999997,62
88,89,89,Scott Langley,79,0.04,2.58,64
89,90,90,Justin Bolli,59,0.038,1.744,46
90,91,91,D.H. Lee,65,0.037000000000000005,2.134,58
91,92,92,Brendon de Jonge,110,0.03,2.9360000000000004,97
92,93,93,Brendan Steele,86,0.027999999999999997,2.119,77
93,94,94,Ben Crane,62,0.024,1.321,55
94,95,95,Josh Teater,86,0.022000000000000002,1.368,61
95,96,96,Bobby Gates,49,0.011000000000000001,0.401,38
96,97,97,Nick Watney,88,0.006,0.445,73
97,98,98,Henrik Stenson,65,0.004,0.171,44
98,99,99,Troy Matteson,68,0.003,0.196,59
99,100,100,James Hahn,78,0.002,0.153,67
100,101,101,Robert Streb,75,0.0,-0.003,62
101,102,102,Brandt Jobe,62,-0.002,-0.08,53
102,T103,T103,David Lingmerth,68,-0.009000000000000001,-0.526,57
103,T103,T103,Chez Reavie,72,-0.009000000000000001,-0.584,67
104,105,105,Dicky Pride,71,-0.011000000000000001,-0.652,59
105,106,106,Alistair Presnell,59,-0.02,-0.909,46
