,2-Putts_per_Round_RANK THIS WEEK,2-Putts_per_Round_RANK LAST WEEK,2-Putts_per_Round_PLAYER NAME,2-Putts_per_Round_ROUNDS,2-Putts_per_Round_AVG,2-Putts_per_Round_TOTAL 2 PUTTS,2-Putts_per_Round_TOTAL ROUNDS
0,T1,T1,Nicolas Colsaerts,50,11.23,528,47
1,T1,T1,Vijay Singh,61,11.23,685,61
2,3,3,J.J. Henry,83,11.22,909,81
3,4,4,Ricky Barnes,74,11.06,774,70
4,5,5,Derek Ernst,58,10.95,635,58
5,6,6,Eric Meierdierks,48,10.93,503,46
6,7,7,Bobby Gates,49,10.89,490,45
7,8,8,Robert Garrigus,69,10.85,705,65
8,T9,T9,Will Claxton,67,10.84,683,63
9,T9,T9,Andrew Svoboda,46,10.84,477,44
10,T11,T11,Adam Scott,61,10.83,650,60
11,T11,T11,John Senden,79,10.83,845,78
12,13,13,Rod Pampling,46,10.79,453,42
13,14,14,Trevor Immelman,73,10.77,743,69
14,15,15,Stewart Cink,71,10.76,764,71
15,16,16,Boo Weekley,100,10.73,1073,100
16,T17,T17,Brandt Jobe,62,10.71,621,58
17,T17,T17,Sean O'Hair,56,10.71,600,56
18,T17,T17,Bubba Watson,76,10.71,782,73
19,20,20,Ryo Ishikawa,72,10.69,748,70
20,21,21,Henrik Norlander,70,10.68,726,68
21,T22,T22,David Mathis,71,10.67,715,67
22,T22,T22,Mark Wilson,56,10.67,555,52
23,T24,T24,Charlie Beljan,62,10.66,661,62
24,T24,T24,Lucas Glover,65,10.66,693,65
25,26,26,Jim Herman,59,10.65,586,55
26,T27,T27,Michael Bradley,56,10.63,553,52
27,T27,T27,Henrik Stenson,65,10.63,680,64
28,29,29,Nick Watney,88,10.62,913,86
29,30,30,Scott Gardiner,61,10.61,626,59
30,31,31,Tag Ridings,69,10.6,689,65
31,T32,T32,Chad Campbell,78,10.59,805,76
32,T32,T32,Martin Kaymer,61,10.59,614,58
33,T32,T32,Kyle Stanley,71,10.59,752,71
34,T35,T35,Bill Haas,85,10.58,889,84
35,T35,T35,John Rollins,77,10.58,772,73
