,Putting_from_5_RANK THIS WEEK,Putting_from_5_RANK LAST WEEK,Putting_from_5_PLAYER NAME,Putting_from_5_ROUNDS,Putting_from_5_% MADE,Putting_from_5_ATTEMPTS,Putting_from_5_PUTTS MADE
0,1,1,Greg Chalmers,77,94.85,97,92
1,2,2,David Lynn,70,91.76,85,78
2,3,3,Peter Hanson,45,90.7,43,39
3,T4,T4,Justin Bolli,59,90.0,60,54
4,T4,T4,Steve Stricker,51,90.0,60,54
5,6,6,Aaron Watkins,46,89.66,58,52
6,7,7,Rod Pampling,46,89.13,46,41
7,8,8,Ian Poulter,59,89.04,73,65
8,9,9,Chris Stroud,88,88.52,122,108
9,10,10,Aaron Baddeley,68,87.5,96,84
10,11,11,Billy Horschel,96,87.38,103,90
11,12,12,Nick Watney,88,87.37,95,83
12,13,13,Bo Van Pelt,72,87.36,87,76
13,14,14,Tiger Woods,61,87.27,55,48
14,15,15,Graeme McDowell,53,87.23,47,41
15,16,16,Vaughn Taylor,50,87.04,54,47
16,17,17,Ryan Palmer,79,87.0,100,87
17,18,18,Harris English,95,86.73,113,98
18,19,19,Mike Weir,60,86.49,74,64
19,T20,T20,Bryce Molder,82,86.32,95,82
20,T20,T20,Charlie Wi,75,86.32,117,101
21,T22,T22,Keegan Bradley,88,86.27,102,88
22,T22,T22,Andrew Svoboda,46,86.27,51,44
23,24,24,Darron Stiles,51,85.94,64,55
24,25,25,Brandt Snedeker,79,85.86,99,85
25,26,26,Stephen Ames,49,85.71,63,54
26,27,27,Ken Duke,87,85.44,103,88
27,28,28,Scott Brown,65,85.37,82,70
28,29,29,Ben Curtis,59,85.29,68,58
29,30,30,Brendan Steele,86,85.26,95,81
30,T31,T31,Ben Kohles,75,85.23,88,75
31,T31,T31,Robert Streb,75,85.23,88,75
32,33,33,John Rollins,77,85.15,101,86
33,34,34,Freddie Jacobson,63,85.07,67,57
34,T35,T35,Jason Bohn,70,84.95,93,79
35,T35,T35,Matt Kuchar,93,84.95,93,79
36,37,37,Roberto Castro,97,84.92,126,107
37,T38,T38,Kevin Chappell,80,84.85,99,84
38,T38,T38,Rory McIlroy,56,84.85,66,56
39,40,40,Patrick Reed,83,84.82,112,95
40,T41,T41,Jin Park,52,84.62,52,44
41,T41,T41,Charl Schwartzel,69,84.62,65,55
42,43,43,Brian Davis,91,84.55,123,104
43,44,44,Jerry Kelly,75,84.42,77,65
44,T45,T45,Hunter Mahan,91,84.34,83,70
45,T45,T45,Dicky Pride,71,84.34,83,70
46,T47,T47,Derek Ernst,58,84.21,76,64
47,T47,T47,Brandt Jobe,62,84.21,57,48
48,49,49,Matt Every,89,84.17,120,101
49,50,50,Nicolas Colsaerts,50,84.09,44,37
50,51,51,Johnson Wagner,64,84.06,69,58
51,52,52,Robert Garrigus,69,83.95,81,68
52,53,53,Carl Pettersson,82,83.75,80,67
53,54,54,Andres Romero,63,83.7,92,77
54,T55,T55,James Hahn,78,83.67,98,82
55,T55,T55,Zach Johnson,84,83.67,98,82
56,57,57,Ernie Els,63,83.64,55,46
57,58,58,Ben Crane,62,83.54,79,66
58,59,59,Gary Woodland,94,83.47,121,101
59,T60,T60,Bobby Gates,49,83.33,54,45
