,Putting_from_-__20_RANK THIS WEEK,Putting_from_-__20_RANK LAST WEEK,Putting_from_-__20_PLAYER NAME,Putting_from_-__20_ROUNDS,Putting_from_-__20_% MADE,Putting_from_-__20_ATTEMPTS,Putting_from_-__20_PUTTS MADE
0,1,1,Scott Langley,79,10.76,353,38
1,2,2,Jordan Spieth,82,10.57,331,35
2,3,3,Sangmoon Bae,83,10.21,421,43
3,T4,T4,Stephen Ames,49,10.11,267,27
4,T4,T4,Luke Guthrie,82,10.11,356,36
5,6,6,Greg Chalmers,77,10.08,387,39
6,7,7,Peter Hanson,45,10.06,159,16
7,8,8,D.J. Trahan,48,9.96,231,23
8,9,9,Charl Schwartzel,69,9.9,293,29
9,10,10,Aaron Baddeley,68,9.87,314,31
10,11,11,Brandt Snedeker,79,9.82,326,32
11,12,12,Padraig Harrington,52,9.77,174,17
12,13,13,Rory McIlroy,56,9.72,216,21
13,14,14,"Ted Potter, Jr.",65,9.67,300,29
14,15,15,Phil Mickelson,78,9.31,290,27
15,16,16,Zach Johnson,84,9.25,389,36
16,17,17,Morgan Hoffmann,64,9.18,294,27
17,18,18,Russell Henley,80,9.16,415,38
18,19,19,Ken Duke,87,9.14,394,36
19,20,20,Sergio Garcia,65,9.03,288,26
20,21,21,Tim Clark,64,9.0,200,18
21,22,22,Bryce Molder,82,8.89,416,37
22,23,23,Nicholas Thompson,99,8.82,499,44
23,24,24,Rickie Fowler,75,8.81,329,29
24,25,25,Tim Herron,45,8.79,239,21
25,26,26,Graeme McDowell,53,8.74,206,18
26,27,27,Chez Reavie,72,8.67,369,32
27,28,28,Steve Stricker,51,8.61,209,18
28,29,29,Matt Kuchar,93,8.56,374,32
29,30,30,Ryan Palmer,79,8.49,365,31
30,31,31,James Driscoll,76,8.47,366,31
31,32,32,John Rollins,77,8.44,379,32
32,33,33,Harris English,95,8.42,475,40
33,34,34,Carl Pettersson,82,8.4,369,31
34,35,35,Chris Kirk,89,8.37,406,34
35,36,36,Bob Estes,66,8.24,352,29
36,37,37,Scott Piercy,78,8.21,341,28
37,38,38,Kevin Stadler,83,8.12,382,31
38,39,39,Colt Knost,69,8.11,370,30
39,40,40,Tag Ridings,69,8.07,347,28
40,41,41,Jeff Overton,78,8.05,435,35
41,42,42,Charlie Wi,75,7.99,338,27
42,43,43,Matt Every,89,7.97,414,33
43,44,44,Jonas Blixt,76,7.92,379,30
44,T45,T45,Derek Ernst,58,7.88,292,23
45,T45,T45,Scott Gardiner,61,7.88,292,23
46,T45,T45,Doug LaBelle II,72,7.88,368,29
47,T45,T45,Patrick Reed,83,7.88,406,32
48,49,49,Ángel Cabrera,73,7.85,382,30
49,50,50,Nick Watney,88,7.83,460,36
50,51,51,Jason Day,86,7.8,359,28
51,52,52,Geoff Ogilvy,57,7.75,258,20
52,53,53,Bill Haas,85,7.71,415,32
53,54,54,Stuart Appleby,88,7.68,482,37
54,T55,T55,Jeff Maggert,63,7.62,328,25
55,T55,T55,Chris Stroud,88,7.62,446,34
56,57,57,Charles Howell III,87,7.58,488,37
57,58,58,Boo Weekley,100,7.57,489,37
58,59,59,Jin Park,52,7.54,252,19
59,60,60,Erik Compton,74,7.53,385,29
60,61,61,Graham DeLaet,94,7.43,525,39
61,62,62,Freddie Jacobson,63,7.42,256,19
62,63,63,Keegan Bradley,88,7.4,419,31
63,64,64,Martin Flores,83,7.39,433,32
64,65,65,Tiger Woods,61,7.35,245,18
65,66,66,Aaron Watkins,46,7.34,218,16
66,67,67,Darron Stiles,51,7.28,206,15
67,68,68,D.H. Lee,65,7.26,358,26
68,69,69,Steven Bowditch,67,7.25,331,24
69,70,70,Gary Woodland,94,7.23,470,34
70,71,71,John Merrick,79,7.21,416,30
71,72,72,David Lingmerth,68,7.19,306,22
72,T73,T73,William McGirt,75,7.18,418,30
73,T73,T73,Kevin Streelman,86,7.18,418,30
74,75,75,Tommy Gainey,84,7.16,405,29
75,76,76,Johnson Wagner,64,7.12,337,24
76,77,77,Andres Romero,63,7.07,283,20
77,78,78,Brad Fritsch,81,7.05,369,26
78,T79,T79,Jason Kokrak,78,7.03,427,30
79,T79,T79,David Lynn,70,7.03,313,22
80,T79,T79,D.A. Points,87,7.03,370,26
81,T82,T82,Jim Furyk,80,7.01,371,26
82,T82,T82,Michael Thompson,66,7.01,314,22
83,84,84,Dustin Johnson,71,6.99,286,20
84,85,85,Jimmy Walker,84,6.98,401,28
85,86,86,Camilo Villegas,79,6.96,345,24
86,87,87,Jerry Kelly,75,6.94,360,25
87,88,88,Roberto Castro,97,6.93,476,33
88,89,89,Alistair Presnell,59,6.88,276,19
89,90,90,Bo Van Pelt,72,6.84,307,21
90,91,91,Ryan Moore,72,6.81,323,22
91,92,92,Brian Davis,91,6.8,397,27
92,93,93,Martin Kaymer,61,6.78,295,20
93,94,94,Jason Bohn,70,6.76,340,23
94,95,95,Tom Gillis,69,6.74,341,23
95,96,96,Martin Laird,68,6.73,327,22
96,T97,T97,Marc Leishman,77,6.67,360,24
97,T97,T97,George McNeill,68,6.67,360,24
98,T99,T99,Justin Hicks,79,6.65,391,26
99,T99,T99,Ryo Ishikawa,72,6.65,316,21
100,T101,T101,Jim Herman,59,6.64,271,18
101,T101,T101,Andrew Svoboda,46,6.64,226,15
102,T101,T101,Lee Williams,62,6.64,286,19
103,104,104,Henrik Norlander,70,6.63,362,24
104,105,105,David Hearn,88,6.62,393,26
105,106,106,Matt Jones,83,6.6,394,26
106,107,107,Josh Teater,86,6.59,334,22
107,108,108,Rory Sabbatini,86,6.57,396,26
108,T109,T109,Billy Horschel,96,6.56,488,32
109,T109,T109,Pat Perez,69,6.56,381,25
110,T109,T109,Cameron Tringale,80,6.56,457,30
111,T112,T112,Robert Allenby,58,6.55,290,19
112,T112,T112,Brian Harman,89,6.55,412,27
113,T112,T112,Lee Westwood,70,6.55,275,18
114,115,115,Henrik Stenson,65,6.53,291,19
115,116,116,Charley Hoffman,84,6.5,400,26
116,T117,T117,Michael Bradley,56,6.47,278,18
117,T117,T117,Ben Kohles,75,6.47,371,24
118,119,119,Chad Campbell,78,6.44,450,29
119,120,120,Mark Wilson,56,6.43,311,20
120,121,121,Casey Wittenberg,72,6.42,358,23
121,122,122,Brendan Steele,86,6.41,499,32
122,123,123,Daniel Summerhays,83,6.36,456,29
123,124,124,Webb Simpson,92,6.28,382,24
124,T125,T125,Ben Curtis,59,6.25,288,18
125,T125,T125,Brandt Jobe,62,6.25,336,21
126,127,127,Ben Crane,62,6.23,321,20
127,128,128,James Hahn,78,6.18,372,23
128,129,129,Stewart Cink,71,6.13,359,22
129,130,130,Robert Karlsson,56,6.07,214,13
130,T131,T131,Sean O'Hair,56,6.06,297,18
131,T131,T131,Kyle Stanley,71,6.06,363,22
132,133,133,Brian Gay,79,6.02,332,20
133,134,134,Richard Lee,81,6.01,466,28
134,T135,T135,Luke Donald,60,5.98,251,15
135,T135,T135,Ernie Els,63,5.98,251,15
136,T135,T135,David Mathis,71,5.98,351,21
137,T135,T135,Robert Streb,75,5.98,368,22
138,139,139,Bud Cauley,67,5.94,286,17
139,140,140,Troy Matteson,68,5.92,338,20
140,141,141,Justin Leonard,86,5.87,426,25
141,142,142,Scott Brown,65,5.86,307,18
142,143,143,Y.E. Yang,56,5.83,223,13
143,144,144,Ian Poulter,59,5.8,207,12
144,145,145,Scott Stallings,79,5.78,346,20
145,T146,T146,Charlie Beljan,62,5.76,330,19
146,T146,T146,Hunter Mahan,91,5.76,451,26
147,148,148,Luke List,65,5.75,313,18
148,149,149,Mike Weir,60,5.71,210,12
149,150,150,David Toms,49,5.65,177,10
150,151,151,Brian Stuard,78,5.63,373,21
151,152,152,Seung-Yul Noh,71,5.6,375,21
152,T153,T153,Justin Bolli,59,5.53,253,14
153,T153,T153,John Senden,79,5.53,380,21
154,155,155,K.J. Choi,85,5.45,385,21
155,156,156,Kevin Chappell,80,5.44,349,19
156,T157,T157,Lucas Glover,65,5.33,319,17
157,T157,T157,J.J. Henry,83,5.33,507,27
158,T159,T159,Jason Dufner,78,5.32,357,19
159,T159,T159,Robert Garrigus,69,5.32,263,14
160,161,161,John Huh,88,5.31,452,24
161,162,162,Nicolas Colsaerts,50,5.24,229,12
162,163,163,Dicky Pride,71,5.23,344,18
163,164,164,Steve LeBrun,66,5.17,329,17
164,165,165,Ricky Barnes,74,5.12,391,20
165,166,166,Adam Scott,61,5.0,260,13
166,167,167,Vijay Singh,61,4.86,288,14
167,168,168,Brendon de Jonge,110,4.78,544,26
168,169,169,Greg Owen,73,4.74,401,19
169,170,170,Cameron Percy,68,4.71,340,16
170,171,171,Fabián Gómez,65,4.69,320,15
171,T172,T172,Trevor Immelman,73,4.52,398,18
172,T172,T172,Bubba Watson,76,4.52,332,15
173,174,174,Will Claxton,67,4.49,334,15
174,175,175,Shawn Stefani,63,4.4,273,12
175,176,176,Bobby Gates,49,4.29,233,10
176,177,177,Justin Rose,62,4.03,273,11
177,178,178,Eric Meierdierks,48,3.64,220,8
178,179,179,Vaughn Taylor,50,3.23,217,7
179,180,180,Rod Pampling,46,2.72,184,5
